,Player,Year,All Star,All Star Starter
0,Michael Jordan,1991,True,True
1,Charles Barkley,1991,True,True
2,Patrick Ewing,1991,True,True
3,Bernard King,1991,True,True
4,Joe Dumars,1991,True,True
5,Dominique Wilkins,1991,True,False
6,Ricky Pierce,1991,True,False
7,Hersey Hawkins,1991,True,False
8,Kevin McHale,1991,True,False
9,Brad Daugherty,1991,True,False
10,Alvin Robertson,1991,True,False
11,Robert Parish,1991,True,False
12,Karl Malone,1991,True,True
13,Magic Johnson,1991,True,True
14,Chris Mullin,1991,True,True
15,Kevin Johnson,1991,True,True
16,David Robinson,1991,True,True
17,James Worthy,1991,True,False
18,Clyde Drexler,1991,True,False
19,Kevin Duckworth,1991,True,False
20,Tom Chambers,1991,True,False
21,Terry Porter,1991,True,False
22,Tim Hardaway,1991,True,False
23,John Stockton,1991,True,False
