,Player,Year,All Star,All Star Starter
0,Allen Iverson,2001,True,True
1,Vince Carter,2001,True,True
2,Tracy McGrady,2001,True,True
3,Antonio Davis,2001,True,True
4,Anthony Mason,2001,True,True
5,Dikembe Mutombo,2001,True,False
6,Ray Allen,2001,True,False
7,Stephon Marbury,2001,True,False
8,Glenn Robinson,2001,True,False
9,Latrell Sprewell,2001,True,False
10,Jerry Stackhouse,2001,True,False
11,Allan Houston,2001,True,False
12,Kobe Bryant,2001,True,True
13,Jason Kidd,2001,True,True
14,Chris Webber,2001,True,True
15,Tim Duncan,2001,True,True
16,Kevin Garnett,2001,True,True
17,Rasheed Wallace,2001,True,False
18,Michael Finley,2001,True,False
19,Gary Payton,2001,True,False
20,Antonio McDyess,2001,True,False
21,David Robinson,2001,True,False
22,Vlade Divac,2001,True,False
23,Karl Malone,2001,True,False
