,Player,Year,All Star,All Star Starter
0,Jayson Tatum,2023,True,True
1,Donovan Mitchell,2023,True,True
2,Lauri Markkanen,2023,True,True
3,Ja Morant,2023,True,True
4,Giannis Antetokounmpo,2023,True,True
5,Bam Adebayo,2023,True,False
6,Damian Lillard,2023,True,False
7,DeMar DeRozan,2023,True,False
8,Pascal Siakam,2023,True,False
9,Domantas Sabonis,2023,True,False
10,Shai Gilgeous-Alexander,2023,True,False
11,Jrue Holiday,2023,True,False
12,Kyrie Irving,2023,True,True
13,Joel Embiid,2023,True,True
14,Nikola Jokić,2023,True,True
15,Luka Dončić,2023,True,True
16,LeBron James,2023,True,True
17,Jaylen Brown,2023,True,False
18,Julius Randle,2023,True,False
19,Paul George,2023,True,False
20,Anthony Edwards,2023,True,False
21,Tyrese Haliburton,2023,True,False
22,De'Aaron Fox,2023,True,False
23,Jaren Jackson Jr.,2023,True,False
