,Player,Year,All Star,All Star Starter
0,Anthony Davis,2017,True,True
1,James Harden,2017,True,True
2,Stephen Curry,2017,True,True
3,Kevin Durant,2017,True,True
4,Kawhi Leonard,2017,True,True
5,Marc Gasol,2017,True,False
6,Russell Westbrook,2017,True,False
7,Klay Thompson,2017,True,False
8,Gordon Hayward,2017,True,False
9,Draymond Green,2017,True,False
10,DeAndre Jordan,2017,True,False
11,DeMarcus Cousins,2017,True,False
12,DeMar DeRozan,2017,True,True
13,Giannis Antetokounmpo,2017,True,True
14,Kyrie Irving,2017,True,True
15,LeBron James,2017,True,True
16,Jimmy Butler,2017,True,True
17,Paul George,2017,True,False
18,John Wall,2017,True,False
19,Kemba Walker,2017,True,False
20,Carmelo Anthony,2017,True,False
21,Isaiah Thomas,2017,True,False
22,Kyle Lowry,2017,True,False
23,Paul Millsap,2017,True,False
