,Player,Year,All Star,All Star Starter
0,Kevin Garnett,2000,True,True
1,Jason Kidd,2000,True,True
2,Tim Duncan,2000,True,True
3,Kobe Bryant,2000,True,True
4,Shaquille O'Neal,2000,True,True
5,Rasheed Wallace,2000,True,False
6,Gary Payton,2000,True,False
7,Chris Webber,2000,True,False
8,John Stockton,2000,True,False
9,Michael Finley,2000,True,False
10,David Robinson,2000,True,False
11,Karl Malone,2000,True,False
12,Allen Iverson,2000,True,True
13,Vince Carter,2000,True,True
14,Alonzo Mourning,2000,True,True
15,Eddie Jones,2000,True,True
16,Grant Hill,2000,True,True
17,Reggie Miller,2000,True,False
18,Allan Houston,2000,True,False
19,Ray Allen,2000,True,False
20,Glenn Robinson,2000,True,False
21,Dikembe Mutombo,2000,True,False
22,Jerry Stackhouse,2000,True,False
23,Dale Davis,2000,True,False
