,Player,Year,All Star,All Star Starter
0,LeBron James,2019,True,True
1,James Harden,2019,True,True
2,Kevin Durant,2019,True,True
3,Kyrie Irving,2019,True,True
4,Kawhi Leonard,2019,True,True
5,Damian Lillard,2019,True,False
6,Klay Thompson,2019,True,False
7,Bradley Beal,2019,True,False
8,Ben Simmons,2019,True,False
9,Karl-Anthony Towns,2019,True,False
10,LaMarcus Aldridge,2019,True,False
11,Dwyane Wade,2019,True,False
12,Anthony Davis,2019,True,False
13,Stephen Curry,2019,True,True
14,Giannis Antetokounmpo,2019,True,True
15,Paul George,2019,True,True
16,Joel Embiid,2019,True,True
17,Kemba Walker,2019,True,True
18,Khris Middleton,2019,True,False
19,Blake Griffin,2019,True,False
20,Russell Westbrook,2019,True,False
21,Nikola Jokić,2019,True,False
22,Kyle Lowry,2019,True,False
23,D'Angelo Russell,2019,True,False
24,Nikola Vučević,2019,True,False
25,Dirk Nowitzki,2019,True,False
