,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
10,Houston Rockets*,82,241.2,40.8,88.1,0.463,1.2,4.3,0.282,39.6,83.8,0.473,23.0,29.5,0.779,14.2,28.8,43.1,25.9,8.8,4.5,16.7,23.4,105.9,26.1,42.0,40.0,1.0,-0.4,0.6,106.5,105.5,1.0,99.9,0.324,0.045,0.528,1987
11,Washington Bullets*,82,240.3,43.0,90.9,0.473,1.3,4.4,0.291,41.7,86.5,0.482,20.2,26.6,0.758,16.3,30.3,46.5,26.1,8.5,6.7,17.5,23.6,107.3,25.9,42.0,40.0,-1.37,0.35,-1.02,105.7,107.0,-1.3,100.2,0.342,0.029,0.511,1987
12,Indiana Pacers*,82,243.0,40.8,85.0,0.48,1.3,4.2,0.299,39.5,80.8,0.489,23.9,31.5,0.759,13.6,31.5,45.1,24.6,8.0,5.8,17.3,22.6,106.7,25.9,41.0,41.0,-0.65,0.47,-0.17,106.0,106.6,-0.6,98.8,0.296,0.043,0.525,1987
13,Chicago Bulls*,82,241.8,40.7,84.3,0.483,1.4,4.1,0.341,39.3,80.2,0.49,21.1,27.5,0.769,12.5,28.3,40.8,24.7,7.1,6.0,15.5,22.5,103.9,25.4,40.0,42.0,0.89,0.37,1.26,108.6,107.6,1.0,95.8,0.315,0.042,0.528,1987
14,Seattle SuperSonics*,82,242.1,42.9,89.4,0.479,1.1,4.0,0.287,41.7,85.4,0.488,26.4,34.4,0.768,15.1,27.8,42.9,24.7,8.9,5.0,16.4,24.7,113.3,26.1,39.0,43.0,0.46,-0.39,0.08,110.7,110.3,0.4,101.8,0.345,0.077,0.543,1987
15,Denver Nuggets*,82,241.2,44.3,89.5,0.495,1.4,4.4,0.313,43.0,85.1,0.505,27.5,35.4,0.777,14.2,33.2,47.4,26.7,6.8,5.5,19.1,26.2,117.6,28.2,37.0,45.0,-0.87,-0.28,-1.14,109.3,110.2,-0.9,106.2,0.323,0.049,0.527,1987
16,Phoenix Suns,82,242.1,44.2,89.5,0.494,1.5,4.8,0.311,42.7,84.6,0.504,23.7,31.3,0.756,15.1,28.7,43.8,27.4,9.7,5.3,17.4,24.8,113.5,26.0,36.0,46.0,-2.44,-0.19,-2.63,108.0,110.3,-2.3,102.0,0.348,0.035,0.55,1987
17,Cleveland Cavaliers,82,240.9,43.4,90.7,0.478,1.2,4.2,0.278,42.2,86.6,0.488,20.3,26.9,0.753,15.3,29.2,44.5,25.1,9.9,5.8,17.0,25.3,108.2,24.6,31.0,51.0,-3.82,0.63,-3.19,102.6,106.4,-3.8,101.3,0.359,0.047,0.519,1987
18,Sacramento Kings,82,241.2,44.6,91.1,0.489,1.5,4.8,0.316,43.1,86.3,0.499,23.4,30.5,0.769,14.1,28.7,42.9,26.3,8.6,5.9,14.8,25.2,114.1,26.3,29.0,53.0,-3.22,-0.12,-3.34,108.9,112.1,-3.2,101.3,0.334,0.041,0.535,1987
19,San Antonio Spurs,82,241.5,45.2,89.1,0.507,1.3,4.6,0.28,43.9,84.5,0.519,21.8,28.8,0.755,13.4,30.0,43.4,29.0,8.5,5.6,17.3,22.5,113.4,27.1,28.0,54.0,-5.1,0.01,-5.09,105.9,110.8,-4.9,101.7,0.307,0.054,0.525,1987
20,New York Knicks,82,241.2,42.7,87.1,0.49,1.1,4.4,0.263,41.5,82.7,0.502,23.5,30.9,0.761,16.2,29.9,46.1,26.2,9.3,4.9,17.3,23.8,110.0,26.4,24.0,58.0,-6.27,0.85,-5.42,104.8,111.1,-6.3,98.5,0.336,0.053,0.528,1987
21,New Jersey Nets,82,242.1,41.7,86.9,0.48,1.4,4.5,0.322,40.2,82.4,0.488,28.7,36.8,0.78,13.8,28.7,42.5,23.9,9.9,6.9,16.5,25.9,113.5,26.2,24.0,58.0,-5.05,0.63,-4.42,105.6,110.5,-4.9,101.8,0.368,0.063,0.54,1987
22,Los Angeles Clippers,82,241.2,45.8,88.5,0.518,1.3,3.9,0.344,44.5,84.6,0.526,22.9,30.7,0.746,14.5,32.2,46.7,29.5,9.8,6.5,18.7,24.6,115.9,26.2,12.0,70.0,-11.43,0.42,-11.0,101.2,112.3,-11.1,102.7,0.343,0.047,0.508,1987
23,League Average 1987,82,241.6,42.6,88.8,0.48,1.4,4.7,0.301,41.2,84.1,0.49,23.2,30.5,0.763,14.7,29.3,44.0,26.0,8.6,5.5,17.0,24.5,109.9,26.6,,,0.0,-0.01,-0.01,108.3,108.3,,100.8,0.343,0.053,0.538,1987
