,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Boston Celtics*,82,241.2,42.6,90.6,0.47,0.5,2.5,0.192,42.1,88.1,0.478,20.0,26.5,0.754,14.5,27.4,42.0,24.0,8.3,4.5,17.5,27.3,105.6,27.3,63.0,19.0,6.38,-0.03,6.35,109.8,103.5,6.3,101.5,0.335,0.025,0.545,1982
1,Philadelphia 76ers*,82,242.1,41.1,86.4,0.476,0.7,2.6,0.259,40.4,83.8,0.483,22.6,30.4,0.742,15.7,28.6,44.3,24.0,8.6,5.7,19.7,27.0,105.5,28.1,58.0,24.0,5.73,0.0,5.74,109.6,103.9,5.7,100.6,0.354,0.02,0.566,1982
2,Los Angeles Lakers*,82,242.1,45.7,93.6,0.488,1.0,2.6,0.366,44.7,91.0,0.491,17.5,24.5,0.714,15.5,27.5,43.0,28.3,8.8,5.3,18.1,24.4,109.8,26.8,57.0,25.0,4.87,-0.5,4.37,110.2,105.5,4.7,103.1,0.285,0.012,0.551,1982
3,Milwaukee Bucks*,82,241.5,40.2,86.2,0.467,0.7,2.7,0.254,39.5,83.4,0.474,21.8,30.1,0.725,14.3,26.3,40.6,24.6,8.8,4.3,18.8,26.7,102.9,27.3,55.0,27.0,5.48,-0.1,5.38,107.7,102.3,5.4,100.0,0.332,0.023,0.553,1982
4,Seattle SuperSonics*,82,241.8,41.6,90.3,0.461,0.6,2.5,0.239,41.0,87.9,0.467,19.3,26.6,0.727,15.1,29.5,44.6,24.3,8.0,3.8,17.1,26.2,103.1,26.4,52.0,30.0,4.13,-0.45,3.69,106.4,102.3,4.1,100.0,0.329,0.021,0.535,1982
5,San Antonio Spurs*,82,240.9,43.5,90.1,0.483,0.7,2.4,0.291,42.8,87.6,0.488,23.1,30.5,0.758,14.0,29.7,43.7,24.8,7.5,5.2,16.5,26.6,110.8,26.1,48.0,34.0,2.3,-0.52,1.79,109.9,107.6,2.3,102.5,0.307,0.033,0.537,1982
6,Denver Nuggets*,82,241.8,52.0,99.3,0.524,0.8,2.8,0.282,51.2,96.5,0.531,21.1,28.7,0.737,16.6,30.0,46.5,30.7,9.1,6.9,18.0,29.9,126.0,27.0,46.0,36.0,0.52,-0.4,0.13,114.3,113.9,0.4,109.8,0.389,0.019,0.578,1982
7,Phoenix Suns*,82,241.8,40.9,87.6,0.466,0.6,2.4,0.255,40.2,85.2,0.472,20.4,27.0,0.754,14.1,28.9,43.0,23.8,9.5,4.4,17.0,25.2,102.7,26.4,46.0,36.0,3.45,-0.4,3.05,105.8,102.4,3.4,99.5,0.302,0.024,0.538,1982
8,Houston Rockets*,82,241.2,43.5,87.6,0.497,0.6,2.5,0.238,42.9,85.1,0.504,18.3,24.5,0.747,14.3,28.1,42.4,26.0,8.3,4.3,16.4,25.0,105.9,28.3,46.0,36.0,-0.04,-0.36,-0.39,108.3,108.3,0.0,97.2,0.302,0.024,0.52,1982
9,Golden State Warriors,82,241.2,43.4,88.4,0.49,0.5,2.1,0.233,42.9,86.3,0.497,22.6,30.1,0.753,13.6,29.4,42.9,25.4,8.1,4.8,16.7,26.3,109.8,25.1,45.0,37.0,1.04,-0.24,0.8,108.8,107.7,1.1,101.4,0.324,0.044,0.541,1982
