,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Golden State Warriors*,82,240.6,37.0,86.4,0.428,7.2,21.4,0.337,29.7,65.0,0.458,18.7,24.5,0.763,11.7,32.8,44.5,21.0,8.3,3.6,16.2,18.8,99.9,26.6,67.0,15.0,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.239,0.311,0.571,2015
1,Atlanta Hawks*,82,240.6,36.5,83.1,0.439,8.8,25.8,0.341,27.7,57.4,0.483,15.4,20.1,0.764,11.6,32.1,43.6,23.5,7.4,4.9,16.1,19.6,97.1,27.8,60.0,22.0,5.43,-0.68,4.75,108.9,103.1,5.8,93.9,0.259,0.321,0.563,2015
2,Los Angeles Clippers*,82,240.6,36.4,82.3,0.442,8.3,23.9,0.349,28.1,58.4,0.481,19.0,25.7,0.741,10.6,32.3,42.9,23.2,6.7,3.0,14.3,21.5,100.1,28.8,56.0,26.0,6.59,0.22,6.8,112.4,105.5,6.9,94.7,0.303,0.322,0.565,2015
3,Houston Rockets*,82,241.5,37.7,85.2,0.443,7.4,22.9,0.322,30.3,62.2,0.487,17.7,23.6,0.751,11.9,32.0,43.8,21.4,8.9,5.3,16.4,21.1,100.5,27.6,56.0,26.0,3.44,0.38,3.82,107.0,103.4,3.6,96.5,0.312,0.392,0.548,2015
4,San Antonio Spurs*,82,243.4,37.1,83.7,0.444,6.8,18.9,0.36,30.3,64.8,0.468,15.9,21.4,0.745,9.9,32.2,42.1,20.7,7.9,4.4,14.2,19.7,97.0,29.8,55.0,27.0,6.2,0.14,6.34,108.5,102.0,6.5,93.8,0.256,0.269,0.555,2015
5,Memphis Grizzlies*,82,242.7,36.0,81.5,0.442,8.1,23.0,0.351,27.9,58.5,0.478,14.9,20.1,0.742,10.5,31.9,42.4,20.1,7.4,5.2,15.3,20.3,95.1,29.6,55.0,27.0,3.24,0.38,3.62,105.7,102.2,3.5,92.0,0.276,0.184,0.531,2015
6,Cleveland Cavaliers*,82,241.2,38.1,83.5,0.456,7.7,22.5,0.343,30.3,61.0,0.497,14.8,19.9,0.745,10.8,30.3,41.1,24.1,7.8,4.5,13.3,20.5,98.7,26.9,53.0,29.0,4.48,-0.4,4.08,111.1,106.3,4.8,92.3,0.287,0.334,0.557,2015
7,Portland Trail Blazers*,82,242.1,38.2,86.9,0.439,6.4,18.9,0.338,31.8,67.9,0.468,15.8,20.9,0.758,11.0,33.6,44.6,20.4,8.0,3.6,12.2,18.7,98.6,27.0,51.0,31.0,4.23,0.18,4.41,108.2,103.7,4.5,94.2,0.225,0.316,0.544,2015
8,Dallas Mavericks*,82,242.4,38.0,84.5,0.45,9.0,24.8,0.364,29.0,59.7,0.485,17.3,22.9,0.753,12.3,33.9,46.1,22.3,7.3,3.8,16.3,22.1,102.3,29.9,50.0,32.0,2.9,0.46,3.36,109.5,106.4,3.1,95.2,0.262,0.296,0.55,2015
9,Chicago Bulls*,82,242.4,37.7,86.7,0.435,6.6,19.6,0.335,31.2,67.1,0.465,15.7,21.0,0.749,11.7,31.7,43.4,20.2,7.5,5.4,12.2,21.2,97.8,28.8,50.0,32.0,3.0,-0.46,2.54,107.5,104.3,3.2,92.8,0.304,0.269,0.536,2015
