,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Chicago Bulls*,82,240.6,35.1,78.4,0.448,5.3,15.2,0.35,29.8,63.2,0.472,17.4,24.2,0.717,12.0,26.0,38.0,19.4,7.3,3.8,17.1,22.6,92.9,29.9,72.0,10.0,12.24,-0.44,11.8,115.2,101.8,13.4,91.1,0.291,0.196,0.555,1996
1,Seattle SuperSonics*,82,242.4,35.0,79.9,0.438,6.5,18.7,0.348,28.5,61.2,0.466,20.2,28.2,0.716,13.1,27.5,40.6,21.7,9.2,4.8,18.5,24.5,96.7,29.6,64.0,18.0,7.79,-0.4,7.4,110.3,102.1,8.2,93.8,0.379,0.249,0.574,1996
2,Orlando Magic*,82,242.1,37.3,82.1,0.454,6.0,16.5,0.366,31.3,65.6,0.477,18.3,24.8,0.736,13.3,28.8,42.1,22.8,7.9,4.0,15.1,22.3,99.0,27.7,60.0,22.0,5.56,-0.16,5.4,112.9,106.9,6.0,91.8,0.336,0.248,0.562,1996
3,San Antonio Spurs*,82,241.2,36.8,83.7,0.439,5.4,16.3,0.33,31.4,67.4,0.466,18.1,24.8,0.73,13.5,30.2,43.7,22.5,7.4,5.2,15.3,24.0,97.1,29.4,59.0,23.0,6.3,-0.33,5.98,110.2,103.5,6.7,93.3,0.342,0.2,0.558,1996
4,Utah Jazz*,82,241.2,33.5,75.3,0.445,6.7,17.4,0.385,26.8,57.9,0.463,22.2,29.5,0.751,11.4,26.2,37.6,20.0,7.1,5.0,15.7,24.2,95.9,29.5,55.0,27.0,6.59,-0.34,6.25,113.3,106.1,7.2,90.0,0.359,0.158,0.566,1996
5,Los Angeles Lakers*,82,240.0,38.0,83.0,0.458,5.4,14.7,0.367,32.6,68.3,0.478,17.0,23.1,0.738,14.0,28.2,42.2,24.5,7.2,5.9,16.3,22.0,98.5,27.1,53.0,29.0,4.45,-0.24,4.21,111.4,106.6,4.8,92.4,0.306,0.203,0.555,1996
6,Indiana Pacers*,82,240.9,34.6,76.7,0.452,6.0,16.7,0.36,28.6,60.0,0.477,20.8,28.1,0.74,12.2,25.0,37.3,21.0,8.1,5.1,15.4,24.9,96.1,29.4,52.0,30.0,3.24,-0.14,3.11,110.8,107.2,3.6,89.3,0.389,0.157,0.56,1996
7,Houston Rockets*,82,241.5,38.8,84.3,0.46,5.9,16.4,0.359,32.9,67.9,0.484,17.4,24.5,0.707,13.7,30.5,44.2,23.7,8.2,4.9,14.9,22.5,100.7,29.0,48.0,34.0,1.74,-0.12,1.63,109.3,107.4,1.9,93.2,0.317,0.265,0.555,1996
8,Cleveland Cavaliers*,82,241.8,32.6,70.6,0.462,6.3,16.1,0.388,26.4,54.5,0.484,17.1,22.5,0.759,10.7,26.4,37.1,22.2,6.1,4.1,15.6,20.3,88.5,27.5,47.0,35.0,2.59,-0.09,2.49,109.9,106.7,3.2,82.3,0.296,0.264,0.551,1996
9,New York Knicks*,82,241.8,34.9,78.9,0.442,5.4,16.0,0.337,29.5,62.9,0.468,19.8,26.7,0.74,12.1,29.6,41.7,20.4,8.0,3.4,15.8,21.5,94.9,30.4,47.0,35.0,2.32,-0.08,2.24,106.0,103.5,2.5,91.0,0.306,0.201,0.55,1996
10,Detroit Pistons*,82,241.8,34.5,77.7,0.443,6.2,16.8,0.366,28.3,60.9,0.465,17.8,24.9,0.715,11.8,27.7,39.4,21.1,6.8,4.7,14.1,23.0,92.9,26.8,46.0,36.0,2.5,-0.05,2.45,107.9,105.1,2.8,87.7,0.36,0.221,0.551,1996
11,Atlanta Hawks*,82,240.6,37.1,78.3,0.474,5.8,16.2,0.36,31.3,62.1,0.504,17.0,22.7,0.746,12.9,28.0,40.8,22.5,7.1,4.1,17.1,22.0,97.1,28.1,46.0,36.0,1.22,0.07,1.29,109.4,108.0,1.4,89.6,0.302,0.239,0.534,1996
12,Portland Trail Blazers*,82,242.7,36.0,81.4,0.442,5.8,16.5,0.348,30.3,64.9,0.466,19.2,25.9,0.74,11.4,28.2,39.6,22.2,8.6,5.0,14.5,24.3,97.0,28.1,44.0,38.0,2.35,-0.14,2.21,106.0,103.5,2.5,92.6,0.347,0.203,0.528,1996
13,Miami Heat*,82,241.2,33.3,76.9,0.434,5.4,15.1,0.361,27.9,61.8,0.452,22.9,30.5,0.752,12.0,28.2,40.2,20.1,8.1,4.9,15.7,24.8,95.0,27.4,42.0,40.0,1.43,0.03,1.46,105.3,103.8,1.5,91.1,0.345,0.23,0.541,1996
14,Phoenix Suns*,82,243.4,39.2,83.4,0.471,6.7,18.2,0.369,32.5,65.2,0.499,18.8,25.4,0.739,12.2,29.0,41.3,25.5,7.1,5.1,14.5,24.5,104.0,27.9,41.0,41.0,0.33,-0.05,0.28,110.3,110.0,0.3,93.2,0.37,0.147,0.551,1996
15,Charlotte Hornets,82,242.4,39.7,81.1,0.489,6.5,16.3,0.396,33.2,64.8,0.513,17.6,23.9,0.736,11.6,28.8,40.4,25.0,6.5,4.5,14.8,22.3,103.4,27.8,41.0,41.0,-0.57,0.09,-0.48,111.2,111.8,-0.6,91.6,0.32,0.23,0.558,1996
16,Washington Bullets,82,241.5,37.3,81.1,0.46,4.6,13.5,0.342,32.7,67.6,0.484,22.2,29.0,0.766,13.5,28.9,42.4,20.6,8.5,4.8,16.6,23.1,101.5,24.8,39.0,43.0,1.06,-0.07,0.99,108.7,107.6,1.1,93.7,0.314,0.183,0.558,1996
17,Sacramento Kings*,82,240.9,36.4,78.8,0.462,5.6,14.8,0.379,30.8,64.0,0.482,23.8,31.7,0.751,12.9,28.2,41.1,22.0,9.4,6.2,16.5,24.5,102.3,26.6,39.0,43.0,-2.71,0.09,-2.62,106.2,109.1,-2.9,93.4,0.371,0.184,0.54,1996
18,Golden State Warriors,82,240.9,39.1,82.4,0.475,5.8,16.0,0.365,33.3,66.4,0.501,19.1,25.6,0.746,13.6,28.0,41.5,25.6,8.5,4.7,16.8,23.9,103.1,27.0,36.0,46.0,-1.45,0.03,-1.42,108.4,109.9,-1.5,93.4,0.349,0.179,0.539,1996
19,Denver Nuggets,82,241.8,37.7,82.2,0.459,5.5,15.1,0.367,32.2,67.1,0.479,19.5,25.7,0.76,11.4,29.1,40.5,22.9,7.5,5.1,13.8,23.2,100.4,26.8,35.0,47.0,-2.71,0.09,-2.62,105.2,108.1,-2.9,92.2,0.326,0.172,0.526,1996
20,Boston Celtics,82,242.7,40.2,83.6,0.481,5.1,14.2,0.357,35.1,69.4,0.506,21.5,28.9,0.747,12.7,31.6,44.3,23.4,8.1,6.0,16.0,24.0,107.0,26.3,33.0,49.0,-3.4,0.03,-3.37,106.4,109.9,-3.5,96.2,0.329,0.209,0.534,1996
21,New Jersey Nets,82,242.7,36.7,80.8,0.454,6.6,17.3,0.384,30.0,63.5,0.473,18.0,24.3,0.74,12.5,28.7,41.3,22.9,8.1,6.3,15.5,23.5,97.9,27.4,30.0,52.0,-4.23,0.09,-4.14,101.9,106.5,-4.6,90.9,0.332,0.111,0.497,1996
22,Los Angeles Clippers,82,240.6,37.7,78.9,0.478,5.4,14.6,0.372,32.3,64.3,0.502,22.2,29.8,0.746,12.6,28.8,41.4,20.2,8.4,4.9,16.5,22.7,103.0,25.2,29.0,53.0,-3.6,0.13,-3.46,106.5,110.3,-3.8,93.2,0.3,0.208,0.544,1996
23,Dallas Mavericks,82,243.0,41.5,84.4,0.492,5.7,14.5,0.394,35.8,69.9,0.512,18.7,25.6,0.732,13.3,33.2,46.5,24.1,8.6,6.5,16.4,22.5,107.5,25.1,26.0,56.0,-4.9,0.19,-4.71,106.1,111.2,-5.1,95.4,0.266,0.274,0.507,1996
24,Minnesota Timberwolves,82,241.2,37.6,80.3,0.469,6.5,17.0,0.38,31.2,63.3,0.492,21.5,28.9,0.744,12.6,28.3,40.9,24.0,8.8,6.1,16.4,23.7,103.2,26.4,26.0,56.0,-5.35,0.22,-5.14,104.1,109.8,-5.7,93.5,0.357,0.132,0.535,1996
25,Milwaukee Bucks,82,240.6,37.6,78.3,0.48,6.3,15.8,0.397,31.3,62.5,0.501,19.4,26.7,0.725,12.2,28.1,40.3,23.7,7.9,4.5,14.8,21.4,100.9,27.5,25.0,57.0,-5.3,0.38,-4.92,105.6,111.5,-5.9,90.2,0.295,0.163,0.534,1996
26,Toronto Raptors,82,241.8,38.4,80.8,0.475,6.3,17.3,0.367,32.0,63.5,0.504,21.9,29.5,0.745,13.4,27.7,41.1,24.3,9.3,5.9,16.2,21.2,105.0,26.1,21.0,61.0,-7.51,0.31,-7.2,103.8,111.8,-8.0,93.2,0.296,0.177,0.536,1996
27,Philadelphia 76ers,82,240.6,40.0,82.9,0.483,6.4,17.3,0.37,33.6,65.5,0.513,18.0,24.2,0.741,14.2,30.2,44.4,25.7,8.8,5.7,15.7,23.3,104.5,26.1,18.0,64.0,-10.0,0.55,-9.45,102.2,113.0,-10.8,92.2,0.353,0.224,0.522,1996
28,Vancouver Grizzlies,82,242.4,37.6,79.1,0.475,5.6,15.0,0.374,32.0,64.1,0.498,19.0,26.0,0.733,13.4,31.1,44.5,24.2,8.5,5.8,17.4,21.8,99.8,27.2,15.0,67.0,-9.98,0.43,-9.55,97.6,108.5,-10.9,91.0,0.308,0.174,0.5,1996
29,League Average 1996,82,241.6,37.0,80.2,0.462,5.9,16.0,0.367,31.2,64.1,0.486,19.5,26.4,0.74,12.6,28.6,41.3,22.7,8.0,5.1,15.8,23.0,99.5,27.6,,,0.0,0.0,0.0,107.6,107.6,,91.8,0.329,0.2,0.542,1996
