,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
10,Washington Bullets*,82,242.4,44.1,94.8,0.465,0.7,2.6,0.262,43.4,92.2,0.471,20.7,26.6,0.777,14.6,32.6,47.2,25.9,9.0,6.3,14.9,23.2,109.5,29.0,39.0,43.0,-2.55,0.28,-2.27,103.2,105.7,-2.5,102.6,0.263,0.031,0.504,1980
11,New York Knicks,82,241.2,45.2,91.4,0.495,0.7,2.4,0.278,44.5,89.0,0.501,24.0,31.2,0.77,15.8,29.7,45.4,26.1,9.9,4.8,20.7,24.9,115.1,24.1,39.0,43.0,-1.15,0.19,-0.96,106.5,107.5,-1.0,106.5,0.296,0.025,0.539,1980
12,Portland Trail Blazers*,82,241.2,40.8,85.5,0.478,0.7,2.3,0.296,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,26.3,38.0,44.0,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,1980
13,Indiana Pacers,82,242.1,45.0,92.0,0.489,0.7,2.8,0.246,44.4,89.2,0.497,21.1,28.0,0.756,17.0,31.1,48.1,28.3,9.0,5.7,21.4,24.7,111.9,25.3,37.0,45.0,-0.7,0.16,-0.54,105.5,106.2,-0.7,104.4,0.303,0.041,0.523,1980
14,Cleveland Cavaliers,82,243.0,46.5,92.8,0.501,0.8,2.7,0.291,45.7,90.1,0.507,20.1,26.2,0.765,15.0,32.2,47.2,26.9,8.6,6.0,20.3,24.8,113.8,27.4,37.0,45.0,0.34,0.09,0.43,106.7,106.4,0.3,105.6,0.274,0.023,0.519,1980
15,San Diego Clippers,82,240.9,45.8,91.6,0.5,0.5,2.3,0.23,45.2,89.3,0.507,19.7,25.4,0.773,14.9,30.3,45.2,24.5,9.3,5.0,17.0,23.0,111.7,27.6,35.0,47.0,-4.15,0.18,-3.97,105.7,109.8,-4.1,101.4,0.289,0.072,0.522,1980
16,New Jersey Nets,82,241.5,42.4,90.6,0.469,0.7,2.5,0.279,41.7,88.0,0.474,23.9,31.4,0.761,15.7,31.7,47.3,26.7,10.4,6.3,20.6,24.9,109.5,26.1,34.0,48.0,-1.17,0.19,-0.98,101.5,102.5,-1.0,106.1,0.321,0.04,0.518,1980
17,Chicago Bulls,82,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980
18,Denver Nuggets,82,241.8,45.6,92.6,0.492,0.9,2.6,0.327,44.7,90.0,0.497,20.7,27.3,0.76,14.6,31.5,46.1,27.9,9.9,5.5,17.5,24.8,112.7,27.1,30.0,52.0,-4.41,0.2,-4.22,103.4,107.6,-4.2,103.9,0.34,0.034,0.517,1980
19,Utah Jazz,82,241.5,43.4,87.6,0.496,0.8,2.6,0.318,42.6,85.0,0.501,20.8,26.9,0.772,14.1,27.9,42.0,24.4,8.7,4.9,15.5,21.7,108.4,26.1,24.0,58.0,-6.01,0.31,-5.71,104.2,110.4,-6.2,97.6,0.285,0.027,0.547,1980
20,Golden State Warriors,82,242.4,41.9,85.1,0.493,0.9,2.7,0.329,41.0,82.4,0.498,23.2,31.0,0.749,12.9,31.3,44.1,25.5,8.8,4.4,18.1,21.8,108.0,26.3,24.0,58.0,-4.39,0.2,-4.2,102.0,106.3,-4.3,100.5,0.262,0.017,0.52,1980
21,Detroit Pistons,82,241.2,46.9,94.6,0.496,0.7,2.5,0.277,46.2,92.1,0.502,22.7,29.3,0.773,16.1,31.4,47.5,28.1,10.7,5.7,19.3,22.8,117.2,24.7,16.0,66.0,-8.24,0.67,-7.57,101.2,108.8,-7.6,107.1,0.283,0.029,0.523,1980
22,League Average 1980,82,241.8,43.6,90.6,0.481,0.8,2.8,0.28,42.9,87.9,0.488,21.3,27.8,0.764,15.1,29.9,44.9,25.8,9.4,5.3,18.9,24.4,109.3,26.5,,,0.0,0.0,0.0,105.3,105.3,,103.1,0.307,0.031,0.531,1980
