,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Golden State Warriors*,82,242.4,42.5,87.3,0.487,13.1,31.6,0.416,29.4,55.7,0.528,16.7,21.8,0.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,27.4,73.0,9.0,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.362,0.593,2016
1,San Antonio Spurs*,82,240.3,40.1,82.9,0.484,7.0,18.5,0.375,33.2,64.4,0.515,16.4,20.4,0.803,9.4,34.5,43.9,24.5,8.3,5.9,13.1,17.5,103.5,30.3,67.0,15.0,10.63,-0.36,10.28,110.3,99.0,11.3,93.8,0.246,0.223,0.564,2016
2,Cleveland Cavaliers*,82,242.1,38.7,84.0,0.46,10.7,29.6,0.362,27.9,54.4,0.514,16.3,21.7,0.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,28.1,57.0,25.0,6.0,-0.55,5.45,110.9,104.5,6.4,93.3,0.259,0.352,0.558,2016
3,Toronto Raptors*,82,241.2,36.7,81.3,0.451,8.6,23.4,0.37,28.0,58.0,0.483,20.8,26.7,0.777,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,102.7,26.3,56.0,26.0,4.5,-0.42,4.08,110.0,105.2,4.8,92.9,0.328,0.287,0.552,2016
4,Oklahoma City Thunder*,82,241.8,41.1,86.4,0.476,8.3,23.7,0.349,32.9,62.6,0.524,19.7,25.2,0.782,13.1,35.6,48.6,23.0,7.4,5.9,15.9,20.6,110.2,25.8,55.0,27.0,7.28,-0.19,7.09,113.1,105.6,7.5,96.7,0.292,0.275,0.565,2016
5,Los Angeles Clippers*,82,241.8,38.3,82.4,0.465,9.7,26.7,0.364,28.6,55.7,0.513,18.2,26.2,0.692,8.8,33.3,42.0,22.8,8.6,5.6,13.0,21.3,104.5,29.7,53.0,29.0,4.28,-0.15,4.13,108.3,103.8,4.5,95.8,0.318,0.324,0.556,2016
6,Miami Heat*,82,241.8,38.4,81.7,0.47,6.1,18.0,0.336,32.3,63.6,0.508,17.1,23.0,0.744,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,100.0,28.4,48.0,34.0,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.282,0.221,0.545,2016
7,Boston Celtics*,82,241.2,39.2,89.2,0.439,8.7,26.1,0.335,30.5,63.1,0.483,18.5,23.5,0.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,25.2,48.0,34.0,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.264,0.293,0.531,2016
8,Charlotte Hornets*,82,242.1,37.0,84.4,0.439,10.6,29.4,0.362,26.4,55.0,0.479,18.7,23.7,0.79,9.0,35.0,43.9,21.7,7.3,5.3,12.6,18.1,103.4,26.0,48.0,34.0,2.72,-0.36,2.36,107.1,104.3,2.8,95.7,0.28,0.348,0.545,2016
9,Atlanta Hawks*,82,241.8,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20.0,0.783,8.3,33.8,42.1,25.6,9.1,5.9,15.0,19.1,102.8,28.2,48.0,34.0,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,2016
10,Indiana Pacers*,82,242.4,38.3,85.2,0.45,8.1,23.0,0.351,30.2,62.1,0.486,17.4,22.8,0.764,10.3,33.9,44.2,21.2,9.0,4.8,14.9,20.0,102.2,26.9,45.0,37.0,1.71,-0.09,1.62,104.6,102.9,1.7,96.6,0.268,0.27,0.536,2016
11,Portland Trail Blazers*,82,241.5,38.6,85.9,0.45,10.5,28.5,0.37,28.1,57.4,0.49,17.4,23.0,0.754,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,105.1,24.3,44.0,38.0,0.83,0.15,0.98,108.8,108.0,0.8,96.0,0.268,0.332,0.548,2016
12,Detroit Pistons*,82,242.4,37.9,86.4,0.439,9.0,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.668,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,102.0,25.0,44.0,38.0,0.61,-0.18,0.43,106.1,105.5,0.6,95.1,0.296,0.303,0.522,2016
13,Memphis Grizzlies*,82,241.8,36.8,83.6,0.44,6.1,18.5,0.331,30.7,65.1,0.471,19.3,24.7,0.783,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,99.1,30.5,42.0,40.0,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.295,0.222,0.524,2016
14,Chicago Bulls,82,242.7,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.464,16.5,21.0,0.787,11.1,35.2,46.3,22.8,6.0,5.7,13.9,18.8,101.6,27.6,42.0,40.0,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,0.24,0.244,0.526,2016
15,Dallas Mavericks*,82,244.0,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,30.3,42.0,40.0,-0.3,0.29,-0.02,106.7,107.0,-0.3,94.3,0.265,0.339,0.544,2016
16,Washington Wizards,82,240.9,39.5,85.8,0.46,8.6,24.2,0.358,30.8,61.6,0.501,16.5,22.5,0.73,9.1,32.8,41.8,24.5,8.6,3.9,14.5,20.8,104.1,27.3,41.0,41.0,-0.5,0.0,-0.5,105.3,105.8,-0.5,98.5,0.263,0.282,0.544,2016
17,Houston Rockets*,82,241.8,37.7,83.5,0.452,10.7,30.9,0.347,27.0,52.6,0.514,20.4,29.4,0.694,11.3,31.7,43.1,22.2,10.0,5.2,15.9,21.8,106.5,27.8,41.0,41.0,0.2,0.14,0.34,108.3,108.1,0.2,97.6,0.352,0.37,0.553,2016
18,Utah Jazz,82,243.4,36.1,80.4,0.449,8.5,23.9,0.355,27.6,56.5,0.488,17.1,23.0,0.744,10.7,32.5,43.2,19.0,7.7,5.2,14.9,20.2,97.7,24.2,40.0,42.0,1.79,0.05,1.84,105.9,103.9,2.0,91.0,0.286,0.297,0.54,2016
19,Orlando Magic,82,242.7,39.5,86.8,0.455,7.8,22.2,0.35,31.8,64.7,0.492,15.2,20.1,0.757,10.3,33.0,43.3,23.6,8.2,5.1,14.1,20.7,102.1,23.9,35.0,47.0,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,0.232,0.255,0.533,2016
20,Denver Nuggets,82,241.8,37.7,85.4,0.442,8.0,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21.0,101.9,24.7,33.0,49.0,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.282,0.277,0.531,2016
21,Sacramento Kings,82,241.5,40.0,86.4,0.464,8.0,22.4,0.359,32.0,64.0,0.5,18.5,25.5,0.725,10.6,33.7,44.2,24.5,8.9,4.5,16.2,20.4,106.6,26.6,33.0,49.0,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,0.295,0.26,0.546,2016
22,Milwaukee Bucks,82,241.8,38.4,82.2,0.467,5.4,15.6,0.345,33.0,66.6,0.495,17.0,22.7,0.747,10.5,31.2,41.7,23.1,8.2,5.8,15.2,20.7,99.0,23.5,33.0,49.0,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.276,0.189,0.537,2016
23,New York Knicks,82,241.5,36.9,84.0,0.439,7.4,21.5,0.346,29.4,62.5,0.471,17.2,21.4,0.805,10.4,34.0,44.4,20.5,5.7,5.7,13.4,19.7,98.4,27.2,32.0,50.0,-2.73,0.0,-2.74,104.6,107.6,-3.0,93.4,0.255,0.256,0.527,2016
24,New Orleans Pelicans,82,241.2,38.5,85.9,0.448,8.6,23.8,0.36,29.9,62.1,0.482,17.3,22.2,0.776,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,102.7,26.6,30.0,52.0,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,0.259,0.277,0.537,2016
25,Minnesota Timberwolves,82,242.4,37.7,81.3,0.464,5.5,16.4,0.338,32.2,64.9,0.496,21.4,27.0,0.792,10.0,31.5,41.6,23.4,8.0,4.6,15.0,20.7,102.4,24.6,29.0,53.0,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.332,0.202,0.549,2016
26,Phoenix Suns,82,240.3,37.2,85.6,0.435,9.0,25.8,0.348,28.2,59.8,0.472,17.5,23.2,0.751,11.5,33.3,44.8,20.7,7.7,3.8,17.2,22.7,100.9,26.0,23.0,59.0,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,0.271,0.302,0.526,2016
27,Brooklyn Nets,82,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66.0,0.481,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6,26.9,21.0,61.0,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.246,0.218,0.527,2016
28,Los Angeles Lakers,82,240.6,35.1,84.8,0.414,7.8,24.6,0.317,27.3,60.2,0.454,19.3,24.7,0.781,10.7,32.3,43.0,18.0,7.2,4.1,13.7,20.3,97.3,26.5,17.0,65.0,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,0.292,0.29,0.509,2016
29,Philadelphia 76ers,82,241.5,36.2,84.0,0.431,9.3,27.5,0.339,26.9,56.5,0.476,15.7,22.6,0.694,9.5,31.8,41.2,21.5,8.3,6.0,16.4,21.7,97.4,23.3,10.0,72.0,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.269,0.327,0.519,2016
30,League Average 2016,82,241.8,38.2,84.6,0.452,8.5,24.1,0.354,29.7,60.5,0.491,17.7,23.4,0.757,10.4,33.3,43.8,22.3,7.8,5.0,14.4,20.3,102.7,26.8,,,0.0,0.0,0.0,106.4,106.4,,95.8,0.276,0.285,0.541,2016
