,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
10,Portland Trail Blazers*,82,242.1,34.1,78.3,0.436,5.6,15.6,0.357,28.5,62.7,0.455,21.0,28.4,0.739,11.6,26.8,38.4,20.8,8.0,5.2,15.1,23.0,94.8,26.4,49.0,33.0,4.17,-0.61,3.56,107.9,103.3,4.6,90.9,0.35,0.217,0.544,1997
11,Orlando Magic*,82,242.1,36.2,78.7,0.46,5.5,16.2,0.343,30.6,62.5,0.49,16.6,22.7,0.732,13.2,29.2,42.4,21.9,8.6,5.1,16.0,21.6,94.5,29.4,45.0,37.0,-0.35,0.28,-0.07,105.6,106.0,-0.4,88.3,0.304,0.256,0.524,1997
12,Washington Bullets*,82,242.1,36.7,80.9,0.454,6.0,16.2,0.371,30.7,64.8,0.474,18.3,24.4,0.749,12.5,28.5,41.0,20.4,8.1,4.1,16.5,21.6,97.7,25.9,44.0,38.0,1.62,0.15,1.77,106.6,104.9,1.7,92.4,0.296,0.15,0.54,1997
13,Cleveland Cavaliers,82,242.1,30.3,68.8,0.441,5.6,15.0,0.373,24.7,53.8,0.46,19.4,26.1,0.742,10.3,26.7,37.0,20.1,6.7,4.3,16.2,21.3,85.6,26.7,42.0,40.0,1.84,0.47,2.32,104.6,102.4,2.2,82.9,0.297,0.215,0.531,1997
14,Minnesota Timberwolves*,82,241.2,35.9,79.7,0.45,5.7,15.7,0.362,30.2,64.0,0.472,20.1,26.6,0.754,13.0,28.8,41.9,21.8,8.0,5.4,15.6,22.3,97.6,26.3,40.0,42.0,-1.48,-0.35,-1.82,105.5,107.1,-1.6,90.7,0.339,0.17,0.533,1997
15,Phoenix Suns*,82,242.1,38.8,83.1,0.467,6.6,18.0,0.368,32.2,65.1,0.494,17.9,24.2,0.739,12.8,30.0,42.8,24.3,8.1,4.5,15.8,22.4,102.2,28.5,40.0,42.0,0.66,-0.45,0.21,109.3,108.6,0.7,93.2,0.317,0.213,0.552,1997
16,Indiana Pacers,82,243.0,34.1,77.5,0.44,6.1,17.6,0.347,28.0,60.0,0.468,20.0,26.6,0.753,12.2,27.6,39.8,21.2,8.5,5.1,15.7,23.8,94.4,27.9,39.0,43.0,0.98,0.52,1.49,105.8,104.7,1.1,89.0,0.374,0.181,0.537,1997
17,Los Angeles Clippers*,82,243.0,36.3,78.6,0.462,5.9,16.4,0.357,30.4,62.2,0.489,21.1,28.2,0.749,12.8,29.9,42.7,20.2,9.0,5.1,16.7,22.7,99.5,25.5,36.0,46.0,-2.35,-0.31,-2.66,105.1,107.6,-2.5,91.3,0.31,0.2,0.524,1997
18,Sacramento Kings,82,242.1,36.7,79.5,0.462,5.4,15.3,0.352,31.3,64.2,0.488,21.0,28.5,0.737,13.0,28.5,41.5,21.7,8.7,5.2,15.3,21.8,99.8,27.4,34.0,48.0,-3.38,-0.26,-3.64,105.0,108.7,-3.7,91.0,0.313,0.16,0.526,1997
19,Milwaukee Bucks,82,240.6,36.6,77.5,0.472,4.5,13.2,0.342,32.1,64.3,0.499,19.6,26.8,0.731,11.9,27.5,39.4,22.2,8.4,4.8,14.6,21.7,97.2,27.3,33.0,49.0,-1.89,0.51,-1.38,106.2,108.3,-2.1,89.5,0.334,0.146,0.541,1997
20,Toronto Raptors,82,241.8,36.2,77.9,0.465,6.1,17.4,0.348,30.2,60.5,0.498,20.1,27.7,0.724,12.6,28.7,41.3,24.0,8.2,5.4,16.3,21.9,98.6,25.1,30.0,52.0,-3.12,0.57,-2.56,104.6,108.0,-3.4,90.6,0.303,0.245,0.521,1997
21,Golden State Warriors,82,242.7,39.0,82.1,0.475,7.1,19.0,0.373,31.9,63.1,0.506,19.2,25.6,0.75,13.3,27.7,41.0,26.3,10.0,4.8,15.7,23.0,104.4,26.7,30.0,52.0,-4.71,-0.2,-4.9,107.2,112.2,-5.0,91.9,0.332,0.208,0.543,1997
22,New Jersey Nets,82,241.2,37.8,81.5,0.464,6.3,17.0,0.372,31.5,64.5,0.488,19.9,26.6,0.745,13.0,30.0,43.0,23.5,8.2,6.3,15.3,21.7,101.8,26.8,26.0,56.0,-4.56,0.67,-3.89,104.7,109.7,-5.0,92.4,0.286,0.193,0.499,1997
23,Dallas Mavericks,82,241.5,36.2,78.9,0.458,6.6,17.6,0.373,29.6,61.3,0.483,18.1,24.1,0.751,13.4,29.6,43.0,21.9,8.4,5.3,15.7,21.0,97.0,27.1,24.0,58.0,-6.35,-0.12,-6.47,101.1,108.2,-7.1,89.0,0.297,0.204,0.509,1997
24,Philadelphia 76ers,82,241.2,40.4,85.9,0.47,6.8,18.6,0.365,33.6,67.3,0.5,19.1,26.0,0.733,14.5,29.9,44.4,25.2,10.0,6.0,15.6,24.5,106.7,25.5,22.0,60.0,-6.54,0.65,-5.89,104.6,111.4,-6.8,95.3,0.358,0.198,0.518,1997
25,Denver Nuggets,82,243.0,40.2,86.1,0.467,5.9,15.0,0.393,34.3,71.1,0.482,17.8,23.7,0.75,13.2,30.0,43.2,22.5,8.8,5.5,12.9,21.0,104.1,28.6,21.0,61.0,-6.28,-0.12,-6.4,104.5,111.2,-6.7,92.4,0.298,0.256,0.53,1997
26,San Antonio Spurs,82,240.6,36.6,77.8,0.471,6.7,17.4,0.387,29.9,60.4,0.495,18.4,24.9,0.738,12.8,28.1,40.9,23.8,8.1,5.5,14.4,20.1,98.3,29.9,20.0,62.0,-7.88,-0.05,-7.93,103.3,112.3,-9.0,87.3,0.302,0.185,0.512,1997
27,Boston Celtics,82,242.7,41.0,81.7,0.503,6.0,16.5,0.365,35.0,65.2,0.537,19.8,27.5,0.72,12.3,32.0,44.3,26.0,8.8,6.8,17.6,22.3,107.9,26.1,15.0,67.0,-7.33,0.71,-6.62,103.9,111.4,-7.5,95.8,0.316,0.191,0.52,1997
28,Vancouver Grizzlies,82,241.2,37.7,80.0,0.472,6.1,16.7,0.365,31.6,63.3,0.5,17.9,24.6,0.727,14.7,29.6,44.3,24.1,8.8,5.6,15.3,19.4,99.4,25.0,14.0,68.0,-10.23,0.06,-10.17,100.3,111.8,-11.5,88.4,0.269,0.197,0.507,1997
29,League Average 1997,82,241.9,36.1,79.3,0.455,6.0,16.8,0.36,30.0,62.5,0.48,18.7,25.3,0.738,12.7,28.4,41.1,22.0,8.2,4.9,15.7,22.1,96.9,27.6,,,0.0,0.0,0.0,106.7,106.7,,90.1,0.32,0.212,0.536,1997
