,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Chicago Bulls*,82,240.6,35.3,81.1,0.436,5.7,17.2,0.335,29.6,64.0,0.463,15.9,21.6,0.737,13.3,26.9,40.2,19.7,7.6,3.5,15.8,21.1,92.3,30.7,69.0,13.0,10.8,-0.11,10.7,114.4,102.4,12.0,90.0,0.267,0.203,0.547,1997
1,Utah Jazz*,82,241.8,33.0,75.5,0.438,6.4,18.0,0.352,26.7,57.4,0.465,21.9,29.2,0.75,11.7,25.6,37.3,19.4,7.8,4.5,16.2,24.9,94.3,29.6,64.0,18.0,8.79,-0.82,7.97,113.6,104.0,9.6,90.0,0.389,0.145,0.581,1997
2,Miami Heat*,82,241.5,32.8,75.9,0.432,5.0,13.8,0.362,27.8,62.1,0.447,18.8,25.7,0.731,12.2,28.3,40.5,18.4,7.9,4.8,16.1,22.3,89.3,27.2,61.0,21.0,5.49,0.07,5.56,106.8,100.6,6.2,88.2,0.324,0.299,0.546,1997
3,New York Knicks*,82,242.1,32.5,76.5,0.425,5.9,16.8,0.35,26.6,59.7,0.446,21.4,29.1,0.733,11.1,27.1,38.2,19.4,8.9,3.6,16.3,23.0,92.2,29.7,57.0,25.0,3.12,0.18,3.31,104.4,101.0,3.4,90.5,0.34,0.208,0.546,1997
4,Seattle SuperSonics*,82,241.2,33.6,76.3,0.441,7.5,20.0,0.373,26.2,56.3,0.465,18.5,24.9,0.741,12.4,27.5,39.9,21.4,7.7,5.2,18.7,23.5,93.2,30.0,57.0,25.0,7.68,-0.77,6.91,111.2,102.7,8.5,90.3,0.358,0.247,0.557,1997
5,Houston Rockets*,82,242.1,37.0,83.5,0.443,6.3,18.9,0.335,30.6,64.6,0.474,15.9,21.8,0.729,12.5,28.4,41.0,22.4,8.9,4.5,14.3,21.2,96.1,30.8,57.0,25.0,4.48,-0.62,3.85,108.8,104.0,4.8,91.6,0.307,0.284,0.56,1997
6,Atlanta Hawks*,82,241.5,34.2,78.7,0.435,5.9,17.1,0.347,28.3,61.6,0.459,15.1,20.4,0.737,12.7,27.1,39.9,20.3,7.4,4.0,15.5,21.3,89.4,28.8,56.0,26.0,5.44,0.08,5.52,108.5,102.3,6.2,86.8,0.31,0.291,0.542,1997
7,Los Angeles Lakers*,82,243.0,35.6,80.7,0.441,5.8,16.8,0.347,29.8,63.9,0.466,18.6,25.9,0.718,13.5,28.9,42.4,22.9,7.6,4.7,16.4,23.6,95.7,26.5,56.0,26.0,4.27,-0.61,3.66,108.3,103.7,4.6,91.1,0.351,0.226,0.535,1997
8,Charlotte Hornets*,82,241.5,37.3,81.1,0.46,5.9,16.6,0.357,31.3,64.5,0.486,16.5,22.6,0.73,13.1,27.5,40.6,21.7,6.5,4.1,13.9,21.7,97.0,29.1,54.0,28.0,1.87,0.26,2.13,110.9,108.9,2.0,88.6,0.313,0.218,0.562,1997
9,Detroit Pistons*,82,241.8,33.8,76.0,0.444,6.4,17.4,0.369,27.3,58.5,0.467,15.0,20.3,0.737,11.8,27.6,39.4,21.9,6.0,3.4,14.6,21.8,88.9,28.2,54.0,28.0,5.24,0.2,5.45,110.6,104.4,6.2,84.5,0.327,0.246,0.554,1997
