,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Chicago Bulls*,82,241.8,34.2,79.5,0.43,5.2,16.0,0.326,29.0,63.6,0.456,17.7,23.1,0.764,10.1,28.3,38.4,19.0,6.9,5.8,14.1,20.1,91.3,26.4,62.0,20.0,7.32,-0.79,6.53,108.3,100.3,8.0,90.4,0.305,0.215,0.541,2011
1,San Antonio Spurs*,82,241.2,38.1,83.7,0.456,5.8,15.9,0.367,32.3,67.7,0.477,15.9,20.7,0.766,10.8,30.4,41.2,20.5,6.9,4.6,13.4,20.7,98.0,28.8,61.0,21.0,5.71,0.16,5.86,111.8,105.6,6.2,92.3,0.299,0.261,0.567,2011
2,Miami Heat*,82,241.2,35.0,80.7,0.434,6.7,19.3,0.345,28.3,61.3,0.462,18.0,24.1,0.744,10.5,28.6,39.2,20.1,7.0,3.0,13.2,21.8,94.6,29.0,58.0,24.0,7.46,-0.71,6.76,111.7,103.5,8.2,90.9,0.363,0.235,0.573,2011
3,Los Angeles Lakers*,82,241.8,36.7,84.0,0.437,6.8,20.3,0.335,29.9,63.7,0.469,15.2,19.9,0.765,12.2,29.3,41.5,22.3,7.1,4.5,13.6,20.7,95.4,30.2,57.0,25.0,6.11,-0.1,6.01,111.0,104.3,6.7,90.7,0.293,0.22,0.545,2011
4,Dallas Mavericks*,82,240.3,36.5,81.2,0.45,6.2,18.0,0.343,30.3,63.1,0.481,16.7,22.3,0.75,10.7,30.0,40.7,20.6,7.6,3.7,13.6,20.1,96.0,30.9,57.0,25.0,4.23,0.18,4.41,109.7,105.0,4.7,91.3,0.286,0.274,0.565,2011
5,Boston Celtics*,82,241.2,33.8,77.7,0.434,5.4,15.9,0.34,28.4,61.8,0.459,18.2,24.1,0.756,10.5,29.1,39.6,18.7,7.0,4.4,15.4,20.2,91.1,29.5,56.0,26.0,5.37,-0.54,4.83,106.2,100.3,5.9,90.4,0.305,0.18,0.561,2011
6,Oklahoma City Thunder*,82,244.0,38.1,83.2,0.458,5.9,16.3,0.361,32.2,66.9,0.481,19.0,25.5,0.744,11.4,29.2,40.6,20.9,7.2,4.3,14.0,21.5,101.0,23.7,55.0,27.0,3.79,0.02,3.81,111.2,107.2,4.0,92.7,0.363,0.212,0.561,2011
7,Orlando Magic*,82,241.8,34.9,80.1,0.436,6.3,18.0,0.35,28.6,62.1,0.461,17.6,23.7,0.743,9.8,29.9,39.7,20.1,7.4,3.8,13.9,21.8,93.7,27.6,52.0,30.0,5.46,-0.54,4.92,107.9,102.0,5.9,91.2,0.328,0.328,0.554,2011
8,Denver Nuggets*,82,240.3,38.5,83.9,0.459,7.0,20.4,0.344,31.4,63.4,0.495,18.8,24.8,0.756,10.5,30.8,41.3,22.2,7.5,6.0,13.7,22.7,102.7,27.3,50.0,32.0,4.76,0.05,4.81,112.3,107.3,5.0,95.6,0.367,0.258,0.574,2011
9,Portland Trail Blazers*,82,241.5,35.4,75.8,0.467,6.5,17.6,0.367,29.0,58.3,0.497,17.5,22.8,0.767,10.6,29.1,39.7,19.2,6.9,4.1,15.7,21.3,94.8,26.7,48.0,34.0,1.52,0.32,1.85,108.8,107.1,1.7,87.9,0.278,0.228,0.533,2011
10,New Orleans Hornets*,82,241.8,35.1,76.9,0.457,6.8,19.0,0.357,28.4,57.9,0.49,17.0,22.0,0.77,9.4,30.0,39.3,21.2,6.1,4.8,14.5,20.4,94.0,26.3,46.0,36.0,0.89,0.39,1.28,106.2,105.2,1.0,88.7,0.296,0.192,0.537,2011
11,Memphis Grizzlies*,82,242.4,36.2,79.1,0.457,7.2,19.4,0.369,29.0,59.7,0.486,18.1,23.8,0.761,11.0,29.1,40.1,21.0,7.5,6.2,16.7,21.4,97.6,25.2,46.0,36.0,2.34,0.2,2.55,107.6,105.1,2.5,91.9,0.291,0.136,0.534,2011
12,Atlanta Hawks*,82,240.6,36.7,79.7,0.46,5.6,16.6,0.338,31.1,63.2,0.492,16.8,21.7,0.774,10.2,30.3,40.6,21.4,6.7,4.2,12.5,18.5,95.8,27.4,44.0,38.0,-0.82,-0.28,-1.1,106.1,107.0,-0.9,89.3,0.269,0.222,0.542,2011
