,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
10,Washington Wizards*,82,241.2,37.8,82.3,0.459,6.4,17.5,0.364,31.4,64.8,0.485,18.9,24.8,0.762,12.4,30.6,43.0,23.0,7.1,5.0,15.9,24.3,100.8,25.3,45.0,37.0,-0.33,-0.38,-0.71,107.2,107.5,-0.3,93.3,0.364,0.22,0.523,2005
11,Boston Celtics*,82,242.4,36.1,81.3,0.444,6.0,16.7,0.356,30.1,64.6,0.467,22.3,29.5,0.753,12.7,29.6,42.3,22.7,8.7,4.9,15.6,23.6,100.4,27.1,45.0,37.0,0.87,-0.52,0.35,107.5,106.6,0.9,93.3,0.357,0.192,0.551,2005
12,Memphis Grizzlies*,82,240.3,32.7,75.8,0.432,5.2,14.8,0.351,27.5,61.0,0.452,20.5,26.6,0.771,12.1,29.1,41.2,19.9,7.5,5.8,15.9,22.6,91.1,26.3,45.0,37.0,2.29,0.34,2.64,105.5,102.9,2.6,88.5,0.323,0.237,0.535,2005
13,Indiana Pacers*,82,242.7,33.8,76.6,0.44,4.8,13.1,0.365,29.0,63.6,0.456,20.0,26.9,0.743,11.9,29.5,41.3,18.8,6.7,4.9,13.9,23.0,92.2,28.3,44.0,38.0,0.76,-0.27,0.49,105.5,104.6,0.9,87.2,0.358,0.255,0.534,2005
14,Minnesota Timberwolves,82,240.9,36.2,82.6,0.438,5.7,15.7,0.363,30.5,66.9,0.456,17.2,22.9,0.752,12.6,28.8,41.4,21.7,6.6,3.9,11.7,19.9,95.3,29.0,44.0,38.0,1.45,0.28,1.73,108.2,106.6,1.6,89.1,0.275,0.173,0.534,2005
15,Philadelphia 76ers*,82,242.1,35.7,80.7,0.443,6.9,19.0,0.362,28.8,61.7,0.468,21.5,28.0,0.767,11.6,32.5,44.1,22.9,8.3,4.7,17.0,23.5,99.9,26.4,43.0,39.0,-0.74,-0.33,-1.07,103.5,104.3,-0.8,94.9,0.326,0.216,0.528,2005
16,Cleveland Cavaliers,82,242.1,35.5,78.6,0.452,5.1,13.7,0.376,30.4,64.9,0.468,19.5,26.0,0.75,11.4,28.3,39.8,21.2,6.7,5.1,14.8,21.6,95.7,26.5,42.0,40.0,0.79,-0.52,0.27,106.6,105.7,0.9,89.7,0.325,0.135,0.518,2005
17,New Jersey Nets*,82,242.7,33.0,75.2,0.439,5.9,16.1,0.368,27.1,59.1,0.459,20.9,28.1,0.744,10.7,30.5,41.2,20.3,7.3,4.9,15.6,22.9,92.9,27.8,42.0,40.0,-1.5,-0.32,-1.82,101.4,103.1,-1.7,89.1,0.318,0.187,0.512,2005
18,Los Angeles Clippers,82,244.3,35.8,80.7,0.444,5.9,16.1,0.368,29.9,64.6,0.462,19.0,24.9,0.762,12.0,27.5,39.5,21.1,7.8,4.8,13.7,23.6,96.5,25.5,37.0,45.0,-0.77,0.3,-0.47,105.5,106.4,-0.9,89.1,0.357,0.105,0.533,2005
19,Orlando Magic,82,240.3,37.6,83.2,0.451,5.4,15.7,0.343,32.2,67.5,0.477,21.2,28.1,0.754,12.5,29.6,42.1,21.3,8.5,4.3,14.5,23.4,101.8,26.5,36.0,46.0,-2.24,-0.27,-2.52,104.9,107.3,-2.4,94.7,0.35,0.137,0.529,2005
20,Los Angeles Lakers,82,241.2,38.3,84.5,0.453,6.7,18.6,0.361,31.6,65.9,0.479,18.4,23.5,0.78,12.5,29.9,42.4,24.4,7.6,5.1,11.8,22.1,101.7,26.0,34.0,48.0,-2.96,0.64,-2.32,108.1,111.4,-3.3,90.8,0.322,0.273,0.535,2005
21,Golden State Warriors,82,242.7,38.2,83.4,0.458,5.5,15.1,0.363,32.7,68.3,0.479,19.0,25.5,0.745,12.9,33.8,46.7,22.7,7.0,5.1,15.3,21.7,100.9,26.7,34.0,48.0,-2.16,0.42,-1.74,104.7,106.9,-2.2,93.3,0.278,0.252,0.512,2005
22,New York Knicks,82,242.4,36.6,78.7,0.465,5.7,15.6,0.364,30.9,63.1,0.49,20.9,27.6,0.756,11.8,29.9,41.7,20.7,7.3,4.7,14.6,21.2,99.7,27.3,33.0,49.0,-2.44,-0.28,-2.72,106.2,108.9,-2.7,90.7,0.312,0.188,0.531,2005
23,Toronto Raptors,82,241.5,38.2,81.8,0.467,5.3,14.9,0.356,32.9,66.9,0.492,19.6,26.4,0.744,12.1,33.2,45.3,22.1,6.2,4.4,14.4,21.9,101.4,27.0,33.0,49.0,-1.62,-0.19,-1.81,106.9,108.7,-1.8,92.7,0.316,0.253,0.539,2005
24,Milwaukee Bucks,82,241.2,37.8,81.4,0.464,5.6,16.5,0.343,32.1,65.0,0.494,19.0,24.7,0.771,11.4,29.4,40.8,23.8,7.5,4.5,13.0,23.8,100.2,26.9,30.0,52.0,-2.99,-0.1,-3.09,106.6,109.8,-3.2,90.8,0.339,0.141,0.527,2005
25,Portland Trail Blazers,82,240.6,37.3,83.4,0.447,5.4,15.6,0.343,31.9,67.8,0.471,17.0,22.6,0.755,14.0,28.2,42.2,23.5,8.5,5.0,13.4,20.4,96.9,27.0,27.0,55.0,-4.0,0.55,-3.45,103.2,107.7,-4.5,89.8,0.303,0.181,0.524,2005
26,Utah Jazz,82,241.2,33.3,72.7,0.458,5.9,15.8,0.375,27.4,56.9,0.481,24.7,32.4,0.764,10.5,27.2,37.7,19.4,7.9,5.8,14.4,25.1,97.3,25.7,26.0,56.0,-4.27,0.53,-3.74,104.7,109.5,-4.8,88.4,0.361,0.121,0.522,2005
27,Charlotte Bobcats,82,242.4,36.8,79.4,0.463,5.4,14.9,0.361,31.4,64.4,0.487,21.3,27.8,0.767,11.7,31.5,43.2,21.6,7.6,5.4,15.8,22.7,100.2,24.9,18.0,64.0,-5.99,-0.16,-6.15,101.1,107.5,-6.4,92.3,0.306,0.128,0.497,2005
28,New Orleans Hornets,82,243.0,34.7,76.8,0.452,6.0,16.4,0.367,28.7,60.4,0.475,20.0,25.9,0.775,11.5,30.3,41.9,21.2,7.7,5.5,14.2,21.1,95.5,27.5,18.0,64.0,-7.07,0.78,-6.3,99.7,107.7,-8.0,87.6,0.279,0.201,0.493,2005
29,Atlanta Hawks,82,242.1,37.1,77.9,0.476,5.7,15.0,0.379,31.4,62.9,0.5,22.5,29.2,0.77,11.0,30.3,41.3,22.0,8.7,5.9,14.8,21.7,102.5,26.0,13.0,69.0,-9.71,0.09,-9.62,100.6,111.1,-10.5,91.4,0.299,0.146,0.504,2005
30,League Average 2005,82,241.9,35.9,80.3,0.447,5.6,15.8,0.356,30.3,64.6,0.47,19.7,26.1,0.756,12.0,29.8,41.9,21.3,7.5,4.9,14.5,22.6,97.2,27.1,,,0.0,0.0,0.0,106.1,106.1,,90.9,0.324,0.196,0.529,2005
