,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
0,Boston Celtics*,82,240.3,44.4,93.2,0.477,0.9,3.3,0.264,43.5,89.9,0.484,18.4,23.4,0.787,13.5,27.9,41.4,24.9,7.8,3.8,14.9,24.0,108.1,28.5,63.0,19.0,6.65,-0.18,6.47,112.8,106.3,6.5,101.6,0.315,0.042,0.564,1985
1,Los Angeles Lakers*,82,240.9,44.7,93.2,0.48,1.0,3.6,0.283,43.7,89.5,0.488,20.5,27.4,0.748,15.2,25.3,40.6,28.2,9.2,4.5,16.6,23.2,110.9,27.4,62.0,20.0,7.35,-0.87,6.48,114.1,107.0,7.1,103.2,0.308,0.041,0.589,1985
2,Milwaukee Bucks*,82,241.5,39.2,85.0,0.461,1.0,3.8,0.26,38.2,81.3,0.47,24.6,32.9,0.748,15.1,28.0,43.0,23.2,7.8,4.7,19.0,25.7,104.0,25.7,59.0,23.0,6.85,-0.16,6.69,110.5,103.6,6.9,99.7,0.341,0.041,0.545,1985
3,Philadelphia 76ers*,82,241.5,42.6,87.3,0.488,1.0,3.8,0.257,41.6,83.5,0.499,22.6,29.2,0.775,14.4,26.5,40.9,26.1,9.2,4.8,18.7,26.9,108.8,27.9,58.0,24.0,4.1,0.07,4.17,111.3,107.3,4.0,100.8,0.412,0.032,0.561,1985
4,Denver Nuggets*,82,241.8,46.0,90.0,0.512,0.8,3.1,0.252,45.3,86.9,0.521,24.7,32.3,0.765,14.4,32.0,46.5,26.3,8.2,7.2,21.3,26.6,117.6,28.3,52.0,30.0,2.44,-0.39,2.05,110.7,108.4,2.3,107.6,0.322,0.029,0.54,1985
5,Houston Rockets*,82,241.8,42.7,88.7,0.481,1.1,3.1,0.349,41.6,85.6,0.486,23.0,29.6,0.778,14.1,27.1,41.2,25.8,9.4,5.1,18.2,23.2,109.5,25.3,48.0,34.0,1.72,-0.34,1.38,107.9,106.3,1.6,102.2,0.304,0.025,0.54,1985
6,Detroit Pistons*,82,241.8,45.1,90.9,0.496,1.0,3.0,0.313,44.2,87.9,0.502,22.3,29.3,0.76,13.5,31.3,44.8,25.7,7.8,6.2,18.1,24.6,113.5,26.9,46.0,36.0,2.49,0.24,2.73,109.6,107.2,2.4,105.0,0.283,0.025,0.529,1985
7,Dallas Mavericks*,82,242.1,44.2,87.8,0.504,1.2,3.9,0.308,43.0,83.9,0.513,19.4,25.4,0.763,13.0,30.1,43.1,25.8,7.0,5.2,16.3,25.2,109.0,25.0,44.0,38.0,2.17,-0.37,1.8,111.5,109.3,2.2,98.8,0.319,0.061,0.549,1985
8,New Jersey Nets*,82,240.9,42.9,85.9,0.499,1.0,3.2,0.302,41.9,82.7,0.507,22.5,29.9,0.753,13.2,29.3,42.5,24.1,8.3,4.3,18.2,23.6,109.2,26.5,42.0,40.0,0.23,0.41,0.64,107.9,107.7,0.2,101.0,0.3,0.03,0.532,1985
9,Portland Trail Blazers*,82,242.4,45.1,91.4,0.493,0.7,2.8,0.254,44.4,88.6,0.501,21.2,27.7,0.766,15.5,28.5,44.0,27.3,8.9,5.6,19.6,26.3,112.1,25.2,42.0,40.0,3.4,-0.6,2.8,110.4,107.2,3.2,103.5,0.362,0.027,0.554,1985
10,Utah Jazz*,82,240.9,43.1,92.7,0.464,0.9,3.4,0.257,42.2,89.3,0.472,22.1,29.0,0.762,16.6,32.3,48.8,25.2,9.8,5.4,19.6,25.3,109.1,27.0,41.0,41.0,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,0.333,0.042,0.534,1985
11,San Antonio Spurs*,82,241.2,44.4,89.6,0.496,0.9,3.0,0.298,43.6,86.7,0.503,24.1,31.1,0.776,13.9,27.6,41.5,27.8,9.1,5.8,18.2,26.3,113.9,28.1,41.0,41.0,0.91,-0.29,0.63,109.9,109.0,0.9,103.9,0.357,0.028,0.565,1985
12,Washington Bullets*,82,242.1,42.6,87.5,0.487,0.8,2.8,0.284,41.8,84.7,0.493,19.8,26.5,0.747,13.6,32.6,46.2,24.2,7.7,4.8,17.9,22.4,105.8,27.1,40.0,42.0,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,0.269,0.054,0.524,1985
13,Chicago Bulls*,82,241.5,42.9,87.9,0.488,1.1,3.6,0.312,41.8,84.4,0.496,22.6,29.2,0.774,13.9,27.6,41.4,24.9,8.1,5.5,16.1,24.9,109.6,25.2,38.0,44.0,-0.84,0.34,-0.5,108.7,109.6,-0.9,99.4,0.366,0.023,0.556,1985
14,Phoenix Suns*,82,241.5,44.0,89.1,0.493,0.8,2.7,0.29,43.2,86.4,0.5,21.4,28.0,0.765,13.7,29.5,43.2,26.6,9.4,5.0,17.9,24.6,110.1,26.4,36.0,46.0,-2.11,-0.23,-2.34,104.7,106.8,-2.1,102.5,0.319,0.043,0.544,1985
15,Cleveland Cavaliers*,82,241.2,43.3,90.4,0.478,0.9,3.1,0.277,42.4,87.3,0.485,24.0,31.1,0.769,14.8,29.9,44.6,27.0,7.5,5.2,16.5,25.6,111.3,26.6,36.0,46.0,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,0.338,0.045,0.526,1985
