,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
10,Denver Nuggets*,82,243.0,37.4,82.5,0.454,6.5,18.0,0.358,31.0,64.4,0.481,18.8,25.5,0.736,11.8,30.1,41.9,23.9,7.1,5.3,16.1,23.3,100.1,27.4,44.0,38.0,0.23,0.13,0.36,105.5,105.2,0.3,93.9,0.347,0.161,0.535,2006
11,Sacramento Kings*,82,241.8,37.2,82.0,0.454,5.6,16.0,0.351,31.6,66.0,0.479,17.2,23.1,0.747,11.6,30.5,42.1,21.1,8.0,4.9,14.6,23.0,97.3,27.2,44.0,38.0,1.54,0.07,1.61,106.7,105.0,1.7,91.9,0.334,0.217,0.544,2006
12,Washington Wizards*,82,241.8,36.8,79.0,0.465,6.1,16.8,0.363,30.6,62.2,0.493,20.2,27.1,0.745,11.8,30.2,42.0,21.5,6.5,4.2,16.2,25.3,99.8,26.5,42.0,40.0,1.85,-0.29,1.57,109.3,107.3,2.0,92.3,0.375,0.209,0.538,2006
13,Chicago Bulls*,82,242.7,33.8,79.5,0.426,6.1,17.4,0.351,27.7,62.0,0.447,23.4,30.1,0.777,10.7,31.0,41.7,20.1,7.5,5.1,15.0,23.0,97.2,24.1,41.0,41.0,0.63,-0.12,0.51,104.0,103.4,0.6,92.9,0.292,0.219,0.527,2006
14,Utah Jazz,82,242.4,33.3,74.1,0.449,6.0,15.8,0.378,27.3,58.3,0.469,22.4,30.1,0.746,10.6,27.3,37.9,18.4,8.1,5.6,14.2,25.7,95.0,25.6,41.0,41.0,-2.63,0.14,-2.49,104.1,107.0,-2.9,87.8,0.397,0.149,0.519,2006
15,Indiana Pacers*,82,240.6,34.5,79.3,0.435,4.5,13.2,0.343,30.0,66.1,0.454,18.4,25.1,0.733,11.8,29.5,41.3,18.5,8.1,4.9,13.6,22.0,92.0,27.3,41.0,41.0,1.89,-0.27,1.62,104.5,102.4,2.1,89.7,0.344,0.245,0.533,2006
16,Milwaukee Bucks*,82,242.1,36.2,77.8,0.466,6.0,16.9,0.354,30.3,61.0,0.497,20.4,27.3,0.747,10.1,30.2,40.3,22.5,7.4,5.0,14.4,23.6,98.8,25.5,40.0,42.0,-1.04,-0.04,-1.07,106.3,107.4,-1.1,91.2,0.322,0.203,0.535,2006
17,New Orleans/Oklahoma City Hornets,82,241.5,35.2,76.7,0.459,6.7,18.1,0.367,28.5,58.5,0.487,18.7,24.6,0.76,10.5,30.5,41.0,19.3,6.4,5.3,14.6,23.3,95.6,26.3,38.0,44.0,-2.82,0.31,-2.51,103.7,106.8,-3.1,89.0,0.339,0.138,0.515,2006
18,Philadelphia 76ers,82,242.7,37.8,81.7,0.463,6.1,17.3,0.351,31.7,64.4,0.493,19.6,25.7,0.762,11.9,30.9,42.8,23.0,7.7,4.7,15.5,23.1,101.3,26.5,38.0,44.0,-1.95,-0.15,-2.1,106.0,108.1,-2.1,92.7,0.356,0.158,0.538,2006
19,Orlando Magic,82,242.7,35.0,77.2,0.454,5.6,15.7,0.357,29.4,61.5,0.478,20.4,27.9,0.732,11.1,27.3,38.4,20.0,7.5,4.7,13.4,23.2,96.0,25.5,36.0,46.0,-1.07,-0.18,-1.26,106.3,107.5,-1.2,88.3,0.369,0.129,0.543,2006
20,Seattle SuperSonics,82,241.8,39.0,80.4,0.485,6.6,17.6,0.375,32.4,62.8,0.516,20.9,27.5,0.76,12.2,28.2,40.5,24.1,7.3,4.9,14.6,22.2,105.6,25.6,35.0,47.0,-3.02,0.15,-2.88,111.1,114.4,-3.3,91.6,0.314,0.243,0.551,2006
21,Golden State Warriors,82,241.8,37.2,81.4,0.457,5.7,16.3,0.351,31.4,65.1,0.483,19.8,26.7,0.743,12.0,32.5,44.5,22.3,7.0,5.0,15.3,23.4,99.8,25.6,34.0,48.0,-1.35,0.25,-1.11,104.8,106.2,-1.4,93.3,0.323,0.27,0.521,2006
22,Houston Rockets,82,241.8,33.0,77.0,0.429,6.6,17.9,0.369,26.4,59.1,0.447,19.0,26.0,0.731,10.7,30.2,40.9,20.1,7.1,4.5,13.3,20.9,91.7,28.8,34.0,48.0,-1.59,0.28,-1.3,101.6,103.3,-1.7,88.0,0.317,0.226,0.519,2006
23,Boston Celtics,82,242.4,35.9,78.8,0.456,5.4,15.4,0.353,30.5,63.4,0.481,22.3,30.0,0.743,11.1,28.9,40.0,21.5,8.4,4.9,14.8,22.4,99.5,25.3,33.0,49.0,-1.54,-0.05,-1.59,105.2,106.9,-1.7,92.2,0.349,0.204,0.551,2006
24,Minnesota Timberwolves,82,242.1,34.8,79.0,0.441,5.5,15.0,0.364,29.3,64.0,0.459,18.6,25.3,0.736,11.9,29.4,41.3,19.0,6.6,4.6,13.9,21.2,93.6,26.7,33.0,49.0,-1.88,0.13,-1.75,102.4,104.5,-2.1,88.8,0.299,0.149,0.524,2006
25,Toronto Raptors,82,243.4,38.6,78.6,0.491,6.2,16.6,0.373,32.4,62.0,0.522,20.7,27.6,0.748,10.2,31.0,41.1,23.6,6.3,4.4,14.2,22.4,104.0,25.9,27.0,55.0,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,0.315,0.244,0.548,2006
26,Charlotte Bobcats,82,242.7,37.4,78.2,0.478,5.6,15.7,0.356,31.8,62.5,0.509,20.5,27.8,0.737,11.5,32.5,44.0,22.9,7.0,5.4,17.9,23.5,100.9,25.2,26.0,56.0,-4.0,0.1,-3.9,102.5,106.7,-4.2,93.4,0.319,0.184,0.509,2006
27,Atlanta Hawks,82,242.4,37.5,78.5,0.478,5.4,14.7,0.368,32.1,63.8,0.503,21.6,28.9,0.745,12.0,28.5,40.4,20.6,7.3,5.1,15.0,22.6,102.0,22.7,26.0,56.0,-4.76,0.07,-4.69,106.4,111.6,-5.2,90.4,0.34,0.178,0.534,2006
28,New York Knicks,82,243.0,36.2,77.5,0.467,6.9,18.2,0.378,29.3,59.3,0.494,22.8,30.2,0.753,10.8,27.8,38.6,21.3,8.2,5.3,14.1,25.4,102.0,25.6,23.0,59.0,-6.4,0.11,-6.3,104.0,111.0,-7.0,90.8,0.417,0.142,0.534,2006
29,Portland Trail Blazers,82,240.6,37.0,78.9,0.468,6.1,15.9,0.381,30.9,63.0,0.491,18.3,24.0,0.76,12.5,29.8,42.4,21.2,7.2,4.9,12.9,20.8,98.3,24.6,21.0,61.0,-9.45,0.54,-8.91,101.1,111.9,-10.8,87.6,0.31,0.166,0.511,2006
30,League Average 2006,82,242.1,35.8,79.0,0.454,5.7,16.0,0.358,30.1,63.0,0.478,19.6,26.3,0.745,11.2,29.8,41.0,20.6,7.2,4.7,14.4,22.8,97.0,26.6,,,0.0,0.0,0.0,106.2,106.2,,90.5,0.333,0.202,0.536,2006
