,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Kareem Abdul-Jabbar*,C,38,LAL,79,79,33.3,9.6,16.9,.564,0.0,0.0,.000,9.6,16.9,.565,.564,4.3,5.6,.765,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4,22.7,.603,.001,.328,6.0,14.2,10.3,15.7,1.2,2.7,11.7,26.6,7.6,3.2,10.8,.197,4.4,1.0,5.4,4.9,1986
1,Alvan Adams,C,31,PHO,78,45,25.7,4.4,8.7,.502,0.0,0.0,.000,4.4,8.7,.504,.502,2.0,2.6,.783,1.9,4.2,6.1,4.2,1.3,0.6,2.6,3.5,10.8,15.3,.547,.003,.299,8.9,18.1,13.7,22.5,2.4,1.3,21.1,19.4,1.2,2.7,3.9,.094,0.2,1.5,1.6,1.8,1986
2,Michael Adams,PG,23,SAC,18,0,7.7,0.9,2.4,.364,0.0,0.2,.000,0.9,2.3,.390,.364,0.4,0.7,.667,0.1,0.2,0.3,1.2,0.5,0.1,0.6,0.5,2.2,8.0,.406,.068,.273,1.6,3.2,2.4,20.3,3.0,0.4,18.2,17.5,-0.2,0.1,-0.1,-0.028,-3.6,-0.2,-3.8,-0.1,1986
3,Mark Aguirre,SF,26,DAL,74,73,33.8,9.0,17.9,.503,0.2,0.8,.286,8.8,17.2,.513,.509,4.3,6.1,.705,2.4,3.6,6.0,4.6,0.8,0.2,3.4,3.1,22.6,19.2,.547,.042,.340,7.9,11.6,9.8,20.9,1.2,0.3,14.2,29.0,3.7,0.9,4.7,.090,2.3,-2.1,0.3,1.4,1986
4,Danny Ainge,SG,26,BOS,80,78,30.1,4.4,8.8,.504,0.3,0.9,.356,4.1,7.9,.521,.522,1.5,1.7,.904,0.6,2.4,2.9,5.1,1.2,0.1,1.6,2.6,10.7,13.6,.562,.104,.194,2.3,8.1,5.4,21.3,1.9,0.2,14.5,15.2,3.6,3.2,6.8,.136,-0.1,1.0,0.9,1.8,1986
5,Ron Anderson,SF,27,TOT,77,30,21.8,4.0,8.2,.494,0.0,0.1,.222,4.0,8.0,.498,.495,1.1,1.6,.669,1.7,1.9,3.6,1.9,0.7,0.1,1.1,1.6,9.2,14.0,.517,.014,.202,8.5,9.3,8.9,12.5,1.6,0.2,10.7,18.7,1.6,1.5,3.1,.090,0.3,-0.4,-0.1,0.8,1986
6,John Bagley,PG,25,CLE,78,77,31.7,4.7,11.1,.423,0.1,0.5,.243,4.6,10.6,.431,.428,2.2,2.8,.791,1.0,2.6,3.5,9.4,1.6,0.1,3.1,2.1,11.7,15.2,.475,.043,.249,3.4,8.9,6.1,40.7,2.3,0.2,19.9,19.8,1.0,2.0,3.0,.059,1.3,-0.7,0.6,1.6,1986
7,James Bailey,PF,28,NYK,48,36,25.9,4.2,9.2,.456,0.0,0.1,.000,4.2,9.1,.460,.456,2.7,3.5,.772,2.1,4.8,7.0,1.0,0.7,0.8,2.1,4.3,11.1,12.6,.516,.009,.377,8.8,22.1,15.2,6.1,1.3,2.0,16.1,20.7,0.0,2.0,1.9,.075,-3.3,0.1,-3.2,-0.4,1986
8,Thurl Bailey,PF,24,UTA,82,13,28.8,5.9,13.1,.448,0.0,0.1,.000,5.9,13.0,.451,.448,2.8,3.4,.830,1.8,4.2,6.0,1.9,0.5,1.4,1.8,2.0,14.6,15.0,.499,.006,.257,6.9,15.7,11.4,9.7,0.8,2.7,10.7,23.0,1.0,3.0,4.0,.081,-0.5,-0.4,-0.9,0.7,1986
9,Greg Ballard,SF,31,GSW,75,14,23.9,3.6,7.6,.477,0.2,0.5,.486,3.4,7.1,.477,.492,1.3,1.7,.802,1.8,3.8,5.6,1.1,0.9,0.1,0.7,2.3,8.8,13.4,.529,.061,.221,7.7,17.9,12.6,6.0,1.7,0.2,7.9,14.9,2.6,1.0,3.6,.097,-0.3,-0.7,-1.0,0.4,1986
10,Gene Banks,SF,26,CHI,82,33,26.1,4.3,8.4,.517,0.0,0.2,.000,4.3,8.2,.532,.517,2.2,3.1,.718,2.2,2.2,4.4,3.1,1.0,0.1,1.7,2.6,10.9,15.5,.559,.028,.371,9.1,10.0,9.5,16.6,1.8,0.3,14.8,17.9,3.7,0.6,4.3,.097,1.6,-0.9,0.8,1.5,1986
11,Ken Bannister,PF,25,NYK,70,15,20.1,3.4,6.8,.491,0.0,0.0,.000,3.4,6.8,.492,.491,1.9,3.6,.526,1.3,3.3,4.6,0.6,0.6,0.3,1.8,3.0,8.6,10.4,.511,.002,.520,6.8,19.7,13.0,4.6,1.5,1.1,18.0,21.4,-1.3,2.0,0.7,.025,-4.2,-0.1,-4.3,-0.8,1986
12,Charles Barkley*,PF,22,PHI,80,80,36.9,7.4,13.0,.572,0.2,0.9,.227,7.2,12.1,.598,.580,5.0,7.2,.685,4.4,8.4,12.8,3.9,2.2,1.6,4.4,4.2,20.0,22.4,.619,.072,.555,13.4,25.4,19.4,16.0,2.8,2.4,21.3,22.4,5.4,5.5,10.8,.176,3.1,2.1,5.1,5.3,1986
13,John Battle,SG,23,ATL,64,0,10.0,1.6,3.5,.455,0.0,0.1,.000,1.6,3.4,.470,.455,1.2,1.6,.728,0.2,0.8,1.0,1.2,0.4,0.0,0.7,1.3,4.3,11.7,.518,.032,.464,2.1,8.6,5.3,16.3,1.7,0.3,15.0,20.1,0.4,0.6,1.0,.074,-2.1,0.2,-1.9,0.0,1986
14,Benoit Benjamin,C,21,LAC,79,37,26.4,4.1,8.4,.490,0.0,0.0,.333,4.1,8.3,.491,.491,2.9,3.9,.746,2.0,5.6,7.6,1.0,0.8,2.6,1.8,3.6,11.1,16.1,.551,.005,.464,8.4,23.6,15.9,5.4,1.4,5.3,15.4,18.1,1.7,2.3,4.0,.093,-1.6,1.1,-0.5,0.8,1986
15,Kent Benson,C,31,DET,72,51,18.7,2.8,5.8,.484,0.0,0.0,.500,2.8,5.7,.484,.486,0.9,1.2,.795,1.6,3.6,5.2,1.1,0.8,0.7,0.8,2.7,6.5,13.8,.519,.005,.200,9.1,20.9,14.8,7.4,2.0,2.1,11.4,14.8,1.4,1.9,3.2,.116,-1.0,1.1,0.2,0.7,1986
16,Larry Bird*,SF,29,BOS,82,81,38.0,9.7,19.6,.496,1.0,2.4,.423,8.7,17.2,.506,.521,5.4,6.0,.896,2.3,7.5,9.8,6.8,2.0,0.6,3.2,2.2,25.8,25.6,.580,.121,.306,7.2,20.4,14.2,26.3,2.5,0.9,12.7,27.6,9.6,6.2,15.8,.244,6.6,2.1,8.7,8.4,1986
17,Otis Birdsong,SG,30,NJN,77,74,31.1,7.0,13.7,.513,0.1,0.3,.364,6.9,13.4,.516,.517,1.6,2.7,.581,1.1,1.5,2.6,3.4,1.1,0.2,2.3,3.0,15.8,13.4,.529,.021,.199,4.1,5.4,4.7,16.3,1.6,0.4,13.5,22.1,1.4,1.8,3.2,.064,-0.4,-0.7,-1.1,0.6,1986
18,Uwe Blab,C,23,DAL,48,0,8.5,0.9,2.0,.468,0.0,0.0,0,0.9,2.0,.468,.468,0.8,1.4,.537,0.5,1.4,1.9,0.4,0.1,0.3,0.6,1.4,2.6,7.6,.502,.000,.713,6.9,17.4,12.2,5.1,0.3,1.6,18.5,15.1,-0.1,0.2,0.1,.010,-4.1,-0.9,-4.9,-0.3,1986
19,Rolando Blackman,SG,26,DAL,82,81,34.0,8.3,16.1,.514,0.0,0.4,.138,8.2,15.7,.522,.515,4.9,5.9,.836,1.1,2.5,3.5,3.3,1.0,0.3,2.3,1.7,21.5,19.0,.576,.022,.366,3.5,7.9,5.7,14.4,1.3,0.5,11.0,25.2,6.2,0.8,7.0,.121,2.2,-1.6,0.6,1.8,1986
20,Manute Bol,C,23,WSB,80,60,26.1,1.6,3.5,.460,0.0,0.0,.000,1.6,3.5,.462,.460,0.5,1.1,.488,1.5,4.4,6.0,0.3,0.4,5.0,0.8,3.2,3.7,11.2,.472,.004,.309,6.4,18.3,12.4,1.4,0.6,10.6,17.1,7.6,-0.4,4.2,3.9,.089,-3.8,4.7,0.9,1.5,1986
21,Sam Bowie,C,24,POR,38,34,29.8,4.4,9.1,.484,0.0,0.0,0,4.4,9.1,.484,.484,3.0,4.2,.708,2.4,6.2,8.6,2.6,0.6,2.5,2.3,3.7,11.8,15.2,.539,.000,.467,9.3,23.5,16.4,11.5,0.9,4.8,17.5,17.6,0.9,1.5,2.4,.100,-0.5,1.6,1.2,0.9,1986
22,Dudley Bradley,SG,28,WSB,70,7,12.0,1.0,3.0,.349,0.2,1.0,.250,0.8,2.0,.397,.390,0.5,0.8,.571,0.3,1.0,1.4,1.5,1.2,0.0,0.6,1.4,2.8,10.2,.417,.325,.268,3.1,9.1,6.1,17.0,4.9,0.2,15.8,13.8,-0.5,1.5,1.0,.057,-4.6,4.1,-0.4,0.3,1986
23,Mike Bratz,PG,30,SAC,33,0,8.2,0.8,2.1,.371,0.1,0.4,.286,0.7,1.7,.393,.400,0.4,0.5,.778,0.1,0.6,0.7,1.2,0.4,0.0,0.5,1.3,2.1,6.9,.449,.200,.257,0.8,8.8,4.8,18.2,2.3,0.0,17.9,14.3,-0.1,0.2,0.1,.016,-5.2,0.9,-4.3,-0.2,1986
24,Randy Breuer,C,25,MIL,82,63,21.9,3.3,7.0,.477,0.0,0.0,.000,3.3,6.9,.478,.477,1.7,2.4,.712,1.9,3.6,5.6,1.4,0.6,1.4,1.5,2.6,8.4,14.1,.521,.002,.347,10.0,18.4,14.3,8.4,1.3,3.8,15.7,17.5,1.2,3.3,4.5,.120,-0.8,1.3,0.6,1.2,1986
25,Ron Brewer,SG,30,TOT,44,3,13.0,2.0,5.1,.384,0.1,0.4,.294,1.8,4.7,.391,.395,0.8,0.9,.895,0.3,0.9,1.2,0.9,0.4,0.1,0.5,1.0,4.8,8.8,.438,.076,.170,2.7,7.5,5.1,9.6,1.4,0.6,8.7,18.9,-0.2,0.3,0.1,.008,-3.2,-1.1,-4.2,-0.3,1986
