,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Kareem Abdul-Jabbar*,C,33,LAL,80,0,37.2,10.5,18.2,.574,0.0,0.0,.000,10.5,18.2,.574,.574,5.3,6.9,.766,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2,25.5,.616,.001,.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,9.6,4.6,14.3,.230,4.7,1.4,6.1,6.1,1981
1,Tom Abernethy,SF,26,TOT,39,0,7.6,0.6,1.5,.424,0.0,0.0,.000,0.6,1.5,.431,.424,0.3,0.6,.591,0.5,0.7,1.2,0.5,0.2,0.1,0.2,0.9,1.6,8.0,.459,.017,.373,7.1,10.6,8.8,8.0,1.1,0.6,10.4,10.3,0.2,0.2,0.4,.062,-2.2,-0.4,-2.6,0.0,1981
2,Alvan Adams,C,26,PHO,75,0,27.4,6.1,11.6,.526,0.0,0.0,0,6.1,11.6,.526,.526,2.7,3.5,.768,2.1,5.2,7.3,4.6,1.4,0.9,3.0,3.0,14.9,20.3,.567,.000,.298,8.6,20.5,14.7,24.5,2.4,1.9,18.7,23.0,3.3,4.5,7.7,.180,2.5,2.6,5.1,3.7,1981
3,Darrell Allums,PF,22,DAL,22,0,12.5,1.0,3.0,.343,0.0,0.0,.000,1.0,3.0,.348,.343,0.6,1.0,.591,0.9,2.1,3.0,1.1,0.2,0.4,1.0,2.3,2.7,5.3,.385,.015,.328,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,-0.5,0.2,-0.3,-0.054,-5.5,-0.1,-5.6,-0.3,1981
4,Tiny Archibald*,PG,32,BOS,80,72,35.3,4.8,9.6,.499,0.0,0.1,.000,4.8,9.5,.505,.499,4.3,5.2,.816,0.5,1.8,2.2,7.7,0.9,0.2,3.3,2.5,13.8,14.3,.582,.012,.547,1.5,5.4,3.6,28.5,1.3,0.4,21.8,17.5,4.6,2.3,6.9,.118,0.9,-1.0,-0.1,1.4,1981
5,Dennis Awtrey,C,32,SEA,47,0,12.9,0.9,2.0,.473,0.0,0.0,0,0.9,2.0,.473,.473,0.3,0.4,.700,0.7,1.6,2.3,1.1,0.3,0.2,0.7,1.8,2.2,6.7,.501,.000,.215,6.1,13.3,9.8,11.5,0.9,0.7,24.5,9.0,0.0,0.6,0.6,.047,-3.2,0.7,-2.5,-0.1,1981
6,James Bailey,PF,23,SEA,82,0,31.0,5.4,10.8,.499,0.0,0.0,.500,5.4,10.8,.499,.500,3.1,4.4,.709,2.3,5.1,7.4,1.2,0.9,1.7,2.7,4.0,14.0,14.5,.546,.002,.406,8.5,17.6,13.1,5.8,1.4,3.1,17.3,20.3,1.4,3.6,4.9,.094,-1.7,0.6,-1.1,0.6,1981
7,Greg Ballard,SF,26,WSB,82,0,31.8,6.7,14.5,.463,0.1,0.4,.219,6.6,14.1,.470,.466,2.0,2.4,.847,2.0,5.0,7.1,2.4,1.4,0.5,1.4,2.4,15.5,16.7,.500,.027,.165,6.7,16.8,11.7,10.9,2.1,0.8,8.4,21.4,2.8,4.1,6.9,.127,0.8,1.4,2.2,2.8,1981
8,Mike Bantom,SF,29,IND,76,0,31.3,5.7,11.6,.489,0.0,0.1,.000,5.7,11.5,.492,.489,2.6,3.7,.708,2.0,3.6,5.6,3.2,1.1,1.1,2.6,3.7,14.0,14.5,.528,.007,.319,6.7,13.1,9.8,14.4,1.6,2.0,16.4,20.3,1.8,2.5,4.4,.088,-0.2,0.1,-0.1,1.2,1981
9,Billy Ray Bates,SG,24,POR,77,0,20.3,5.7,11.7,.487,0.2,0.7,.259,5.5,11.0,.501,.494,2.2,2.6,.854,0.9,1.1,2.0,2.5,1.1,0.1,1.9,1.6,13.8,19.3,.537,.060,.221,4.9,6.0,5.5,19.0,2.4,0.2,13.1,28.9,2.4,1.2,3.6,.111,2.3,-0.9,1.3,1.3,1981
