,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Mark Acres,C,27,ORL,80,50,21.1,1.7,3.6,.484,0.0,0.1,.750,1.7,3.5,.480,.489,1.0,1.5,.692,1.9,3.5,5.4,0.8,0.5,0.3,0.9,3.1,4.5,8.3,.536,.014,.421,9.3,17.8,13.4,5.0,1.0,0.8,17.2,9.4,1.1,0.6,1.6,.047,-3.1,-0.6,-3.7,-0.7,1990
1,Michael Adams,PG,27,DEN,79,74,34.1,5.0,12.5,.402,2.0,5.5,.366,3.0,7.1,.431,.482,3.4,4.0,.850,0.6,2.2,2.8,6.3,1.5,0.0,1.8,1.7,15.5,15.4,.542,.437,.317,1.8,7.3,4.4,23.3,2.0,0.1,11.1,18.5,4.4,2.5,6.9,.124,1.8,-0.1,1.8,2.6,1990
2,Mark Aguirre,SF,30,DET,78,40,25.7,5.6,11.5,.488,0.4,1.2,.333,5.2,10.3,.506,.505,2.5,3.3,.756,1.5,2.4,3.9,1.9,0.4,0.2,1.6,2.6,14.1,15.8,.544,.104,.283,6.7,10.6,8.7,11.6,0.9,0.6,10.7,24.3,3.1,2.5,5.7,.136,1.0,0.0,1.0,1.5,1990
3,Danny Ainge,PG,30,SAC,75,68,36.4,6.7,15.4,.438,1.4,3.9,.374,5.3,11.5,.460,.485,3.0,3.6,.831,0.9,3.4,4.3,6.0,1.5,0.2,2.5,3.2,17.9,16.1,.528,.250,.231,2.9,10.6,6.8,25.5,2.1,0.4,12.7,23.0,2.7,2.1,4.8,.085,1.2,-0.1,1.1,2.1,1990
4,Mark Alarie,PF,26,WSB,82,10,23.1,4.5,9.6,.473,0.1,0.6,.204,4.4,9.0,.490,.479,1.3,1.6,.812,1.8,2.7,4.6,1.7,0.7,0.5,1.2,2.7,10.5,14.1,.510,.062,.169,8.5,12.8,10.7,10.5,1.5,1.2,10.7,20.4,1.5,1.6,3.1,.079,-0.6,-0.7,-1.3,0.3,1990
5,Steve Alford,PG,25,DAL,41,0,7.4,1.5,3.4,.457,0.2,0.5,.318,1.4,2.8,.483,.482,0.9,0.9,.946,0.0,0.6,0.6,1.0,0.4,0.1,0.4,0.5,4.1,18.7,.544,.159,.268,0.8,8.5,4.7,21.2,2.5,0.6,9.4,24.7,0.6,0.3,0.9,.144,1.2,0.4,1.6,0.3,1990
6,Randy Allen,SG,25,SAC,63,6,11.8,1.7,3.8,.444,0.0,0.1,.000,1.7,3.7,.457,.444,0.4,0.7,.535,0.8,1.4,2.2,0.4,0.3,0.3,0.4,1.6,3.7,8.4,.456,.029,.180,7.5,13.4,10.5,4.4,1.1,1.5,9.8,16.5,-0.3,0.6,0.2,.014,-4.2,-0.9,-5.2,-0.6,1990
7,Greg Anderson,PF,25,MIL,60,28,21.5,3.7,7.2,.507,0.0,0.0,0,3.7,7.2,.507,.507,1.5,2.8,.535,1.9,4.4,6.2,0.4,0.5,0.9,1.3,2.9,8.8,13.0,.522,.000,.394,9.8,23.6,16.6,2.7,1.2,2.6,13.6,19.1,0.2,1.7,2.0,.073,-2.8,-0.9,-3.8,-0.6,1990
8,Nick Anderson,SG,22,ORL,81,9,22.0,4.6,9.3,.494,0.0,0.2,.059,4.6,9.1,.504,.495,2.3,3.3,.705,1.3,2.6,3.9,1.5,0.9,0.4,1.7,1.7,11.5,14.9,.536,.023,.351,6.1,12.7,9.3,10.5,1.8,1.0,13.7,22.1,1.2,0.7,1.8,.049,0.0,-1.0,-1.0,0.5,1990
9,Richard Anderson,PF,29,CHH,54,2,11.2,1.6,3.9,.417,0.7,1.9,.370,0.9,2.1,.459,.505,0.3,0.4,.783,0.6,1.7,2.4,1.0,0.4,0.2,0.5,1.2,4.3,13.3,.522,.474,.109,5.9,18.8,11.9,13.4,1.6,0.9,10.5,17.4,0.4,0.5,1.0,.077,0.6,0.2,0.7,0.4,1990
10,Ron Anderson,SF,31,PHI,78,3,26.8,4.9,10.8,.451,0.0,0.3,.143,4.8,10.5,.459,.452,2.1,2.5,.838,1.0,2.7,3.8,1.8,0.9,0.2,1.0,1.8,11.9,13.9,.499,.025,.234,4.4,11.5,8.0,10.0,1.7,0.4,7.8,20.4,2.0,1.7,3.8,.086,-0.8,-0.5,-1.4,0.3,1990
11,Willie Anderson,SG,23,SAS,82,81,34.0,6.5,13.2,.492,0.1,0.3,.269,6.4,12.9,.497,.495,2.6,3.5,.748,1.4,3.1,4.5,4.4,1.4,0.7,2.4,3.1,15.7,15.2,.532,.024,.268,4.8,10.1,7.5,19.6,1.9,1.3,14.1,20.9,2.8,3.7,6.5,.111,0.5,0.9,1.3,2.4,1990
12,Michael Ansley,SF,22,ORL,72,5,17.0,3.2,6.5,.497,0.0,0.0,0,3.2,6.5,.497,.497,2.3,3.2,.722,2.6,2.4,5.0,0.6,0.3,0.2,0.7,2.1,8.7,17.3,.554,.000,.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,3.0,0.3,3.3,.129,1.2,-2.5,-1.3,0.2,1990
13,B.J. Armstrong,PG,22,CHI,81,0,15.9,2.3,4.8,.485,0.0,0.1,.500,2.3,4.8,.484,.489,0.9,1.0,.885,0.2,1.0,1.3,2.5,0.6,0.1,1.0,1.3,5.6,11.9,.530,.015,.199,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,1.0,0.8,1.7,.064,-1.7,-1.1,-2.8,-0.3,1990
14,John Bagley,PG,29,BOS,54,17,20.3,1.9,4.0,.459,0.0,0.3,.056,1.8,3.7,.495,.461,0.5,0.7,.744,0.5,1.2,1.6,5.5,0.7,0.1,1.7,1.4,4.3,10.8,.489,.083,.179,2.8,6.0,4.5,33.3,1.8,0.2,27.7,12.5,0.3,0.8,1.1,.047,-1.0,-0.6,-1.6,0.1,1990
15,Thurl Bailey,SF,28,UTA,82,33,31.5,5.7,11.9,.481,0.0,0.1,.000,5.7,11.8,.485,.481,2.7,3.5,.779,1.4,3.6,5.0,1.7,0.4,1.2,1.7,2.1,14.2,13.4,.527,.008,.292,5.6,12.5,9.3,8.1,0.6,2.4,11.2,21.0,1.7,2.8,4.6,.085,-0.6,-0.6,-1.2,0.5,1990
16,Ken Bannister,PF,29,LAC,52,1,11.3,1.5,3.1,.478,0.0,0.0,.000,1.5,3.1,.481,.478,1.0,2.1,.473,0.8,1.4,2.2,0.3,0.3,0.1,0.8,1.8,4.0,7.6,.492,.006,.683,7.7,14.0,10.9,4.3,1.4,0.7,17.4,18.0,-0.5,0.5,0.1,.005,-4.8,-1.1,-5.9,-0.6,1990
17,Charles Barkley*,SF,26,PHI,79,79,39.1,8.9,14.9,.600,0.3,1.2,.217,8.7,13.7,.632,.608,7.1,9.4,.749,4.6,6.9,11.5,3.9,1.9,0.6,3.1,3.2,25.2,27.1,.661,.078,.632,13.4,20.0,16.7,15.6,2.4,1.0,13.9,24.0,13.1,4.2,17.3,.269,7.2,1.0,8.2,8.0,1990
18,Dana Barros,PG,22,SEA,81,25,20.1,3.7,9.1,.405,1.2,2.9,.399,2.5,6.2,.408,.470,1.1,1.4,.809,0.4,1.2,1.6,2.5,0.7,0.0,1.5,1.2,9.7,12.8,.497,.322,.149,2.4,7.3,4.7,18.3,1.6,0.0,13.5,23.3,1.1,0.7,1.8,.053,0.8,-1.4,-0.6,0.6,1990
19,John Battle,SG,27,ATL,60,48,24.6,4.6,9.1,.506,0.0,0.2,.154,4.6,8.9,.514,.507,1.7,2.3,.756,0.5,1.2,1.7,2.6,0.5,0.1,1.5,1.9,10.9,12.6,.542,.024,.248,2.1,5.8,3.9,15.3,0.9,0.1,12.9,19.7,1.7,0.0,1.7,.055,-0.8,-2.3,-3.1,-0.4,1990
20,Kenny Battle,SG,25,PHO,59,8,12.4,1.6,2.9,.547,0.0,0.1,.250,1.6,2.8,.554,.550,0.9,1.4,.671,0.7,1.4,2.1,0.6,0.6,0.2,0.5,1.6,4.1,12.2,.587,.024,.482,7.1,11.3,9.3,6.8,2.3,0.9,13.4,13.5,1.0,1.0,1.9,.127,-1.2,1.2,0.0,0.4,1990
21,William Bedford,C,26,DET,42,0,5.9,1.3,3.0,.432,0.0,0.1,.167,1.3,2.8,.445,.436,0.2,0.5,.409,0.4,1.0,1.4,0.1,0.1,0.4,0.5,0.9,2.8,9.5,.438,.048,.176,7.0,19.8,13.4,2.6,0.6,4.4,13.5,27.2,-0.5,0.5,-0.1,-0.016,-6.6,0.2,-6.4,-0.3,1990
22,Benoit Benjamin,C,25,LAC,71,58,32.6,5.1,9.7,.526,0.0,0.0,.000,5.1,9.7,.527,.526,3.3,4.5,.732,2.2,7.1,9.3,2.2,0.8,2.6,2.6,3.1,13.5,16.7,.578,.001,.467,7.8,24.4,16.2,10.1,1.2,4.8,18.4,18.4,1.7,3.7,5.4,.113,-0.5,2.1,1.6,2.1,1990
23,Winston Bennett,SF,24,CLE,55,34,18.0,2.5,5.2,.479,0.0,0.0,0,2.5,5.2,.479,.479,1.2,1.7,.667,1.5,1.9,3.4,1.0,0.4,0.2,1.1,2.4,6.1,10.0,.515,.000,.336,9.4,11.9,10.6,8.1,1.2,0.6,15.9,17.1,0.2,0.9,1.1,.055,-3.4,-0.8,-4.2,-0.6,1990
24,Larry Bird*,SF,33,BOS,75,75,39.3,9.6,20.2,.473,0.9,2.6,.333,8.7,17.6,.494,.495,4.3,4.6,.930,1.2,8.3,9.5,7.5,1.4,0.8,3.2,2.3,24.3,21.9,.546,.129,.226,3.6,22.2,13.4,28.9,1.8,1.2,12.7,27.4,5.3,4.1,9.5,.154,4.1,1.2,5.3,5.5,1990
25,Uwe Blab,C,27,TOT,47,33,11.3,0.8,2.1,.398,0.0,0.0,0,0.8,2.1,.398,.398,0.4,0.8,.541,0.6,1.7,2.3,0.5,0.0,0.5,0.7,2.2,2.1,3.3,.429,.000,.378,6.1,15.2,10.9,5.8,0.1,2.3,23.4,11.3,-0.6,0.2,-0.4,-0.039,-6.4,-1.0,-7.4,-0.7,1990
26,Rolando Blackman,SG,30,DAL,80,80,36.7,7.8,15.7,.498,0.2,0.5,.302,7.7,15.2,.505,.504,3.6,4.3,.844,1.1,2.4,3.5,3.6,1.0,0.3,2.2,1.6,19.4,17.0,.552,.034,.271,3.5,7.3,5.4,16.3,1.3,0.4,11.0,23.6,4.6,2.2,6.8,.111,1.6,-0.6,0.9,2.2,1990
27,Mookie Blaylock,PG,22,NJN,50,17,25.3,4.2,11.4,.371,0.4,1.6,.225,3.9,9.8,.395,.387,1.3,1.6,.778,0.8,2.0,2.8,4.2,1.6,0.3,2.2,2.2,10.1,11.5,.416,.140,.142,3.3,8.8,5.9,26.2,3.1,0.7,15.5,22.8,-1.6,1.3,-0.3,-0.011,-2.4,0.4,-2.0,0.0,1990
28,Muggsy Bogues,PG,25,CHH,81,65,33.9,4.0,8.2,.491,0.1,0.3,.192,4.0,7.9,.503,.495,1.3,1.7,.791,0.6,2.0,2.6,10.7,2.0,0.0,1.8,2.1,9.4,16.9,.528,.039,.202,1.9,7.0,4.3,44.6,3.0,0.1,16.8,13.5,4.6,2.1,6.7,.117,1.5,0.7,2.2,2.9,1990
29,Manute Bol,C,27,GSW,75,20,17.5,0.7,2.3,.331,0.1,0.6,.188,0.6,1.6,.388,.358,0.3,0.7,.510,0.4,3.2,3.7,0.5,0.2,3.2,0.7,2.6,1.9,7.2,.383,.284,.290,2.8,18.8,11.2,3.3,0.4,10.0,21.1,7.4,-1.4,1.4,0.0,.001,-4.6,3.3,-1.2,0.3,1990
30,Anthony Bowie,SG,26,HOU,66,0,13.9,1.8,4.4,.406,0.1,0.3,.286,1.7,4.1,.415,.416,0.6,0.8,.741,0.5,1.2,1.8,1.5,0.6,0.1,0.9,1.2,4.3,8.8,.448,.072,.184,4.2,9.3,6.8,13.9,2.2,0.3,15.7,16.6,-0.6,1.3,0.7,.037,-3.5,0.9,-2.5,-0.1,1990
31,Sam Bowie,C,28,NJN,68,54,32.5,5.1,12.3,.416,0.1,0.5,.323,5.0,11.8,.420,.422,4.3,5.6,.776,3.0,7.1,10.1,1.3,0.6,1.8,1.8,3.1,14.7,16.2,.499,.037,.454,9.3,24.9,16.6,6.4,0.8,3.3,11.1,20.5,1.9,2.8,4.7,.103,-0.7,-0.4,-1.1,0.5,1990
32,Adrian Branch,SF,26,MIN,11,0,8.3,2.3,5.5,.410,0.1,0.1,1.000,2.2,5.5,.400,.418,1.3,2.0,.636,0.7,1.1,1.8,0.4,0.5,0.0,0.7,1.3,5.9,16.9,.460,.016,.361,9.9,16.9,13.2,8.8,3.5,0.0,10.2,38.1,-0.1,0.1,0.0,.014,-0.9,-1.1,-2.0,0.0,1990
33,Randy Breuer,C,29,TOT,81,55,23.2,3.7,8.6,.428,0.0,0.0,.000,3.7,8.6,.429,.428,1.6,2.4,.653,1.9,3.2,5.1,1.2,0.5,1.3,1.2,2.4,8.9,13.0,.462,.001,.277,9.3,17.4,13.1,8.3,1.2,3.7,10.9,20.3,-0.2,2.2,2.0,.051,-2.2,-0.1,-2.3,-0.2,1990
34,Frank Brickowski,C,30,SAS,78,12,18.4,2.7,5.0,.545,0.0,0.0,.000,2.7,4.9,.548,.545,1.2,1.8,.674,1.1,3.1,4.2,1.3,0.8,0.5,1.2,2.9,6.6,13.3,.576,.005,.364,7.2,18.1,12.8,10.3,2.2,1.6,17.2,15.6,1.3,2.5,3.8,.126,-1.7,1.9,0.2,0.8,1990
35,Scott Brooks,PG,24,PHI,72,1,13.5,1.7,3.8,.431,0.4,1.1,.392,1.2,2.7,.447,.487,0.7,0.8,.877,0.2,0.7,0.9,2.9,0.7,0.0,0.5,1.5,4.4,14.2,.530,.286,.207,1.8,5.7,3.7,28.5,2.4,0.0,11.2,14.7,1.9,0.7,2.7,.131,0.5,0.5,0.9,0.7,1990
36,Chucky Brown,SF,21,CLE,75,35,17.9,2.8,6.0,.470,0.0,0.1,.000,2.8,5.9,.477,.470,1.7,2.2,.762,1.1,2.0,3.1,0.7,0.4,0.3,0.9,2.0,7.3,11.9,.525,.016,.367,6.9,12.5,9.7,5.7,1.2,1.2,11.7,19.0,0.9,1.3,2.2,.078,-3.0,-0.6,-3.6,-0.6,1990
37,Mike Brown,C,26,UTA,82,0,17.0,2.2,4.2,.515,0.0,0.0,.500,2.1,4.2,.515,.516,1.9,2.4,.789,1.4,3.2,4.5,0.6,0.4,0.3,1.1,2.3,6.2,12.8,.593,.006,.578,10.0,20.7,15.7,4.7,1.1,1.2,16.9,16.2,1.7,2.0,3.7,.128,-1.7,-0.2,-1.9,0.1,1990
38,Raymond Brown,PF,24,UTA,16,0,3.5,0.5,1.8,.286,0.0,0.0,0,0.5,1.8,.286,.286,0.0,0.1,.000,0.6,0.3,0.9,0.3,0.0,0.0,0.4,0.7,1.0,-0.9,.277,.000,.071,22.4,9.8,15.7,10.3,0.0,0.0,17.2,27.2,-0.3,0.0,-0.2,-0.200,-10.8,-6.2,-17.0,-0.2,1990
39,Tony Brown,SF,29,MIL,61,10,10.4,1.4,3.4,.427,0.1,0.3,.250,1.4,3.0,.446,.439,0.6,0.9,.679,0.6,0.5,1.2,0.7,0.5,0.1,0.8,1.3,3.6,8.2,.475,.097,.272,6.9,6.1,6.5,9.0,2.5,0.4,18.1,18.6,-0.5,0.5,0.0,.000,-3.9,-0.5,-4.4,-0.4,1990
40,Stanley Brundy,SF,22,NJN,16,0,8.0,0.9,1.9,.500,0.0,0.0,0,0.9,1.9,.500,.500,0.4,1.1,.389,0.9,0.7,1.6,0.2,0.4,0.3,0.4,1.5,2.3,10.1,.488,.000,.600,11.7,9.8,10.8,3.4,2.3,2.3,13.7,13.8,0.0,0.1,0.2,.057,-3.6,0.6,-3.1,0.0,1990
41,Mark Bryant,PF,24,POR,58,0,9.7,1.2,2.6,.458,0.0,0.0,0,1.2,2.6,.458,.458,0.5,0.9,.560,0.9,1.6,2.5,0.2,0.3,0.2,0.4,1.6,2.9,9.1,.480,.000,.327,10.3,18.0,14.1,3.0,1.5,1.0,12.5,14.0,0.2,0.9,1.0,.088,-3.5,0.5,-3.1,-0.2,1990
