,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Shareef Abdur-Rahim,PF,27,TOT,85,56,31.6,5.9,12.4,.475,0.1,0.4,.265,5.8,12.0,.482,.480,4.4,5.0,.869,2.2,5.3,7.5,2.0,0.8,0.4,2.2,2.6,16.3,19.9,.557,.032,.407,8.2,19.0,13.6,12.3,1.4,1.0,12.9,24.4,6.1,2.0,8.1,.145,2.3,-0.7,1.6,2.4,2004
1,Malik Allen,PF,25,MIA,45,6,13.7,1.8,4.4,.419,0.0,0.0,0,1.8,4.4,.419,.419,0.6,0.7,.758,0.9,1.7,2.6,0.4,0.3,0.6,0.6,1.8,4.2,10.5,.449,.000,.167,7.9,14.7,11.3,4.7,1.1,3.6,11.3,18.3,-0.1,0.8,0.7,.051,-3.7,-0.1,-3.8,-0.3,2004
2,Ray Allen*,SG,28,SEA,56,56,38.4,8.0,18.2,.440,2.6,6.8,.392,5.3,11.4,.468,.512,4.4,4.8,.904,1.2,3.9,5.1,4.8,1.3,0.2,2.8,2.4,23.0,21.7,.566,.372,.266,3.8,11.8,7.8,23.3,1.8,0.4,12.1,27.8,6.5,0.4,6.9,.153,5.5,-1.5,4.0,3.2,2004
3,Rafer Alston,PG,27,MIA,82,28,31.5,3.5,9.3,.376,2.0,5.3,.371,1.5,4.0,.382,.481,1.3,1.6,.769,0.3,2.4,2.8,4.5,1.4,0.2,1.6,2.6,10.2,13.7,.509,.568,.175,1.2,9.1,5.1,24.9,2.4,0.6,13.5,17.3,3.1,2.8,5.9,.110,0.2,0.7,0.9,1.9,2004
4,Chris Andersen,PF,25,DEN,71,0,14.5,1.3,2.9,.443,0.0,0.0,.000,1.3,2.8,.446,.443,0.9,1.5,.589,1.3,2.9,4.2,0.5,0.5,1.6,0.7,1.7,3.4,14.4,.486,.005,.527,9.6,23.3,16.3,5.1,1.7,7.8,16.1,12.7,0.5,1.9,2.4,.111,-2.2,2.7,0.4,0.6,2004
5,Derek Anderson,SG,29,POR,51,46,35.5,4.5,12.0,.376,1.5,5.1,.305,3.0,6.9,.428,.440,3.0,3.7,.824,0.5,3.1,3.6,4.5,1.3,0.1,1.8,1.5,13.6,15.1,.499,.423,.307,1.7,10.2,6.0,21.1,2.0,0.1,11.5,20.5,2.7,0.9,3.6,.097,0.8,-0.5,0.3,1.0,2004
6,Kenny Anderson,PG,33,IND,44,31,20.6,2.6,5.8,.441,0.0,0.1,.250,2.5,5.7,.444,.443,0.8,1.1,.729,0.4,1.4,1.8,2.8,0.6,0.1,1.1,1.7,6.0,11.1,.473,.016,.188,2.5,8.2,5.3,24.2,1.6,0.4,15.3,17.1,0.4,1.1,1.5,.079,-2.3,0.6,-1.7,0.1,2004
7,Shandon Anderson,SG,30,NYK,80,37,24.7,3.0,7.1,.422,0.5,1.6,.281,2.5,5.5,.463,.454,1.5,2.0,.764,0.7,2.1,2.8,1.5,0.9,0.2,1.5,2.3,7.9,10.1,.500,.227,.285,3.1,9.7,6.5,10.2,1.8,0.7,15.7,17.7,0.2,1.5,1.7,.042,-2.4,0.1,-2.4,-0.2,2004
8,Carmelo Anthony,SF,19,DEN,82,82,36.5,7.6,17.9,.426,0.8,2.6,.322,6.8,15.3,.444,.449,5.0,6.4,.777,2.2,3.8,6.1,2.8,1.2,0.5,3.0,2.7,21.0,17.6,.509,.146,.358,6.8,12.1,9.4,13.8,1.7,1.0,12.7,28.5,3.7,2.4,6.1,.098,1.6,-1.6,0.1,1.6,2004
9,Robert Archibald,C-PF,23,TOT,32,3,8.0,0.3,1.0,.273,0.0,0.0,0,0.3,1.0,.273,.273,0.4,1.0,.452,0.7,1.0,1.6,0.4,0.4,0.1,0.3,1.6,1.0,5.6,.343,.000,.939,9.4,14.0,11.7,7.9,3.0,0.9,17.7,10.7,-0.2,0.4,0.2,.039,-6.7,2.2,-4.5,-0.1,2004
10,Gilbert Arenas,PG,22,WAS,55,52,37.6,6.5,16.6,.392,2.3,6.1,.375,4.2,10.6,.401,.460,4.3,5.8,.748,1.0,3.6,4.6,5.0,1.9,0.2,4.1,3.2,19.6,16.0,.512,.364,.347,2.9,11.1,6.9,25.5,2.6,0.4,17.7,27.4,1.1,1.5,2.6,.061,1.1,-1.0,0.1,1.1,2004
11,Brandon Armstrong,SG,23,NJN,56,0,7.8,1.2,3.1,.371,0.3,0.9,.365,0.8,2.2,.374,.426,0.0,0.1,.500,0.2,0.6,0.8,0.3,0.2,0.0,0.4,0.9,2.7,5.5,.427,.297,.023,3.3,8.4,5.8,5.7,1.5,0.4,12.0,21.7,-0.8,0.5,-0.3,-0.030,-5.5,-2.0,-7.5,-0.6,2004
12,Darrell Armstrong,PG,35,NOH,79,22,28.4,3.7,9.3,.395,1.7,5.4,.315,2.0,3.9,.508,.487,1.6,1.8,.854,0.8,2.1,2.9,3.9,1.7,0.2,2.0,1.9,10.6,15.6,.525,.583,.196,3.1,8.5,5.7,24.3,3.2,0.5,16.2,19.4,2.8,2.5,5.3,.114,1.3,1.1,2.4,2.5,2004
13,Carlos Arroyo,PG,24,UTA,71,71,28.3,4.8,10.8,.441,0.5,1.6,.325,4.2,9.2,.462,.466,2.5,3.2,.804,0.6,2.0,2.6,5.0,0.9,0.1,2.2,2.3,12.6,16.8,.517,.152,.293,2.5,9.0,5.7,34.6,1.7,0.2,15.2,23.7,3.5,1.2,4.7,.112,2.0,-1.1,0.9,1.5,2004
14,Chucky Atkins,PG,29,TOT,64,24,24.1,3.0,7.6,.397,1.3,3.8,.336,1.7,3.8,.457,.480,1.1,1.5,.753,0.1,1.3,1.5,3.5,0.7,0.0,1.4,1.6,8.4,12.1,.511,.498,.200,0.7,6.2,3.5,24.7,1.5,0.1,14.9,18.5,1.5,1.3,2.7,.085,-0.3,-0.9,-1.1,0.3,2004
15,Stacey Augmon,SF,35,NOH,69,24,20.5,2.1,5.0,.412,0.0,0.1,.143,2.1,4.9,.418,.414,1.6,2.0,.791,0.8,1.8,2.5,1.2,0.8,0.2,1.1,1.7,5.8,10.0,.486,.020,.401,4.1,10.1,7.0,10.0,2.1,0.8,15.7,15.6,0.4,1.3,1.6,.056,-3.1,0.3,-2.8,-0.3,2004
16,Vin Baker,PF,32,TOT,54,33,24.3,3.9,8.0,.481,0.0,0.1,.333,3.8,7.9,.483,.483,2.1,2.9,.726,2.1,3.1,5.2,1.2,0.5,0.6,1.4,3.0,9.8,14.8,.530,.007,.363,10.0,14.4,12.2,9.0,1.1,1.9,13.3,20.1,1.7,1.1,2.8,.101,-1.0,-1.1,-2.1,0.0,2004
17,Marcus Banks,PG,22,BOS,81,2,17.1,2.2,5.5,.400,0.3,1.1,.314,1.9,4.4,.421,.431,1.2,1.6,.756,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9,11.0,.480,.195,.296,2.5,8.4,5.5,21.3,3.3,0.7,20.0,20.5,-0.6,1.4,0.7,.026,-3.4,0.4,-3.0,-0.4,2004
18,Leandro Barbosa,PG,21,PHO,70,46,21.4,3.0,6.7,.447,1.2,3.0,.395,1.8,3.7,.488,.535,0.7,0.9,.770,0.3,1.4,1.8,2.4,1.3,0.1,1.7,2.6,7.9,12.7,.553,.447,.130,1.7,7.6,4.7,18.0,3.2,0.3,19.5,18.6,0.9,1.0,1.9,.061,-1.3,0.5,-0.8,0.5,2004
19,Matt Barnes,SF,23,LAC,38,9,19.1,1.7,3.6,.457,0.1,0.3,.154,1.6,3.3,.488,.464,1.1,1.6,.705,1.4,2.6,4.0,1.3,0.7,0.1,1.2,2.0,4.5,10.6,.519,.094,.442,8.3,15.5,11.9,10.6,2.0,0.3,21.1,12.8,0.4,0.3,0.7,.045,-1.4,-0.7,-2.2,0.0,2004
20,Dana Barros,SG,36,BOS,1,0,11.0,2.0,3.0,.667,0.0,0.0,0,2.0,3.0,.667,.667,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,17.8,.773,.000,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.1,0.0,0.1,.256,-1.7,-4.7,-6.4,0.0,2004
21,Brent Barry,SG,32,SEA,59,53,30.6,3.6,7.2,.504,1.9,4.3,.452,1.7,3.0,.577,.637,1.5,1.9,.827,0.4,3.1,3.5,5.8,1.4,0.3,2.4,2.1,10.8,18.3,.668,.590,.258,1.4,11.9,6.7,30.5,2.5,0.7,22.6,15.8,4.9,0.7,5.7,.151,3.2,0.1,3.2,2.4,2004
