,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,STAR,Year
0,Kareem Abdul-Jabbar,C,41.0,LAL,74.0,74.0,22.9,4.2,8.9,0.475,0.0,0.0,0.0,4.2,8.9,0.477,0.475,1.6,2.2,0.739,1.4,3.1,4.5,1.0,0.5,1.1,1.3,2.6,10.1,True,1989
1,Mark Acres,C,26.0,BOS,62.0,0.0,10.2,0.9,1.8,0.482,0.0,0.0,1.0,0.9,1.8,0.478,0.487,0.4,0.8,0.542,1.0,1.4,2.4,0.3,0.3,0.1,0.4,1.5,2.2,False,1989
2,Michael Adams,PG,26.0,DEN,77.0,77.0,36.2,6.1,14.1,0.433,2.2,6.1,0.356,3.9,8.0,0.49,0.509,4.2,5.1,0.819,0.9,2.8,3.7,6.4,2.2,0.1,2.3,1.9,18.5,False,1989
3,Mark Aguirre,SF,29.0,Traded,160.0,152.0,32.5,7.32,15.89,0.46,0.63,2.2,0.29,6.69,13.71,0.49,0.48,3.6,4.89,0.73,1.81,2.99,4.8,3.5,0.58,0.49,2.61,2.88,18.9,False,1989
4,Danny Ainge,PG,29.0,Traded,146.0,108.0,32.58,6.59,14.4,0.46,1.6,4.18,0.38,4.98,10.19,0.49,0.51,2.8,3.28,0.86,0.98,2.51,3.49,5.51,1.31,0.11,2.0,2.53,17.54,False,1989
5,Mark Alarie,PF,25.0,WSB,74.0,5.0,15.4,2.8,5.8,0.478,0.2,0.5,0.342,2.6,5.3,0.491,0.493,1.0,1.2,0.839,1.4,2.1,3.4,0.9,0.3,0.3,0.8,2.2,6.7,False,1989
6,Steve Alford,PG,24.0,Traded,132.0,6.0,13.7,2.2,4.91,0.45,0.32,0.8,0.34,1.92,4.1,0.47,0.48,0.8,0.9,0.8,0.19,0.9,1.09,1.42,0.7,0.04,0.7,0.86,5.52,False,1989
7,Randy Allen,SG,24.0,SAC,7.0,0.0,6.1,1.1,2.7,0.421,0.0,0.1,0.0,1.1,2.6,0.444,0.421,0.1,0.3,0.5,0.4,0.6,1.0,0.0,0.1,0.1,0.3,1.0,2.4,False,1989
8,Greg Anderson,PF,24.0,SAS,82.0,56.0,29.3,5.6,11.1,0.503,0.0,0.0,0.0,5.6,11.1,0.505,0.503,2.5,4.9,0.514,3.1,5.1,8.2,0.7,1.2,1.3,2.2,2.7,13.7,False,1989
9,Michael Anderson,PG,22.0,SAS,36.0,12.0,20.3,2.0,4.9,0.417,0.0,0.2,0.143,2.0,4.7,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7,False,1989
10,Richard Anderson,PF,28.0,POR,72.0,3.0,15.0,2.0,4.8,0.417,0.7,2.0,0.348,1.3,2.9,0.464,0.487,0.4,0.5,0.842,0.9,2.3,3.2,1.4,0.6,0.2,0.8,1.4,5.2,False,1989
11,Ron Anderson,SF,30.0,PHI,82.0,12.0,31.9,6.9,14.0,0.491,0.0,0.1,0.182,6.9,13.9,0.494,0.492,2.4,2.8,0.856,2.0,2.9,5.0,1.7,0.9,0.3,1.5,2.0,16.2,False,1989
12,Willie Anderson,SF,22.0,SAS,81.0,79.0,33.8,7.9,15.9,0.498,0.0,0.3,0.19,7.9,15.6,0.503,0.5,2.8,3.6,0.775,1.9,3.3,5.1,4.6,1.9,0.8,3.2,3.6,18.6,False,1989
13,John Bagley,PG,28.0,NJN,68.0,20.0,24.1,2.9,7.1,0.416,0.2,0.8,0.204,2.8,6.3,0.443,0.427,1.3,1.8,0.724,0.5,1.6,2.1,5.8,1.1,0.1,2.3,1.7,7.4,False,1989
