,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,STAR,Year
0,Shareef Abdur-Rahim,PF,27.0,Traded,170.0,112.0,31.6,5.89,12.41,0.47,0.1,0.38,0.27,5.79,12.01,0.48,0.48,4.39,5.03,0.87,2.22,5.3,7.5,2.03,0.8,0.44,2.2,2.61,16.3,False,2004
1,Malik Allen,PF,25.0,MIA,45.0,6.0,13.7,1.8,4.4,0.419,0.0,0.0,,1.8,4.4,0.419,0.419,0.6,0.7,0.758,0.9,1.7,2.6,0.4,0.3,0.6,0.6,1.8,4.2,False,2004
2,Ray Allen,SG,28.0,SEA,56.0,56.0,38.4,8.0,18.2,0.44,2.6,6.8,0.392,5.3,11.4,0.468,0.512,4.4,4.8,0.904,1.2,3.9,5.1,4.8,1.3,0.2,2.8,2.4,23.0,True,2004
3,Rafer Alston,PG,27.0,MIA,82.0,28.0,31.5,3.5,9.3,0.376,2.0,5.3,0.371,1.5,4.0,0.382,0.481,1.3,1.6,0.769,0.3,2.4,2.8,4.5,1.4,0.2,1.6,2.6,10.2,False,2004
4,Chris Andersen,PF,25.0,DEN,71.0,0.0,14.5,1.3,2.9,0.443,0.0,0.0,0.0,1.3,2.8,0.446,0.443,0.9,1.5,0.589,1.3,2.9,4.2,0.5,0.5,1.6,0.7,1.7,3.4,False,2004
5,Derek Anderson,SG,29.0,POR,51.0,46.0,35.5,4.5,12.0,0.376,1.5,5.1,0.305,3.0,6.9,0.428,0.44,3.0,3.7,0.824,0.5,3.1,3.6,4.5,1.3,0.1,1.8,1.5,13.6,False,2004
6,Kenny Anderson,PG,33.0,IND,44.0,31.0,20.6,2.6,5.8,0.441,0.0,0.1,0.25,2.5,5.7,0.444,0.443,0.8,1.1,0.729,0.4,1.4,1.8,2.8,0.6,0.1,1.1,1.7,6.0,False,2004
7,Shandon Anderson,SG,30.0,NYK,80.0,37.0,24.7,3.0,7.1,0.422,0.5,1.6,0.281,2.5,5.5,0.463,0.454,1.5,2.0,0.764,0.7,2.1,2.8,1.5,0.9,0.2,1.5,2.3,7.9,False,2004
8,Carmelo Anthony,SF,19.0,DEN,82.0,82.0,36.5,7.6,17.9,0.426,0.8,2.6,0.322,6.8,15.3,0.444,0.449,5.0,6.4,0.777,2.2,3.8,6.1,2.8,1.2,0.5,3.0,2.7,21.0,False,2004
9,Robert Archibald,C-PF,23.0,Traded,64.0,6.0,8.0,0.31,1.02,0.27,0.0,0.0,,0.31,1.02,0.27,0.27,0.4,0.98,0.46,0.68,1.0,1.63,0.4,0.4,0.1,0.31,1.57,1.02,False,2004
10,Gilbert Arenas,PG,22.0,WAS,55.0,52.0,37.6,6.5,16.6,0.392,2.3,6.1,0.375,4.2,10.6,0.401,0.46,4.3,5.8,0.748,1.0,3.6,4.6,5.0,1.9,0.2,4.1,3.2,19.6,False,2004
11,Brandon Armstrong,SG,23.0,NJN,56.0,0.0,7.8,1.2,3.1,0.371,0.3,0.9,0.365,0.8,2.2,0.374,0.426,0.0,0.1,0.5,0.2,0.6,0.8,0.3,0.2,0.0,0.4,0.9,2.7,False,2004
12,Darrell Armstrong,PG,35.0,NOH,79.0,22.0,28.4,3.7,9.3,0.395,1.7,5.4,0.315,2.0,3.9,0.508,0.487,1.6,1.8,0.854,0.8,2.1,2.9,3.9,1.7,0.2,2.0,1.9,10.6,False,2004
13,Carlos Arroyo,PG,24.0,UTA,71.0,71.0,28.3,4.8,10.8,0.441,0.5,1.6,0.325,4.2,9.2,0.462,0.466,2.5,3.2,0.804,0.6,2.0,2.6,5.0,0.9,0.1,2.2,2.3,12.6,False,2004
14,Chucky Atkins,PG,29.0,Traded,128.0,48.0,24.11,2.99,7.59,0.39,1.29,3.79,0.33,1.73,3.8,0.45,0.48,1.14,1.52,0.75,0.13,1.33,1.48,3.49,0.71,0.0,1.41,1.61,8.39,False,2004
