,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,STAR,Year
0,Mahmoud Abdul-Rauf,PG,28.0,SAC,31.0,0.0,17.1,3.3,8.8,0.377,0.2,1.0,0.161,3.2,7.8,0.405,0.386,0.5,0.5,1.0,0.2,1.0,1.2,1.9,0.5,0.0,0.6,1.0,7.3,False,1998
1,Tariq Abdul-Wahad,SG,23.0,SAC,59.0,16.0,16.3,2.4,6.1,0.403,0.1,0.3,0.211,2.4,5.7,0.414,0.409,1.4,2.1,0.672,0.7,1.2,2.0,0.9,0.6,0.2,1.1,1.4,6.4,False,1998
2,Shareef Abdur-Rahim,SF,21.0,VAN,82.0,82.0,36.0,8.0,16.4,0.485,0.3,0.6,0.412,7.7,15.8,0.488,0.493,6.1,7.8,0.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3,False,1998
3,Cory Alexander,PG,24.0,Traded,120.0,44.0,21.61,2.86,6.68,0.43,1.09,2.91,0.36,1.78,3.72,0.47,0.5,1.33,1.69,0.76,0.29,2.19,2.42,3.49,1.2,0.19,1.89,1.62,8.12,False,1998
4,Ray Allen,SG,22.0,MIL,82.0,82.0,40.1,6.9,16.0,0.428,1.6,4.5,0.364,5.2,11.5,0.453,0.479,4.2,4.8,0.875,1.5,3.4,4.9,4.3,1.4,0.1,3.2,3.0,19.5,True,1998
5,Derek Anderson,SF,23.0,CLE,66.0,13.0,27.9,3.6,8.9,0.408,0.3,1.3,0.202,3.4,7.6,0.442,0.422,4.2,4.8,0.873,0.8,2.0,2.8,3.4,1.3,0.2,1.9,2.1,11.7,False,1998
6,Greg Anderson,C,33.0,ATL,50.0,0.0,8.0,0.7,1.6,0.444,0.0,0.1,0.0,0.7,1.5,0.474,0.444,0.3,0.8,0.39,0.8,1.6,2.4,0.3,0.4,0.2,0.3,1.7,1.8,False,1998
7,Kenny Anderson,PG,27.0,Traded,122.0,112.0,30.47,4.38,11.02,0.4,0.9,2.63,0.36,3.49,8.43,0.41,0.44,2.51,3.19,0.79,0.62,2.21,2.82,5.67,1.43,0.0,2.31,2.21,12.22,False,1998
8,Nick Anderson,SF,30.0,ORL,58.0,44.0,29.3,5.9,13.0,0.455,1.3,3.7,0.36,4.6,9.3,0.493,0.506,2.2,3.4,0.638,1.7,3.4,5.1,2.1,1.2,0.4,1.5,1.7,15.3,False,1998
9,Shandon Anderson,SG,24.0,UTA,82.0,2.0,19.5,3.3,6.1,0.538,0.1,0.4,0.219,3.2,5.7,0.56,0.545,1.7,2.3,0.735,1.0,1.7,2.8,1.1,0.8,0.2,1.1,1.8,8.3,False,1998
10,Chris Anstey,C,23.0,DAL,41.0,8.0,16.6,2.2,5.6,0.398,0.1,0.4,0.188,2.2,5.2,0.414,0.405,1.3,1.8,0.716,1.3,2.5,3.8,0.9,0.8,0.7,1.0,2.3,5.9,False,1998
11,Greg Anthony,PG,30.0,SEA,80.0,0.0,12.8,1.9,4.4,0.43,0.8,2.0,0.415,1.1,2.4,0.442,0.524,0.7,1.0,0.663,0.2,1.2,1.4,2.6,0.8,0.0,1.1,1.2,5.2,False,1998
12,B.J. Armstrong,PG,30.0,Traded,132.0,0.0,12.62,1.6,3.2,0.5,0.1,0.49,0.25,1.5,2.71,0.54,0.52,0.62,0.78,0.85,0.22,0.9,1.17,2.28,0.42,0.0,0.64,1.11,3.96,False,1998
13,Darrell Armstrong,PG,29.0,ORL,48.0,17.0,25.8,3.3,7.9,0.411,0.5,1.4,0.368,2.7,6.5,0.42,0.443,2.2,2.6,0.854,1.4,2.0,3.3,4.9,1.2,0.1,2.3,2.0,9.2,False,1998
14,Vincent Askew,SG,31.0,POR,30.0,5.0,14.8,0.6,1.8,0.352,0.0,0.1,0.0,0.6,1.7,0.365,0.352,0.9,1.3,0.718,0.7,1.6,2.3,1.3,0.6,0.2,1.2,1.3,2.2,False,1998
15,Keith Askins,SF,30.0,MIA,46.0,12.0,14.8,0.8,2.7,0.32,0.5,1.6,0.284,0.4,1.0,0.375,0.406,0.3,0.4,0.632,0.6,1.6,2.2,0.6,0.6,0.3,0.6,2.3,2.4,False,1998
16,Stacey Augmon,SG,29.0,POR,71.0,23.0,20.4,2.2,5.2,0.414,0.0,0.1,0.143,2.2,5.1,0.419,0.415,1.3,2.2,0.603,1.5,1.8,3.3,1.2,0.8,0.5,1.1,2.0,5.7,False,1998
17,Isaac Austin,C,28.0,Traded,156.0,100.0,29.08,5.18,11.17,0.47,0.0,0.12,0.0,5.18,11.08,0.47,0.47,3.12,4.68,0.67,2.58,4.62,7.1,2.23,0.78,0.72,2.63,2.98,13.52,False,1998
18,Vin Baker,C,26.0,SEA,82.0,82.0,35.9,7.7,14.2,0.542,0.0,0.1,0.143,7.7,14.1,0.545,0.543,3.8,6.4,0.591,3.5,4.5,8.0,1.9,1.1,1.0,2.1,3.4,19.2,False,1998
19,Charles Barkley,PF,34.0,HOU,68.0,41.0,33.0,5.3,10.9,0.485,0.3,1.2,0.214,5.0,9.7,0.52,0.497,4.4,5.8,0.746,3.5,8.1,11.7,3.2,1.0,0.4,2.2,2.8,15.2,True,1998
20,Dana Barros,PG,30.0,BOS,80.0,15.0,21.1,3.5,7.6,0.461,1.3,3.1,0.407,2.3,4.5,0.499,0.544,1.5,1.8,0.847,0.4,1.6,1.9,3.6,1.0,0.1,1.3,1.6,9.8,False,1998
21,Brent Barry,SG,26.0,Traded,116.0,72.0,27.59,3.68,8.69,0.42,1.57,3.94,0.39,2.09,4.79,0.44,0.51,1.99,2.31,0.87,0.51,2.41,2.92,2.61,1.09,0.49,1.79,2.01,10.89,False,1998
22,Drew Barry,PG,24.0,ATL,27.0,0.0,9.5,0.7,1.4,0.474,0.3,0.8,0.429,0.3,0.6,0.529,0.592,0.4,0.5,0.846,0.2,1.1,1.3,1.8,0.4,0.0,1.1,1.0,2.1,False,1998
23,Jon Barry,SG,28.0,LAL,49.0,1.0,7.6,0.8,2.1,0.365,0.4,1.2,0.295,0.4,0.9,0.465,0.452,0.6,0.6,0.931,0.2,0.6,0.8,1.0,0.5,0.1,0.4,0.7,2.5,False,1998
