   ,Player              ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P  ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB,TRB ,AST ,STL,BLK,TOV,PF ,PTS
106,Chris Crawford      ,PF   ,26.0,ATL,7.0 ,4.0 ,18.7,3.0 ,6.4 ,0.467,0.0,0.1,0.0  ,3.0 ,6.3 ,0.477,0.467,1.6,2.1 ,0.733,1.3,2.3,3.6 ,0.7 ,0.3,0.7,1.4,3.0,7.6
107,Jamal Crawford      ,PG   ,21.0,CHI,23.0,6.0 ,20.9,3.9 ,8.1 ,0.476,1.1,2.5,0.448,2.7 ,5.6 ,0.488,0.545,0.4,0.6 ,0.769,0.2,1.3,1.5 ,2.4 ,0.8,0.2,1.4,0.8,9.3
108,Joe Crispin         ,PG   ,22.0,TOT,21.0,0.0 ,7.4 ,1.2 ,3.2 ,0.382,0.7,1.9,0.385,0.5 ,1.4 ,0.379,0.493,0.6,0.6 ,0.923,0.1,0.4,0.5 ,1.2 ,0.2,0.0,0.5,0.5,3.8
111,Austin Croshere     ,PF   ,26.0,IND,76.0,1.0 ,16.9,2.4 ,5.9 ,0.413,0.6,1.9,0.338,1.8 ,4.0 ,0.449,0.468,1.3,1.5 ,0.851,1.0,2.9,3.9 ,1.0 ,0.3,0.4,0.9,1.4,6.8
112,John Crotty         ,PG   ,32.0,UTA,41.0,0.0 ,19.6,2.4 ,5.1 ,0.471,0.8,1.7,0.449,1.6 ,3.4 ,0.482,0.546,1.4,1.6 ,0.864,0.4,1.4,1.8 ,3.4 ,0.5,0.0,1.2,1.9,6.9
113,Vonteego Cummings   ,PG   ,25.0,PHI,58.0,1.0 ,8.6 ,1.3 ,3.2 ,0.417,0.2,0.8,0.261,1.1 ,2.4 ,0.468,0.449,0.4,0.6 ,0.75 ,0.2,0.7,0.9 ,1.0 ,0.3,0.1,0.6,0.9,3.3
114,Dell Curry          ,SG   ,37.0,TOR,56.0,4.0 ,15.8,2.5 ,6.2 ,0.406,0.8,2.3,0.344,1.7 ,3.9 ,0.444,0.471,0.6,0.7 ,0.892,0.4,1.0,1.4 ,1.1 ,0.4,0.1,0.7,0.9,6.4
116,Michael Curry       ,SG   ,33.0,DET,82.0,75.0,23.3,1.5 ,3.4 ,0.453,0.1,0.3,0.269,1.4 ,3.0 ,0.472,0.466,0.9,1.1 ,0.791,0.2,1.9,2.0 ,1.5 ,0.6,0.1,0.7,2.5,4.0
120,Antonio Daniels     ,SG   ,26.0,SAS,82.0,13.0,26.5,3.3 ,7.5 ,0.44 ,0.7,2.4,0.291,2.6 ,5.1 ,0.51 ,0.486,1.9,2.6 ,0.752,0.3,1.9,2.1 ,2.8 ,0.6,0.1,0.9,1.3,9.2
121,Antonio Davis       ,PF   ,33.0,TOR,77.0,77.0,38.7,5.3 ,12.5,0.426,0.0,0.0,0.0  ,5.3 ,12.5,0.426,0.426,3.8,4.6 ,0.818,3.3,6.3,9.6 ,2.0 ,0.7,1.1,2.1,2.9,14.5
122,Baron Davis         ,PG   ,22.0,CHH,82.0,82.0,40.5,6.8 ,16.4,0.417,2.1,5.8,0.356,4.7 ,10.5,0.451,0.48 ,2.4,4.1 ,0.58 ,1.1,3.1,4.3 ,8.5 ,2.1,0.6,3.0,2.9,18.1
124,Emanual Davis       ,PG   ,33.0,ATL,28.0,20.0,27.6,2.5 ,7.1 ,0.354,1.0,3.0,0.341,1.5 ,4.0 ,0.363,0.427,0.6,0.6 ,0.889,0.7,2.0,2.6 ,2.4 ,1.0,0.2,1.9,2.4,6.6
125,Hubert Davis        ,SG   ,31.0,WAS,51.0,17.0,24.1,2.9 ,6.4 ,0.448,1.1,2.5,0.452,1.7 ,3.9 ,0.445,0.535,0.3,0.4 ,0.762,0.1,1.4,1.5 ,2.1 ,0.5,0.1,0.9,1.1,7.2
126,Ricky Davis         ,SF   ,22.0,CLE,82.0,8.0 ,23.8,4.6 ,9.5 ,0.481,0.1,0.4,0.314,4.5 ,9.1 ,0.489,0.488,2.4,3.0 ,0.79 ,0.8,2.2,3.0 ,2.2 ,0.8,0.3,1.8,1.8,11.7
129,Tony Delk           ,SG   ,28.0,TOT,63.0,17.0,23.0,3.6 ,9.3 ,0.384,1.1,3.4,0.313,2.5 ,5.9 ,0.425,0.441,1.2,1.5 ,0.804,0.9,2.3,3.2 ,2.1 ,0.8,0.2,0.9,1.6,9.5
132,Derrick Dial        ,SG   ,26.0,TOT,32.0,0.0 ,9.3 ,1.3 ,3.8 ,0.342,0.0,0.3,0.091,1.3 ,3.4 ,0.367,0.346,0.6,0.8 ,0.75 ,0.4,1.3,1.8 ,1.1 ,0.3,0.1,0.5,0.4,3.2
135,Michael Dickerson   ,SG   ,26.0,MEM,4.0 ,4.0 ,31.0,3.8 ,12.0,0.313,2.0,5.3,0.381,1.8 ,6.8 ,0.259,0.396,1.3,1.5 ,0.833,0.8,2.3,3.0 ,2.3 ,0.8,0.3,2.0,3.0,10.8
137,Vlade Divac*        ,C    ,33.0,SAC,80.0,80.0,30.3,4.2 ,9.0 ,0.472,0.0,0.2,0.231,4.2 ,8.8 ,0.477,0.474,2.6,4.3 ,0.615,2.6,5.8,8.4 ,3.7 ,1.0,1.2,2.0,2.9,11.1
139,Keyon Dooling       ,PG   ,21.0,LAC,14.0,0.0 ,11.1,1.6 ,4.1 ,0.386,0.3,1.0,0.286,1.3 ,3.1 ,0.419,0.421,0.7,0.9 ,0.833,0.0,0.2,0.2 ,0.9 ,0.3,0.2,0.7,1.4,4.1
140,Bryce Drew          ,PG   ,27.0,CHH,61.0,0.0 ,12.7,1.3 ,3.0 ,0.429,0.5,1.2,0.425,0.8 ,1.8 ,0.431,0.514,0.4,0.5 ,0.793,0.2,1.0,1.2 ,1.7 ,0.5,0.0,0.5,0.8,3.4
141,Predrag Drobnjak    ,C    ,26.0,SEA,64.0,12.0,18.3,3.0 ,6.5 ,0.461,0.0,0.0,0.0  ,3.0 ,6.4 ,0.464,0.461,0.9,1.1 ,0.753,1.2,2.3,3.4 ,0.8 ,0.3,0.5,0.8,1.7,6.8
