   ,Player             ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
267,Larry Hughes       ,PG   ,33.0,ORL,9.0 ,0.0 ,12.7,0.6 ,2.4 ,0.227,0.1,0.8,0.143,0.4,1.7 ,0.267,0.25 ,0.1,0.2 ,0.5  ,0.1,0.4 ,0.6 ,0.8 ,0.2,0.0,1.3,1.1,1.3
269,Serge Ibaka        ,PF   ,22.0,OKC,66.0,66.0,27.2,4.0 ,7.4 ,0.535,0.0,0.0,0.333,4.0,7.4 ,0.536,0.536,1.2,1.8 ,0.661,2.9,4.6 ,7.5 ,0.4 ,0.5,3.7,1.2,2.7,9.1
270,Andre Iguodala     ,SF   ,28.0,PHI,62.0,62.0,35.6,4.6 ,10.2,0.454,1.2,3.1,0.394,3.4,7.1 ,0.481,0.514,2.0,3.2 ,0.617,0.9,5.2 ,6.1 ,5.5 ,1.7,0.5,1.9,1.5,12.4
271,Ersan İlyasova     ,PF   ,24.0,MIL,60.0,41.0,27.6,4.9 ,10.0,0.492,0.9,1.9,0.455,4.1,8.1 ,0.501,0.535,2.4,3.1 ,0.781,3.3,5.6 ,8.8 ,1.2 ,0.7,0.7,1.3,2.2,13.0
272,Kyrie Irving       ,PG   ,19.0,CLE,51.0,51.0,30.5,6.9 ,14.6,0.469,1.4,3.6,0.399,5.4,11.1,0.491,0.517,3.4,3.8 ,0.872,0.9,2.9 ,3.7 ,5.4 ,1.1,0.4,3.1,2.2,18.5
273,Royal Ivey         ,SG   ,30.0,OKC,34.0,0.0 ,10.4,0.8 ,2.1 ,0.356,0.5,1.6,0.34 ,0.2,0.6 ,0.4  ,0.479,0.0,0.2 ,0.125,0.0,0.7 ,0.7 ,0.3 ,0.4,0.0,0.3,1.1,2.1
274,Jarrett Jack       ,PG   ,28.0,NOH,45.0,39.0,34.0,5.9 ,13.0,0.456,0.9,2.5,0.348,5.0,10.5,0.482,0.49 ,2.9,3.3 ,0.872,0.5,3.4 ,3.9 ,6.3 ,0.7,0.2,2.4,2.1,15.6
275,Reggie Jackson     ,PG   ,21.0,OKC,45.0,0.0 ,11.1,1.1 ,3.5 ,0.321,0.3,1.4,0.21 ,0.8,2.2 ,0.392,0.362,0.6,0.6 ,0.862,0.3,0.9 ,1.2 ,1.6 ,0.6,0.0,0.8,0.7,3.1
276,Stephen Jackson    ,SF   ,33.0,TOT,47.0,14.0,25.8,3.4 ,9.0 ,0.374,1.0,3.6,0.288,2.3,5.4 ,0.431,0.432,2.0,2.4 ,0.825,0.5,3.0 ,3.5 ,2.5 ,1.1,0.3,2.2,2.1,9.8
279,Damion James       ,SF   ,24.0,NJN,7.0 ,7.0 ,24.3,1.9 ,5.0 ,0.371,0.0,0.1,0.0  ,1.9,4.9 ,0.382,0.371,1.1,1.7 ,0.667,1.0,3.7 ,4.7 ,0.4 ,1.0,1.0,1.7,2.4,4.9
280,LeBron James       ,SF   ,27.0,MIA,62.0,62.0,37.5,10.0,18.9,0.531,0.9,2.4,0.362,9.1,16.5,0.556,0.554,6.2,8.1 ,0.771,1.5,6.4 ,7.9 ,6.2 ,1.9,0.8,3.4,1.5,27.1
281,Mike James         ,PG   ,36.0,CHI,11.0,0.0 ,10.9,1.8 ,4.5 ,0.408,0.5,0.9,0.6  ,1.3,3.5 ,0.359,0.469,0.6,0.7 ,0.875,0.2,0.7 ,0.9 ,2.6 ,0.4,0.2,1.3,1.8,4.8
282,Antawn Jamison     ,PF   ,35.0,CLE,65.0,65.0,33.1,6.5 ,16.1,0.403,1.4,4.1,0.341,5.1,12.0,0.425,0.447,2.8,4.2 ,0.683,1.9,4.4 ,6.3 ,2.0 ,0.8,0.7,1.4,2.5,17.2
