   ,Player               ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB,TRB ,AST ,STL,BLK,TOV,PF ,PTS
142,Baron Davis          ,PG   ,29.0,LAC,65.0,60.0,34.6,5.5 ,14.8,0.37 ,1.5,5.0,0.302,3.9,9.7 ,0.406,0.422,2.4,3.2 ,0.757,0.7,3.0,3.7 ,7.7 ,1.7,0.5,3.0,3.0,14.9
143,Glen Davis           ,C    ,23.0,BOS,76.0,16.0,21.5,2.6 ,5.9 ,0.442,0.0,0.1,0.4  ,2.6,5.9 ,0.443,0.444,1.7,2.3 ,0.73 ,1.6,2.4,4.0 ,0.9 ,0.7,0.3,0.9,3.0,7.0
144,Paul Davis           ,PF   ,24.0,LAC,27.0,1.0 ,11.9,1.5 ,3.6 ,0.408,0.0,0.0,0.0  ,1.5,3.6 ,0.412,0.408,1.0,1.3 ,0.794,1.0,1.4,2.5 ,0.4 ,0.4,0.1,0.5,1.6,4.0
145,Ricky Davis          ,SG   ,29.0,LAC,36.0,9.0 ,21.8,2.3 ,6.8 ,0.339,1.0,3.1,0.315,1.3,3.7 ,0.358,0.41 ,0.9,1.0 ,0.861,0.3,1.4,1.7 ,2.3 ,0.5,0.1,1.1,1.8,6.4
146,Luol Deng            ,SF   ,23.0,CHI,49.0,46.0,34.0,5.4 ,12.1,0.448,0.2,0.4,0.4  ,5.2,11.7,0.45 ,0.455,3.1,3.9 ,0.796,1.6,4.4,6.0 ,1.9 ,1.2,0.5,1.5,1.7,14.1
147,Boris Diaw           ,PF   ,26.0,TOT,81.0,59.0,34.0,5.5 ,10.9,0.507,0.9,2.2,0.414,4.6,8.7 ,0.531,0.549,1.2,1.8 ,0.687,1.5,3.9,5.3 ,4.1 ,0.8,0.7,2.7,2.5,13.2
150,Yakhouba Diawara     ,SF   ,26.0,MIA,63.0,21.0,13.5,1.2 ,3.4 ,0.35 ,0.8,2.6,0.313,0.4,0.9 ,0.463,0.468,0.2,0.3 ,0.526,0.4,0.9,1.3 ,0.4 ,0.2,0.1,0.3,1.2,3.4
151,Travis Diener        ,PG   ,26.0,IND,55.0,0.0 ,13.1,1.3 ,3.3 ,0.413,0.8,2.1,0.39 ,0.5,1.1 ,0.459,0.542,0.2,0.3 ,0.8  ,0.1,1.5,1.6 ,2.2 ,0.5,0.1,0.4,0.8,3.7
152,Ike Diogu            ,PF   ,25.0,TOT,29.0,1.0 ,7.4 ,1.3 ,2.6 ,0.527,0.0,0.1,0.5  ,1.3,2.5 ,0.528,0.534,1.4,1.8 ,0.755,0.9,1.0,1.9 ,0.1 ,0.1,0.1,0.4,0.8,4.1
158,Juan Dixon           ,PG   ,30.0,WAS,50.0,6.0 ,16.3,2.0 ,5.1 ,0.395,0.5,1.5,0.333,1.5,3.6 ,0.42 ,0.443,0.7,0.8 ,0.872,0.2,1.2,1.3 ,2.4 ,0.7,0.1,1.4,1.5,5.2
