   ,Player              ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P  ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
0  ,Tariq Abdul-Wahad   ,SG   ,25.0,TOT,61.0,56.0,25.9,4.5 ,10.6,0.424,0.0,0.4,0.13 ,4.4 ,10.2,0.435,0.426,2.4,3.2 ,0.756,1.7,3.1 ,4.8 ,1.6 ,1.0,0.5,1.7,2.4,11.4
3  ,Shareef Abdur-Rahim ,SF   ,23.0,VAN,82.0,82.0,39.3,7.2 ,15.6,0.465,0.4,1.2,0.302,6.9 ,14.4,0.478,0.477,5.4,6.7 ,0.809,2.7,7.4 ,10.1,3.3 ,1.1,1.1,3.0,3.0,20.3
4  ,Cory Alexander      ,PG   ,26.0,DEN,29.0,2.0 ,11.3,1.0 ,3.4 ,0.286,0.3,1.2,0.257,0.7 ,2.2 ,0.302,0.332,0.6,0.8 ,0.773,0.3,1.2 ,1.4 ,2.0 ,0.8,0.1,1.0,1.3,2.8
5  ,Ray Allen*          ,SG   ,24.0,MIL,82.0,82.0,37.4,7.8 ,17.2,0.455,2.1,5.0,0.423,5.7 ,12.2,0.468,0.516,4.3,4.9 ,0.887,1.0,3.4 ,4.4 ,3.8 ,1.3,0.2,2.2,2.3,22.1
6  ,Rafer Alston        ,PG   ,23.0,MIL,27.0,0.0 ,13.4,1.0 ,3.5 ,0.284,0.1,0.5,0.214,0.9 ,3.0 ,0.296,0.3  ,0.1,0.1 ,0.75 ,0.2,0.7 ,0.9 ,2.6 ,0.4,0.0,1.1,1.1,2.2
7  ,John Amaechi        ,C    ,29.0,ORL,80.0,53.0,21.1,3.8 ,8.8 ,0.437,0.0,0.1,0.167,3.8 ,8.7 ,0.439,0.438,2.8,3.6 ,0.766,0.8,2.6 ,3.3 ,1.2 ,0.4,0.5,1.7,2.0,10.5
8  ,Derek Anderson      ,SG   ,25.0,LAC,64.0,58.0,34.4,5.9 ,13.4,0.438,0.9,2.8,0.309,5.0 ,10.7,0.472,0.47 ,4.2,4.8 ,0.877,1.3,2.8 ,4.0 ,3.4 ,1.4,0.2,2.6,2.3,16.9
9  ,Kenny Anderson      ,PG   ,29.0,BOS,82.0,82.0,31.6,5.3 ,12.0,0.44 ,1.0,2.7,0.386,4.3 ,9.3 ,0.456,0.483,2.4,3.1 ,0.775,0.7,2.1 ,2.7 ,5.1 ,1.7,0.1,1.6,2.8,14.0
10 ,Nick Anderson       ,SG   ,32.0,SAC,72.0,72.0,29.1,4.3 ,10.9,0.391,1.8,5.5,0.332,2.4 ,5.3 ,0.452,0.476,0.5,1.1 ,0.487,1.2,3.6 ,4.7 ,1.7 ,1.3,0.2,1.3,1.6,10.8
11 ,Shandon Anderson    ,SF   ,26.0,HOU,82.0,82.0,32.9,4.5 ,9.5 ,0.473,1.0,2.7,0.351,3.5 ,6.7 ,0.523,0.524,2.4,3.1 ,0.767,1.1,3.6 ,4.7 ,2.9 ,1.2,0.4,2.4,2.2,12.3
