   ,Player             ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
1  ,Arron Afflalo      ,SG   ,22.0,DET,75.0,9.0 ,12.9,1.3 ,3.2 ,0.411,0.1,0.6,0.208,1.2,2.6 ,0.461,0.432,0.9,1.2 ,0.782,0.5,1.3 ,1.8 ,0.7 ,0.4,0.1,0.5,1.1,3.7
2  ,Maurice Ager       ,SG   ,23.0,TOT,26.0,3.0 ,6.3 ,0.8 ,2.5 ,0.323,0.1,0.7,0.158,0.7,1.8 ,0.391,0.346,0.2,0.5 ,0.5  ,0.2,0.3 ,0.5 ,0.3 ,0.0,0.0,0.2,0.7,2.0
5  ,Blake Ahearn       ,PG   ,23.0,MIA,12.0,0.0 ,14.8,1.3 ,4.8 ,0.263,0.8,2.8,0.294,0.4,1.9 ,0.217,0.351,2.5,2.6 ,0.968,0.1,1.5 ,1.6 ,1.6 ,0.5,0.0,1.3,1.7,5.8
6  ,LaMarcus Aldridge  ,PF   ,22.0,POR,76.0,76.0,34.9,7.4 ,15.3,0.484,0.0,0.1,0.143,7.4,15.2,0.486,0.484,3.0,3.9 ,0.762,2.9,4.7 ,7.6 ,1.6 ,0.7,1.2,1.7,3.2,17.8
7  ,Malik Allen        ,PF   ,29.0,TOT,73.0,16.0,15.0,2.2 ,4.5 ,0.48 ,0.0,0.0,0.5  ,2.1,4.5 ,0.48 ,0.482,0.3,0.3 ,0.92 ,0.9,1.8 ,2.7 ,0.6 ,0.3,0.4,0.6,2.0,4.6
10 ,Ray Allen*         ,SG   ,32.0,BOS,73.0,73.0,35.9,6.0 ,13.5,0.445,2.5,6.2,0.398,3.5,7.3 ,0.485,0.537,2.9,3.2 ,0.907,1.0,2.6 ,3.7 ,3.1 ,0.9,0.2,1.7,2.0,17.4
11 ,Tony Allen         ,SG   ,26.0,BOS,75.0,11.0,18.3,2.3 ,5.2 ,0.434,0.2,0.8,0.316,2.0,4.4 ,0.455,0.458,1.8,2.4 ,0.762,0.5,1.8 ,2.2 ,1.5 ,0.8,0.3,1.5,2.2,6.6
13 ,Morris Almond      ,SG   ,22.0,UTA,9.0 ,0.0 ,4.3 ,0.4 ,1.7 ,0.267,0.1,0.4,0.25 ,0.3,1.2 ,0.273,0.3  ,0.4,0.7 ,0.667,0.0,0.2 ,0.2 ,0.3 ,0.1,0.0,0.2,0.6,1.4
14 ,Rafer Alston       ,PG   ,31.0,HOU,74.0,74.0,34.1,4.9 ,12.5,0.394,1.9,5.5,0.351,3.0,7.0 ,0.427,0.471,1.3,1.9 ,0.715,0.4,3.1 ,3.5 ,5.3 ,1.3,0.2,2.2,1.9,13.1
17 ,Derek Anderson     ,SG   ,33.0,CHA,28.0,0.0 ,14.1,1.7 ,4.5 ,0.376,0.7,1.9,0.365,1.0,2.6 ,0.384,0.452,1.0,1.4 ,0.737,0.3,1.5 ,1.9 ,1.6 ,0.4,0.0,0.9,1.8,5.0
18 ,Carmelo Anthony    ,SF   ,23.0,DEN,77.0,77.0,36.4,9.5 ,19.2,0.492,0.8,2.1,0.354,8.7,17.1,0.509,0.511,6.0,7.7 ,0.786,2.3,5.1 ,7.4 ,3.4 ,1.3,0.5,3.3,3.3,25.7
20 ,Gilbert Arenas     ,PG   ,26.0,WAS,13.0,8.0 ,32.7,6.0 ,15.1,0.398,1.7,6.0,0.282,4.3,9.1 ,0.475,0.454,5.7,7.4 ,0.771,0.5,3.5 ,3.9 ,5.1 ,1.8,0.1,3.8,2.3,19.4
21 ,Trevor Ariza       ,SF   ,22.0,TOT,35.0,3.0 ,15.6,2.0 ,3.9 ,0.507,0.1,0.5,0.278,1.8,3.4 ,0.542,0.526,1.4,2.1 ,0.653,0.9,2.2 ,3.1 ,1.3 ,0.9,0.3,0.7,1.3,5.5
24 ,Darrell Armstrong  ,PG   ,39.0,NJN,50.0,2.0 ,11.0,0.8 ,2.2 ,0.364,0.5,1.4,0.333,0.3,0.8 ,0.415,0.468,0.4,0.6 ,0.667,0.3,1.0 ,1.3 ,1.5 ,0.6,0.0,0.8,1.1,2.5
27 ,Carlos Arroyo      ,PG   ,28.0,ORL,62.0,20.0,20.5,2.5 ,5.6 ,0.451,0.5,1.4,0.345,2.1,4.3 ,0.485,0.493,1.4,1.6 ,0.853,0.2,1.7 ,1.8 ,3.5 ,0.4,0.0,1.2,1.4,6.9
28 ,Chucky Atkins      ,SG   ,33.0,DEN,24.0,0.0 ,14.7,1.8 ,5.1 ,0.344,1.0,3.3,0.316,0.7,1.8 ,0.395,0.447,0.2,0.4 ,0.444,0.1,1.2 ,1.3 ,2.0 ,0.4,0.0,0.4,1.1,4.7
30 ,Kelenna Azubuike   ,SG   ,24.0,GSW,81.0,17.0,21.4,3.2 ,7.2 ,0.445,0.9,2.4,0.364,2.3,4.8 ,0.485,0.505,1.2,1.7 ,0.717,1.3,2.7 ,4.0 ,0.9 ,0.6,0.4,0.7,2.0,8.5
31 ,Renaldo Balkman    ,SF   ,23.0,NYK,65.0,0.0 ,14.6,1.4 ,2.9 ,0.489,0.0,0.2,0.083,1.4,2.7 ,0.517,0.492,0.6,1.5 ,0.432,1.3,2.0 ,3.3 ,0.6 ,0.7,0.5,0.6,2.0,3.4
32 ,Marcus Banks       ,PG   ,26.0,TOT,36.0,3.0 ,15.8,2.4 ,5.3 ,0.45 ,1.1,2.8,0.392,1.3,2.5 ,0.517,0.555,0.8,1.0 ,0.771,0.1,1.1 ,1.3 ,1.7 ,0.4,0.4,1.0,1.8,6.6
35 ,Leandro Barbosa    ,SG   ,25.0,PHO,82.0,12.0,29.5,5.8 ,12.5,0.462,2.0,5.1,0.389,3.8,7.3 ,0.514,0.543,2.1,2.6 ,0.822,0.5,2.3 ,2.8 ,2.6 ,0.9,0.2,1.4,2.4,15.6
36 ,J.J. Barea         ,PG   ,23.0,DAL,44.0,9.0 ,10.5,1.6 ,3.9 ,0.418,0.5,1.2,0.389,1.1,2.6 ,0.431,0.479,0.6,0.8 ,0.8  ,0.1,1.0 ,1.1 ,1.3 ,0.3,0.0,0.8,1.1,4.3
37 ,Andrea Bargnani    ,PF   ,22.0,TOR,78.0,53.0,23.9,3.6 ,9.3 ,0.386,1.2,3.3,0.345,2.4,5.9 ,0.409,0.448,1.8,2.2 ,0.84 ,0.6,3.1 ,3.7 ,1.1 ,0.3,0.5,1.1,2.7,10.2
38 ,Matt Barnes        ,PF   ,27.0,GSW,73.0,18.0,19.4,2.6 ,6.1 ,0.423,0.7,2.5,0.293,1.8,3.6 ,0.513,0.483,0.8,1.1 ,0.747,1.3,3.2 ,4.4 ,1.9 ,0.7,0.5,1.2,2.2,6.7
39 ,Andre Barrett      ,PG   ,25.0,LAC,4.0 ,0.0 ,6.3 ,0.5 ,1.3 ,0.4  ,0.3,0.8,0.333,0.3,0.5 ,0.5  ,0.5  ,0.3,0.5 ,0.5  ,0.0,0.3 ,0.3 ,1.8 ,0.0,0.0,0.3,0.3,1.5
40 ,Earl Barron        ,C    ,26.0,MIA,46.0,15.0,19.3,2.9 ,7.1 ,0.404,0.0,0.3,0.077,2.8,6.8 ,0.417,0.405,1.3,1.9 ,0.701,1.5,2.8 ,4.3 ,0.6 ,0.4,0.2,1.0,2.5,7.1
41 ,Brent Barry        ,SF   ,36.0,SAS,31.0,1.0 ,17.9,2.5 ,5.2 ,0.481,1.5,3.6,0.429,0.9,1.5 ,0.604,0.631,0.6,0.6 ,0.95 ,0.4,1.4 ,1.8 ,1.7 ,0.5,0.1,0.6,1.4,7.1
42 ,Brandon Bass       ,C    ,22.0,DAL,79.0,1.0 ,19.7,3.1 ,6.2 ,0.499,0.0,0.1,0.0  ,3.1,6.2 ,0.503,0.499,2.1,2.5 ,0.822,1.5,2.9 ,4.4 ,0.7 ,0.3,0.6,1.0,1.9,8.3
44 ,Shane Battier      ,SF   ,29.0,HOU,80.0,78.0,36.3,3.3 ,7.7 ,0.428,1.7,4.6,0.377,1.6,3.1 ,0.504,0.54 ,0.9,1.3 ,0.743,1.6,3.5 ,5.1 ,1.9 ,1.0,1.1,1.0,2.5,9.3
45 ,Marco Belinelli    ,SG   ,21.0,GSW,33.0,0.0 ,7.3 ,1.1 ,2.8 ,0.387,0.5,1.2,0.39 ,0.6,1.6 ,0.385,0.473,0.2,0.3 ,0.778,0.1,0.3 ,0.4 ,0.5 ,0.2,0.0,0.4,0.5,2.9
46 ,Charlie Bell       ,SG   ,28.0,MIL,68.0,5.0 ,23.9,2.7 ,7.1 ,0.381,1.1,3.2,0.341,1.6,4.0 ,0.413,0.457,1.0,1.3 ,0.805,0.5,2.0 ,2.5 ,3.1 ,0.8,0.0,1.1,1.8,7.6
47 ,Raja Bell          ,SG   ,31.0,PHO,75.0,75.0,35.3,4.2 ,10.0,0.421,2.3,5.9,0.401,1.9,4.2 ,0.449,0.538,1.1,1.2 ,0.868,0.6,3.0 ,3.7 ,2.2 ,0.7,0.4,0.9,2.9,11.9
48 ,Mike Bibby         ,PG   ,29.0,TOT,48.0,44.0,32.8,5.2 ,12.6,0.411,1.9,5.2,0.375,3.2,7.4 ,0.437,0.488,1.6,2.1 ,0.78 ,0.3,3.0 ,3.3 ,6.0 ,1.1,0.1,2.5,2.0,13.9
53 ,Chauncey Billups   ,PG   ,31.0,DET,78.0,78.0,32.3,5.0 ,11.2,0.448,1.8,4.4,0.401,3.3,6.9 ,0.479,0.526,5.1,5.6 ,0.918,0.5,2.2 ,2.7 ,6.8 ,1.3,0.2,2.1,1.7,17.0
54 ,Steve Blake        ,PG   ,27.0,POR,81.0,78.0,29.9,3.2 ,7.9 ,0.408,1.5,3.7,0.406,1.7,4.2 ,0.409,0.502,0.6,0.8 ,0.766,0.4,2.0 ,2.4 ,5.1 ,0.7,0.0,1.4,1.6,8.5
55 ,Andray Blatche     ,PF   ,21.0,WAS,82.0,15.0,20.4,3.1 ,6.5 ,0.474,0.0,0.2,0.231,3.1,6.4 ,0.48 ,0.477,1.3,1.9 ,0.695,2.0,3.2 ,5.2 ,1.1 ,0.6,1.4,1.4,3.1,7.5
56 ,Mark Blount        ,C    ,32.0,MIA,69.0,46.0,22.3,3.4 ,7.5 ,0.462,0.2,0.6,0.386,3.2,6.8 ,0.469,0.479,1.3,2.0 ,0.638,1.0,2.8 ,3.8 ,0.6 ,0.5,0.5,1.0,1.9,8.4
57 ,Keith Bogans       ,SG   ,27.0,ORL,82.0,35.0,26.8,2.9 ,7.2 ,0.41 ,1.8,5.0,0.362,1.1,2.2 ,0.52 ,0.536,1.0,1.3 ,0.736,0.5,2.7 ,3.2 ,1.3 ,0.7,0.1,0.6,2.0,8.7
58 ,Andrew Bogut       ,C    ,23.0,MIL,78.0,78.0,34.9,6.0 ,11.7,0.511,0.0,0.1,0.0  ,6.0,11.6,0.515,0.511,2.4,4.1 ,0.587,3.1,6.6 ,9.8 ,2.6 ,0.8,1.7,2.2,3.3,14.3
59 ,Matt Bonner        ,PF   ,27.0,SAS,68.0,3.0 ,12.5,1.8 ,4.3 ,0.416,0.7,2.0,0.336,1.1,2.3 ,0.487,0.495,0.6,0.6 ,0.864,0.8,2.0 ,2.8 ,0.5 ,0.2,0.3,0.6,1.6,4.8
62 ,Carlos Boozer      ,PF   ,26.0,UTA,81.0,81.0,34.9,8.8 ,16.0,0.547,0.0,0.0,0.0  ,8.8,16.0,0.547,0.547,3.6,4.9 ,0.738,2.4,8.0 ,10.4,2.9 ,1.2,0.5,2.6,3.6,21.1
63 ,Chris Bosh*        ,C    ,23.0,TOR,67.0,67.0,36.2,7.6 ,15.3,0.494,0.1,0.4,0.4  ,7.4,15.0,0.496,0.499,7.0,8.3 ,0.844,2.6,6.1 ,8.7 ,2.6 ,0.9,1.0,2.3,2.3,22.3
64 ,Bruce Bowen        ,SF   ,36.0,SAS,81.0,81.0,30.2,2.1 ,5.3 ,0.407,1.1,2.7,0.419,1.0,2.6 ,0.394,0.512,0.6,0.9 ,0.652,0.4,2.5 ,2.9 ,1.1 ,0.7,0.3,0.6,2.2,6.0
65 ,Ryan Bowen         ,SF   ,32.0,NOH,53.0,4.0 ,12.5,0.9 ,1.9 ,0.49 ,0.0,0.0,0.0  ,0.9,1.9 ,0.495,0.49 ,0.3,0.5 ,0.552,1.0,0.8 ,1.9 ,0.5 ,0.6,0.2,0.3,1.5,2.2
66 ,Earl Boykins       ,PG   ,31.0,CHA,36.0,0.0 ,16.0,1.7 ,4.8 ,0.355,0.4,1.2,0.318,1.3,3.6 ,0.367,0.395,1.4,1.6 ,0.831,0.3,0.7 ,0.9 ,2.7 ,0.4,0.0,1.1,0.6,5.1
