   ,Player                  ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA ,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
257,Josh Hart               ,SG   ,22.0,LAL,63.0,23.0,23.2,2.8 ,6.0 ,0.469,1.2,3.1 ,0.396,1.6,2.8 ,0.551,0.573,1.0,1.5 ,0.702,0.7,3.5 ,4.2 ,1.3 ,0.7,0.3,0.7,1.7,7.9
258,Udonis Haslem           ,C    ,37.0,MIA,14.0,0.0 ,5.1 ,0.2 ,1.1 ,0.2  ,0.1,0.6 ,0.125,0.1,0.5 ,0.286,0.233,0.1,0.1 ,0.5  ,0.2,0.5 ,0.7 ,0.4 ,0.0,0.1,0.1,0.2,0.6
259,Nigel Hayes             ,SF   ,23.0,TOT,9.0 ,0.0 ,13.6,1.2 ,3.7 ,0.333,0.4,1.8 ,0.25 ,0.8,1.9 ,0.412,0.394,0.1,0.3 ,0.333,0.4,2.0 ,2.4 ,0.7 ,0.2,0.3,0.2,0.9,3.0
265,Myke Henry              ,SF   ,25.0,MEM,20.0,0.0 ,18.9,2.1 ,5.5 ,0.376,1.0,2.9 ,0.328,1.1,2.6 ,0.431,0.463,0.3,0.5 ,0.6  ,0.5,1.4 ,1.9 ,1.1 ,1.6,0.3,1.0,1.4,5.4
266,John Henson             ,C    ,27.0,MIL,76.0,69.0,25.9,3.8 ,6.6 ,0.572,0.0,0.1 ,0.143,3.8,6.5 ,0.578,0.573,1.2,2.1 ,0.57 ,2.0,4.8 ,6.8 ,1.5 ,0.6,1.4,1.1,2.7,8.8
267,Juancho Hernangómez     ,PF   ,22.0,DEN,25.0,3.0 ,11.1,1.2 ,3.0 ,0.387,0.6,2.0 ,0.28 ,0.6,1.0 ,0.6  ,0.48 ,0.4,0.5 ,0.833,0.7,1.4 ,2.2 ,0.5 ,0.2,0.1,0.4,1.0,3.3
268,Willy Hernangómez       ,C    ,23.0,TOT,48.0,1.0 ,10.3,1.9 ,3.4 ,0.555,0.1,0.3 ,0.417,1.8,3.2 ,0.566,0.57 ,1.2,1.9 ,0.656,1.3,2.5 ,3.8 ,0.7 ,0.4,0.3,0.7,1.3,5.1
271,Mario Hezonja           ,SF   ,22.0,ORL,75.0,30.0,22.1,3.6 ,8.2 ,0.442,1.2,3.6 ,0.337,2.4,4.7 ,0.523,0.515,1.1,1.4 ,0.819,0.5,3.2 ,3.7 ,1.4 ,1.1,0.4,1.1,1.8,9.6
272,Isaiah Hicks            ,PF   ,23.0,NYK,18.0,0.0 ,13.3,1.8 ,4.0 ,0.458,0.1,0.5 ,0.222,1.7,3.5 ,0.492,0.472,0.7,1.0 ,0.667,0.6,1.7 ,2.3 ,0.9 ,0.1,0.2,0.9,2.5,4.4
273,Buddy Hield             ,SG   ,25.0,SAC,80.0,12.0,25.3,5.2 ,11.7,0.446,2.2,5.1 ,0.431,3.0,6.6 ,0.457,0.54 ,0.9,1.0 ,0.877,0.7,3.2 ,3.8 ,1.9 ,1.1,0.3,1.6,1.9,13.5
