   ,Player              ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P  ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB,TRB ,AST ,STL,BLK,TOV,PF ,PTS
0  ,Kareem Abdul-Jabbar*,C    ,41.0,LAL,74.0,74.0,22.9,4.2 ,8.9 ,0.475,0.0,0.0,0.0  ,4.2 ,8.9 ,0.477,0.475,1.6,2.2 ,0.739,1.4,3.1,4.5 ,1.0 ,0.5,1.1,1.3,2.6,10.1
1  ,Mark Acres          ,C    ,26.0,BOS,62.0,0.0 ,10.2,0.9 ,1.8 ,0.482,0.0,0.0,1.0  ,0.9 ,1.8 ,0.478,0.487,0.4,0.8 ,0.542,1.0,1.4,2.4 ,0.3 ,0.3,0.1,0.4,1.5,2.2
2  ,Michael Adams       ,PG   ,26.0,DEN,77.0,77.0,36.2,6.1 ,14.1,0.433,2.2,6.1,0.356,3.9 ,8.0 ,0.49 ,0.509,4.2,5.1 ,0.819,0.9,2.8,3.7 ,6.4 ,2.2,0.1,2.3,1.9,18.5
3  ,Mark Aguirre        ,SF   ,29.0,TOT,80.0,76.0,32.5,7.3 ,15.9,0.461,0.6,2.2,0.293,6.7 ,13.7,0.488,0.481,3.6,4.9 ,0.733,1.8,3.0,4.8 ,3.5 ,0.6,0.5,2.6,2.9,18.9
6  ,Danny Ainge         ,PG   ,29.0,TOT,73.0,54.0,32.6,6.6 ,14.4,0.457,1.6,4.2,0.38 ,5.0 ,10.2,0.488,0.512,2.8,3.3 ,0.854,1.0,2.5,3.5 ,5.5 ,1.3,0.1,2.0,2.5,17.5
9  ,Mark Alarie         ,PF   ,25.0,WSB,74.0,5.0 ,15.4,2.8 ,5.8 ,0.478,0.2,0.5,0.342,2.6 ,5.3 ,0.491,0.493,1.0,1.2 ,0.839,1.4,2.1,3.4 ,0.9 ,0.3,0.3,0.8,2.2,6.7
10 ,Steve Alford        ,PG   ,24.0,TOT,66.0,3.0 ,13.7,2.2 ,4.9 ,0.457,0.3,0.8,0.364,1.9 ,4.1 ,0.476,0.488,0.8,0.9 ,0.82 ,0.2,0.9,1.1 ,1.4 ,0.7,0.0,0.7,0.9,5.5
13 ,Randy Allen         ,SG   ,24.0,SAC,7.0 ,0.0 ,6.1 ,1.1 ,2.7 ,0.421,0.0,0.1,0.0  ,1.1 ,2.6 ,0.444,0.421,0.1,0.3 ,0.5  ,0.4,0.6,1.0 ,0.0 ,0.1,0.1,0.3,1.0,2.4
14 ,Greg Anderson       ,PF   ,24.0,SAS,82.0,56.0,29.3,5.6 ,11.1,0.503,0.0,0.0,0.0  ,5.6 ,11.1,0.505,0.503,2.5,4.9 ,0.514,3.1,5.1,8.2 ,0.7 ,1.2,1.3,2.2,2.7,13.7
15 ,Michael Anderson    ,PG   ,22.0,SAS,36.0,12.0,20.3,2.0 ,4.9 ,0.417,0.0,0.2,0.143,2.0 ,4.7 ,0.429,0.42 ,1.6,2.3 ,0.695,1.2,1.3,2.5 ,4.3 ,1.2,0.1,2.3,1.8,5.7
16 ,Richard Anderson    ,PF   ,28.0,POR,72.0,3.0 ,15.0,2.0 ,4.8 ,0.417,0.7,2.0,0.348,1.3 ,2.9 ,0.464,0.487,0.4,0.5 ,0.842,0.9,2.3,3.2 ,1.4 ,0.6,0.2,0.8,1.4,5.2
17 ,Ron Anderson        ,SF   ,30.0,PHI,82.0,12.0,31.9,6.9 ,14.0,0.491,0.0,0.1,0.182,6.9 ,13.9,0.494,0.492,2.4,2.8 ,0.856,2.0,2.9,5.0 ,1.7 ,0.9,0.3,1.5,2.0,16.2
18 ,Willie Anderson     ,SF   ,22.0,SAS,81.0,79.0,33.8,7.9 ,15.9,0.498,0.0,0.3,0.19 ,7.9 ,15.6,0.503,0.5  ,2.8,3.6 ,0.775,1.9,3.3,5.1 ,4.6 ,1.9,0.8,3.2,3.6,18.6
19 ,John Bagley         ,PG   ,28.0,NJN,68.0,20.0,24.1,2.9 ,7.1 ,0.416,0.2,0.8,0.204,2.8 ,6.3 ,0.443,0.427,1.3,1.8 ,0.724,0.5,1.6,2.1 ,5.8 ,1.1,0.1,2.3,1.7,7.4
20 ,Thurl Bailey        ,SF   ,27.0,UTA,82.0,3.0 ,33.9,7.5 ,15.5,0.483,0.0,0.1,0.4  ,7.5 ,15.5,0.484,0.484,4.4,5.4 ,0.825,1.4,4.0,5.5 ,1.7 ,0.6,1.1,2.5,2.3,19.5
21 ,Greg Ballard        ,SF   ,34.0,SEA,2.0 ,0.0 ,7.5 ,0.5 ,4.0 ,0.125,0.0,0.5,0.0  ,0.5 ,3.5 ,0.143,0.125,2.0,2.0 ,1.0  ,1.0,2.5,3.5 ,0.0 ,0.0,0.0,0.0,1.5,3.0
