   ,Player                  ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA,FT%  ,ORB,DRB,TRB ,AST ,STL,BLK,TOV,PF ,PTS
585,Anderson Varejão        ,C    ,31.0,CLE,65.0,29.0,27.7,3.5 ,7.1 ,0.495,0.0,0.1,0.0  ,3.5,7.0 ,0.502,0.495,1.4,2.1,0.681,2.9,6.8,9.7 ,2.2 ,1.1,0.6,1.1,2.5,8.4
589,Greivis Vásquez         ,PG   ,27.0,TOT,79.0,23.0,22.5,3.5 ,8.3 ,0.421,1.4,3.7,0.377,2.1,4.7 ,0.455,0.504,1.2,1.4,0.88 ,0.3,1.9,2.2 ,4.1 ,0.4,0.1,1.6,1.8,9.6
595,Charlie Villanueva      ,PF   ,29.0,DET,20.0,0.0 ,9.0 ,1.8 ,4.6 ,0.38 ,0.7,2.8,0.25 ,1.1,1.8 ,0.583,0.457,0.4,0.7,0.571,0.3,1.4,1.7 ,0.3 ,0.2,0.3,0.4,0.8,4.6
598,Dwyane Wade             ,SG   ,32.0,MIA,54.0,53.0,32.9,7.7 ,14.1,0.545,0.2,0.6,0.281,7.5,13.5,0.557,0.551,3.5,4.8,0.733,1.1,3.4,4.5 ,4.7 ,1.5,0.5,3.0,2.0,19.0
599,Dion Waiters            ,SG   ,22.0,CLE,70.0,24.0,29.6,6.1 ,14.2,0.433,1.3,3.6,0.368,4.8,10.6,0.455,0.479,2.3,3.4,0.685,0.5,2.3,2.8 ,3.0 ,0.9,0.2,2.2,2.2,15.9
600,Kemba Walker            ,PG   ,23.0,CHA,73.0,73.0,35.8,6.2 ,15.7,0.393,1.5,4.5,0.333,4.7,11.2,0.417,0.441,3.9,4.6,0.837,0.5,3.7,4.2 ,6.1 ,1.2,0.4,2.3,1.8,17.7
601,John Wall               ,PG   ,23.0,WAS,82.0,82.0,36.3,7.1 ,16.3,0.433,1.3,3.8,0.351,5.7,12.5,0.458,0.473,3.9,4.8,0.805,0.5,3.6,4.1 ,8.8 ,1.8,0.5,3.6,2.7,19.3
602,Gerald Wallace          ,SF   ,31.0,BOS,58.0,16.0,24.4,2.0 ,4.0 ,0.504,0.3,1.1,0.297,1.7,2.9 ,0.584,0.546,0.8,1.7,0.465,0.6,3.0,3.7 ,2.5 ,1.3,0.2,1.7,1.4,5.1
603,Casper Ware             ,PG   ,24.0,PHI,9.0 ,0.0 ,12.9,2.0 ,4.7 ,0.429,0.8,2.3,0.333,1.2,2.3 ,0.524,0.512,0.6,0.7,0.833,0.0,1.0,1.0 ,1.1 ,0.9,0.0,0.6,1.2,5.3
604,C.J. Watson             ,PG   ,29.0,IND,63.0,5.0 ,18.9,2.3 ,5.3 ,0.437,0.8,2.3,0.366,1.5,3.0 ,0.492,0.516,1.1,1.4,0.784,0.3,1.3,1.6 ,1.7 ,1.0,0.1,1.0,1.0,6.6
605,Earl Watson             ,PG   ,34.0,POR,24.0,0.0 ,6.7 ,0.1 ,0.5 ,0.273,0.1,0.3,0.286,0.0,0.2 ,0.25 ,0.364,0.2,0.2,1.0  ,0.2,0.4,0.6 ,1.2 ,0.2,0.0,0.7,1.4,0.5
607,Martell Webster         ,SF   ,27.0,WAS,78.0,13.0,27.7,3.3 ,7.5 ,0.433,1.9,4.8,0.392,1.4,2.8 ,0.502,0.557,1.3,1.6,0.84 ,0.5,2.4,2.8 ,1.2 ,0.5,0.2,0.7,1.9,9.7
608,David West              ,PF   ,33.0,IND,80.0,80.0,30.9,5.7 ,11.7,0.488,0.1,0.2,0.267,5.7,11.6,0.491,0.49 ,2.5,3.1,0.789,1.5,5.3,6.8 ,2.8 ,0.8,0.9,1.7,2.3,14.0
610,Russell Westbrook       ,PG   ,25.0,OKC,46.0,46.0,30.7,7.5 ,17.2,0.437,1.5,4.7,0.318,6.0,12.5,0.482,0.48 ,5.3,6.4,0.826,1.2,4.5,5.7 ,6.9 ,1.9,0.2,3.8,2.3,21.8
613,Deron Williams          ,PG   ,29.0,BRK,64.0,58.0,32.2,5.0 ,11.2,0.45 ,1.5,4.2,0.366,3.5,7.0 ,0.5  ,0.518,2.7,3.4,0.801,0.2,2.4,2.6 ,6.1 ,1.5,0.2,2.2,2.3,14.3
614,Derrick Williams        ,SF-PF,22.0,TOT,78.0,15.0,23.3,2.6 ,6.2 ,0.427,0.3,1.3,0.263,2.3,4.9 ,0.47 ,0.454,2.4,3.3,0.718,0.9,3.2,4.1 ,0.7 ,0.6,0.3,1.0,1.5,8.0
617,Elliot Williams         ,SG   ,24.0,PHI,67.0,2.0 ,17.3,2.1 ,5.0 ,0.415,0.6,1.9,0.296,1.5,3.2 ,0.486,0.47 ,1.3,1.8,0.731,0.4,1.5,1.9 ,1.1 ,0.5,0.0,1.0,1.9,6.0
618,Lou Williams            ,PG   ,27.0,ATL,60.0,7.0 ,24.1,3.3 ,8.2 ,0.4  ,1.3,3.9,0.342,2.0,4.4 ,0.45 ,0.48 ,2.5,3.0,0.849,0.2,1.9,2.1 ,3.5 ,0.8,0.1,1.5,1.1,10.4
619,Marvin Williams         ,PF   ,27.0,UTA,66.0,50.0,25.4,3.5 ,8.0 ,0.439,1.3,3.5,0.359,2.2,4.4 ,0.503,0.519,0.9,1.1,0.781,1.2,3.8,5.1 ,1.2 ,0.8,0.5,0.8,2.3,9.1
620,Mo Williams             ,PG   ,31.0,POR,74.0,0.0 ,24.8,3.8 ,9.1 ,0.417,1.1,3.0,0.369,2.7,6.0 ,0.441,0.478,1.1,1.2,0.876,0.6,1.5,2.1 ,4.3 ,0.7,0.1,2.0,2.7,9.7
622,Shawne Williams         ,PF   ,27.0,LAL,36.0,13.0,20.9,2.0 ,5.3 ,0.38 ,1.2,3.6,0.326,0.9,1.8 ,0.492,0.49 ,0.4,0.6,0.7  ,0.7,3.9,4.6 ,0.8 ,0.5,0.8,0.6,2.6,5.6
623,Jeff Withey             ,C    ,23.0,NOP,58.0,4.0 ,11.8,1.2 ,2.2 ,0.535,0.0,0.0,0.0  ,1.2,2.2 ,0.539,0.535,0.9,1.3,0.712,0.8,1.7,2.6 ,0.4 ,0.3,0.9,0.3,1.3,3.3
624,Nate Wolters            ,PG   ,22.0,MIL,58.0,31.0,22.6,2.9 ,6.7 ,0.437,0.3,1.1,0.29 ,2.6,5.6 ,0.465,0.46 ,1.0,1.6,0.656,0.6,2.0,2.6 ,3.2 ,0.6,0.3,1.0,1.2,7.2
625,Metta World Peace       ,SF   ,34.0,NYK,29.0,1.0 ,13.4,1.9 ,4.9 ,0.397,0.6,1.9,0.315,1.3,3.0 ,0.448,0.457,0.3,0.6,0.625,0.6,1.4,2.0 ,0.6 ,0.8,0.3,0.7,1.5,4.8
627,Chris Wright            ,SF   ,25.0,MIL,8.0 ,0.0 ,15.8,2.6 ,4.4 ,0.6  ,0.0,0.1,0.0  ,2.6,4.3 ,0.618,0.6  ,0.8,1.9,0.4  ,1.3,1.3,2.5 ,0.6 ,0.9,0.6,0.6,2.1,6.0
628,Dorell Wright           ,SF   ,28.0,POR,68.0,13.0,14.5,1.6 ,4.4 ,0.374,1.0,3.0,0.342,0.6,1.4 ,0.442,0.49 ,0.8,1.0,0.754,0.4,2.4,2.8 ,0.9 ,0.3,0.2,0.6,0.9,5.0
629,Tony Wroten             ,PG   ,20.0,PHI,72.0,16.0,24.5,4.8 ,11.2,0.427,0.6,2.6,0.213,4.2,8.6 ,0.492,0.452,2.9,4.5,0.641,1.0,2.2,3.2 ,3.0 ,1.1,0.2,2.8,2.1,13.0
630,Nick Young              ,SG   ,28.0,LAL,64.0,9.0 ,28.3,6.0 ,13.9,0.435,2.1,5.5,0.386,3.9,8.4 ,0.468,0.511,3.7,4.5,0.825,0.5,2.1,2.6 ,1.5 ,0.7,0.2,1.5,2.4,17.9
631,Thaddeus Young          ,PF   ,25.0,PHI,79.0,78.0,34.4,7.4 ,16.2,0.454,1.1,3.7,0.308,6.2,12.5,0.496,0.489,2.1,2.9,0.712,2.1,3.9,6.0 ,2.3 ,2.1,0.5,2.1,2.7,17.9
633,Cody Zeller             ,C    ,21.0,CHA,82.0,3.0 ,17.3,2.1 ,4.9 ,0.426,0.0,0.0,0.0  ,2.1,4.9 ,0.427,0.426,1.8,2.4,0.73 ,1.4,2.9,4.3 ,1.1 ,0.5,0.5,1.1,2.1,6.0
634,Tyler Zeller            ,C    ,24.0,CLE,70.0,9.0 ,15.0,2.2 ,4.1 ,0.538,0.0,0.0,0.0  ,2.2,4.1 ,0.54 ,0.538,1.2,1.7,0.719,1.5,2.6,4.0 ,0.5 ,0.3,0.5,0.9,2.0,5.7
