   ,Player              ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P  ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB,TRB ,AST ,STL,BLK,TOV,PF ,PTS
0  ,Kareem Abdul-Jabbar*,C    ,40.0,LAL,80.0,80.0,28.9,6.0 ,11.3,0.532,0.0,0.0,0.0  ,6.0 ,11.3,0.532,0.532,2.6,3.4 ,0.762,1.5,4.5,6.0 ,1.7 ,0.6,1.2,2.0,2.7,14.6
2  ,Alvan Adams         ,C    ,33.0,PHO,82.0,25.0,20.1,3.1 ,6.2 ,0.496,0.0,0.0,0.5  ,3.0 ,6.1 ,0.496,0.497,1.3,1.6 ,0.844,1.4,3.0,4.5 ,2.2 ,1.0,0.5,1.7,3.0,7.5
3  ,Michael Adams       ,PG   ,25.0,DEN,82.0,75.0,33.9,5.1 ,11.3,0.449,1.7,4.6,0.367,3.4 ,6.7 ,0.505,0.524,2.0,2.4 ,0.834,0.5,2.2,2.7 ,6.1 ,2.0,0.2,1.8,1.7,13.9
4  ,Mark Aguirre        ,SF   ,28.0,DAL,77.0,77.0,33.9,9.7 ,20.4,0.475,0.7,2.2,0.302,9.0 ,18.2,0.496,0.491,5.0,6.5 ,0.77 ,2.4,3.3,5.6 ,3.6 ,0.9,0.7,2.6,2.9,25.1
5  ,Danny Ainge         ,SG   ,28.0,BOS,81.0,81.0,37.3,6.0 ,12.1,0.491,1.8,4.4,0.415,4.1 ,7.7 ,0.534,0.566,2.0,2.2 ,0.878,0.7,2.3,3.1 ,6.2 ,1.4,0.2,1.9,2.5,15.7
6  ,Mark Alarie         ,PF   ,24.0,WSB,63.0,0.0 ,12.2,2.3 ,4.8 ,0.48 ,0.1,0.3,0.222,2.2 ,4.5 ,0.496,0.487,0.6,0.8 ,0.714,1.1,1.4,2.5 ,0.6 ,0.2,0.2,0.8,1.7,5.2
7  ,Steve Alford        ,PG   ,23.0,DAL,28.0,0.0 ,7.0 ,0.8 ,2.0 ,0.382,0.0,0.3,0.125,0.7 ,1.7 ,0.426,0.391,0.6,0.6 ,0.941,0.1,0.7,0.8 ,0.8 ,0.6,0.1,0.4,0.8,2.1
8  ,Greg Anderson       ,PF   ,23.0,SAS,82.0,45.0,24.2,4.6 ,9.2 ,0.501,0.0,0.1,0.2  ,4.6 ,9.2 ,0.503,0.502,2.4,4.0 ,0.604,2.0,4.3,6.3 ,1.0 ,0.7,1.5,1.7,2.8,11.7
9  ,Richard Anderson    ,PF   ,27.0,TOT,74.0,3.0 ,18.2,2.3 ,5.9 ,0.39 ,0.6,2.0,0.32 ,1.7 ,3.9 ,0.426,0.444,0.8,1.0 ,0.753,1.2,2.9,4.1 ,1.5 ,0.7,0.2,0.8,1.9,6.1
12 ,Ron Anderson        ,SF   ,29.0,IND,74.0,1.0 ,14.8,2.9 ,5.9 ,0.498,0.0,0.0,0.0  ,2.9 ,5.9 ,0.5  ,0.498,1.5,1.9 ,0.766,1.2,1.7,2.9 ,1.1 ,0.6,0.1,1.0,1.3,7.3
15 ,John Bagley         ,PG   ,27.0,NJN,82.0,74.0,33.8,4.8 ,10.9,0.439,0.6,2.0,0.292,4.2 ,9.0 ,0.471,0.465,1.8,2.2 ,0.822,0.7,2.4,3.1 ,5.8 ,1.3,0.1,2.5,2.0,12.0
16 ,James Bailey        ,PF   ,30.0,PHO,65.0,0.0 ,13.4,1.7 ,3.7 ,0.452,0.0,0.1,0.0  ,1.7 ,3.6 ,0.46 ,0.452,1.1,1.4 ,0.787,1.1,2.1,3.2 ,0.6 ,0.3,0.4,1.1,2.8,4.4
17 ,Thurl Bailey        ,SF   ,26.0,UTA,82.0,10.0,34.2,7.7 ,15.7,0.492,0.0,0.0,0.333,7.7 ,15.6,0.493,0.493,4.1,5.0 ,0.826,1.6,4.8,6.5 ,1.9 ,0.6,1.5,2.3,2.3,19.6
18 ,Charles Barkley*    ,PF   ,24.0,PHI,80.0,80.0,39.6,9.4 ,16.0,0.587,0.6,2.0,0.28 ,8.9 ,14.1,0.63 ,0.604,8.9,11.9,0.751,4.8,7.1,11.9,3.2 ,1.3,1.3,3.8,3.5,28.3
19 ,John Battle         ,SG   ,25.0,ATL,67.0,1.0 ,18.3,4.1 ,9.1 ,0.454,0.2,0.6,0.39 ,3.9 ,8.5 ,0.458,0.467,2.1,2.8 ,0.75 ,0.4,1.3,1.7 ,2.4 ,0.5,0.1,1.1,1.3,10.6
21 ,Benoit Benjamin     ,C    ,23.0,LAC,66.0,59.0,32.9,5.2 ,10.5,0.491,0.0,0.1,0.0  ,5.2 ,10.4,0.496,0.491,2.7,3.9 ,0.706,1.7,6.3,8.0 ,2.6 ,0.8,3.4,3.4,3.1,13.0
25 ,Larry Bird*         ,SF   ,31.0,BOS,76.0,75.0,39.0,11.6,22.0,0.527,1.3,3.1,0.414,10.3,18.9,0.546,0.556,5.5,6.0 ,0.916,1.4,7.8,9.3 ,6.1 ,1.6,0.8,2.8,2.1,29.9
26 ,Otis Birdsong       ,SG   ,32.0,NJN,67.0,59.0,28.1,5.0 ,11.0,0.458,0.1,0.4,0.36 ,4.9 ,10.6,0.461,0.464,0.7,1.4 ,0.511,1.1,1.4,2.5 ,3.3 ,0.8,0.2,1.9,2.1,10.9
28 ,Rolando Blackman    ,SG   ,28.0,DAL,71.0,69.0,36.3,7.0 ,14.8,0.473,0.0,0.1,0.0  ,7.0 ,14.7,0.476,0.473,4.7,5.3 ,0.873,1.2,2.3,3.5 ,3.7 ,0.9,0.3,2.0,1.6,18.7
29 ,Nate Blackwell      ,PG   ,22.0,SAS,10.0,0.0 ,11.2,1.5 ,4.1 ,0.366,0.2,1.1,0.182,1.3 ,3.0 ,0.433,0.39 ,0.5,0.6 ,0.833,0.2,0.4,0.6 ,1.8 ,0.3,0.0,0.8,1.6,3.7
30 ,Muggsy Bogues       ,PG   ,23.0,WSB,79.0,14.0,20.6,2.1 ,5.4 ,0.39 ,0.0,0.2,0.188,2.1 ,5.2 ,0.398,0.393,0.7,0.9 ,0.784,0.4,1.3,1.7 ,5.1 ,1.6,0.0,1.3,1.7,5.0
31 ,Manute Bol          ,C    ,25.0,WSB,77.0,4.0 ,14.8,1.0 ,2.1 ,0.455,0.0,0.0,0.0  ,1.0 ,2.1 ,0.457,0.455,0.3,0.6 ,0.531,0.9,2.6,3.6 ,0.2 ,0.1,2.7,0.5,2.1,2.3
32 ,Dudley Bradley      ,SG   ,30.0,TOT,65.0,15.0,22.1,2.4 ,5.6 ,0.427,0.6,1.6,0.363,1.8 ,4.0 ,0.452,0.478,1.1,1.5 ,0.763,0.4,1.6,2.0 ,2.3 ,1.8,0.7,1.4,2.6,6.5
35 ,Adrian Branch       ,SF   ,24.0,NJN,20.0,3.0 ,15.4,2.8 ,6.7 ,0.418,0.1,0.3,0.2  ,2.8 ,6.5 ,0.426,0.422,1.0,1.2 ,0.87 ,1.0,1.4,2.4 ,0.8 ,0.8,0.6,1.5,2.1,6.7
37 ,Frank Brickowski    ,C    ,28.0,SAS,70.0,68.0,31.8,6.1 ,11.5,0.528,0.0,0.1,0.2  ,6.1 ,11.4,0.53 ,0.529,3.8,5.0 ,0.768,2.4,4.5,6.9 ,3.8 ,1.1,0.5,3.0,3.9,16.0
39 ,Mike Brown          ,C    ,24.0,CHI,46.0,27.0,12.8,1.7 ,3.8 ,0.448,0.0,0.0,0.0  ,1.7 ,3.8 ,0.451,0.448,0.9,1.5 ,0.577,1.4,2.0,3.5 ,0.6 ,0.2,0.1,0.8,1.8,4.3
40 ,Steve Burtt         ,SG   ,25.0,LAC,19.0,0.0 ,16.4,3.3 ,7.3 ,0.449,0.0,0.2,0.0  ,3.3 ,7.1 ,0.463,0.449,2.5,3.6 ,0.681,0.3,1.1,1.4 ,2.0 ,0.5,0.3,2.1,2.9,9.0
41 ,Michael Cage        ,PF   ,26.0,LAC,72.0,70.0,36.9,5.0 ,10.6,0.47 ,0.0,0.0,0.0  ,5.0 ,10.6,0.471,0.47 ,4.5,6.6 ,0.688,5.2,7.9,13.0,1.5 ,1.3,0.8,2.2,2.7,14.5
42 ,Tony Campbell       ,SF   ,25.0,LAL,13.0,1.0 ,18.6,4.4 ,7.8 ,0.564,0.1,0.2,0.333,4.3 ,7.5 ,0.571,0.569,2.2,3.0 ,0.718,0.6,1.5,2.1 ,1.2 ,0.8,0.2,2.0,3.2,11.0
43 ,Rick Carlisle       ,SG   ,28.0,NYK,26.0,0.0 ,7.8 ,1.1 ,2.6 ,0.433,0.2,0.7,0.353,0.9 ,1.9 ,0.46 ,0.478,0.4,0.4 ,0.909,0.2,0.3,0.5 ,1.2 ,0.4,0.2,0.8,1.5,2.8
44 ,Antoine Carr        ,PF   ,26.0,ATL,80.0,2.0 ,18.5,3.5 ,6.5 ,0.544,0.0,0.1,0.25 ,3.5 ,6.4 ,0.546,0.544,1.8,2.3 ,0.78 ,1.2,2.4,3.6 ,1.3 ,0.5,1.0,1.5,3.4,8.8
46 ,Joe Barry Carroll   ,C    ,29.0,TOT,77.0,30.0,26.0,5.2 ,12.0,0.435,0.0,0.0,0.0  ,5.2 ,12.0,0.436,0.435,2.2,2.9 ,0.764,1.7,4.6,6.4 ,1.5 ,0.6,1.4,2.1,2.5,12.7
50 ,Terry Catledge      ,PF   ,24.0,WSB,70.0,40.0,23.0,4.2 ,8.4 ,0.506,0.0,0.0,0.0  ,4.2 ,8.3 ,0.508,0.506,2.2,3.4 ,0.655,2.6,3.1,5.7 ,0.9 ,0.5,0.1,1.4,2.5,10.7
51 ,Tom Chambers        ,PF   ,28.0,SEA,82.0,82.0,32.7,7.5 ,16.6,0.448,0.4,1.3,0.303,7.0 ,15.3,0.461,0.46 ,5.1,6.3 ,0.807,1.6,4.3,6.0 ,2.6 ,1.1,0.6,2.5,3.6,20.4
52 ,Maurice Cheeks*     ,PG   ,31.0,PHI,79.0,79.0,36.3,5.4 ,10.9,0.495,0.0,0.3,0.136,5.4 ,10.7,0.504,0.497,2.9,3.5 ,0.825,0.7,2.5,3.2 ,8.0 ,2.1,0.3,2.0,1.5,13.7
53 ,Ben Coleman         ,PF   ,26.0,TOT,70.0,24.0,21.4,3.2 ,6.5 ,0.499,0.0,0.0,0.0  ,3.2 ,6.4 ,0.502,0.499,2.0,2.6 ,0.762,1.7,3.3,5.0 ,0.9 ,0.6,0.6,1.8,3.3,8.5
56 ,Norris Coleman      ,SF   ,26.0,LAC,29.0,11.0,14.9,2.3 ,6.6 ,0.346,0.0,0.1,0.5  ,2.2 ,6.5 ,0.344,0.348,0.7,1.2 ,0.556,1.2,1.6,2.8 ,0.4 ,0.4,0.2,0.6,1.8,5.3
57 ,Steve Colter        ,PG   ,25.0,TOT,68.0,53.0,22.3,3.0 ,6.5 ,0.46 ,0.0,0.1,0.3  ,2.9 ,6.3 ,0.464,0.464,1.1,1.4 ,0.789,0.9,1.7,2.5 ,3.8 ,0.9,0.2,1.3,1.9,7.1
60 ,Dallas Comegys      ,PF   ,23.0,NJN,75.0,17.0,15.0,2.1 ,4.8 ,0.43 ,0.0,0.0,0.0  ,2.1 ,4.8 ,0.431,0.43 ,1.4,2.0 ,0.707,0.7,2.2,2.9 ,0.9 ,0.5,0.9,1.5,2.3,5.6
61 ,Lester Conner       ,PG   ,28.0,HOU,52.0,3.0 ,7.7 ,1.0 ,2.1 ,0.463,0.0,0.1,0.0  ,1.0 ,1.9 ,0.495,0.463,0.6,0.8 ,0.78 ,0.4,0.3,0.7 ,1.1 ,0.7,0.0,0.6,0.6,2.5
62 ,Jeff Cook           ,PF   ,31.0,PHO,33.0,0.0 ,10.9,0.4 ,1.8 ,0.237,0.0,0.0,0.0  ,0.4 ,1.8 ,0.241,0.237,0.7,0.8 ,0.821,1.1,2.1,3.2 ,0.4 ,0.3,0.2,0.4,1.9,1.5
63 ,Michael Cooper      ,SG   ,31.0,LAL,61.0,8.0 ,29.4,3.1 ,7.9 ,0.392,0.9,2.9,0.32 ,2.2 ,5.0 ,0.434,0.451,1.6,1.9 ,0.858,0.8,2.9,3.7 ,4.7 ,1.1,0.4,1.7,2.2,8.7
64 ,Wayne Cooper        ,C    ,31.0,DEN,45.0,32.0,19.2,2.6 ,6.0 ,0.437,0.0,0.0,0.0  ,2.6 ,6.0 ,0.439,0.437,1.1,1.5 ,0.746,2.2,3.8,6.0 ,0.7 ,0.3,2.1,1.3,3.2,6.4
65 ,Tyrone Corbin       ,SF   ,25.0,TOT,84.0,5.0 ,20.7,3.1 ,6.3 ,0.49 ,0.0,0.1,0.167,3.0 ,6.2 ,0.493,0.49 ,1.3,1.6 ,0.797,1.5,2.7,4.2 ,1.4 ,0.9,0.2,1.2,2.2,7.4
68 ,Dave Corzine        ,C    ,31.0,CHI,80.0,32.0,29.1,4.3 ,8.9 ,0.481,0.0,0.1,0.111,4.3 ,8.8 ,0.486,0.482,1.4,1.9 ,0.752,2.1,4.5,6.6 ,1.9 ,0.5,1.2,1.4,1.9,10.1
70 ,Pat Cummings        ,PF   ,31.0,NYK,62.0,9.0 ,15.3,2.3 ,5.0 ,0.456,0.0,0.0,0.0  ,2.3 ,4.9 ,0.458,0.456,1.0,1.3 ,0.738,1.3,2.5,3.8 ,0.6 ,0.3,0.2,1.0,2.3,5.5
