,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,STAR,Year
0,Mahmoud Abdul-Rauf,PG,26.0,DEN,57.0,53.0,35.6,7.3,16.8,0.434,2.1,5.4,0.392,5.1,11.3,0.454,0.497,2.6,2.8,0.93,0.5,2.0,2.4,6.8,1.1,0.1,2.0,2.1,19.2,False,1996
1,Michael Adams,PG,33.0,CHH,21.0,3.0,15.7,1.8,4.0,0.446,0.7,2.0,0.341,1.1,2.0,0.548,0.53,1.2,1.7,0.743,0.2,0.8,1.0,3.2,1.0,0.2,1.2,1.2,5.4,False,1996
2,Rafael Addison,SF,31.0,CHH,53.0,0.0,9.7,1.5,3.1,0.467,0.0,0.2,0.0,1.5,2.9,0.494,0.467,0.3,0.4,0.773,0.5,1.2,1.7,0.6,0.2,0.2,0.5,1.4,3.2,False,1996
3,Cory Alexander,PG,22.0,SAS,60.0,0.0,9.3,1.1,2.6,0.406,0.4,1.1,0.394,0.6,1.5,0.416,0.49,0.3,0.4,0.64,0.2,0.6,0.7,2.0,0.5,0.0,1.1,1.6,2.8,False,1996
4,Jerome Allen,SG,23.0,MIN,41.0,0.0,8.8,0.9,2.6,0.343,0.2,0.8,0.303,0.6,1.8,0.361,0.39,0.6,0.9,0.722,0.1,0.5,0.6,1.2,0.5,0.1,0.8,1.0,2.6,False,1996
5,Derrick Alston,C,23.0,PHI,73.0,41.0,22.1,2.7,5.3,0.512,0.0,0.0,0.333,2.7,5.3,0.513,0.513,0.8,1.5,0.491,1.7,2.4,4.1,0.8,0.8,0.7,0.8,2.6,6.2,False,1996
6,John Amaechi,PF,25.0,CLE,28.0,3.0,12.8,1.0,2.5,0.414,0.0,0.0,,1.0,2.5,0.414,0.414,0.7,1.2,0.576,0.5,1.4,1.9,0.3,0.2,0.4,1.2,1.8,2.8,False,1996
7,Ashraf Amaya,PF,24.0,VAN,54.0,34.0,20.4,2.2,4.7,0.48,0.0,0.0,0.0,2.2,4.6,0.482,0.48,1.8,2.8,0.651,2.1,3.5,5.6,0.6,0.4,0.2,1.1,2.8,6.3,False,1996
8,Greg Anderson,PF,31.0,SAS,46.0,7.0,7.5,0.5,1.0,0.511,0.0,0.0,0.0,0.5,1.0,0.522,0.511,0.1,0.5,0.24,0.6,1.5,2.2,0.2,0.2,0.5,0.5,1.4,1.2,False,1996
9,Kenny Anderson,PG,25.0,Traded,138.0,128.0,33.99,5.07,12.09,0.42,1.33,3.7,0.36,3.71,8.39,0.45,0.47,3.8,4.89,0.77,0.91,2.02,2.93,8.32,1.62,0.22,2.11,2.61,15.22,False,1996
10,Nick Anderson,SG,28.0,ORL,77.0,77.0,35.3,5.2,11.7,0.442,2.2,5.6,0.391,3.0,6.2,0.489,0.535,2.2,3.1,0.692,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7,False,1996
11,Willie Anderson,SG,29.0,Traded,152.0,88.0,27.1,3.79,8.7,0.43,0.43,1.57,0.28,3.31,7.1,0.47,0.46,1.72,2.12,0.79,0.61,2.6,3.22,2.59,0.99,0.78,1.88,3.02,9.79,False,1996
12,Greg Anthony,PG,28.0,VAN,69.0,68.0,30.4,4.7,11.3,0.415,1.3,3.9,0.332,3.4,7.4,0.459,0.472,3.3,4.3,0.771,0.4,2.1,2.5,6.9,1.7,0.2,2.3,2.0,14.0,False,1996
13,B.J. Armstrong,PG,28.0,GSW,82.0,64.0,27.6,4.1,8.9,0.468,1.2,2.5,0.473,3.0,6.3,0.465,0.535,2.9,3.4,0.839,0.3,2.0,2.2,4.9,0.8,0.1,1.6,1.8,12.3,False,1996
14,Darrell Armstrong,PG,27.0,ORL,13.0,0.0,3.2,1.2,2.5,0.5,0.5,0.9,0.5,0.8,1.5,0.5,0.594,0.3,0.3,1.0,0.0,0.2,0.2,0.4,0.5,0.0,0.5,0.3,3.2,False,1996
15,Vincent Askew,SG,29.0,SEA,69.0,2.0,25.0,3.1,6.3,0.493,0.4,1.2,0.337,2.7,5.1,0.531,0.526,1.8,2.3,0.764,0.9,2.2,3.2,2.4,0.7,0.2,1.4,2.6,8.4,False,1996
16,Keith Askins,SF,28.0,MIA,75.0,14.0,25.3,2.1,5.2,0.402,1.3,3.2,0.418,0.8,2.1,0.377,0.528,0.6,0.8,0.789,1.5,2.8,4.3,1.6,0.6,0.8,1.1,3.6,6.1,False,1996
17,Stacey Augmon,SF,27.0,ATL,77.0,49.0,29.8,4.7,9.6,0.491,0.0,0.1,0.25,4.7,9.5,0.492,0.491,3.3,4.1,0.792,1.8,2.2,3.9,1.8,1.4,0.4,1.8,2.4,12.7,False,1996
18,Anthony Avent,PF,26.0,VAN,71.0,32.0,22.3,2.5,6.6,0.384,0.0,0.0,,2.5,6.6,0.384,0.384,0.8,1.1,0.74,1.5,3.5,5.0,1.0,0.4,0.6,1.5,2.8,5.8,False,1996
19,Vin Baker,PF,24.0,MIL,82.0,82.0,40.5,8.5,17.4,0.489,0.1,0.6,0.208,8.4,16.8,0.499,0.493,3.9,5.8,0.67,3.2,6.6,9.9,2.6,0.8,1.1,2.6,3.3,21.1,False,1996
20,Steve Bardo,SG,27.0,DET,9.0,0.0,13.7,1.0,2.6,0.391,0.0,0.4,0.0,1.0,2.1,0.474,0.391,0.4,0.7,0.667,0.2,2.2,2.4,1.7,0.4,0.1,0.6,1.9,2.4,False,1996
21,Charles Barkley,PF,32.0,PHO,71.0,71.0,37.1,8.2,16.3,0.5,0.7,2.5,0.28,7.5,13.9,0.539,0.521,6.2,8.0,0.777,3.4,8.1,11.6,3.7,1.6,0.8,3.1,2.9,23.2,True,1996
22,Dana Barros,PG,28.0,BOS,80.0,25.0,29.1,4.7,10.1,0.47,1.9,4.6,0.408,2.9,5.5,0.523,0.563,1.6,1.8,0.884,0.3,2.1,2.4,3.8,0.7,0.0,1.5,1.5,13.0,False,1996
23,Brent Barry,SG,24.0,LAC,79.0,44.0,24.0,3.6,7.6,0.474,1.6,3.7,0.416,2.0,3.8,0.532,0.577,1.4,1.7,0.81,0.5,1.6,2.1,2.9,1.2,0.3,1.5,2.5,10.1,False,1996
24,Jon Barry,SG,26.0,GSW,68.0,0.0,10.5,1.3,2.7,0.492,0.6,1.4,0.473,0.7,1.4,0.511,0.611,0.5,0.5,0.838,0.3,0.7,0.9,1.3,0.5,0.2,0.6,0.8,3.8,False,1996
