,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,STAR,Year
0,Alex Acker,SG,26.0,Traded,50.0,0.0,7.97,1.19,3.02,0.39,0.29,0.81,0.33,0.93,2.21,0.43,0.43,0.19,0.39,0.5,0.29,0.63,0.97,0.48,0.21,0.19,0.29,0.38,2.89,False,2009
1,Hassan Adams,SG,24.0,TOR,12.0,0.0,4.3,0.3,1.1,0.308,0.0,0.0,,0.3,1.1,0.308,0.308,0.3,0.5,0.5,0.1,0.5,0.6,0.1,0.1,0.1,0.3,0.3,0.9,False,2009
2,Arron Afflalo,SG,23.0,DET,74.0,8.0,16.7,1.8,4.1,0.437,0.6,1.4,0.402,1.2,2.6,0.456,0.508,0.8,1.0,0.817,0.4,1.4,1.8,0.6,0.4,0.2,0.6,1.9,4.9,False,2009
3,Maurice Ager,SG,24.0,NJN,20.0,0.0,4.9,0.8,2.2,0.349,0.0,0.3,0.0,0.8,1.9,0.405,0.349,0.2,0.4,0.5,0.2,0.4,0.5,0.2,0.1,0.1,0.2,0.9,1.7,False,2009
4,Blake Ahearn,PG,24.0,SAS,3.0,0.0,6.3,0.7,2.0,0.333,0.7,1.3,0.5,0.0,0.7,0.0,0.5,0.7,0.7,1.0,0.0,0.3,0.3,0.7,0.3,0.0,0.3,1.0,2.7,False,2009
5,Alexis Ajinça,PF,20.0,CHA,31.0,4.0,5.9,0.8,2.2,0.362,0.0,0.1,0.0,0.8,2.2,0.373,0.362,0.6,0.9,0.714,0.3,0.7,1.0,0.1,0.2,0.2,0.4,1.1,2.3,False,2009
6,LaMarcus Aldridge,PF,23.0,POR,81.0,81.0,37.1,7.4,15.3,0.484,0.1,0.3,0.25,7.3,15.0,0.489,0.486,3.2,4.1,0.781,2.9,4.6,7.5,1.9,1.0,1.0,1.5,2.6,18.1,False,2009
7,Joe Alexander,SF,22.0,MIL,59.0,0.0,12.1,1.7,4.2,0.416,0.3,0.8,0.348,1.5,3.4,0.432,0.449,1.0,1.4,0.699,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1.8,4.7,False,2009
8,Malik Allen,PF,30.0,MIL,49.0,3.0,11.8,1.5,3.5,0.429,0.0,0.0,0.0,1.5,3.4,0.432,0.429,0.2,0.4,0.476,0.7,1.4,2.1,0.7,0.1,0.2,0.4,1.8,3.2,False,2009
9,Ray Allen,SG,33.0,BOS,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0,18.2,True,2009
10,Tony Allen,SG,27.0,BOS,46.0,2.0,19.3,3.0,6.2,0.482,0.1,0.6,0.222,2.8,5.6,0.51,0.493,1.7,2.4,0.725,0.5,1.8,2.3,1.4,1.2,0.5,1.7,2.1,7.8,False,2009
11,Morris Almond,SG,23.0,UTA,25.0,1.0,10.2,1.3,3.2,0.407,0.2,0.7,0.294,1.1,2.6,0.438,0.438,0.8,1.0,0.808,0.4,1.1,1.4,0.3,0.2,0.2,0.6,1.2,3.7,False,2009
12,Rafer Alston,PG,32.0,Traded,154.0,152.0,31.77,4.09,10.64,0.39,1.49,4.31,0.34,2.63,6.38,0.42,0.45,2.01,2.71,0.75,0.41,2.52,2.93,5.29,1.41,0.1,1.8,1.78,11.69,False,2009
13,Lou Amundson,PF,26.0,PHO,76.0,0.0,13.7,1.8,3.3,0.536,0.0,0.0,0.0,1.8,3.3,0.538,0.536,0.7,1.6,0.442,1.7,1.9,3.6,0.4,0.4,0.9,0.7,2.0,4.2,False,2009
14,Chris Andersen,C,30.0,DEN,71.0,1.0,20.6,2.3,4.1,0.548,0.0,0.1,0.2,2.2,4.0,0.56,0.551,1.8,2.5,0.718,2.3,3.9,6.2,0.4,0.6,2.5,1.0,2.5,6.4,False,2009
15,Ryan Anderson,PF,20.0,NJN,66.0,30.0,19.9,2.4,6.2,0.393,1.0,2.9,0.365,1.4,3.3,0.417,0.478,1.5,1.8,0.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,2.4,7.4,False,2009
16,Carmelo Anthony,SF,24.0,DEN,66.0,66.0,34.5,8.1,18.3,0.443,1.0,2.6,0.371,7.2,15.7,0.455,0.469,5.6,7.1,0.793,1.6,5.2,6.8,3.4,1.1,0.4,3.0,3.0,22.8,False,2009
17,Joel Anthony,C,26.0,MIA,65.0,28.0,16.1,0.9,1.8,0.483,0.0,0.0,,0.9,1.8,0.483,0.483,0.5,0.7,0.652,1.4,1.7,3.0,0.4,0.3,1.4,0.6,2.1,2.2,False,2009
18,Gilbert Arenas,PG,27.0,WAS,2.0,2.0,31.5,3.0,11.5,0.261,1.0,3.5,0.286,2.0,8.0,0.25,0.304,6.0,8.0,0.75,0.5,4.0,4.5,10.0,0.0,0.5,0.5,2.0,13.0,False,2009
19,Trevor Ariza,SF,23.0,LAL,82.0,20.0,24.4,3.3,7.3,0.46,0.7,2.3,0.319,2.6,4.9,0.526,0.511,1.5,2.1,0.71,1.4,2.9,4.3,1.8,1.7,0.3,1.1,2.0,8.9,False,2009
20,Hilton Armstrong,C,24.0,NOH,70.0,29.0,15.6,2.0,3.5,0.561,0.0,0.0,0.0,2.0,3.5,0.566,0.561,0.9,1.4,0.633,1.2,1.6,2.8,0.4,0.4,0.6,1.1,2.6,4.8,False,2009
21,Darrell Arthur,PF,20.0,MEM,76.0,64.0,19.3,2.5,5.7,0.438,0.0,0.0,0.0,2.5,5.7,0.44,0.438,0.5,0.8,0.667,1.4,3.1,4.6,0.6,0.7,0.7,0.6,2.7,5.6,False,2009
22,Chucky Atkins,PG,34.0,Traded,66.0,0.0,12.48,1.0,3.4,0.3,0.48,1.71,0.27,0.59,1.69,0.35,0.37,0.49,0.49,0.95,0.19,0.59,0.69,1.78,0.29,0.1,0.7,0.83,2.97,False,2009
23,D.J. Augustin,PG,21.0,CHA,72.0,12.0,26.5,3.7,8.6,0.43,1.5,3.4,0.439,2.2,5.2,0.424,0.517,2.9,3.2,0.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8,False,2009
24,Kelenna Azubuike,SF,25.0,GSW,74.0,51.0,32.1,5.3,11.4,0.464,1.3,2.8,0.448,4.0,8.6,0.469,0.52,2.5,3.1,0.808,1.5,3.5,5.0,1.6,0.8,0.7,1.3,2.5,14.4,False,2009
25,Renaldo Balkman,PF,24.0,DEN,53.0,10.0,14.7,2.1,3.7,0.558,0.0,0.1,0.286,2.0,3.6,0.568,0.563,0.8,1.2,0.646,1.6,2.2,3.8,0.6,0.9,0.4,0.7,1.8,5.0,False,2009
26,Marcus Banks,PG,27.0,Traded,44.0,0.0,9.4,0.96,2.58,0.37,0.11,0.89,0.16,0.8,1.73,0.48,0.4,0.5,0.8,0.59,0.03,0.77,0.8,1.3,0.5,0.09,0.62,1.18,2.51,False,2009
27,Leandro Barbosa,SG,26.0,PHO,70.0,11.0,24.4,5.2,10.8,0.482,1.3,3.4,0.375,3.9,7.4,0.532,0.542,2.4,2.8,0.881,0.5,2.1,2.6,2.3,1.2,0.1,1.3,1.6,14.2,False,2009
28,J.J. Barea,SG,24.0,DAL,79.0,15.0,20.3,3.1,7.1,0.442,0.7,1.9,0.357,2.4,5.1,0.474,0.491,0.9,1.2,0.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8,False,2009
29,Andrea Bargnani,PF,23.0,TOR,78.0,59.0,31.4,5.5,12.3,0.45,1.5,3.7,0.409,4.0,8.6,0.468,0.512,2.8,3.4,0.831,0.9,4.4,5.3,1.2,0.4,1.2,1.7,3.1,15.4,False,2009
30,Matt Barnes,PF,28.0,PHO,77.0,40.0,27.0,3.7,8.8,0.423,1.5,4.4,0.343,2.2,4.3,0.505,0.51,1.3,1.8,0.743,1.0,4.4,5.5,2.8,0.7,0.3,1.7,2.7,10.2,False,2009
31,Brent Barry,SG,37.0,HOU,56.0,1.0,15.3,1.3,3.1,0.407,0.9,2.3,0.374,0.4,0.7,0.512,0.549,0.3,0.4,0.95,0.3,1.4,1.7,1.4,0.4,0.1,0.9,0.8,3.7,False,2009
32,Brandon Bass,C,23.0,DAL,81.0,0.0,19.4,3.1,6.3,0.496,0.0,0.1,0.0,3.1,6.2,0.502,0.496,2.2,2.6,0.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5,False,2009
33,Maceo Baston,PF,33.0,IND,27.0,0.0,8.0,0.9,1.7,0.543,0.0,0.0,0.0,0.9,1.7,0.556,0.543,0.6,1.0,0.63,0.8,1.1,1.9,0.3,0.2,0.4,0.4,1.4,2.5,False,2009
34,Tony Battie,PF,32.0,ORL,77.0,3.0,15.6,2.1,4.2,0.489,0.0,0.1,0.222,2.0,4.1,0.497,0.492,0.7,1.1,0.659,1.2,2.4,3.6,0.4,0.3,0.3,0.6,1.5,4.8,False,2009
35,Shane Battier,SG,30.0,HOU,60.0,59.0,33.9,2.4,5.9,0.41,1.5,4.0,0.384,0.9,2.0,0.462,0.538,0.9,1.1,0.821,0.9,3.9,4.8,2.3,0.8,0.9,0.8,1.9,7.3,False,2009
36,Nicolas Batum,SF,20.0,POR,79.0,76.0,18.4,2.0,4.6,0.446,0.8,2.1,0.369,1.3,2.4,0.513,0.532,0.5,0.7,0.808,1.1,1.7,2.8,0.9,0.6,0.5,0.6,1.8,5.4,False,2009
37,Jerryd Bayless,PG,20.0,POR,53.0,0.0,12.4,1.3,3.6,0.365,0.1,0.5,0.259,1.2,3.1,0.383,0.384,1.6,1.9,0.806,0.2,0.9,1.1,1.5,0.3,0.0,1.1,1.5,4.3,False,2009
38,Michael Beasley,PF,20.0,MIA,81.0,19.0,24.8,5.6,11.8,0.472,0.4,1.0,0.407,5.2,10.8,0.478,0.49,2.3,3.0,0.772,1.4,4.1,5.4,1.0,0.5,0.5,1.5,2.3,13.9,False,2009
39,Marco Belinelli,SG,22.0,GSW,42.0,23.0,21.0,3.3,7.5,0.442,1.2,3.1,0.397,2.1,4.4,0.473,0.524,1.0,1.2,0.769,0.2,1.5,1.7,2.1,0.9,0.0,1.4,1.7,8.9,False,2009
40,Charlie Bell,SG,29.0,MIL,70.0,23.0,25.5,3.1,7.5,0.414,1.2,3.4,0.363,1.9,4.1,0.458,0.497,0.9,1.1,0.825,0.5,1.5,1.9,2.2,0.7,0.1,1.1,2.0,8.4,False,2009
41,Raja Bell,SG,32.0,Traded,134.0,132.0,34.57,4.5,10.21,0.44,1.72,4.02,0.42,2.79,6.18,0.44,0.52,1.3,1.52,0.85,0.6,2.99,3.62,2.1,0.72,0.1,1.29,2.48,11.89,False,2009
42,Mike Bibby,PG,30.0,ATL,79.0,79.0,34.7,5.5,12.7,0.435,2.1,5.4,0.39,3.4,7.3,0.468,0.518,1.7,2.2,0.789,0.5,3.0,3.5,5.0,1.2,0.1,1.6,1.8,14.9,False,2009
43,Andris Biedriņš,C,22.0,GSW,62.0,58.0,30.0,5.0,8.6,0.578,0.0,0.0,0.0,5.0,8.6,0.579,0.578,1.9,3.5,0.551,3.6,7.6,11.2,2.0,1.0,1.5,1.8,3.8,11.9,False,2009
44,Chauncey Billups,PG,32.0,Traded,158.0,158.0,35.3,5.18,12.42,0.42,2.09,5.03,0.41,3.14,7.39,0.43,0.5,5.29,5.79,0.91,0.4,2.62,3.03,6.41,1.2,0.2,2.2,2.04,17.73,False,2009
45,Steve Blake,PG,28.0,POR,69.0,69.0,31.7,4.0,9.4,0.428,2.0,4.8,0.427,2.0,4.6,0.429,0.536,0.9,1.1,0.84,0.4,2.1,2.5,5.0,1.0,0.1,1.6,1.8,11.0,False,2009
46,Andray Blatche,C,22.0,WAS,71.0,36.0,24.0,4.2,8.9,0.471,0.1,0.3,0.238,4.1,8.6,0.479,0.475,1.6,2.3,0.704,1.8,3.5,5.3,1.7,0.7,1.0,1.6,3.0,10.0,False,2009
47,Mark Blount,C,33.0,MIA,20.0,0.0,10.4,1.5,3.9,0.385,0.6,1.4,0.407,1.0,2.6,0.373,0.455,0.4,0.7,0.615,0.5,1.6,2.1,0.2,0.1,0.4,0.7,0.9,4.0,False,2009
48,Keith Bogans,SG,28.0,Traded,130.0,30.0,19.59,1.82,4.99,0.37,1.13,3.38,0.34,0.69,1.63,0.43,0.48,0.81,0.89,0.91,0.49,2.63,3.1,0.99,0.67,0.1,0.62,1.61,5.61,False,2009
49,Andrew Bogut,C,24.0,MIL,36.0,33.0,31.2,5.1,8.8,0.577,0.0,0.0,,5.1,8.8,0.577,0.577,1.6,2.7,0.571,3.3,7.0,10.3,2.0,0.6,1.0,2.4,3.6,11.7,False,2009
