     ,Player               ,Age,Tm ,G ,GS,MVP_Share,MVP_Rank,MP  ,FG  ,FGA ,FG%   ,3P ,3PA ,3P%   ,2P  ,2PA ,2P%   ,eFG%  ,FT ,FTA ,FT%   ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS ,Year,Tm_AGE,Tm_W,Tm_L,Tm_PW,Tm_PL,Tm_MOV,Tm_SOS,Tm_SRS,Tm_ORtg,Tm_DRtg,Tm_NRtg,Tm_PACE,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_TOV%,Tm_ORB%,Tm_FT/FGA,Tm_Op_eFG%,Tm_Op_TOV%,Tm_DRB%,Tm_Op_FT/FGA,Win%
3030 ,Joe Dumars           ,25 ,DET,69,67,0.0012   ,17      ,34.9,6.6 ,13.1,0.5038,0.2,0.4 ,0.5   ,6.4 ,12.7,0.5039,0.5115,3.8,4.4 ,0.8636,0.8,1.7 ,2.5 ,5.7 ,0.9,0.1,2.6,1.5,17.2,1989,29.5  ,59  ,23  ,57   ,25   ,6.09  ,-0.68 ,5.41  ,109.9  ,103.5  ,6.4    ,94.4   ,0.323 ,0.078  ,0.537 ,0.49   ,13.4   ,34.2   ,0.245    ,0.461     ,13.7      ,70.3   ,0.262       ,0.72
3529 ,Joe Dumars           ,26 ,DET,75,71,0.0011   ,13      ,34.4,6.8 ,14.1,0.4823,0.3,0.7 ,0.4286,6.5 ,13.4,0.4851,0.4929,4  ,4.4 ,0.9091,0.8,2   ,2.8 ,4.9 ,0.8,0  ,1.9,1.7,17.8,1990,30.5  ,50  ,32  ,50   ,32   ,3.27  ,-0.19 ,3.08  ,108.2  ,104.6  ,3.6    ,91.9   ,0.322 ,0.064  ,0.523 ,0.474  ,13.1   ,34.7   ,0.245    ,0.464     ,12.8      ,71     ,0.248       ,0.61
3373 ,Isiah Thomas         ,28 ,DET,81,81,0.0011   ,13      ,37  ,7.1 ,16.3,0.4356,0.5,1.7 ,0.2941,6.6 ,14.6,0.4521,0.4509,3.6,4.7 ,0.766 ,0.9,2.9 ,3.8 ,9.4 ,1.7,0.2,4  ,2.5,18.4,1990,30.5  ,50  ,32  ,50   ,32   ,3.27  ,-0.19 ,3.08  ,108.2  ,104.6  ,3.6    ,91.9   ,0.322 ,0.064  ,0.523 ,0.474  ,13.1   ,34.7   ,0.245    ,0.464     ,12.8      ,71     ,0.248       ,0.61
4847 ,Kevin Johnson        ,27 ,PHO,67,67,0.001    ,11      ,36.6,7.1 ,14.6,0.4863,0.1,0.4 ,0.25  ,7   ,14.2,0.493 ,0.4897,5.7,6.9 ,0.8261,0.8,1.7 ,2.5 ,9.5 ,1.9,0.1,3.5,1.9,20  ,1994,29.2  ,59  ,23  ,51   ,31   ,3.88  ,-0.02 ,3.86  ,114.5  ,110.4  ,4.1    ,95.9   ,0.338 ,0.227  ,0.567 ,0.524  ,12.7   ,29.7   ,0.255    ,0.515     ,14        ,69.8   ,0.228       ,0.72
4477 ,Joe Dumars           ,29 ,DET,77,77,0.001    ,10      ,40.2,8.8 ,18.9,0.4656,1.5,3.9 ,0.3846,7.3 ,15  ,0.4867,0.5053,4.5,5.2 ,0.8654,0.8,1.1 ,1.9 ,4   ,1  ,0.1,1.8,1.8,23.5,1993,27.5  ,20  ,62  ,21   ,61   ,-7.78 ,0.33  ,-7.46 ,102.7  ,110.9  ,-8.2   ,94.2   ,0.244 ,0.148  ,0.511 ,0.477  ,13.7   ,28.4   ,0.179    ,0.493     ,12.8      ,66.1   ,0.262       ,0.244
4532 ,Shawn Kemp           ,23 ,SEA,78,68,0.001    ,10      ,33.1,6.6 ,13.4,0.4925,0  ,0.1 ,0     ,6.6 ,13.4,0.4925,0.4925,4.6,6.4 ,0.7187,3.7,7   ,10.7,2   ,1.5,1.9,2.8,4.2,17.8,1993,28.1  ,63  ,19  ,64   ,18   ,9.09  ,-0.41 ,8.68  ,111.1  ,101.5  ,9.6    ,95.1   ,0.344 ,0.105  ,0.547 ,0.501  ,13.7   ,34.4   ,0.256    ,0.479     ,18.2      ,67.3   ,0.272       ,0.768
4782 ,Mookie Blaylock      ,26 ,ATL,81,81,0.001    ,11      ,36  ,5.5 ,13.3,0.4135,1.4,4.2 ,0.3333,4.1 ,9.1 ,0.4505,0.4662,1.4,2   ,0.7   ,1.4,3.8 ,5.2 ,9.7 ,2.6,0.5,2.4,1.8,13.8,1994,28.2  ,42  ,40  ,45   ,37   ,1.28  ,-0.22 ,1.06  ,106.6  ,105.2  ,1.4    ,89.8   ,0.292 ,0.237  ,0.525 ,0.487  ,13.9   ,31.6   ,0.211    ,0.495     ,15.6      ,68.4   ,0.215       ,0.512
15328,DeMar DeRozan        ,27 ,TOR,74,74,0.001    ,11      ,35.4,9.7 ,20.9,0.4641,0.4,1.7 ,0.2353,9.3 ,19.2,0.4844,0.4737,7.4,8.7 ,0.8506,0.9,4.3 ,5.2 ,3.9 ,1.1,0.2,2.4,1.8,27.3,2017,25.8  ,59  ,23  ,60   ,22   ,7.78  ,-0.49 ,7.29  ,113.8  ,105.9  ,7.9    ,97.4   ,0.25  ,0.377  ,0.575 ,0.539  ,12.1   ,23     ,0.198    ,0.501     ,13        ,77.7   ,0.212       ,0.72
4928 ,John Stockton        ,31 ,UTA,82,82,0.001    ,11      ,36.2,5.6 ,10.6,0.5283,0.6,1.8 ,0.3333,5   ,8.8 ,0.5682,0.5566,3.3,4.1 ,0.8049,0.9,2.3 ,3.1 ,12.6,2.4,0.3,3.2,2.9,15.1,1994,29.6  ,60  ,22  ,61   ,21   ,7.99  ,-0.23 ,7.76  ,114.3  ,105.7  ,8.6    ,92.6   ,0.392 ,0.126  ,0.587 ,0.535  ,14.8   ,29.1   ,0.306    ,0.496     ,15.5      ,72.5   ,0.292       ,0.732
4932 ,Latrell Sprewell     ,23 ,GSW,82,82,0.001    ,11      ,43.1,7.5 ,17.3,0.4335,1.7,4.8 ,0.3542,5.8 ,12.5,0.464 ,0.4827,4.3,5.6 ,0.7679,1  ,3.9 ,4.9 ,4.7 ,2.2,0.9,2.8,1.9,21  ,1994,26    ,26  ,56  ,27   ,55   ,-5.41 ,0.51  ,-4.9  ,106.7  ,112.2  ,-5.5   ,97.9   ,0.348 ,0.233  ,0.547 ,0.508  ,15.9   ,30.3   ,0.245    ,0.522     ,13.9      ,66.5   ,0.216       ,0.317
5023 ,Dennis Rodman        ,32 ,SAS,79,51,0.001    ,11      ,37.8,2   ,3.7 ,0.5405,0.1,0.3 ,0.3333,1.9 ,3.4 ,0.5588,0.5541,0.7,1.3 ,0.5385,5.7,11.6,17.3,2.3 ,0.7,0.4,1.7,2.9,4.7 ,1994,29    ,62  ,20  ,57   ,25   ,5.96  ,-0.06 ,5.9   ,111.7  ,105.4  ,6.3    ,94.6   ,0.372 ,0.173  ,0.562 ,0.516  ,13.8   ,30.9   ,0.275    ,0.485     ,13        ,72.3   ,0.214       ,0.756
5086 ,Kevin Willis         ,31 ,ATL,80,80,0.001    ,11      ,35.8,7.8 ,15.7,0.4968,0.1,0.3 ,0.3333,7.7 ,15.4,0.5   ,0.5   ,3.4,4.7 ,0.7234,4.2,7.9 ,12  ,1.9 ,1  ,0.5,2.4,3.1,19.1,1994,28.2  ,42  ,40  ,45   ,37   ,1.28  ,-0.22 ,1.06  ,106.6  ,105.2  ,1.4    ,89.8   ,0.292 ,0.237  ,0.525 ,0.487  ,13.9   ,31.6   ,0.211    ,0.495     ,15.6      ,68.4   ,0.215       ,0.512
4427 ,Brad Daugherty       ,27 ,CLE,71,71,0.001    ,10      ,37.9,7.3 ,12.8,0.5703,0  ,0   ,0     ,7.3 ,12.8,0.5703,0.5703,5.5,6.9 ,0.7971,2.3,7.9 ,10.2,4.4 ,0.7,0.8,2.1,2.5,20.2,1993,27.9  ,47  ,35  ,52   ,30   ,4.02  ,-0.39 ,3.64  ,109.4  ,105.1  ,4.3    ,91.7   ,0.335 ,0.121  ,0.537 ,0.487  ,12.8   ,31.8   ,0.258    ,0.484     ,14.5      ,69     ,0.215       ,0.573
4452 ,Clyde Drexler        ,30 ,POR,49,49,0.001    ,10      ,34.1,7.1 ,16.7,0.4251,0.6,2.7 ,0.2222,6.5 ,13.9,0.4676,0.4431,5  ,6   ,0.8333,2.6,3.7 ,6.3 ,5.7 ,1.9,0.8,2.3,3.2,19.9,1993,28.6  ,47  ,35  ,48   ,34   ,2.63  ,-0.04 ,2.6   ,108.1  ,105.5  ,2.6    ,98.8   ,0.323 ,0.104  ,0.518 ,0.472  ,12.5   ,34.4   ,0.24     ,0.49      ,14.8      ,70.8   ,0.235       ,0.573
3990 ,Danny Manning        ,25 ,LAC,82,82,0.001    ,16      ,35.4,7.9 ,14.6,0.5411,0  ,0.1 ,0     ,7.9 ,14.6,0.5411,0.5411,3.4,4.7 ,0.7234,2.8,4.1 ,6.9 ,3.5 ,1.6,1.5,2.6,3.6,19.3,1992,26.7  ,41  ,41  ,42   ,40   ,0.35  ,-0.03 ,0.33  ,107.4  ,107.1  ,0.3    ,99.1   ,0.297 ,0.067  ,0.53  ,0.493  ,13.9   ,32.7   ,0.213    ,0.489     ,15.1      ,66.7   ,0.263       ,0.5
4360 ,John Stockton        ,30 ,UTA,82,82,0.001    ,10      ,34.9,5.3 ,11  ,0.4818,0.9,2.3 ,0.3913,4.5 ,8.7 ,0.5172,0.5318,3.6,4.5 ,0.8   ,0.8,2.1 ,2.9 ,12  ,2.4,0.3,3.2,2.7,15.1,1993,29.4  ,53  ,29  ,53   ,29   ,4.22  ,-0.12 ,4.1   ,108.6  ,104.1  ,4.5    ,93.1   ,0.354 ,0.083  ,0.537 ,0.49   ,13.3   ,31.3   ,0.262    ,0.469     ,14.6      ,68.4   ,0.267       ,0.646
4312 ,Detlef Schrempf      ,29 ,IND,80,4 ,0.001    ,16      ,32.6,6.2 ,11.6,0.5345,0.3,0.9 ,0.3333,5.9 ,10.7,0.5514,0.5474,4.6,5.5 ,0.8364,2.5,7.1 ,9.6 ,3.9 ,0.8,0.5,2.4,3.6,17.3,1992,26.8  ,41  ,41  ,46   ,36   ,1.7   ,0.08  ,1.77  ,111.9  ,110.1  ,1.8    ,96     ,0.342 ,0.112  ,0.547 ,0.498  ,13.5   ,34.2   ,0.262    ,0.485     ,12.7      ,67.4   ,0.281       ,0.5
3903 ,Tim Hardaway         ,24 ,GSW,82,82,0.001    ,19      ,39.2,9   ,18.9,0.4762,1.2,3.1 ,0.3871,7.8 ,15.8,0.4937,0.5079,3.7,4.6 ,0.8043,1.1,3   ,4   ,9.7 ,2.6,0.1,3.3,2.8,22.9,1991,25.5  ,55  ,27  ,50   ,32   ,3.9   ,-0.14 ,3.77  ,113.6  ,109.9  ,3.7    ,103.4  ,0.351 ,0.103  ,0.568 ,0.524  ,13.6   ,31.8   ,0.262    ,0.499     ,14.9      ,64.2   ,0.256       ,0.671
3902 ,Tim Hardaway         ,24 ,GSW,82,82,0.001    ,19      ,39.2,9   ,18.9,0.4762,1.2,3.1 ,0.3871,7.8 ,15.8,0.4937,0.5079,3.7,4.6 ,0.8043,1.1,3   ,4   ,9.7 ,2.6,0.1,3.3,2.8,22.9,1991,25.5  ,55  ,27  ,50   ,32   ,3.9   ,-0.14 ,3.77  ,113.6  ,109.9  ,3.7    ,103.4  ,0.351 ,0.103  ,0.568 ,0.524  ,13.6   ,31.8   ,0.262    ,0.499     ,14.9      ,64.2   ,0.256       ,0.671
3667 ,Kevin McHale         ,33 ,BOS,68,10,0.001    ,19      ,30.4,7.4 ,13.4,0.5522,0.2,0.5 ,0.4   ,7.2 ,12.9,0.5581,0.5597,3.4,4   ,0.85  ,2.1,4.9 ,7.1 ,1.9 ,0.4,2.1,2.1,2.9,18.4,1991,29.2  ,51  ,31  ,51   ,31   ,3.62  ,-0.21 ,3.41  ,110.8  ,107    ,3.8    ,95.8   ,0.266 ,0.05   ,0.544 ,0.5    ,12.7   ,31.9   ,0.215    ,0.469     ,11.9      ,68.7   ,0.22        ,0.622
5315 ,Cedric Ceballos      ,25 ,LAL,58,54,0.001    ,15      ,35  ,8.6 ,16.8,0.5119,1  ,2.5 ,0.4   ,7.6 ,14.3,0.5315,0.5417,3.6,5   ,0.72  ,2.9,5.1 ,8   ,1.8 ,1  ,0.3,2.5,2.3,21.7,1995,27.1  ,53  ,29  ,53   ,29   ,4.45  ,-0.24 ,4.21  ,111.4  ,106.6  ,4.8    ,92.4   ,0.306 ,0.203  ,0.555 ,0.515  ,13.3   ,30.1   ,0.228    ,0.491     ,14.9      ,66.8   ,0.205       ,0.646
6308 ,Kevin Johnson        ,30 ,PHO,70,70,0.0009   ,17      ,38  ,6.3 ,12.7,0.4961,1.3,2.9 ,0.4483,5   ,9.8 ,0.5102,0.5472,6.3,7.4 ,0.8514,0.8,2.8 ,3.6 ,9.3 ,1.5,0.2,3.1,2  ,20.1,1997,28.2  ,56  ,26  ,56   ,26   ,5.18  ,-0.75 ,4.44  ,107.4  ,101.8  ,5.6    ,91.4   ,0.29  ,0.18   ,0.54  ,0.5    ,14     ,29.7   ,0.217    ,0.471     ,15.3      ,70     ,0.227       ,0.683
6346 ,Tom Gugliotta        ,27 ,MIN,81,81,0.0009   ,17      ,38.7,7.3 ,16.5,0.4424,0.3,1.1 ,0.2727,7   ,15.4,0.4545,0.4515,5.7,7   ,0.8143,2.3,6.4 ,8.7 ,4.1 ,1.6,1.1,3.6,2.9,20.6,1997,26.4  ,45  ,37  ,43   ,39   ,0.71  ,-0.54 ,0.17  ,107.8  ,107.1  ,0.7    ,92.6   ,0.329 ,0.128  ,0.529 ,0.483  ,12.7   ,30.6   ,0.244    ,0.48      ,13.5      ,68.5   ,0.24        ,0.549
6116 ,Steve Smith          ,27 ,ATL,72,72,0.0009   ,17      ,39.1,6.8 ,15.9,0.4277,1.8,5.4 ,0.3333,5   ,10.5,0.4762,0.4843,4.6,5.5 ,0.8364,1.3,2.1 ,3.3 ,4.2 ,0.9,0.3,2.4,2.4,20.1,1997,29.4  ,50  ,32  ,51   ,31   ,3.51  ,0.34  ,3.85  ,108.2  ,104.3  ,3.9    ,87.7   ,0.364 ,0.16   ,0.533 ,0.481  ,14.1   ,33.9   ,0.275    ,0.468     ,13        ,69.1   ,0.194       ,0.61
6376 ,Allen Iverson        ,21 ,PHI,76,74,0.0009   ,17      ,40.1,8.2 ,19.8,0.4141,2  ,6   ,0.3333,6.2 ,13.8,0.4493,0.4646,5  ,7.2 ,0.6944,1.5,2.6 ,4.1 ,7.5 ,2.1,0.3,4.4,3.1,23.5,1997,25.4  ,31  ,51  ,34   ,48   ,-2.39 ,0.5   ,-1.89 ,102.8  ,105.4  ,-2.6   ,90.4   ,0.367 ,0.126  ,0.514 ,0.462  ,15.4   ,32.5   ,0.271    ,0.481     ,15.1      ,67.3   ,0.256       ,0.378
6640 ,Rod Strickland       ,31 ,WAS,76,76,0.0009   ,18      ,39.7,6.4 ,14.9,0.4295,0.2,0.6 ,0.3333,6.3 ,14.2,0.4437,0.443 ,4.7,6.5 ,0.7231,1.5,3.9 ,5.3 ,10.5,1.7,0.3,3.5,2.4,17.8,1998,29.3  ,18  ,32  ,21   ,29   ,-2.24 ,0.49  ,-1.75 ,101.2  ,103.7  ,-2.5   ,89.8   ,0.302 ,0.146  ,0.507 ,0.468  ,14.1   ,28.2   ,0.213    ,0.474     ,15.1      ,69.5   ,0.273       ,0.36
6446 ,Michael Finley       ,24 ,DAL,82,82,0.0009   ,18      ,41.4,8.2 ,18.4,0.4457,1.1,3   ,0.3667,7.2 ,15.4,0.4675,0.481 ,4  ,5.1 ,0.7843,1.8,3.5 ,5.3 ,4.9 ,1.6,0.4,2.7,2  ,21.5,1998,26.1  ,19  ,31  ,21   ,29   ,-2.4  ,-0.1  ,-2.5  ,102.3  ,104.9  ,-2.6   ,89     ,0.3   ,0.148  ,0.502 ,0.459  ,13.2   ,29.8   ,0.218    ,0.476     ,13.3      ,69.1   ,0.212       ,0.38
11230,Antawn Jamison       ,31 ,WAS,79,79,0.0008   ,14      ,38.7,7.8 ,17.9,0.4358,1.5,4.5 ,0.3333,6.3 ,13.5,0.4667,0.4777,4.2,5.5 ,0.7636,2.7,7.5 ,10.2,1.5 ,1.3,0.4,1.4,2.5,21.4,2008,26.9  ,19  ,63  ,21   ,61   ,-7.46 ,0.48  ,-6.98 ,105.4  ,113.6  ,-8.2   ,91     ,0.293 ,0.18   ,0.524 ,0.48   ,13.2   ,27.7   ,0.224    ,0.533     ,13.3      ,71.4   ,0.227       ,0.232
11707,Yao Ming             ,28 ,HOU,77,77,0.0008   ,12      ,33.6,7.4 ,13.4,0.5522,0  ,0   ,0     ,7.3 ,13.4,0.5448,0.5448,4.9,5.7 ,0.8596,2.6,7.2 ,9.9 ,1.8 ,0.4,1.9,3  ,3.3,19.7,2009,26    ,42  ,40  ,40   ,42   ,-0.37 ,0.35  ,-0.02 ,107.6  ,108    ,-0.4   ,94     ,0.292 ,0.265  ,0.537 ,0.494  ,13.2   ,26.9   ,0.225    ,0.511     ,13.6      ,73.8   ,0.215       ,0.512
14437,Kawhi Leonard        ,23 ,SAS,64,64,0.0008   ,10      ,31.8,6.2 ,12.8,0.4844,1  ,3   ,0.3333,5.1 ,9.8 ,0.5204,0.5156,3.2,3.9 ,0.8205,1.3,5.9 ,7.2 ,2.5 ,2.3,0.8,1.5,2  ,16.5,2015,30.3  ,67  ,15  ,67   ,15   ,10.63 ,-0.36 ,10.28 ,110.3  ,99     ,11.3   ,93.8   ,0.246 ,0.223  ,0.564 ,0.526  ,12.4   ,23     ,0.197    ,0.477     ,14.1      ,79.1   ,0.182       ,0.817
14415,Klay Thompson        ,24 ,GSW,77,77,0.0008   ,10      ,31.9,7.8 ,16.9,0.4615,3.1,7.1 ,0.4366,4.7 ,9.8 ,0.4796,0.5533,2.9,3.3 ,0.8788,0.4,2.9 ,3.2 ,2.9 ,1.1,0.8,1.9,1.6,21.7,2015,27.4  ,73  ,9   ,65   ,17   ,10.76 ,-0.38 ,10.38 ,114.5  ,103.8  ,10.7   ,99.3   ,0.25  ,0.362  ,0.593 ,0.563  ,13.5   ,23.5   ,0.191    ,0.479     ,12.6      ,76     ,0.208       ,0.89
11963,Chauncey Billups     ,33 ,DEN,73,73,0.0008   ,12      ,34.1,5.5 ,13.2,0.4167,2.2,5.6 ,0.3929,3.4 ,7.6 ,0.4474,0.5076,6.4,7   ,0.9143,0.3,2.8 ,3.1 ,5.6 ,1.1,0.1,2.4,2.1,19.5,2010,27.3  ,50  ,32  ,54   ,28   ,4.76  ,0.05  ,4.81  ,112.3  ,107.3  ,5      ,95.6   ,0.367 ,0.258  ,0.574 ,0.526  ,13.1   ,23.9   ,0.281    ,0.5       ,12.7      ,75.4   ,0.224       ,0.61
11995,Chris Bosh           ,25 ,TOR,70,70,0.0008   ,12      ,36.1,8.6 ,16.5,0.5212,0.1,0.3 ,0.3333,8.5 ,16.2,0.5247,0.5242,6.7,8.4 ,0.7976,2.9,7.9 ,10.8,2.4 ,0.6,1  ,2.4,2.4,24  ,2010,24.5  ,22  ,60  ,24   ,58   ,-6.28 ,0.01  ,-6.28 ,106.1  ,112.9  ,-6.8   ,92.9   ,0.293 ,0.162  ,0.533 ,0.491  ,13.7   ,28.2   ,0.221    ,0.522     ,13        ,72     ,0.251       ,0.268
10456,Carmelo Anthony      ,22 ,DEN,65,65,0.0008   ,15      ,38.2,10.6,22.4,0.4732,0.6,2.3 ,0.2609,10  ,20.1,0.4975,0.4866,7.1,8.7 ,0.8161,2.2,3.8 ,6   ,3.8 ,1.2,0.4,3.6,3.1,28.9,2007,28.5  ,50  ,32  ,51   ,31   ,3.71  ,0.03  ,3.74  ,110    ,106.3  ,3.7    ,99.7   ,0.358 ,0.228  ,0.557 ,0.51   ,12.9   ,25.5   ,0.269    ,0.499     ,14.1      ,72.1   ,0.203       ,0.61
10428,Baron Davis          ,27 ,GSW,63,62,0.0008   ,15      ,35.3,7.2 ,16.3,0.4417,1.3,4.4 ,0.2955,5.8 ,11.9,0.4874,0.4755,4.4,5.9 ,0.7458,0.8,3.6 ,4.4 ,8.1 ,2.1,0.5,3.1,2.9,20.1,2007,25.5  ,48  ,34  ,47   ,35   ,2.21  ,0.17  ,2.38  ,111.8  ,109.5  ,2.3    ,98.8   ,0.276 ,0.295  ,0.548 ,0.511  ,11.5   ,27.2   ,0.208    ,0.509     ,14.7      ,70.3   ,0.258       ,0.585
11165,Carlos Boozer        ,26 ,UTA,81,81,0.0008   ,14      ,34.9,8.8 ,16  ,0.55  ,0  ,0   ,0     ,8.8 ,16  ,0.55  ,0.55  ,3.6,4.9 ,0.7347,2.4,8   ,10.4,2.9 ,1.2,0.5,2.6,3.6,21.1,2008,25.5  ,48  ,34  ,48   ,34   ,2.65  ,-0.34 ,2.31  ,110.1  ,107.3  ,2.8    ,93.1   ,0.355 ,0.169  ,0.554 ,0.504  ,13.6   ,28.2   ,0.274    ,0.505     ,15        ,72.7   ,0.262       ,0.585
8413 ,Mike Bibby           ,23 ,SAC,80,80,0.0008   ,16      ,33.2,5.6 ,12.3,0.4553,0.6,1.7 ,0.3529,4.9 ,10.6,0.4623,0.4715,1.9,2.4 ,0.7917,0.5,2.3 ,2.8 ,5   ,1.1,0.2,1.7,1.7,13.7,2002,28.3  ,59  ,23  ,59   ,23   ,6.5   ,0.18  ,6.68  ,105.9  ,99.1   ,6.8    ,95.4   ,0.262 ,0.184  ,0.535 ,0.499  ,13.3   ,25.6   ,0.196    ,0.446     ,13.6      ,70.6   ,0.204       ,0.72
13521,David Lee            ,29 ,GSW,79,79,0.0008   ,12      ,36.8,7.6 ,14.7,0.517 ,0  ,0.1 ,0     ,7.6 ,14.6,0.5205,0.517 ,3.2,4.1 ,0.7805,2.8,8.5 ,11.2,3.5 ,0.8,0.3,2.6,3.1,18.5,2013,26.3  ,51  ,31  ,54   ,28   ,4.8   ,0.34  ,5.15  ,107.5  ,102.6  ,4.9    ,96.2   ,0.247 ,0.291  ,0.55  ,0.517  ,13.8   ,25.1   ,0.186    ,0.477     ,13.6      ,76.3   ,0.224       ,0.622
13519,Ty Lawson            ,25 ,DEN,73,71,0.0008   ,12      ,34.4,6.1 ,13.3,0.4586,1.2,3.2 ,0.375 ,5   ,10.1,0.495 ,0.5113,3.2,4.3 ,0.7442,0.5,2.2 ,2.7 ,6.9 ,1.5,0.1,2.5,1.8,16.7,2013,26    ,36  ,46  ,35   ,47   ,-2.15 ,0.75  ,-1.4  ,106    ,108.2  ,-2.2   ,98.1   ,0.306 ,0.278  ,0.536 ,0.497  ,14     ,27.5   ,0.222    ,0.5       ,12.8      ,74.5   ,0.233       ,0.439
8427 ,Elton Brand          ,22 ,LAC,80,80,0.0008   ,16      ,37.8,6.7 ,12.6,0.5317,0  ,0   ,0     ,6.7 ,12.6,0.5317,0.5317,4.9,6.6 ,0.7424,5  ,6.6 ,11.6,2.4 ,1  ,2  ,2.2,3.2,18.2,2002,25.3  ,27  ,55  ,29   ,53   ,-4.12 ,0.68  ,-3.45 ,102.3  ,106.8  ,-4.5   ,91.3   ,0.335 ,0.182  ,0.516 ,0.467  ,14.8   ,29.1   ,0.252    ,0.481     ,13.1      ,70.2   ,0.222       ,0.329
8636 ,Paul Pierce          ,25 ,BOS,79,79,0.0008   ,11      ,39.2,8.4 ,20.2,0.4158,1.5,4.9 ,0.3061,6.9 ,15.2,0.4539,0.453 ,7.6,9.5 ,0.8   ,1.3,6   ,7.3 ,4.4 ,1.8,0.8,3.6,2.9,25.9,2003,26.4  ,36  ,46  ,37   ,45   ,-1.45 ,-0.54 ,-1.99 ,102.1  ,103.7  ,-1.6   ,93.2   ,0.327 ,0.249  ,0.532 ,0.486  ,15.4   ,25.2   ,0.245    ,0.479     ,15.7      ,69.5   ,0.24        ,0.439
8665 ,Steve Nash           ,28 ,DAL,82,82,0.0008   ,11      ,33.1,6.3 ,13.6,0.4632,1.4,3.3 ,0.4242,5   ,10.3,0.4854,0.5221,3.8,4.1 ,0.9268,0.8,2.1 ,2.9 ,7.3 ,1  ,0.1,2.3,1.6,17.7,2003,27.4  ,52  ,30  ,53   ,29   ,4.44  ,0.42  ,4.86  ,112.1  ,107.4  ,4.7    ,93.2   ,0.256 ,0.201  ,0.536 ,0.495  ,11.1   ,31.4   ,0.204    ,0.498     ,13.9      ,71.6   ,0.214       ,0.634
8748 ,Jamal Mashburn       ,30 ,NOH,82,81,0.0008   ,11      ,40.5,8.2 ,19.3,0.4249,1.5,3.7 ,0.4054,6.7 ,15.6,0.4295,0.4637,3.8,4.5 ,0.8444,0.8,5.3 ,6.1 ,5.6 ,1  ,0.2,2.8,2.4,21.6,2003,30.3  ,41  ,41  ,41   ,41   ,-0.1  ,-0.62 ,-0.72 ,102.3  ,102.4  ,-0.1   ,89.1   ,0.293 ,0.252  ,0.505 ,0.46   ,14.1   ,30.6   ,0.22     ,0.476     ,15        ,71.3   ,0.218       ,0.5
9084 ,Carmelo Anthony      ,19 ,DEN,82,82,0.0008   ,14      ,36.5,7.6 ,17.9,0.4246,0.8,2.6 ,0.3077,6.8 ,15.3,0.4444,0.4469,5  ,6.4 ,0.7812,2.2,3.8 ,6.1 ,2.8 ,1.2,0.5,3  ,2.7,21  ,2004,26.7  ,49  ,33  ,47   ,35   ,2.02  ,0.2   ,2.23  ,106    ,103.9  ,2.1    ,93.5   ,0.35  ,0.142  ,0.535 ,0.483  ,13.8   ,28.4   ,0.267    ,0.482     ,15.1      ,71.7   ,0.247       ,0.598
9144 ,Michael Redd         ,24 ,MIL,82,82,0.0008   ,14      ,36.8,7.7 ,17.5,0.44  ,1.5,4.4 ,0.3409,6.2 ,13.1,0.4733,0.4829,4.7,5.4 ,0.8704,1.4,3.5 ,5   ,2.3 ,1  ,0.1,1.4,1.9,21.7,2004,26.9  ,30  ,52  ,32   ,50   ,-2.99 ,-0.1  ,-3.09 ,106.6  ,109.8  ,-3.2   ,90.8   ,0.339 ,0.141  ,0.527 ,0.475  ,13     ,29     ,0.261    ,0.499     ,12.4      ,72     ,0.233       ,0.366
9162 ,Yao Ming             ,23 ,HOU,82,82,0.0008   ,14      ,32.8,6.5 ,12.5,0.52  ,0  ,0   ,0     ,6.5 ,12.5,0.52  ,0.52  ,4.4,5.4 ,0.8148,2.4,6.6 ,9   ,1.5 ,0.3,1.9,2.5,3.3,17.5,2004,29.7  ,51  ,31  ,53   ,29   ,4.04  ,0.23  ,4.27  ,106.2  ,101.7  ,4.5    ,88.8   ,0.309 ,0.237  ,0.534 ,0.486  ,13.5   ,26.3   ,0.242    ,0.459     ,12.9      ,74.5   ,0.245       ,0.622
13172,Marc Gasol           ,28 ,MEM,80,80,0.0008   ,12      ,35  ,5.4 ,10.9,0.4954,0  ,0.2 ,0     ,5.4 ,10.7,0.5047,0.4954,3.4,4   ,0.85  ,2.3,5.5 ,7.8 ,4   ,1  ,1.7,2  ,3.2,14.1,2013,28.5  ,50  ,32  ,46   ,36   ,1.57  ,0.61  ,2.18  ,106.3  ,104.6  ,1.7    ,89.9   ,0.248 ,0.171  ,0.529 ,0.494  ,13.1   ,28.3   ,0.184    ,0.497     ,13.8      ,75.7   ,0.199       ,0.61
13170,Kevin Garnett        ,36 ,BOS,68,68,0.0008   ,12      ,29.7,6.2 ,12.5,0.496 ,0  ,0.2 ,0     ,6.2 ,12.3,0.5041,0.496 ,2.3,3   ,0.7667,1.1,6.7 ,7.8 ,2.3 ,1.1,0.9,1.6,2.3,14.8,2013,25.4  ,25  ,57  ,28   ,54   ,-4.46 ,-0.51 ,-4.97 ,102.9  ,107.7  ,-4.8   ,93.3   ,0.248 ,0.251  ,0.517 ,0.477  ,14.2   ,27.4   ,0.193    ,0.505     ,13.4      ,74.2   ,0.227       ,0.305
