,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,STAR,Year
0,Kareem Abdul-Jabbar,C,36.0,LAL,80.0,80.0,32.8,9.0,15.5,0.578,0.0,0.0,0.0,9.0,15.5,0.579,0.578,3.6,4.9,0.723,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5,True,1984
1,Alvan Adams,C,29.0,PHO,70.0,13.0,20.7,3.8,8.3,0.462,0.0,0.1,0.0,3.8,8.3,0.465,0.462,1.9,2.3,0.825,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6,False,1984
2,Mark Aguirre,SF,24.0,DAL,79.0,79.0,36.7,11.7,22.3,0.524,0.2,0.7,0.268,11.5,21.6,0.532,0.528,5.9,7.9,0.749,2.0,3.9,5.9,4.5,1.0,0.3,3.6,3.1,29.5,False,1984
3,Danny Ainge,SG,24.0,BOS,71.0,3.0,16.3,2.3,5.1,0.46,0.1,0.3,0.273,2.3,4.8,0.472,0.468,0.6,0.8,0.821,0.4,1.2,1.6,2.3,0.6,0.1,1.0,2.0,5.4,False,1984
4,J.J. Anderson,SF,23.0,UTA,48.0,0.0,6.5,1.1,2.7,0.423,0.0,0.1,0.0,1.1,2.6,0.433,0.423,0.3,0.6,0.414,0.8,0.5,1.3,0.5,0.3,0.2,0.4,0.6,2.5,False,1984
5,Richard Anderson,PF,23.0,DEN,78.0,17.0,17.7,3.5,8.2,0.426,0.0,0.2,0.158,3.4,7.9,0.435,0.429,1.5,1.9,0.773,1.7,3.5,5.2,2.5,0.6,0.4,1.4,2.3,8.5,False,1984
6,Tiny Archibald,PG,35.0,MIL,46.0,46.0,22.6,3.0,6.1,0.487,0.1,0.4,0.222,2.9,5.7,0.506,0.495,1.4,2.2,0.634,0.3,1.3,1.7,3.5,0.7,0.0,1.7,1.7,7.4,True,1984
7,Ken Austin,SF,22.0,DET,7.0,0.0,4.0,0.9,1.9,0.462,0.0,0.0,,0.9,1.9,0.462,0.462,0.0,0.0,,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7,False,1984
8,John Bagley,PG,23.0,CLE,76.0,19.0,22.5,3.4,8.0,0.423,0.0,0.2,0.118,3.4,7.8,0.432,0.425,2.1,2.6,0.793,0.6,1.4,2.1,4.4,1.0,0.1,2.2,1.5,8.9,False,1984
9,James Bailey,PF,26.0,HOU,73.0,0.0,16.1,3.5,7.1,0.491,0.0,0.0,0.0,3.5,7.1,0.492,0.491,1.9,2.6,0.719,1.4,2.6,4.0,1.1,0.5,0.5,1.4,2.7,8.8,False,1984
10,Thurl Bailey,PF,22.0,UTA,81.0,54.0,24.8,3.7,7.3,0.512,0.0,0.0,,3.7,7.3,0.512,0.512,1.1,1.4,0.752,1.4,4.3,5.7,1.6,0.5,1.5,1.3,2.4,8.5,False,1984
11,Greg Ballard,SF,29.0,WSB,82.0,82.0,32.9,6.2,12.9,0.481,0.0,0.2,0.133,6.2,12.8,0.486,0.482,2.0,2.5,0.798,1.7,4.2,6.0,3.5,1.1,0.4,1.7,2.6,14.5,False,1984
12,Gene Banks,PF,24.0,SAS,80.0,66.0,32.5,5.3,9.3,0.568,0.0,0.1,0.167,5.3,9.3,0.571,0.568,2.5,3.4,0.741,2.6,4.7,7.3,3.2,1.3,0.3,2.1,3.2,13.1,False,1984
13,Dave Batton,C,27.0,SAS,4.0,0.0,7.8,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.5,0.0,0.0,,0.3,0.8,1.0,0.8,0.0,0.8,1.0,1.3,2.5,False,1984
14,Kent Benson,C,29.0,DET,82.0,58.0,21.1,3.0,5.5,0.55,0.0,0.0,0.0,3.0,5.5,0.551,0.55,1.0,1.2,0.822,1.4,3.6,5.0,1.6,0.9,0.6,1.0,2.8,7.1,False,1984
15,Larry Bird,PF,27.0,BOS,79.0,77.0,38.3,9.6,19.5,0.492,0.2,0.9,0.247,9.4,18.6,0.504,0.497,4.7,5.3,0.888,2.3,7.8,10.1,6.6,1.8,0.9,3.0,2.5,24.2,True,1984
16,Otis Birdsong,SG,28.0,NJN,69.0,57.0,31.4,8.4,16.6,0.508,0.1,0.3,0.25,8.4,16.3,0.513,0.51,2.8,4.6,0.608,1.1,1.4,2.5,3.9,1.2,0.2,2.5,2.6,19.8,False,1984
17,Rolando Blackman,SG,24.0,DAL,81.0,81.0,37.3,8.9,16.3,0.546,0.0,0.1,0.091,8.9,16.2,0.55,0.547,4.6,5.7,0.812,1.5,3.1,4.6,3.6,0.7,0.5,2.1,1.6,22.4,False,1984
18,Tom Boswell,PF,30.0,UTA,38.0,0.0,6.9,0.7,1.4,0.538,0.0,0.0,1.0,0.7,1.3,0.529,0.548,0.4,0.6,0.762,0.7,0.9,1.7,0.4,0.2,0.0,0.3,1.5,1.9,False,1984
19,Charles Bradley,SG,24.0,SEA,8.0,0.0,4.9,0.4,0.9,0.429,0.0,0.0,,0.4,0.9,0.429,0.429,0.6,0.9,0.714,0.0,0.4,0.4,0.6,0.0,0.1,1.0,0.8,1.4,False,1984
20,Mike Bratz,PG,28.0,GSW,82.0,0.0,17.4,2.6,6.4,0.409,0.2,0.6,0.294,2.4,5.7,0.421,0.423,1.5,1.7,0.876,0.5,1.2,1.7,3.1,1.0,0.1,1.3,1.9,6.8,False,1984
21,Randy Breuer,C,23.0,MIL,57.0,8.0,8.3,1.2,3.1,0.384,0.0,0.0,,1.2,3.1,0.384,0.384,0.6,0.8,0.696,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.7,2.9,False,1984
22,Ron Brewer,SG,28.0,Traded,106.0,16.0,18.73,3.39,7.6,0.45,0.09,0.28,0.19,3.3,7.32,0.45,0.45,0.98,1.3,0.78,0.4,0.78,1.21,0.93,0.5,0.4,0.76,1.23,7.8,False,1984
23,Junior Bridgeman,SF,30.0,MIL,81.0,10.0,30.0,6.3,13.5,0.465,0.1,0.4,0.194,6.2,13.1,0.473,0.468,2.4,3.0,0.807,1.0,3.1,4.1,3.3,0.7,0.2,1.8,2.8,15.1,False,1984
24,Michael Brooks,SF,25.0,SDC,47.0,30.0,29.9,4.5,9.5,0.479,0.0,0.1,0.0,4.5,9.4,0.484,0.479,2.2,3.2,0.689,3.0,4.3,7.3,1.9,1.1,0.3,1.7,2.7,11.3,False,1984
25,Fred Brown,SG,35.0,SEA,71.0,1.0,15.9,3.6,7.1,0.51,0.1,0.5,0.265,3.5,6.6,0.528,0.519,1.1,1.2,0.895,0.2,0.7,0.9,2.7,0.7,0.0,1.0,1.2,8.5,False,1984
26,Rickey Brown,C,25.0,ATL,68.0,3.0,11.5,1.4,3.0,0.468,0.0,0.0,,1.4,3.0,0.468,0.468,0.7,1.0,0.738,1.0,1.7,2.7,0.4,0.3,0.3,0.8,2.4,3.5,False,1984
27,Wallace Bryant,C,24.0,CHI,29.0,0.0,10.9,1.8,4.6,0.391,0.0,0.0,,1.8,4.6,0.391,0.391,0.5,1.1,0.424,1.3,1.5,2.8,0.4,0.3,0.4,0.6,1.7,4.1,False,1984
28,Quinn Buckner,PG,29.0,BOS,79.0,0.0,15.8,1.7,4.1,0.427,0.0,0.1,0.0,1.7,4.0,0.435,0.427,0.6,0.9,0.649,0.5,1.2,1.7,2.7,1.1,0.0,1.3,2.4,4.1,False,1984
29,Don Buse,PG,33.0,KCK,76.0,10.0,17.5,2.0,4.6,0.426,0.2,0.8,0.305,1.7,3.9,0.451,0.452,0.8,1.1,0.788,0.4,1.1,1.5,4.0,1.1,0.0,1.1,0.8,5.0,False,1984
