,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,STAR,Year
0,Shareef Abdur-Rahim,PF,31.0,SAC,6.0,0.0,8.5,0.5,2.3,0.214,0.0,0.0,,0.5,2.3,0.214,0.214,0.7,0.7,1.0,1.0,0.7,1.7,0.7,0.2,0.0,0.2,1.5,1.7,False,2008
1,Arron Afflalo,SG,22.0,DET,75.0,9.0,12.9,1.3,3.2,0.411,0.1,0.6,0.208,1.2,2.6,0.461,0.432,0.9,1.2,0.782,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.1,3.7,False,2008
2,Maurice Ager,SG,23.0,Traded,52.0,6.0,6.32,0.79,2.51,0.32,0.1,0.73,0.15,0.68,1.78,0.39,0.34,0.22,0.47,0.49,0.18,0.33,0.48,0.3,0.0,0.02,0.22,0.67,2.0,False,2008
3,Blake Ahearn,PG,23.0,MIA,12.0,0.0,14.8,1.3,4.8,0.263,0.8,2.8,0.294,0.4,1.9,0.217,0.351,2.5,2.6,0.968,0.1,1.5,1.6,1.6,0.5,0.0,1.3,1.7,5.8,False,2008
4,LaMarcus Aldridge,PF,22.0,POR,76.0,76.0,34.9,7.4,15.3,0.484,0.0,0.1,0.143,7.4,15.2,0.486,0.484,3.0,3.9,0.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,False,2008
5,Malik Allen,PF,29.0,Traded,146.0,32.0,15.0,2.18,4.47,0.48,0.0,0.0,,2.13,4.47,0.48,0.48,0.32,0.33,0.92,0.92,1.8,2.7,0.6,0.28,0.4,0.62,2.04,4.61,False,2008
6,Ray Allen,SG,32.0,BOS,73.0,73.0,35.9,6.0,13.5,0.445,2.5,6.2,0.398,3.5,7.3,0.485,0.537,2.9,3.2,0.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4,True,2008
7,Tony Allen,SG,26.0,BOS,75.0,11.0,18.3,2.3,5.2,0.434,0.2,0.8,0.316,2.0,4.4,0.455,0.458,1.8,2.4,0.762,0.5,1.8,2.2,1.5,0.8,0.3,1.5,2.2,6.6,False,2008
8,Lance Allred,C,26.0,CLE,3.0,0.0,3.3,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,False,2008
9,Morris Almond,SG,22.0,UTA,9.0,0.0,4.3,0.4,1.7,0.267,0.1,0.4,0.25,0.3,1.2,0.273,0.3,0.4,0.7,0.667,0.0,0.2,0.2,0.3,0.1,0.0,0.2,0.6,1.4,False,2008
10,Rafer Alston,PG,31.0,HOU,74.0,74.0,34.1,4.9,12.5,0.394,1.9,5.5,0.351,3.0,7.0,0.427,0.471,1.3,1.9,0.715,0.4,3.1,3.5,5.3,1.3,0.2,2.2,1.9,13.1,False,2008
11,Lou Amundson,PF,25.0,PHI,16.0,0.0,4.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.1,0.4,0.286,0.4,0.3,0.8,0.0,0.1,0.1,0.1,0.8,1.1,False,2008
12,Chris Andersen,C,29.0,NOH,5.0,0.0,6.8,0.4,1.4,0.286,0.0,0.0,,0.4,1.4,0.286,0.286,0.4,0.8,0.5,0.4,1.4,1.8,0.0,0.0,0.8,0.2,1.2,1.2,False,2008
13,Derek Anderson,SG,33.0,CHA,28.0,0.0,14.1,1.7,4.5,0.376,0.7,1.9,0.365,1.0,2.6,0.384,0.452,1.0,1.4,0.737,0.3,1.5,1.9,1.6,0.4,0.0,0.9,1.8,5.0,False,2008
14,Carmelo Anthony,SF,23.0,DEN,77.0,77.0,36.4,9.5,19.2,0.492,0.8,2.1,0.354,8.7,17.1,0.509,0.511,6.0,7.7,0.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,False,2008
15,Joel Anthony,PF,25.0,MIA,24.0,1.0,20.8,1.2,2.5,0.467,0.0,0.0,,1.2,2.5,0.467,0.467,1.2,2.0,0.592,1.6,2.3,3.9,0.1,0.4,1.3,0.7,2.3,3.5,False,2008
16,Gilbert Arenas,PG,26.0,WAS,13.0,8.0,32.7,6.0,15.1,0.398,1.7,6.0,0.282,4.3,9.1,0.475,0.454,5.7,7.4,0.771,0.5,3.5,3.9,5.1,1.8,0.1,3.8,2.3,19.4,False,2008
17,Trevor Ariza,SF,22.0,Traded,70.0,6.0,15.62,1.99,3.9,0.5,0.12,0.5,0.25,1.82,3.4,0.54,0.52,1.39,2.13,0.64,0.87,2.22,3.1,1.27,0.91,0.3,0.7,1.29,5.5,False,2008
18,Darrell Armstrong,PG,39.0,NJN,50.0,2.0,11.0,0.8,2.2,0.364,0.5,1.4,0.333,0.3,0.8,0.415,0.468,0.4,0.6,0.667,0.3,1.0,1.3,1.5,0.6,0.0,0.8,1.1,2.5,False,2008
19,Hilton Armstrong,C,23.0,NOH,65.0,3.0,11.3,1.0,2.3,0.453,0.0,0.0,,1.0,2.3,0.453,0.453,0.7,1.1,0.629,1.0,1.5,2.5,0.4,0.2,0.5,0.9,2.0,2.7,False,2008
20,Carlos Arroyo,PG,28.0,ORL,62.0,20.0,20.5,2.5,5.6,0.451,0.5,1.4,0.345,2.1,4.3,0.485,0.493,1.4,1.6,0.853,0.2,1.7,1.8,3.5,0.4,0.0,1.2,1.4,6.9,False,2008
21,Chucky Atkins,SG,33.0,DEN,24.0,0.0,14.7,1.8,5.1,0.344,1.0,3.3,0.316,0.7,1.8,0.395,0.447,0.2,0.4,0.444,0.1,1.2,1.3,2.0,0.4,0.0,0.4,1.1,4.7,False,2008
22,James Augustine,PF,23.0,ORL,25.0,0.0,6.0,0.7,1.4,0.529,0.0,0.0,,0.7,1.4,0.529,0.529,0.2,0.3,0.5,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6,False,2008
23,Kelenna Azubuike,SG,24.0,GSW,81.0,17.0,21.4,3.2,7.2,0.445,0.9,2.4,0.364,2.3,4.8,0.485,0.505,1.2,1.7,0.717,1.3,2.7,4.0,0.9,0.6,0.4,0.7,2.0,8.5,False,2008
24,Renaldo Balkman,SF,23.0,NYK,65.0,0.0,14.6,1.4,2.9,0.489,0.0,0.2,0.083,1.4,2.7,0.517,0.492,0.6,1.5,0.432,1.3,2.0,3.3,0.6,0.7,0.5,0.6,2.0,3.4,False,2008
25,Marcus Banks,PG,26.0,Traded,72.0,6.0,15.8,2.38,5.28,0.45,1.1,2.82,0.39,1.3,2.48,0.5,0.55,0.78,1.0,0.77,0.1,1.12,1.27,1.68,0.38,0.37,1.03,1.82,6.62,False,2008
26,Leandro Barbosa,SG,25.0,PHO,82.0,12.0,29.5,5.8,12.5,0.462,2.0,5.1,0.389,3.8,7.3,0.514,0.543,2.1,2.6,0.822,0.5,2.3,2.8,2.6,0.9,0.2,1.4,2.4,15.6,False,2008
27,J.J. Barea,PG,23.0,DAL,44.0,9.0,10.5,1.6,3.9,0.418,0.5,1.2,0.389,1.1,2.6,0.431,0.479,0.6,0.8,0.8,0.1,1.0,1.1,1.3,0.3,0.0,0.8,1.1,4.3,False,2008
28,Andrea Bargnani,PF,22.0,TOR,78.0,53.0,23.9,3.6,9.3,0.386,1.2,3.3,0.345,2.4,5.9,0.409,0.448,1.8,2.2,0.84,0.6,3.1,3.7,1.1,0.3,0.5,1.1,2.7,10.2,False,2008
29,Matt Barnes,PF,27.0,GSW,73.0,18.0,19.4,2.6,6.1,0.423,0.7,2.5,0.293,1.8,3.6,0.513,0.483,0.8,1.1,0.747,1.3,3.2,4.4,1.9,0.7,0.5,1.2,2.2,6.7,False,2008
30,Andre Barrett,PG,25.0,LAC,4.0,0.0,6.3,0.5,1.3,0.4,0.3,0.8,0.333,0.3,0.5,0.5,0.5,0.3,0.5,0.5,0.0,0.3,0.3,1.8,0.0,0.0,0.3,0.3,1.5,False,2008
31,Earl Barron,C,26.0,MIA,46.0,15.0,19.3,2.9,7.1,0.404,0.0,0.3,0.077,2.8,6.8,0.417,0.405,1.3,1.9,0.701,1.5,2.8,4.3,0.6,0.4,0.2,1.0,2.5,7.1,False,2008
32,Brent Barry,SF,36.0,SAS,31.0,1.0,17.9,2.5,5.2,0.481,1.5,3.6,0.429,0.9,1.5,0.604,0.631,0.6,0.6,0.95,0.4,1.4,1.8,1.7,0.5,0.1,0.6,1.4,7.1,False,2008
33,Brandon Bass,C,22.0,DAL,79.0,1.0,19.7,3.1,6.2,0.499,0.0,0.1,0.0,3.1,6.2,0.503,0.499,2.1,2.5,0.822,1.5,2.9,4.4,0.7,0.3,0.6,1.0,1.9,8.3,False,2008
34,Maceo Baston,PF,32.0,TOR,15.0,2.0,6.9,1.1,1.7,0.68,0.0,0.0,,1.1,1.7,0.68,0.68,0.5,0.7,0.7,0.6,1.1,1.7,0.2,0.1,0.3,0.3,1.3,2.7,False,2008
35,Shane Battier,SF,29.0,HOU,80.0,78.0,36.3,3.3,7.7,0.428,1.7,4.6,0.377,1.6,3.1,0.504,0.54,0.9,1.3,0.743,1.6,3.5,5.1,1.9,1.0,1.1,1.0,2.5,9.3,False,2008
36,Marco Belinelli,SG,21.0,GSW,33.0,0.0,7.3,1.1,2.8,0.387,0.5,1.2,0.39,0.6,1.6,0.385,0.473,0.2,0.3,0.778,0.1,0.3,0.4,0.5,0.2,0.0,0.4,0.5,2.9,False,2008
37,Charlie Bell,SG,28.0,MIL,68.0,5.0,23.9,2.7,7.1,0.381,1.1,3.2,0.341,1.6,4.0,0.413,0.457,1.0,1.3,0.805,0.5,2.0,2.5,3.1,0.8,0.0,1.1,1.8,7.6,False,2008
38,Raja Bell,SG,31.0,PHO,75.0,75.0,35.3,4.2,10.0,0.421,2.3,5.9,0.401,1.9,4.2,0.449,0.538,1.1,1.2,0.868,0.6,3.0,3.7,2.2,0.7,0.4,0.9,2.9,11.9,False,2008
39,Mike Bibby,PG,29.0,Traded,96.0,88.0,32.77,5.2,12.6,0.41,1.92,5.2,0.38,3.23,7.4,0.44,0.49,1.62,2.1,0.78,0.33,3.0,3.33,6.02,1.13,0.1,2.5,2.01,13.91,False,2008
40,Andris Biedriņš,C,21.0,GSW,76.0,59.0,27.3,4.5,7.1,0.626,0.0,0.0,,4.5,7.1,0.626,0.626,1.5,2.5,0.62,3.4,6.4,9.8,1.0,0.7,1.2,1.1,3.4,10.5,False,2008
41,Chauncey Billups,PG,31.0,DET,78.0,78.0,32.3,5.0,11.2,0.448,1.8,4.4,0.401,3.3,6.9,0.479,0.526,5.1,5.6,0.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17.0,False,2008
42,Steve Blake,PG,27.0,POR,81.0,78.0,29.9,3.2,7.9,0.408,1.5,3.7,0.406,1.7,4.2,0.409,0.502,0.6,0.8,0.766,0.4,2.0,2.4,5.1,0.7,0.0,1.4,1.6,8.5,False,2008
43,Andray Blatche,PF,21.0,WAS,82.0,15.0,20.4,3.1,6.5,0.474,0.0,0.2,0.231,3.1,6.4,0.48,0.477,1.3,1.9,0.695,2.0,3.2,5.2,1.1,0.6,1.4,1.4,3.1,7.5,False,2008
44,Mark Blount,C,32.0,MIA,69.0,46.0,22.3,3.4,7.5,0.462,0.2,0.6,0.386,3.2,6.8,0.469,0.479,1.3,2.0,0.638,1.0,2.8,3.8,0.6,0.5,0.5,1.0,1.9,8.4,False,2008
45,Keith Bogans,SG,27.0,ORL,82.0,35.0,26.8,2.9,7.2,0.41,1.8,5.0,0.362,1.1,2.2,0.52,0.536,1.0,1.3,0.736,0.5,2.7,3.2,1.3,0.7,0.1,0.6,2.0,8.7,False,2008
46,Andrew Bogut,C,23.0,MIL,78.0,78.0,34.9,6.0,11.7,0.511,0.0,0.1,0.0,6.0,11.6,0.515,0.511,2.4,4.1,0.587,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3,14.3,False,2008
47,Matt Bonner,PF,27.0,SAS,68.0,3.0,12.5,1.8,4.3,0.416,0.7,2.0,0.336,1.1,2.3,0.487,0.495,0.6,0.6,0.864,0.8,2.0,2.8,0.5,0.2,0.3,0.6,1.6,4.8,False,2008
48,Josh Boone,PF,23.0,NJN,70.0,53.0,25.3,3.4,6.2,0.548,0.0,0.0,,3.4,6.2,0.548,0.548,1.4,3.1,0.456,2.7,4.5,7.3,0.8,0.5,0.9,1.0,2.2,8.2,False,2008
49,Calvin Booth,C,31.0,PHI,31.0,0.0,6.6,0.3,0.9,0.333,0.0,0.0,,0.3,0.9,0.333,0.333,0.2,0.3,0.6,0.2,1.0,1.2,0.3,0.2,0.6,0.1,1.1,0.8,False,2008
