,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Shareef Abdur-Rahim,PF,29,SAC,6,0,21.5,3.8,7.2,.535,0.0,0.5,.000,3.8,6.7,.575,.535,1.5,2.5,.600,1.3,3.5,4.8,1.2,0.3,0.0,2.2,4.5,9.2,11.3,.554,.070,.349,7.1,22.9,14.2,10.2,0.8,0.0,20.8,22.8,0.0,0.0,-0.1,-0.030,-3.5,-1.9,-5.4,-0.1,2006
1,Malik Allen,PF,27,CHI,6,6,19.3,2.3,5.0,.467,0.0,0.0,0,2.3,5.0,.467,.467,0.0,0.2,.000,0.8,2.2,3.0,1.2,0.3,1.0,1.7,2.7,4.7,6.1,.460,.000,.033,5.1,12.9,9.0,10.3,0.9,4.5,24.7,15.9,-0.2,0.1,-0.1,-0.031,-4.6,1.9,-2.7,0.0,2006
2,Derek Anderson,SG,31,MIA,8,0,8.3,0.8,2.5,.300,0.6,1.8,.357,0.1,0.8,.167,.425,0.9,1.0,.875,0.0,1.1,1.1,0.6,0.3,0.0,0.4,1.6,3.0,8.8,.510,.700,.400,0.0,15.5,8.1,12.0,1.6,0.0,11.3,19.1,0.0,0.1,0.1,.105,-2.4,1.2,-1.2,0.0,2006
3,Shandon Anderson,SF,32,MIA,13,0,6.9,0.3,1.0,.308,0.1,0.2,.333,0.2,0.8,.300,.346,0.3,0.5,.667,0.2,0.7,0.9,0.3,0.0,0.1,0.5,0.6,1.0,1.7,.416,.231,.462,4.2,11.4,7.9,6.6,0.0,0.9,27.7,11.4,-0.1,0.1,0.0,-0.020,-3.9,-0.6,-4.5,-0.1,2006
4,Carmelo Anthony,SF,21,DEN,5,5,38.6,6.6,19.8,.333,0.0,0.8,.000,6.6,19.0,.347,.333,7.8,10.4,.750,2.4,4.2,6.6,2.8,0.8,0.2,3.0,4.0,21.0,10.7,.431,.040,.525,6.2,14.4,9.7,14.3,1.1,0.4,11.0,31.2,-0.3,0.3,0.0,-0.009,-0.1,-1.4,-1.5,0.0,2006
5,Gilbert Arenas,PG,24,WAS,6,6,47.3,10.8,23.3,.464,3.3,7.7,.435,7.5,15.7,.479,.536,9.0,11.7,.771,1.2,4.3,5.5,5.3,2.2,0.7,3.3,3.5,34.0,26.4,.597,.329,.500,2.8,11.2,6.9,23.4,2.4,1.0,10.5,31.4,1.0,0.3,1.3,.217,7.4,0.8,8.2,0.7,2006
6,Darrell Armstrong,PG,37,DAL,11,0,4.3,0.3,1.4,.200,0.0,0.6,.000,0.3,0.7,.375,.200,0.2,0.2,1.000,0.1,0.5,0.6,0.2,0.3,0.1,0.1,0.8,0.7,1.6,.252,.467,.133,2.5,15.9,9.0,6.3,3.4,1.8,5.9,16.7,-0.1,0.1,-0.1,-0.058,-8.2,2.0,-6.2,-0.1,2006
7,Chucky Atkins,PG,31,MEM,4,4,25.8,3.8,9.3,.405,1.0,2.8,.364,2.8,6.5,.423,.459,1.3,2.0,.625,0.0,0.8,0.8,3.0,0.5,0.0,1.0,3.8,9.8,10.2,.481,.297,.216,0.0,3.6,1.9,25.1,1.1,0.0,9.0,22.4,0.0,0.0,0.0,-0.015,-0.4,-0.5,-0.8,0.0,2006
8,Leandro Barbosa,SG,23,PHO,20,3,31.6,5.2,11.0,.470,1.4,3.5,.391,3.8,7.5,.507,.532,2.5,2.9,.862,0.3,1.4,1.6,2.7,0.8,0.2,1.5,3.3,14.2,13.6,.579,.315,.265,1.0,5.0,3.0,13.1,1.2,0.5,10.6,20.4,0.8,0.1,0.9,.069,0.1,-0.5,-0.4,0.2,2006
9,Brent Barry,SG,34,SAS,13,2,23.2,2.6,4.7,.557,1.3,2.6,.500,1.3,2.1,.630,.697,1.2,1.6,.762,0.2,2.2,2.5,1.7,0.7,0.2,0.7,2.2,7.8,15.6,.719,.557,.344,1.4,11.6,6.8,11.6,1.6,0.8,11.4,12.8,0.8,0.1,1.0,.153,2.5,1.6,4.1,0.5,2006
