,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Kareem Abdul-Jabbar*,C,34,LAL,14,0,35.2,8.2,15.8,.520,0.0,0.0,0,8.2,15.8,.520,.520,3.9,6.2,.632,2.4,6.1,8.5,3.6,1.0,3.2,2.9,3.2,20.4,20.1,.550,.000,.394,7.5,17.6,12.8,13.8,1.3,4.8,13.7,23.9,0.8,0.7,1.5,.144,3.0,1.4,4.4,0.8,1982
1,Alvan Adams,C,27,PHO,7,0,33.3,6.9,13.1,.522,0.0,0.0,0,6.9,13.1,.522,.522,3.1,4.0,.786,2.7,4.6,7.3,3.7,2.0,1.4,3.0,3.1,16.9,18.9,.566,.000,.304,8.6,15.6,11.9,14.7,2.8,2.3,16.8,21.1,0.3,0.1,0.5,.095,1.1,1.2,2.3,0.3,1982
2,Danny Ainge,SG,22,BOS,10,0,12.9,1.9,4.5,.422,0.2,0.4,.500,1.7,4.1,.415,.444,1.0,1.3,.769,0.6,0.7,1.3,1.1,0.2,0.1,1.1,2.1,5.0,8.2,.493,.089,.289,5.0,5.6,5.3,12.3,0.8,0.4,17.8,19.4,0.0,0.2,0.2,.057,-1.8,-1.8,-3.6,-0.1,1982
3,Tiny Archibald*,PG,33,BOS,8,0,34.6,3.8,8.8,.429,0.0,0.5,.000,3.8,8.3,.455,.429,3.1,3.5,.893,0.1,2.0,2.1,6.5,0.6,0.3,2.9,2.6,10.6,10.3,.516,.057,.400,0.4,5.9,3.2,25.6,0.9,0.4,21.8,15.5,0.1,0.3,0.5,.082,0.5,-1.7,-1.3,0.1,1982
4,James Bailey,PF,24,NJN,2,0,13.0,0.5,1.5,.333,0.0,0.0,0,0.5,1.5,.333,.333,1.0,1.0,1.000,1.0,2.0,3.0,0.5,1.0,0.5,1.5,2.5,2.0,6.6,.515,.000,.667,8.8,18.9,13.7,5.3,3.8,2.4,43.6,11.3,0.0,0.1,0.0,.019,-8.0,2.6,-5.4,0.0,1982
5,Greg Ballard,SF,27,WSB,7,0,38.3,5.1,14.3,.360,0.0,0.0,0,5.1,14.3,.360,.360,3.0,3.6,.840,3.1,5.9,9.0,3.1,2.0,0.4,1.7,2.9,13.3,13.4,.419,.000,.250,9.0,17.7,13.2,12.9,2.6,0.7,9.8,19.2,0.0,0.5,0.5,.085,1.7,1.2,2.8,0.3,1982
6,Gene Banks,SF,22,SAS,9,0,16.2,3.3,7.2,.462,0.0,0.1,.000,3.3,7.1,.469,.462,0.4,1.1,.400,2.3,2.4,4.8,1.0,0.4,0.3,0.7,1.3,7.1,15.2,.461,.015,.154,14.4,16.5,15.4,8.9,1.3,1.1,8.0,20.3,0.1,0.1,0.2,.065,1.2,-0.9,0.4,0.1,1982
7,Mike Bantom,SF,30,PHI,21,0,19.0,1.7,4.3,.396,0.0,0.0,0,1.7,4.3,.396,.396,0.9,2.0,.452,1.9,1.8,3.7,1.1,0.7,0.4,1.1,2.9,4.3,7.4,.416,.000,.462,11.4,10.3,10.8,7.7,1.8,1.3,18.0,14.0,-0.3,0.4,0.1,.016,-2.2,-0.4,-2.6,-0.1,1982
8,Larry Bird*,PF,25,BOS,12,0,40.8,7.3,17.2,.427,0.1,0.5,.167,7.3,16.7,.435,.430,3.1,3.8,.822,2.8,9.8,12.5,5.6,1.9,1.4,3.2,3.6,17.8,17.9,.474,.029,.218,7.2,24.5,16.1,20.7,2.3,2.0,14.4,21.9,0.3,1.2,1.6,.154,3.6,1.8,5.4,0.9,1982
9,Charles Bradley,SG,22,BOS,7,0,2.6,0.3,1.1,.250,0.0,0.0,0,0.3,1.1,.250,.250,0.0,0.3,.000,0.1,0.6,0.7,0.1,0.1,0.0,0.6,0.9,0.6,-9.1,.225,.000,.250,6.0,22.8,14.6,7.6,2.7,0.0,31.1,29.1,-0.2,0.0,-0.1,-0.350,-17.9,-3.1,-21.0,-0.1,1982
