,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Jaylen Adams,PG,23,POR,3,0,7.0,1.0,3.0,.333,0.0,1.3,.000,1.0,1.7,.600,.333,0.0,0.0,0,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0,7.7,.333,.444,.000,5.0,10.1,7.5,14.9,2.2,0.0,0.0,17.9,0.0,0.0,0.0,-0.051,-3.6,-2.6,-6.1,0.0,2020
1,Steven Adams,C,26,OKC,7,7,30.0,4.4,7.4,.596,0.0,0.1,.000,4.4,7.3,.608,.596,1.3,2.9,.450,4.9,6.7,11.6,1.3,0.6,0.3,2.3,1.4,10.1,16.3,.584,.019,.385,17.6,22.6,20.2,7.1,0.9,1.2,20.8,15.8,0.2,0.3,0.5,.109,0.6,-0.7,-0.1,0.1,2020
2,Bam Adebayo,PF,22,MIA,19,19,36.2,6.5,11.6,.564,0.0,0.1,.000,6.5,11.5,.566,.564,4.7,6.1,.783,2.5,7.8,10.3,4.4,1.0,0.8,2.5,3.1,17.8,20.8,.625,.005,.523,8.2,24.2,16.5,20.5,1.4,2.3,14.8,21.0,1.7,0.9,2.6,.180,2.3,1.8,4.1,1.0,2020
3,Jarrett Allen,C,21,BRK,4,4,33.0,3.5,6.0,.583,0.0,0.0,0,3.5,6.0,.583,.583,3.3,4.0,.813,4.3,10.5,14.8,2.3,0.5,1.8,2.8,1.8,10.3,17.1,.660,.000,.667,12.1,34.5,22.5,10.5,0.7,5.1,26.2,13.1,0.2,0.1,0.2,.078,-0.3,0.3,-0.1,0.1,2020
4,Justin Anderson,SG,26,BRK,3,0,9.3,1.7,4.0,.417,1.7,3.7,.455,0.0,0.3,.000,.625,1.3,1.3,1.000,0.0,2.7,2.7,1.0,0.0,0.3,0.7,0.7,6.3,20.6,.690,.917,.333,0.0,31.0,14.4,18.6,0.0,3.4,12.7,23.2,0.1,0.0,0.1,.112,5.1,2.0,7.0,0.1,2020
5,Giannis Antetokounmpo,PF,25,MIL,9,9,30.8,10.0,17.9,.559,1.4,4.4,.325,8.6,13.4,.636,.599,5.2,9.0,.580,3.0,10.8,13.8,5.7,0.7,0.9,3.3,3.4,26.7,31.3,.610,.248,.503,10.3,38.2,24.0,36.7,1.0,3.1,13.2,35.2,0.9,0.5,1.4,.238,7.8,3.4,11.2,0.9,2020
6,Carmelo Anthony,PF,35,POR,5,5,35.2,5.6,13.6,.412,1.6,3.8,.421,4.0,9.8,.408,.471,2.4,2.8,.857,0.2,4.8,5.0,2.0,1.0,0.4,2.6,4.0,15.2,8.4,.512,.279,.206,0.6,14.4,7.5,9.1,1.3,1.0,14.9,20.6,-0.2,0.1,-0.1,-0.021,-2.3,-0.7,-2.9,0.0,2020
7,OG Anunoby,SF,22,TOR,11,11,35.7,3.6,8.0,.455,1.5,3.7,.415,2.1,4.3,.489,.551,1.6,2.5,.643,2.4,4.5,6.9,1.2,1.0,1.2,1.5,2.5,10.5,11.5,.573,.466,.318,7.0,14.0,10.4,4.7,1.4,3.5,13.8,13.1,0.2,0.7,0.9,.116,-0.6,1.5,0.9,0.3,2020
8,D.J. Augustin,PG,32,ORL,5,0,25.6,3.6,9.2,.391,1.6,3.4,.471,2.0,5.8,.345,.478,4.4,4.6,.957,0.0,2.0,2.0,6.0,0.2,0.0,2.4,1.2,13.2,15.0,.588,.370,.500,0.0,8.4,4.0,36.9,0.4,0.0,17.6,22.7,0.2,0.1,0.2,.089,1.6,-1.7,0.0,0.1,2020
9,J.J. Barea,PG,35,DAL,1,0,5.0,0.0,1.0,.000,0.0,0.0,0,0.0,1.0,.000,.000,3.0,3.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.4,.647,.000,3.000,0.0,0.0,0.0,0.0,0.0,0.0,30.1,28.6,0.0,0.0,0.0,-0.097,-7.9,-5.9,-13.8,0.0,2020
