,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Kareem Abdul-Jabbar*,C,33,LAL,3,0,44.7,10.0,21.7,.462,0.0,0.0,0,10.0,21.7,.462,.462,6.7,9.3,.714,4.3,12.3,16.7,4.0,1.0,2.7,3.7,4.7,26.7,22.4,.517,.000,.431,10.3,24.1,17.9,15.0,1.1,3.1,12.5,27.8,0.2,0.2,0.4,.159,2.9,1.0,3.9,0.2,1981
1,Alvan Adams,C,26,PHO,7,0,31.1,3.9,8.6,.450,0.0,0.0,0,3.9,8.6,.450,.450,2.9,4.0,.714,1.6,4.3,5.9,3.7,0.6,0.1,2.7,2.9,10.6,12.2,.512,.000,.467,5.8,14.8,10.5,19.0,1.0,0.3,20.8,18.5,0.1,0.4,0.5,.101,0.1,-0.3,-0.2,0.1,1981
2,Tiny Archibald*,PG,32,BOS,17,0,37.1,5.6,12.4,.450,0.0,0.3,.000,5.6,12.1,.461,.450,4.5,5.5,.809,0.4,1.3,1.6,6.3,0.8,0.0,2.9,2.3,15.6,13.4,.527,.024,.445,1.1,3.7,2.5,24.0,1.0,0.0,16.5,20.2,0.8,0.4,1.3,.096,2.1,-2.2,-0.1,0.3,1981
3,Mike Bantom,SF,29,IND,2,0,25.5,6.0,8.0,.750,0.0,0.0,0,6.0,8.0,.750,.750,2.5,3.5,.714,2.5,1.5,4.0,0.5,0.5,0.5,3.0,5.0,14.5,16.0,.760,.000,.438,8.9,7.1,8.1,3.6,0.9,1.1,23.9,19.2,0.1,0.0,0.1,.116,0.8,-0.3,0.5,0.0,1981
4,Billy Ray Bates,SG,24,POR,3,0,38.3,11.7,20.7,.565,0.3,0.3,1.000,11.3,20.3,.557,.573,4.7,5.7,.824,1.0,1.3,2.3,4.3,1.7,0.3,3.7,3.7,28.3,24.5,.612,.016,.274,2.9,4.2,3.5,20.0,2.2,0.5,13.7,30.0,0.4,0.1,0.5,.194,4.3,0.2,4.5,0.2,1981
5,Larry Bird*,PF,24,BOS,17,0,44.1,8.6,18.4,.470,0.2,0.5,.375,8.5,17.9,.472,.474,4.5,5.0,.894,2.9,11.1,14.0,6.1,2.3,1.0,3.6,3.1,21.9,21.8,.532,.026,.272,7.6,26.7,17.6,20.8,2.6,1.3,15.0,23.2,1.4,1.7,3.1,.198,5.5,2.1,7.7,1.8,1981
6,Otis Birdsong,SG,25,KCK,8,0,29.3,7.0,12.3,.571,0.1,0.1,1.000,6.9,12.1,.567,.577,1.4,2.3,.611,1.0,1.6,2.6,3.4,1.5,0.0,2.5,1.6,15.5,18.8,.585,.010,.184,4.0,6.6,5.2,22.2,2.7,0.0,15.9,24.6,0.3,0.3,0.5,.111,3.4,0.1,3.5,0.3,1981
7,Dudley Bradley,SG,23,IND,2,0,9.5,1.5,4.5,.333,0.5,0.5,1.000,1.0,4.0,.250,.389,1.0,1.0,1.000,0.5,0.5,1.0,1.0,1.0,0.0,2.5,2.0,4.5,3.8,.455,.111,.222,4.8,6.3,5.4,16.9,4.9,0.0,33.6,30.6,-0.1,0.0,-0.1,-0.178,-7.2,0.1,-7.0,0.0,1981
8,Jim Brewer,PF,29,LAL,3,0,2.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0,0.0,12.5,6.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,.028,-5.9,-1.6,-7.5,0.0,1981
9,Ron Brewer,SG,25,SAS,7,0,16.9,4.1,8.7,.475,0.1,0.4,.333,4.0,8.3,.483,.484,3.0,4.1,.724,0.0,0.7,0.7,1.9,0.1,0.9,0.9,0.9,11.4,20.3,.542,.049,.475,0.0,5.2,2.6,17.2,0.4,3.0,7.5,28.1,0.4,0.0,0.3,.132,3.0,-0.8,2.2,0.1,1981
10,Junior Bridgeman,SF,27,MIL,7,0,26.1,6.0,13.0,.462,0.1,0.1,1.000,5.9,12.9,.456,.467,1.9,2.3,.813,0.9,1.3,2.1,3.3,0.9,0.0,1.6,3.9,14.0,14.3,.500,.011,.176,3.8,5.9,4.8,19.7,1.6,0.0,10.1,24.3,0.3,0.0,0.4,.098,1.0,-1.4,-0.5,0.1,1981
11,Quinn Buckner,PG,26,MIL,7,0,26.1,3.7,8.6,.433,0.0,0.0,0,3.7,8.6,.433,.433,1.6,2.3,.688,0.7,2.1,2.9,5.0,1.6,0.0,2.0,3.7,9.0,12.3,.470,.000,.267,3.1,9.9,6.4,26.3,3.0,0.0,17.3,18.1,0.1,0.1,0.2,.064,-0.8,0.6,-0.3,0.1,1981
12,Don Buse,SG,30,IND,2,0,17.5,0.5,4.0,.125,0.5,2.0,.250,0.0,2.0,.000,.188,1.0,1.0,1.000,0.0,2.5,2.5,3.5,1.5,0.0,1.0,2.0,2.5,7.4,.282,.500,.250,0.0,17.1,7.4,26.6,4.0,0.0,18.4,12.1,-0.1,0.0,0.0,-0.005,-4.7,3.1,-1.6,0.0,1981
