,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Michael Adams,PG,27,DEN,3,3,35.0,4.3,11.3,.382,2.0,6.7,.300,2.3,4.7,.500,.471,2.3,2.7,.875,0.0,2.0,2.0,6.0,1.3,0.0,2.7,3.3,13.0,9.5,.520,.588,.235,0.0,6.0,2.8,22.0,1.7,0.0,17.6,16.8,0.0,0.0,0.0,-0.017,-1.8,-2.0,-3.8,0.0,1990
1,Mark Aguirre,SF,30,DET,20,3,22.0,4.3,9.2,.467,0.4,1.2,.333,3.9,8.0,.488,.489,2.0,2.6,.750,1.6,3.0,4.6,1.4,0.5,0.2,1.5,2.6,11.0,15.1,.529,.130,.283,8.3,15.7,12.0,10.2,1.2,0.5,12.7,23.7,0.4,0.8,1.2,.128,0.4,0.9,1.4,0.4,1990
2,Steve Alford,PG,25,DAL,3,0,14.0,2.7,6.0,.444,0.7,2.0,.333,2.0,4.0,.500,.500,1.7,1.7,1.000,0.3,0.7,1.0,2.7,0.3,0.0,1.0,1.3,7.7,17.7,.569,.333,.278,2.8,5.0,3.9,31.3,1.2,0.0,12.9,23.9,0.1,0.0,0.1,.110,4.2,-0.5,3.6,0.1,1990
3,Greg Anderson,PF,25,MIL,4,0,25.3,3.3,4.8,.684,0.0,0.0,0,3.3,4.8,.684,.684,1.8,3.5,.500,1.5,4.5,6.0,0.0,0.3,1.0,1.0,4.8,8.3,11.3,.656,.000,.737,7.4,23.1,15.1,0.0,0.5,2.6,13.7,13.1,0.1,0.0,0.1,.067,-2.8,-0.7,-3.5,0.0,1990
4,Ron Anderson,SF,31,PHI,10,0,25.6,4.0,9.3,.430,0.3,0.5,.600,3.7,8.8,.420,.446,2.9,3.0,.967,0.6,3.1,3.7,1.4,0.4,0.0,1.5,2.2,11.2,11.6,.527,.054,.323,2.7,15.3,8.7,8.6,0.8,0.0,12.4,21.0,0.1,0.0,0.1,.026,-1.8,-1.1,-3.0,-0.1,1990
5,Willie Anderson,SG,23,SAS,10,10,37.5,8.7,16.8,.518,0.2,0.5,.400,8.5,16.3,.521,.524,2.9,3.6,.806,1.6,3.8,5.4,5.2,0.9,0.4,2.6,4.0,20.5,16.2,.558,.030,.214,4.7,10.5,7.7,18.8,1.1,0.7,12.4,22.1,0.6,0.4,1.0,.127,1.6,0.6,2.2,0.4,1990
6,B.J. Armstrong,PG,22,CHI,16,0,13.6,1.3,3.9,.339,0.0,0.3,.000,1.3,3.6,.362,.339,1.4,1.5,.917,0.2,1.1,1.3,1.8,0.6,0.0,0.8,1.4,4.0,9.3,.441,.065,.387,1.6,9.6,5.5,19.2,2.4,0.0,14.2,17.2,-0.1,0.3,0.2,.045,-3.2,0.4,-2.8,0.0,1990
7,John Bagley,PG,29,BOS,5,0,14.0,1.6,3.0,.533,0.0,0.2,.000,1.6,2.8,.571,.533,0.6,0.8,.750,0.6,0.2,0.8,3.4,0.8,0.2,1.8,1.8,3.8,10.5,.567,.067,.267,5.6,1.6,3.5,29.1,2.7,0.8,34.9,15.5,0.0,0.0,0.0,-0.014,-1.5,-1.3,-2.8,0.0,1990
8,Thurl Bailey,SF,28,UTA,5,5,38.0,8.6,17.6,.489,0.0,0.0,0,8.6,17.6,.489,.489,3.8,4.8,.792,1.6,4.8,6.4,1.4,1.0,1.2,1.0,3.8,21.0,17.2,.533,.000,.273,4.5,15.4,9.6,6.0,1.3,2.2,4.8,23.4,0.3,0.2,0.5,.114,1.3,0.9,2.2,0.2,1990
9,Charles Barkley*,SF,26,PHI,10,10,41.9,8.8,16.2,.543,0.6,1.8,.333,8.2,14.4,.569,.562,6.5,10.8,.602,6.6,8.9,15.5,4.3,0.8,0.7,3.0,3.6,24.7,25.0,.589,.111,.667,18.0,26.8,22.2,17.7,1.0,1.1,12.5,25.3,1.3,0.2,1.5,.176,7.0,-0.6,6.4,0.9,1990
10,Kenny Battle,SG,25,PHO,8,0,4.3,0.5,1.6,.308,0.0,0.0,0,0.5,1.6,.308,.308,0.1,0.1,1.000,0.1,0.5,0.6,0.0,0.0,0.0,0.3,0.6,1.1,-1.1,.335,.000,.077,3.5,12.1,8.1,0.0,0.0,0.0,13.0,19.2,-0.1,0.0,-0.1,-0.123,-9.6,-3.7,-13.3,-0.1,1990
11,William Bedford,C,26,DET,5,0,3.8,0.2,1.2,.167,0.0,0.0,0,0.2,1.2,.167,.167,0.4,0.4,1.000,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.8,0.8,-0.4,.291,.000,.333,0.0,12.1,6.1,0.0,0.0,3.6,0.0,15.9,0.0,0.0,0.0,-0.017,-9.6,0.3,-9.3,0.0,1990
12,Winston Bennett,SF,24,CLE,5,5,27.0,4.6,9.4,.489,0.0,0.0,0,4.6,9.4,.489,.489,0.8,1.2,.667,2.8,1.4,4.2,1.0,0.6,0.2,0.8,2.2,10.0,12.2,.504,.000,.128,13.6,5.5,9.1,5.6,1.1,0.5,7.5,18.2,0.1,0.1,0.2,.061,-0.7,-1.8,-2.5,0.0,1990
