,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Ray Allen*,SG,25,MIL,18,18,42.7,8.8,18.4,.477,3.2,6.6,.479,5.6,11.8,.476,.563,4.4,4.8,.919,1.1,3.1,4.1,6.0,1.3,0.6,2.4,2.4,25.1,23.7,.613,.360,.260,2.8,7.4,5.2,27.1,1.7,0.9,10.4,24.9,3.2,0.4,3.6,.223,8.2,0.1,8.3,2.0,2001
1,Rafer Alston,PG,24,MIL,5,0,1.6,0.0,0.2,.000,0.0,0.0,0,0.0,0.2,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,-14.2,.000,.000,.000,0.0,0.0,0.0,17.2,0.0,0.0,66.7,17.4,-0.1,0.0,-0.1,-0.488,-16.8,-13.2,-30.0,0.0,2001
2,John Amaechi,C,30,ORL,4,0,7.3,0.8,2.0,.375,0.0,0.0,0,0.8,2.0,.375,.375,0.8,1.0,.750,0.3,0.5,0.8,0.8,0.8,0.5,0.0,0.5,2.3,19.4,.461,.000,.500,3.4,7.1,5.3,15.0,5.3,4.8,0.0,14.8,0.1,0.0,0.1,.122,1.8,5.6,7.4,0.1,2001
3,Derek Anderson,SG,26,SAS,7,7,27.7,2.3,8.7,.262,0.9,3.1,.273,1.4,5.6,.256,.311,2.3,3.0,.762,0.4,2.3,2.7,2.4,0.4,0.0,2.1,1.4,7.7,4.3,.384,.361,.344,1.7,8.5,5.3,14.3,0.8,0.0,17.6,20.7,-0.5,0.1,-0.3,-0.083,-3.9,-1.8,-5.6,-0.2,2001
4,Greg Anthony,PG,33,POR,2,0,8.5,1.0,3.0,.333,0.5,1.5,.333,0.5,1.5,.333,.417,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,2.5,2.6,.417,.500,.000,0.0,0.0,0.0,0.0,3.1,0.0,14.3,19.2,0.0,0.0,-0.1,-0.145,-5.6,0.5,-5.1,0.0,2001
5,Darrell Armstrong,PG,32,ORL,4,4,41.8,4.3,11.3,.378,1.8,4.8,.368,2.5,6.5,.385,.456,3.0,3.3,.923,1.3,4.3,5.5,4.8,2.0,0.5,2.8,2.5,13.3,13.0,.522,.422,.289,3.0,10.5,6.7,16.5,2.5,0.8,17.8,16.3,0.1,0.0,0.1,.027,-1.1,-0.7,-1.8,0.0,2001
6,Stacey Augmon,SG,32,POR,2,0,14.0,2.0,5.0,.400,0.0,0.0,0,2.0,5.0,.400,.400,1.0,1.0,1.000,0.5,1.5,2.0,2.0,0.5,0.0,0.5,1.5,5.0,14.2,.460,.000,.200,3.9,12.1,7.9,27.3,1.9,0.0,8.4,19.8,0.0,0.0,0.0,.035,-0.2,0.7,0.5,0.0,2001
7,William Avery,PG,21,MIN,2,0,6.0,1.5,3.0,.500,0.5,1.0,.500,1.0,2.0,.500,.583,0.0,0.0,0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,3.5,28.3,.583,.333,.000,0.0,9.6,4.7,42.7,0.0,6.7,0.0,23.6,0.1,0.0,0.1,.263,14.4,4.4,18.7,0.1,2001
8,Jon Barry,SG,31,SAC,7,0,7.9,1.0,2.4,.412,0.3,1.0,.286,0.7,1.4,.500,.471,0.0,0.0,0,0.4,0.0,0.4,0.6,0.1,0.0,0.4,1.0,2.3,6.5,.471,.412,.000,5.5,0.0,2.8,12.2,0.9,0.0,15.0,15.1,0.0,0.0,0.0,.027,-1.7,-1.0,-2.7,0.0,2001
9,Raja Bell,SG,24,PHI,15,0,8.3,0.8,1.8,.444,0.1,0.5,.250,0.7,1.3,.526,.481,0.5,0.9,.571,0.3,0.6,0.9,0.5,1.0,0.0,0.3,1.3,2.3,13.1,.513,.296,.519,3.6,8.4,6.0,9.3,6.7,0.0,13.1,14.1,0.1,0.2,0.3,.116,-3.3,6.7,3.4,0.2,2001
