,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Ray Allen*,SG,37,MIA,23,0,24.9,3.2,7.5,.430,1.7,4.2,.406,1.5,3.3,.461,.544,2.0,2.3,.870,0.6,2.2,2.8,1.3,0.5,0.1,1.2,1.8,10.2,14.4,.598,.558,.314,2.9,10.8,6.9,8.3,1.2,0.4,12.1,18.8,1.1,0.5,1.5,.129,1.5,-0.8,0.7,0.4,2013
1,Tony Allen,SG,31,MEM,15,15,28.1,3.6,8.3,.432,0.1,0.5,.250,3.5,7.8,.444,.440,2.9,3.9,.759,2.5,3.6,6.1,1.8,2.0,0.3,1.3,3.2,10.3,17.7,.512,.064,.464,9.9,16.2,12.9,11.3,3.9,1.0,11.2,18.7,0.6,0.7,1.3,.148,0.4,3.9,4.2,0.7,2013
2,Chris Andersen,C,34,MIA,20,0,15.2,2.3,2.9,.807,0.0,0.0,0,2.3,2.9,.807,.807,1.8,2.5,.735,1.6,2.2,3.8,0.2,0.5,1.1,0.6,2.7,6.4,24.9,.815,.000,.860,13.3,17.6,15.5,1.7,1.6,6.2,12.3,14.3,1.4,0.5,1.9,.309,2.8,2.8,5.5,0.6,2013
3,James Anderson,SG,23,HOU,2,0,9.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.0,0.0,0,0.5,1.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4,.200,.600,.000,6.1,18.9,12.4,0.0,0.0,0.0,0.0,12.2,0.0,0.0,-0.1,-0.140,-7.5,-3.2,-10.7,0.0,2013
4,Carmelo Anthony,PF,28,NYK,12,12,40.1,10.5,25.8,.406,1.4,4.8,.298,9.1,21.1,.431,.434,6.4,7.3,.885,0.9,5.7,6.6,1.6,1.1,0.2,2.6,3.8,28.8,20.4,.497,.184,.281,2.5,18.2,9.7,9.3,1.5,0.4,8.2,38.0,0.4,0.8,1.1,.114,4.1,-1.2,2.9,0.6,2013
5,Joel Anthony,C,30,MIA,14,0,5.1,0.2,0.7,.300,0.0,0.0,0,0.2,0.7,.300,.300,0.0,0.0,0,0.7,0.8,1.5,0.0,0.1,0.3,0.2,0.9,0.4,6.4,.300,.000,.000,17.7,18.8,18.3,0.0,1.5,4.8,23.1,8.9,0.0,0.1,0.1,.047,-4.9,-0.7,-5.6,-0.1,2013
6,Darrell Arthur,PF,24,MEM,15,0,11.7,1.7,3.5,.472,0.0,0.1,.000,1.7,3.4,.490,.472,0.5,0.6,.889,0.9,1.6,2.5,0.4,0.1,0.3,0.5,2.4,3.9,11.1,.509,.038,.170,9.1,17.3,13.0,6.2,0.6,1.9,10.9,17.0,0.2,0.2,0.3,.086,-3.4,1.2,-2.3,0.0,2013
7,Ömer Aşık,C,26,HOU,6,6,34.7,3.7,6.5,.564,0.0,0.0,0,3.7,6.5,.564,.564,5.0,7.8,.638,3.5,7.7,11.2,0.5,0.5,1.7,2.0,3.7,12.3,16.9,.620,.000,1.205,11.1,25.1,18.0,2.4,0.7,4.2,16.7,15.2,0.4,0.1,0.5,.123,0.2,0.8,1.0,0.2,2013
8,D.J. Augustin,PG,25,IND,19,1,16.6,1.4,3.7,.380,1.0,2.5,.396,0.4,1.2,.348,.514,1.3,1.6,.806,0.1,0.7,0.8,0.7,0.4,0.0,0.5,1.4,5.2,9.7,.579,.676,.437,0.8,4.6,2.8,7.1,1.2,0.0,10.6,14.0,0.5,0.2,0.7,.106,-1.1,0.8,-0.3,0.1,2013
9,Gustavo Ayón,C,27,MIL,3,0,2.3,0.7,1.3,.500,0.0,0.0,0,0.7,1.3,.500,.500,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,14.1,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,0.0,-0.045,0.3,-3.9,-3.6,0.0,2013
10,Jeff Ayres,PF,25,IND,9,0,7.9,0.9,2.7,.333,0.0,0.1,.000,0.9,2.6,.348,.333,0.0,0.0,0,0.4,1.6,2.0,0.1,0.0,0.2,0.3,1.6,1.8,2.0,.333,.042,.000,6.9,22.2,14.9,2.5,0.0,2.3,11.1,17.8,-0.2,0.1,-0.1,-0.052,-8.0,-1.5,-9.5,-0.1,2013
11,Harrison Barnes,SF,20,GSW,12,12,38.4,6.0,13.5,.444,1.6,4.3,.365,4.4,9.2,.482,.503,2.5,2.9,.857,1.5,4.9,6.4,1.3,0.6,0.4,1.3,2.8,16.1,13.8,.544,.321,.216,4.6,13.7,9.4,5.1,0.8,0.8,8.3,18.7,0.7,0.3,1.0,.103,0.5,-0.1,0.4,0.3,2013
12,Matt Barnes,SF,32,LAC,6,0,27.0,4.0,7.3,.545,1.2,2.8,.412,2.8,4.5,.630,.625,2.7,3.2,.842,1.2,3.8,5.0,0.5,0.7,0.3,0.8,3.8,11.8,18.4,.678,.386,.432,5.7,17.6,11.9,3.2,1.3,0.9,8.7,17.2,0.6,0.0,0.6,.166,3.4,-0.3,3.1,0.2,2013
13,Brandon Bass,PF,27,BOS,6,5,34.0,2.3,4.8,.483,0.0,0.0,0,2.3,4.8,.483,.483,2.0,2.5,.800,1.3,5.3,6.7,1.2,0.3,0.2,0.8,2.8,6.7,9.3,.562,.000,.517,5.2,17.3,11.8,6.7,0.5,0.4,12.3,10.1,0.2,0.3,0.5,.120,-2.2,1.3,-0.8,0.1,2013
14,Shane Battier,SF,34,MIA,22,0,17.8,1.2,4.2,.290,1.2,4.0,.295,0.0,0.2,.200,.430,1.0,1.3,.821,0.4,1.3,1.7,0.5,0.2,0.3,0.2,2.2,4.7,7.4,.489,.946,.301,2.9,9.0,6.0,4.6,0.7,1.3,4.5,13.6,0.4,0.3,0.6,.077,-0.9,-1.1,-2.0,0.0,2013
15,Jerryd Bayless,PG,24,MEM,15,0,21.3,3.3,9.1,.358,1.2,3.9,.305,2.1,5.2,.397,.423,1.5,1.7,.885,0.1,1.9,2.0,2.1,0.5,0.3,1.1,2.3,9.3,11.5,.468,.431,.190,0.4,11.5,5.6,18.4,1.2,1.3,9.7,24.0,0.0,0.3,0.3,.040,-0.8,0.1,-0.7,0.1,2013
16,Aron Baynes,C,26,SAS,4,1,5.8,1.0,1.8,.571,0.0,0.0,0,1.0,1.8,.571,.571,0.0,0.0,0,0.5,0.8,1.3,0.0,0.0,0.0,0.3,1.0,2.0,10.6,.571,.000,.000,10.3,14.5,12.5,0.0,0.0,0.0,12.5,16.5,0.0,0.0,0.0,.090,-5.0,-2.5,-7.5,0.0,2013
17,Kent Bazemore,SG,23,GSW,9,0,1.8,0.1,0.9,.125,0.0,0.1,.000,0.1,0.8,.143,.125,0.0,0.4,.000,0.1,0.4,0.6,0.2,0.1,0.0,0.2,0.3,0.2,-13.7,.102,.125,.500,7.4,26.7,17.5,17.1,3.2,0.0,17.0,32.8,-0.2,0.0,-0.2,-0.514,-19.6,-4.8,-24.4,-0.1,2013
18,Marco Belinelli,SG,26,CHI,12,7,27.1,3.7,8.9,.411,1.3,3.9,.340,2.3,5.0,.467,.486,2.4,2.8,.879,0.0,2.9,2.9,2.6,0.4,0.0,1.3,2.2,11.1,13.7,.547,.439,.308,0.0,13.6,6.6,16.6,0.8,0.0,11.0,19.8,0.5,0.0,0.5,.079,0.0,0.5,0.5,0.2,2013
19,Patrick Beverley,PG,24,HOU,6,5,33.3,4.7,10.8,.431,1.3,4.0,.333,3.3,6.8,.488,.492,1.2,1.2,1.000,1.8,3.7,5.5,2.8,1.2,0.7,1.0,4.0,11.8,14.6,.521,.369,.108,6.0,12.5,9.2,14.8,1.8,1.8,8.1,16.3,0.4,0.0,0.4,.096,1.0,1.2,2.2,0.2,2013
20,Andris Biedriņš,C,26,GSW,3,0,5.7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.7,1.7,2.3,0.3,0.0,0.7,0.3,2.0,0.0,6.4,0,0,0,13.9,31.4,23.1,7.4,0.0,9.2,100.0,2.6,0.0,0.0,0.0,.094,-8.6,6.3,-2.4,0.0,2013
21,Chauncey Billups,SG,36,LAC,6,6,19.2,1.8,6.0,.306,1.0,2.8,.353,0.8,3.2,.263,.389,1.5,1.8,.818,0.3,1.7,2.0,1.0,0.2,0.2,1.3,1.7,6.2,5.7,.453,.472,.306,2.3,10.8,6.7,8.2,0.5,0.7,16.4,20.6,-0.1,-0.1,-0.2,-0.080,-1.9,-4.0,-5.9,-0.1,2013
22,DeJuan Blair,PF,23,SAS,12,0,6.3,1.8,2.8,.618,0.0,0.0,0,1.8,2.8,.618,.618,0.4,0.8,.556,0.5,1.5,2.0,0.6,0.4,0.1,0.1,1.2,3.9,31.2,.619,.000,.265,9.4,26.3,18.1,18.7,3.5,1.0,2.6,24.2,0.4,0.2,0.6,.348,3.2,4.3,7.5,0.2,2013
23,Steve Blake,PG,32,LAL,2,2,37.5,5.5,14.0,.393,2.5,6.0,.417,3.0,8.0,.375,.482,0.5,0.5,1.000,0.0,4.0,4.0,2.5,2.0,1.5,2.0,4.0,14.0,12.1,.492,.429,.036,0.0,12.7,6.2,11.7,2.8,2.9,12.3,20.2,0.0,0.0,0.0,-0.008,-0.4,2.1,1.7,0.1,2013
24,Andray Blatche,C,26,BRK,7,0,19.7,4.1,8.3,.500,0.0,0.0,0,4.1,8.3,.500,.500,2.0,2.4,.824,1.4,3.4,4.9,1.3,0.3,0.4,0.7,2.0,10.3,21.7,.550,.000,.293,8.5,21.2,14.7,12.4,0.8,1.6,7.1,24.1,0.4,0.1,0.5,.184,2.9,0.1,3.0,0.2,2013
25,Eric Bledsoe,PG,23,LAC,6,0,16.2,2.5,5.0,.500,0.2,1.5,.111,2.3,3.5,.667,.517,1.3,2.0,.667,0.3,2.2,2.5,3.0,0.3,0.5,0.8,1.7,6.5,19.8,.553,.300,.400,2.7,16.6,9.9,32.1,1.1,2.4,12.4,20.1,0.2,0.0,0.3,.124,4.3,1.2,5.5,0.2,2013
26,Keith Bogans,SG,32,BRK,2,0,11.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.5,0.0,-2.3,.000,1.000,.000,0.0,10.6,5.2,11.8,0.0,0.0,50.0,4.1,0.0,0.0,0.0,-0.063,-7.7,-0.7,-8.4,0.0,2013
27,Andrew Bogut,C,28,GSW,12,12,27.3,3.3,5.6,.582,0.0,0.0,0,3.3,5.6,.582,.582,0.7,1.9,.348,3.3,7.7,10.9,1.8,0.5,1.5,1.8,3.3,7.2,16.1,.558,.000,.343,14.1,30.1,22.5,10.0,0.9,4.3,22.2,13.5,0.3,0.5,0.8,.122,-0.3,2.6,2.3,0.3,2013
28,Matt Bonner,PF,32,SAS,20,1,13.4,1.4,3.0,.475,0.8,1.6,.469,0.7,1.4,.481,.602,0.5,0.6,.833,0.5,1.5,2.0,0.3,0.3,0.3,0.1,1.8,4.1,12.7,.630,.542,.203,4.0,12.5,8.4,3.4,1.0,1.4,3.0,11.7,0.6,0.3,0.9,.169,0.1,1.2,1.2,0.2,2013
29,Carlos Boozer,PF,31,CHI,12,12,35.9,6.9,14.0,.494,0.0,0.1,.000,6.9,13.9,.497,.494,2.6,3.8,.689,2.9,6.7,9.6,1.5,0.8,0.1,2.4,3.0,16.4,16.7,.524,.006,.268,9.7,23.5,16.4,8.1,1.3,0.2,13.4,23.8,0.4,0.2,0.6,.063,0.3,-0.7,-0.4,0.2,2013
30,Chris Bosh*,C,28,MIA,23,23,32.7,4.8,10.4,.458,0.7,1.6,.405,4.1,8.8,.468,.490,1.9,2.6,.733,1.7,5.6,7.3,1.5,1.0,1.6,1.2,2.9,12.1,16.8,.524,.154,.250,6.4,20.8,13.7,7.6,1.7,4.1,9.2,18.9,1.0,1.2,2.2,.140,1.1,0.8,1.9,0.7,2013
31,Avery Bradley,PG,22,BOS,6,6,31.8,2.8,7.0,.405,0.3,1.3,.250,2.5,5.7,.441,.429,0.7,0.7,1.000,0.5,1.7,2.2,1.3,1.8,0.2,1.8,1.8,6.7,6.7,.457,.190,.095,2.1,5.8,4.1,8.5,3.2,0.5,20.1,14.6,-0.3,0.3,0.0,.009,-4.6,2.6,-2.0,0.0,2013
32,Corey Brewer,SF,26,DEN,6,0,24.3,3.5,11.3,.309,1.5,6.0,.250,2.0,5.3,.375,.375,2.3,3.5,.667,0.5,1.3,1.8,1.2,1.0,0.2,1.2,3.2,10.8,7.3,.421,.529,.309,2.2,7.1,4.4,7.6,2.0,0.6,8.3,24.6,-0.2,0.0,-0.2,-0.051,-3.7,-1.7,-5.4,-0.1,2013
33,Ronnie Brewer,SF,27,OKC,1,0,8.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,0,0,0,0.0,13.9,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,.026,-4.1,1.0,-3.1,0.0,2013
