,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Kareem Abdul-Jabbar*,C,35,LAL,15,0,39.2,10.9,19.1,.568,0.0,0.1,.000,10.9,19.1,.570,.568,5.3,7.1,.755,1.7,6.0,7.7,2.8,1.1,3.7,3.3,4.1,27.1,22.8,.608,.003,.369,4.8,16.5,10.8,10.9,1.4,5.1,13.0,26.6,1.4,0.7,2.1,.172,4.0,1.6,5.6,1.1,1983
1,Alvan Adams,C,28,PHO,3,0,28.0,5.0,10.7,.469,0.0,0.0,0,5.0,10.7,.469,.469,1.7,2.3,.714,1.0,5.0,6.0,4.7,0.7,1.7,1.7,5.0,11.7,15.3,.499,.000,.219,3.5,19.4,11.0,22.5,1.1,3.3,12.5,18.8,0.1,0.1,0.2,.092,-1.1,1.7,0.6,0.1,1983
2,Danny Ainge,SG,23,BOS,7,0,28.7,4.0,10.3,.389,0.3,0.7,.400,3.7,9.6,.388,.403,1.1,1.6,.727,0.3,1.7,2.0,3.6,0.7,0.1,0.9,3.4,9.4,8.5,.429,.069,.153,1.1,6.4,3.7,18.6,1.2,0.3,7.2,17.3,0.0,0.2,0.2,.047,-2.1,0.0,-2.1,0.0,1983
3,Tiny Archibald*,PG,34,BOS,7,0,23.0,3.1,9.7,.324,0.1,0.9,.167,3.0,8.9,.339,.331,3.1,4.1,.759,0.4,1.0,1.4,6.3,0.3,0.0,1.6,1.7,9.6,12.3,.415,.088,.426,2.0,4.7,3.3,40.6,0.6,0.0,12.0,23.9,0.0,0.1,0.1,.035,1.6,-2.4,-0.9,0.0,1983
4,Gene Banks,PF,23,SAS,11,0,36.2,6.9,13.6,.507,0.0,0.0,0,6.9,13.6,.507,.507,2.1,3.2,.657,2.5,4.5,6.9,4.5,1.0,0.1,1.9,2.3,15.9,14.6,.529,.000,.233,7.2,11.8,9.6,14.9,1.2,0.1,11.3,17.8,0.6,0.3,0.9,.107,1.8,-0.6,1.3,0.3,1983
5,Larry Bird*,PF,26,BOS,6,0,40.0,8.2,19.3,.422,0.2,0.7,.250,8.0,18.7,.429,.427,4.0,4.8,.828,3.3,9.2,12.5,6.8,2.2,0.5,3.2,2.5,20.5,20.3,.478,.034,.250,8.9,24.7,16.7,28.2,2.7,0.7,12.9,25.8,0.2,0.5,0.7,.134,5.0,2.4,7.4,0.6,1983
6,Otis Birdsong,SG,27,NJN,2,0,18.5,3.0,8.0,.375,0.0,0.5,.000,3.0,7.5,.400,.375,0.5,1.0,.500,0.5,0.5,1.0,4.5,1.5,0.0,0.5,1.5,6.5,14.4,.385,.063,.125,3.0,3.3,3.1,34.1,4.0,0.0,5.6,19.7,0.0,0.0,0.0,.046,-0.2,1.9,1.7,0.0,1983
7,Charles Bradley,SG,23,BOS,2,0,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,.019,-3.2,-2.3,-5.6,0.0,1983
8,Junior Bridgeman,SF,29,MIL,9,0,34.2,6.8,14.4,.469,0.2,0.6,.400,6.6,13.9,.472,.477,3.1,3.3,.933,2.3,2.7,5.0,3.1,1.1,0.2,2.1,2.9,16.9,16.5,.531,.038,.231,7.3,9.0,8.1,14.2,1.6,0.4,11.7,22.1,0.6,0.3,0.9,.145,4.0,-0.9,3.2,0.4,1983
9,Fred Brown,PG,34,SEA,2,0,15.0,1.0,4.5,.222,0.0,0.0,0,1.0,4.5,.222,.222,1.0,1.0,1.000,0.0,1.5,1.5,2.5,0.5,0.0,0.0,1.5,3.0,7.4,.304,.000,.222,0.0,10.8,4.8,22.0,1.7,0.0,0.0,13.2,0.0,0.0,0.0,.005,-6.1,0.9,-5.2,0.0,1983
10,Rickey Brown,C,24,ATL,2,0,7.5,0.5,1.5,.333,0.0,0.0,0,0.5,1.5,.333,.333,0.5,1.0,.500,0.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,1.5,2.6,.387,.000,.667,0.0,20.1,10.3,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,.041,-5.7,-1.2,-6.9,0.0,1983
