,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Jordan Adams,SG,20,MEM,4,0,2.5,0.5,0.8,.667,0.3,0.3,1.000,0.3,0.5,.500,.833,0.5,1.0,.500,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,1.8,31.4,.735,.333,1.333,0.0,11.3,5.5,0.0,5.2,0.0,0.0,21.7,0.1,0.0,0.1,.327,11.7,7.1,18.8,0.1,2015
1,Arron Afflalo,SG,29,POR,3,3,20.0,0.7,4.0,.167,0.3,1.3,.250,0.3,2.7,.125,.208,0.0,0.3,.000,0.0,2.3,2.3,0.7,0.0,0.0,1.0,2.0,1.7,-5.0,.201,.333,.083,0.0,12.8,6.3,5.0,0.0,0.0,19.4,11.8,-0.2,0.0,-0.2,-0.186,-8.8,-3.0,-11.8,-0.1,2015
2,Alexis Ajinça,C,26,NOP,3,0,3.3,1.3,1.3,1.000,0.0,0.0,0,1.3,1.3,1.000,1.000,0.0,0.0,0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.7,2.7,42.0,1.000,.000,.000,0.0,10.9,5.6,26.9,5.2,0.0,0.0,18.3,0.1,0.0,0.1,.367,10.9,7.9,18.8,0.1,2015
3,LaMarcus Aldridge,PF,29,POR,5,5,41.6,7.4,22.4,.330,0.6,2.2,.273,6.8,20.2,.337,.344,6.4,7.2,.889,4.2,7.0,11.2,1.8,0.4,2.4,1.6,3.2,21.8,16.7,.426,.098,.321,10.8,18.4,14.6,8.4,0.5,3.8,5.9,29.9,0.0,0.2,0.1,.032,1.7,-1.4,0.4,0.1,2015
4,Tony Allen,SG,33,MEM,10,9,27.9,2.8,5.7,.491,0.1,0.7,.143,2.7,5.0,.540,.500,0.9,1.2,.750,1.4,3.8,5.2,1.5,2.4,1.1,1.3,2.7,6.6,14.2,.530,.123,.211,5.4,15.3,10.3,8.3,4.5,3.6,17.3,12.3,0.1,0.6,0.6,.111,-1.2,5.1,3.9,0.4,2015
5,Al-Farouq Aminu,SF,24,DAL,5,2,30.0,3.4,6.2,.548,1.4,2.2,.636,2.0,4.0,.500,.661,3.0,3.8,.789,2.8,4.4,7.2,1.2,2.0,1.6,1.2,3.0,11.2,20.4,.711,.355,.613,9.3,15.6,12.3,5.3,3.1,4.3,13.2,12.4,0.5,0.1,0.6,.199,4.4,3.1,7.5,0.4,2015
6,Alan Anderson,SG,32,BRK,6,0,23.7,4.2,6.8,.610,1.7,2.7,.625,2.5,4.2,.600,.732,1.0,1.5,.667,0.3,3.2,3.5,1.2,0.7,0.2,1.3,1.5,11.0,17.7,.734,.390,.220,1.5,14.5,8.0,8.7,1.4,0.6,15.1,17.1,0.3,0.1,0.4,.145,2.9,1.7,4.6,0.2,2015
7,Ryan Anderson,PF,26,NOP,4,0,23.8,4.0,9.0,.444,1.3,3.0,.417,2.8,6.0,.458,.514,1.5,1.5,1.000,1.8,2.5,4.3,2.3,0.0,0.5,1.0,3.0,10.8,16.2,.556,.333,.167,8.4,11.5,10.0,15.7,0.0,1.8,9.4,20.6,0.2,-0.1,0.2,.078,2.8,-1.4,1.4,0.1,2015
8,Giannis Antetokounmpo,SG,20,MIL,6,6,33.5,4.3,11.8,.366,0.0,0.2,.000,4.3,11.7,.371,.366,2.8,3.8,.739,2.0,5.0,7.0,2.7,0.5,1.5,1.8,3.0,11.5,10.9,.425,.014,.324,5.8,17.3,11.1,14.3,0.8,4.0,11.9,20.6,-0.2,0.2,0.0,-0.003,-2.6,0.3,-2.3,0.0,2015
9,Pero Antić,C,32,ATL,15,1,13.3,1.1,3.3,.320,0.7,2.1,.344,0.3,1.2,.278,.430,1.3,1.7,.800,0.6,2.3,2.9,0.3,0.1,0.2,0.3,2.5,4.2,8.5,.516,.640,.500,4.8,18.3,11.6,3.0,0.5,1.2,7.6,15.1,0.2,0.2,0.4,.092,-3.9,-0.3,-4.2,-0.1,2015
