,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Kenny Anderson,PG,26,POR,4,4,42.3,5.5,11.5,.478,1.3,4.8,.263,4.3,6.8,.630,.533,4.8,5.0,.950,0.5,3.8,4.3,4.8,1.8,0.3,2.8,2.5,17.0,17.1,.620,.413,.435,1.4,11.7,6.3,20.4,2.3,0.5,16.7,18.6,0.3,0.1,0.4,.121,2.5,0.8,3.3,0.2,1997
1,Nick Anderson,SG,29,ORL,5,5,26.0,2.4,7.2,.333,0.8,3.0,.267,1.6,4.2,.381,.389,0.0,0.4,.000,0.6,5.2,5.8,0.6,0.6,1.8,1.2,1.6,5.6,8.4,.380,.417,.056,2.6,23.2,12.8,4.4,1.3,6.4,14.0,16.4,-0.3,0.2,-0.1,-0.040,-2.6,1.7,-0.9,0.0,1997
2,Shandon Anderson,SG,23,UTA,18,0,16.4,1.6,3.7,.439,0.3,0.7,.417,1.3,3.0,.444,.477,1.1,1.6,.714,1.1,1.6,2.7,0.7,0.6,0.1,0.7,1.6,4.6,11.3,.530,.182,.424,8.4,11.2,9.8,7.3,2.1,0.3,14.2,14.7,0.2,0.3,0.5,.084,0.0,0.7,0.7,0.2,1997
3,Willie Anderson,SG,30,MIA,9,0,13.3,1.2,3.3,.367,0.2,0.9,.250,1.0,2.4,.409,.400,1.0,1.1,.900,0.2,1.7,1.9,0.6,0.4,0.2,1.3,2.2,3.7,4.5,.480,.267,.333,2.0,14.2,8.2,8.0,1.9,1.3,25.9,18.5,-0.3,0.2,0.0,-0.007,-5.9,2.4,-3.5,0.0,1997
4,Darrell Armstrong,PG,28,ORL,5,0,28.6,4.0,8.4,.476,1.2,3.6,.333,2.8,4.8,.583,.548,2.2,2.6,.846,0.6,3.6,4.2,3.4,1.6,0.2,1.4,1.2,11.4,20.8,.597,.429,.310,2.4,14.6,8.5,24.7,3.2,0.7,12.8,19.0,0.3,0.2,0.5,.167,3.3,2.6,5.9,0.3,1997
5,Keith Askins,SF,29,MIA,12,0,12.2,0.8,1.9,.435,0.5,1.0,.500,0.3,0.9,.364,.565,0.3,0.3,1.000,0.9,1.4,2.3,0.6,0.3,0.2,0.3,2.2,2.5,10.3,.606,.522,.174,8.8,13.2,11.1,8.8,1.1,1.1,10.8,9.1,0.3,0.3,0.5,.174,-0.8,2.8,2.0,0.1,1997
6,Stacey Augmon,SG,28,POR,4,0,8.8,0.5,1.5,.333,0.0,0.0,0,0.5,1.5,.333,.333,0.8,1.0,.750,0.3,0.0,0.3,0.8,0.3,0.0,0.3,1.5,1.8,5.3,.451,.000,.667,3.5,0.0,1.8,13.7,1.6,0.0,11.4,12.0,0.0,0.0,0.0,.015,-3.8,0.0,-3.8,0.0,1997
7,Isaac Austin,C,27,MIA,15,0,19.1,2.4,5.4,.444,0.1,0.3,.250,2.3,5.1,.455,.451,1.7,2.1,.806,1.1,3.3,4.4,0.4,0.4,0.5,1.5,2.3,6.5,10.7,.518,.049,.383,6.5,19.7,13.3,4.3,1.2,2.0,18.9,19.5,-0.2,0.6,0.4,.073,-2.6,1.0,-1.6,0.0,1997
8,Charles Barkley*,PF,33,HOU,16,16,37.8,5.4,12.4,.434,0.7,2.4,.289,4.7,10.0,.469,.462,6.4,8.4,.769,4.0,8.0,12.0,3.4,1.2,0.4,2.7,3.3,17.9,20.5,.557,.192,.677,13.0,24.1,18.7,15.2,1.7,0.9,14.3,22.9,1.5,0.6,2.1,.164,3.1,0.2,3.3,0.8,1997
9,Brent Barry,SG,25,LAC,3,0,28.0,3.7,9.0,.407,1.7,3.7,.455,2.0,5.3,.375,.500,2.7,3.0,.889,0.3,2.0,2.3,3.3,1.3,0.0,1.3,3.3,11.7,16.3,.565,.407,.333,1.3,10.1,5.2,21.7,2.6,0.0,11.4,20.1,0.2,0.0,0.1,.065,1.6,0.7,2.3,0.1,1997
10,Jon Barry,SG,27,ATL,2,0,4.5,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.8,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,-0.1,0.0,-0.1,-0.381,-12.8,-5.3,-18.1,0.0,1997
11,Mookie Blaylock,PG,29,ATL,10,10,44.1,6.1,15.4,.396,2.8,8.5,.329,3.3,6.9,.478,.487,1.4,2.1,.667,1.2,5.8,7.0,6.5,2.1,0.2,3.5,1.5,16.4,16.0,.502,.552,.136,3.5,15.1,9.7,29.2,2.7,0.4,17.7,21.9,0.2,0.5,0.7,.079,2.7,2.1,4.8,0.8,1997
12,Corie Blount,PF,28,LAL,3,0,2.7,0.3,0.3,1.000,0.0,0.0,0,0.3,0.3,1.000,1.000,0.3,0.7,.500,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,1.0,18.8,.798,.000,2.000,0.0,30.5,15.4,23.2,0.0,0.0,0.0,11.3,0.0,0.0,0.0,.282,1.6,5.2,6.8,0.0,1997
13,Muggsy Bogues,PG,32,CHH,2,2,29.0,5.5,9.5,.579,3.0,3.5,.857,2.5,6.0,.417,.737,2.0,2.0,1.000,0.5,1.0,1.5,2.5,0.5,0.0,3.0,1.5,16.0,19.9,.771,.368,.211,2.1,5.1,3.4,15.2,1.0,0.0,22.4,21.6,0.2,-0.1,0.1,.103,6.3,-3.6,2.6,0.1,1997
14,Scott Brooks,PG,31,NYK,4,0,1.8,0.3,0.5,.500,0.0,0.0,0,0.3,0.5,.500,.500,0.3,0.3,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,14.0,.615,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,.159,0.7,0.0,0.8,0.0,1997
15,Mike Brown,C,33,PHO,4,0,6.8,0.5,1.3,.400,0.0,0.0,0,0.5,1.3,.400,.400,1.8,2.0,.875,0.5,0.5,1.0,0.3,0.0,0.0,0.3,1.5,2.8,12.1,.646,.000,1.600,8.5,8.2,8.3,5.9,0.0,0.0,10.5,15.6,0.1,0.0,0.1,.122,-0.6,-0.5,-1.1,0.0,1997
16,P.J. Brown,PF,27,MIA,15,15,30.1,2.8,6.9,.408,0.0,0.0,0,2.8,6.9,.408,.408,2.5,3.5,.717,3.2,5.4,8.6,0.7,0.6,1.3,1.1,2.7,8.1,14.0,.483,.000,.515,12.5,20.4,16.5,4.2,1.1,3.6,11.2,15.1,0.3,1.0,1.3,.141,-0.1,1.8,1.7,0.4,1997
17,Randy Brown,PG,28,CHI,17,0,5.8,0.5,1.8,.300,0.0,0.0,0,0.5,1.8,.300,.300,0.2,0.3,.600,0.2,0.4,0.6,0.4,0.5,0.1,0.2,1.3,1.2,4.4,.326,.000,.167,3.4,8.7,6.0,9.7,4.6,1.9,11.0,17.2,-0.2,0.2,0.0,.007,-8.8,3.6,-5.2,-0.1,1997
18,Kobe Bryant*,SF,18,LAL,9,0,14.8,2.3,6.1,.382,0.7,2.6,.261,1.7,3.6,.469,.436,2.9,3.3,.867,0.1,1.1,1.2,1.2,0.3,0.2,1.6,2.6,8.2,12.5,.543,.418,.545,0.9,9.2,5.1,16.4,1.3,1.3,17.0,29.8,0.0,0.1,0.1,.042,-1.2,-0.5,-1.7,0.0,1997
19,Mark Bryant,PF,31,PHO,4,0,9.0,1.0,2.5,.400,0.0,0.0,0,1.0,2.5,.400,.400,0.8,0.8,1.000,0.3,0.8,1.0,0.0,0.0,0.0,0.5,1.0,2.8,4.0,.486,.000,.300,3.2,9.2,6.3,0.0,0.0,0.0,15.0,16.3,0.0,0.0,-0.1,-0.088,-4.6,-3.6,-8.1,-0.1,1997
