,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Kareem Abdul-Jabbar*,C,41,LAL,15,15,23.4,4.5,9.8,.463,0.0,0.0,0,4.5,9.8,.463,.463,2.1,2.9,.721,0.9,3.1,3.9,1.3,0.3,0.7,1.5,2.9,11.1,11.9,.503,.000,.293,4.6,14.1,9.7,8.5,0.7,1.9,11.7,23.3,0.0,0.3,0.3,.038,-2.6,-0.6,-3.2,-0.1,1989
1,Mark Acres,C,26,BOS,2,0,1.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-9.1,.000,1.000,.000,0.0,57.6,29.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,-0.454,-12.9,-5.9,-18.8,0.0,1989
2,Michael Adams,PG,26,DEN,2,1,37.5,7.5,18.0,.417,5.0,11.0,.455,2.5,7.0,.357,.556,3.5,4.0,.875,2.5,6.0,8.5,4.5,1.5,0.0,4.0,3.0,23.5,17.9,.595,.611,.222,6.2,16.8,11.2,17.1,1.8,0.0,16.8,24.8,0.1,0.1,0.1,.083,4.1,-1.1,3.0,0.1,1989
3,Mark Aguirre,SF,29,DET,17,17,27.2,5.2,10.7,.489,0.5,1.7,.276,4.8,9.0,.529,.511,1.6,2.2,.737,1.5,2.9,4.4,1.6,0.5,0.2,1.2,2.2,12.6,15.2,.538,.159,.209,6.6,12.5,9.5,10.2,0.9,0.5,9.1,21.6,0.6,0.7,1.3,.133,1.3,0.2,1.5,0.4,1989
4,Steve Alford,PG,24,GSW,6,0,8.7,1.5,3.7,.409,0.7,1.5,.444,0.8,2.2,.385,.500,0.5,0.7,.750,0.3,0.3,0.7,0.8,0.3,0.0,0.2,1.2,4.2,13.8,.526,.409,.182,3.9,3.7,3.8,13.4,1.8,0.0,4.0,19.0,0.1,0.0,0.1,.093,1.4,-0.2,1.2,0.0,1989
5,Richard Anderson,PF,28,POR,3,0,11.7,0.7,2.0,.333,0.3,1.3,.250,0.3,0.7,.500,.417,0.0,0.0,0,0.0,1.0,1.0,1.3,0.0,0.3,0.0,0.7,1.7,6.6,.417,.667,.000,0.0,10.8,4.7,13.7,0.0,1.9,0.0,7.0,0.0,0.0,0.0,-0.005,-1.3,-0.5,-1.7,0.0,1989
6,Ron Anderson,SF,30,PHI,3,0,36.3,9.7,17.0,.569,0.0,0.3,.000,9.7,16.7,.580,.569,1.3,1.7,.800,2.3,3.0,5.3,4.3,0.3,0.7,0.7,3.3,20.7,20.5,.583,.020,.098,7.2,9.1,8.2,20.1,0.5,1.2,3.6,22.3,0.3,0.1,0.4,.161,5.1,0.5,5.6,0.2,1989
7,Thurl Bailey,SF,27,UTA,3,2,40.7,4.0,11.3,.353,0.0,0.0,0,4.0,11.3,.353,.353,4.0,5.0,.800,3.3,5.0,8.3,1.0,0.3,1.3,3.0,3.7,12.0,7.2,.443,.000,.441,8.1,13.1,10.5,3.5,0.4,2.0,18.1,16.1,-0.1,0.0,-0.1,-0.030,-3.4,-1.4,-4.8,-0.1,1989
8,Charles Barkley*,PF,25,PHI,3,3,45.0,9.7,15.0,.644,0.3,1.7,.200,9.3,13.3,.700,.656,7.3,10.3,.710,2.7,9.0,11.7,5.3,1.7,0.7,3.7,3.0,27.0,24.3,.691,.111,.689,6.6,22.1,14.4,18.4,1.9,0.9,15.8,22.8,0.4,0.2,0.6,.213,6.4,1.9,8.4,0.3,1989
9,John Battle,SG,26,ATL,5,0,23.6,4.0,9.2,.435,0.0,1.2,.000,4.0,8.0,.500,.435,1.8,2.4,.750,1.0,1.6,2.6,3.2,0.4,0.0,1.0,2.6,9.8,12.4,.478,.130,.261,5.2,9.0,7.0,25.2,0.9,0.0,8.9,21.9,0.1,0.0,0.1,.049,-0.3,-1.3,-1.6,0.0,1989
10,Walter Berry,PF,24,HOU,4,0,14.3,3.3,6.5,.500,0.0,0.0,0,3.3,6.5,.500,.500,1.8,2.0,.875,0.8,1.5,2.3,1.3,0.5,0.3,1.5,2.0,8.3,15.1,.559,.000,.308,6.1,12.0,9.0,14.5,1.7,1.1,16.9,25.9,0.0,0.1,0.1,.066,-0.6,0.5,-0.2,0.0,1989
