,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Victor Alexander,C,32,DET,1,0,3.0,0.0,1.0,.000,0.0,0.0,0,0.0,1.0,.000,.000,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8,.000,.000,.000,0.0,41.0,19.8,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,-0.288,-10.8,-3.9,-14.7,0.0,2002
1,Derek Anderson,SG,27,POR,3,0,25.3,4.3,10.0,.433,0.7,2.0,.333,3.7,8.0,.458,.467,5.3,6.0,.889,1.0,1.3,2.3,2.3,0.7,0.0,2.0,0.3,14.7,19.9,.580,.200,.600,4.2,6.1,5.1,19.1,1.4,0.0,13.7,25.5,0.2,0.0,0.2,.136,5.5,0.5,6.0,0.2,2002
2,Kenny Anderson,PG,31,BOS,16,16,35.0,5.1,12.3,.416,0.0,0.0,0,5.1,12.3,.416,.416,1.8,2.2,.800,0.8,2.3,3.1,4.8,1.3,0.0,1.8,3.6,12.0,12.0,.452,.000,.178,2.6,7.3,5.0,25.3,2.0,0.0,11.6,20.1,0.2,0.7,0.9,.075,-2.8,0.3,-2.5,-0.1,2002
3,Darrell Armstrong,PG,33,ORL,4,4,39.5,5.0,10.5,.476,1.0,4.3,.235,4.0,6.3,.640,.524,4.3,5.3,.810,0.8,2.0,2.8,3.3,1.3,0.0,1.8,3.5,15.3,14.9,.595,.405,.500,2.2,5.5,3.9,15.5,1.7,0.0,12.0,17.9,0.3,0.0,0.4,.112,0.6,-0.4,0.2,0.1,2002
4,Chucky Atkins,PG,27,DET,10,10,29.4,4.3,11.8,.364,1.4,3.9,.359,2.9,7.9,.367,.424,1.3,1.7,.765,0.5,1.9,2.4,3.4,0.6,0.1,1.4,2.5,11.3,11.0,.450,.331,.144,1.9,8.0,4.8,24.8,1.1,0.3,10.0,23.2,-0.1,0.4,0.3,.052,-0.7,-1.1,-1.8,0.0,2002
5,Stacey Augmon,SG,33,CHH,9,0,16.9,1.8,4.6,.390,0.0,0.0,0,1.8,4.6,.390,.390,1.8,2.3,.762,0.8,2.2,3.0,1.4,1.1,0.1,1.3,2.3,5.3,11.7,.478,.000,.512,5.1,15.0,10.0,14.5,3.5,0.5,19.3,18.3,0.0,0.2,0.2,.054,-3.4,2.0,-1.3,0.0,2002
6,Vin Baker,C,30,SEA,5,4,28.8,5.8,11.6,.500,0.2,0.2,1.000,5.6,11.4,.491,.509,1.4,1.8,.778,2.2,2.8,5.0,0.8,0.6,1.2,0.8,4.6,13.2,18.6,.533,.017,.155,8.6,11.8,10.1,5.4,1.2,3.3,6.1,22.3,0.3,0.0,0.3,.099,0.7,-0.7,0.0,0.1,2002
7,Dana Barros,PG,34,DET,4,0,1.5,0.3,0.8,.333,0.0,0.3,.000,0.3,0.5,.500,.333,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.5,1.6,.333,.333,.000,0.0,0.0,0.0,37.4,0.0,0.0,0.0,24.5,0.0,0.0,0.0,-0.040,-8.5,-0.6,-9.1,0.0,2002
8,Brent Barry,SG,30,SEA,5,5,29.8,2.8,6.8,.412,1.4,3.2,.438,1.4,3.6,.389,.515,0.8,0.8,1.000,1.2,3.4,4.6,2.8,0.6,0.8,1.8,2.4,7.8,12.5,.545,.471,.118,4.5,13.8,9.0,15.2,1.1,2.1,20.1,14.6,0.1,0.0,0.1,.025,1.1,-1.0,0.0,0.1,2002
9,Jon Barry,SG,32,DET,10,0,17.7,2.9,6.1,.475,1.7,3.8,.447,1.2,2.3,.522,.615,0.5,0.8,.625,0.4,1.6,2.0,2.1,0.5,0.1,1.9,1.4,8.0,15.6,.620,.623,.131,2.6,11.1,6.7,26.4,1.6,0.4,22.7,23.1,0.1,0.3,0.4,.106,2.5,-0.7,1.8,0.2,2002
10,Tony Battie,C,25,BOS,16,16,27.7,2.6,5.4,.488,0.0,0.0,0,2.6,5.4,.488,.488,0.8,1.3,.619,2.4,5.1,7.6,0.8,0.6,1.9,0.7,3.2,6.1,13.9,.509,.000,.244,10.0,20.4,15.3,5.0,1.2,5.6,10.4,11.2,0.5,0.9,1.4,.153,-1.4,2.0,0.6,0.3,2002
11,Raja Bell,SG,25,PHI,3,0,2.7,0.3,1.0,.333,0.0,0.7,.000,0.3,0.3,1.000,.333,0.0,0.0,0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,6.5,.333,.667,.000,14.2,0.0,7.5,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,-0.096,-0.9,-8.7,-9.7,0.0,2002
12,Jonathan Bender,SF,21,IND,5,0,9.0,0.6,1.2,.500,0.0,0.2,.000,0.6,1.0,.600,.500,0.0,0.0,0,0.0,0.8,0.8,0.4,0.4,0.6,1.0,1.2,1.2,2.9,.500,.167,.000,0.0,10.0,5.3,7.1,2.4,4.7,45.5,11.7,-0.1,0.1,0.0,-0.033,-6.5,3.0,-3.5,0.0,2002
13,Mike Bibby,PG,23,SAC,16,16,41.3,7.1,16.1,.444,1.6,3.7,.424,5.6,12.4,.449,.492,4.4,5.4,.826,0.9,2.9,3.8,5.0,1.4,0.2,2.3,1.9,20.3,18.2,.549,.230,.335,2.3,7.2,4.9,20.6,1.8,0.3,11.1,22.1,1.6,0.4,2.0,.142,2.8,1.3,4.1,1.0,2002
14,Chauncey Billups,PG,25,MIN,3,3,44.7,7.7,17.0,.451,2.0,5.0,.400,5.7,12.0,.472,.510,4.7,6.7,.700,0.3,4.7,5.0,5.7,1.0,0.3,3.0,4.7,22.0,16.6,.552,.294,.392,0.8,11.6,5.9,21.9,1.1,0.6,13.1,22.0,0.3,-0.1,0.2,.062,1.4,-0.4,0.9,0.1,2002
15,Corie Blount,PF,33,PHI,5,0,17.6,0.4,1.6,.250,0.0,0.0,0,0.4,1.6,.250,.250,0.6,0.8,.750,2.0,0.8,2.8,0.4,0.4,0.4,0.8,1.8,1.4,4.8,.359,.000,.500,12.9,5.8,9.6,3.7,1.3,2.1,29.1,7.4,0.0,-0.1,-0.1,-0.048,-4.2,-2.2,-6.4,-0.1,2002
16,Mark Blount,C,26,BOS,4,0,9.8,0.5,1.0,.500,0.0,0.0,0,0.5,1.0,.500,.500,0.5,0.5,1.000,0.8,1.0,1.8,0.3,0.5,0.5,0.3,1.8,1.5,11.1,.615,.000,.500,8.7,11.3,10.0,4.1,2.7,4.3,17.0,7.0,0.1,0.1,0.1,.168,-4.1,2.8,-1.4,0.0,2002
17,Bruce Bowen,SF,30,SAS,10,10,34.5,2.5,6.1,.410,1.1,2.5,.440,1.4,3.6,.389,.500,0.7,1.4,.500,0.9,2.4,3.3,1.4,1.1,0.7,0.7,2.8,6.8,9.1,.506,.410,.230,3.0,8.1,5.5,6.6,1.8,1.5,9.4,10.4,0.2,0.3,0.5,.074,-1.7,2.2,0.5,0.2,2002
18,Michael Bradley,PF,22,TOR,1,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,11.8,0,0,0,0.0,39.6,20.3,49.1,0.0,0.0,0,0.0,0.0,0.0,0.0,.217,-3.6,11.2,7.6,0.0,2002
19,Shawn Bradley,C,29,DAL,7,0,3.6,0.4,0.9,.500,0.0,0.0,0,0.4,0.9,.500,.500,0.0,0.0,0,0.1,0.6,0.7,0.0,0.0,0.1,0.1,1.3,0.9,3.1,.500,.000,.000,4.3,17.0,10.7,0.0,0.0,2.8,14.3,12.2,0.0,0.0,0.0,-0.007,-8.1,0.1,-8.0,0.0,2002
