,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Álex Abrines,SG,23,OKC,5,0,16.0,1.6,4.6,.348,1.0,3.4,.294,0.6,1.2,.500,.457,0.6,0.8,.750,0.4,1.4,1.8,0.8,0.0,0.0,0.0,1.6,4.8,7.0,.485,.739,.174,2.6,10.0,6.1,7.1,0.0,0.0,0.0,13.3,0.1,0.0,0.1,.033,-2.8,-1.9,-4.7,-0.1,2017
1,Steven Adams,C,23,OKC,5,5,31.4,3.6,5.6,.643,0.0,0.0,0,3.6,5.6,.643,.643,0.8,2.2,.364,3.4,3.4,6.8,1.4,1.2,1.8,0.8,2.8,8.0,15.4,.609,.000,.393,11.1,12.4,11.7,6.5,1.9,5.5,10.9,10.0,0.3,0.1,0.4,.116,-0.5,0.9,0.5,0.1,2017
2,LaMarcus Aldridge,PF,31,SAS,16,16,33.6,6.9,15.0,.458,0.1,0.9,.143,6.8,14.1,.478,.463,2.6,3.4,.764,2.7,4.8,7.4,1.5,0.6,1.0,1.8,2.6,16.5,15.2,.500,.058,.229,8.9,17.0,12.8,7.2,1.0,2.9,9.6,24.1,0.2,0.4,0.6,.058,-0.9,-0.8,-1.7,0.0,2017
3,Lavoy Allen,PF,27,IND,3,0,3.7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.0,0.0,-2.6,0,0,0,0.0,21.7,10.7,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,-0.145,-6.8,-1.9,-8.8,0.0,2017
4,Al-Farouq Aminu,PF,26,POR,4,0,28.3,4.3,9.3,.459,1.8,4.3,.412,2.5,5.0,.500,.554,1.8,2.8,.636,1.3,5.3,6.5,1.0,0.8,1.0,2.3,2.3,12.0,12.4,.574,.459,.297,4.4,21.2,12.2,6.0,1.2,3.0,17.7,18.7,0.0,0.1,0.0,.016,-0.2,0.1,-0.1,0.1,2017
5,Kyle Anderson,SF,23,SAS,15,1,13.0,2.4,4.3,.563,0.2,0.7,.300,2.2,3.6,.611,.586,0.5,0.7,.727,0.8,2.3,3.1,1.7,0.7,0.1,0.5,0.5,5.5,21.6,.603,.156,.172,6.8,21.0,13.6,20.1,2.6,1.0,9.2,17.2,0.5,0.2,0.8,.187,3.5,3.3,6.8,0.4,2017
6,Ryan Anderson,PF,28,HOU,11,9,30.5,3.3,8.4,.391,1.5,5.5,.283,1.7,2.9,.594,.484,1.3,1.5,.875,1.4,3.8,5.2,0.6,0.4,0.2,0.8,2.2,9.4,8.5,.520,.652,.174,4.9,13.2,9.2,3.1,0.6,0.5,8.3,14.1,0.1,0.3,0.4,.058,-0.8,-2.0,-2.7,-0.1,2017
7,Giannis Antetokounmpo,SF,22,MIL,6,6,40.5,10.0,18.7,.536,0.7,1.7,.400,9.3,17.0,.549,.554,4.2,7.7,.543,1.7,7.8,9.5,4.0,2.2,1.7,3.3,3.5,24.8,21.9,.563,.089,.411,4.6,25.1,14.1,20.6,2.8,4.0,13.1,29.9,0.1,0.6,0.7,.138,3.8,2.8,6.6,0.5,2017
8,Joel Anthony,C,34,SAS,3,0,5.0,1.0,1.3,.750,0.0,0.0,0,1.0,1.3,.750,.750,0.0,0.3,.000,0.7,0.7,1.3,0.0,0.0,0.7,0.3,0.7,2.0,19.6,.676,.000,.250,14.8,16.1,15.4,0.0,0.0,13.2,18.4,16.1,0.0,0.0,0.0,.119,-1.9,1.0,-0.8,0.0,2017
9,Trevor Ariza,SF,31,HOU,11,11,37.5,3.7,8.8,.423,2.1,5.5,.377,1.6,3.3,.500,.541,1.2,1.3,.929,0.7,4.4,5.1,2.1,1.3,0.2,0.8,2.3,10.7,10.5,.572,.629,.144,2.1,12.2,7.3,8.3,1.7,0.4,8.0,11.9,0.4,0.4,0.9,.101,0.3,0.7,1.0,0.3,2017
10,Wade Baldwin,PG,20,MEM,3,0,4.0,0.0,0.3,.000,0.0,0.0,0,0.0,0.3,.000,.000,0.7,0.7,1.000,0.3,1.0,1.3,0.7,0.0,0.0,0.0,1.0,0.7,13.1,.532,.000,2.000,10.8,32.4,21.6,23.5,0.0,0.0,0.0,7.9,0.0,0.0,0.0,.182,-4.4,1.1,-3.3,0.0,2017
11,Matt Barnes,SF,36,GSW,12,0,5.1,0.3,1.3,.267,0.1,0.7,.125,0.3,0.6,.429,.300,0.0,0.0,0,0.0,0.8,0.8,0.6,0.2,0.0,0.3,0.8,0.8,0.8,.300,.533,.000,0.0,14.9,8.0,13.8,1.6,0.0,16.7,12.7,-0.1,0.1,-0.1,-0.040,-6.6,-0.5,-7.1,-0.1,2017
12,Brandon Bass,PF,31,LAC,1,0,4.0,1.0,3.0,.333,0.0,0.0,0,1.0,3.0,.333,.333,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,25.5,.333,.000,.000,31.0,0.0,15.9,0.0,13.4,0.0,0.0,36.1,0.0,0.0,0.0,.029,4.3,1.3,5.6,0.0,2017
13,Kent Bazemore,SF,27,ATL,6,0,25.0,3.5,8.8,.396,1.2,4.0,.292,2.3,4.8,.483,.462,1.7,2.3,.714,0.7,3.2,3.8,3.3,0.7,0.8,2.7,2.5,9.8,9.4,.499,.453,.264,3.0,14.3,8.6,20.8,1.3,2.7,21.3,21.2,-0.2,0.2,0.0,.007,-2.6,1.5,-1.1,0.0,2017
14,Bradley Beal,SG,23,WAS,13,13,38.8,9.4,19.9,.471,2.2,7.8,.287,7.2,12.2,.589,.527,3.8,4.7,.820,1.2,2.2,3.4,2.7,1.6,0.6,2.1,2.9,24.8,18.0,.565,.390,.236,3.4,6.7,5.0,11.8,2.1,1.4,8.6,26.7,0.8,0.4,1.2,.112,3.3,-0.8,2.5,0.6,2017
15,Michael Beasley,PF,28,MIL,4,0,12.0,1.8,5.0,.350,0.8,1.3,.600,1.0,3.8,.267,.425,0.0,1.0,.000,0.5,1.8,2.3,0.3,0.3,0.3,0.5,2.0,4.3,3.3,.391,.250,.200,4.7,18.9,11.3,3.6,1.1,2.0,8.4,23.6,-0.2,0.1,-0.1,-0.083,-5.1,-1.3,-6.4,-0.1,2017
