,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Kareem Abdul-Jabbar*,C,39,LAL,18,18,31.1,6.9,13.0,.530,0.0,0.1,.000,6.9,12.9,.532,.530,5.4,6.8,.795,2.2,4.7,6.8,2.0,0.4,1.9,2.2,3.1,19.2,19.4,.600,.004,.521,8.7,15.3,12.3,9.1,0.7,3.5,12.2,24.2,1.2,0.8,2.0,.171,2.3,0.3,2.5,0.6,1987
1,Michael Adams,PG,24,WSB,3,1,27.3,2.7,8.3,.320,0.7,3.0,.222,2.0,5.3,.375,.360,0.3,1.0,.333,0.0,2.3,2.3,3.3,2.3,0.0,1.7,2.0,6.3,6.9,.361,.360,.120,0.0,9.6,4.4,19.1,4.1,0.0,16.0,16.0,-0.2,0.1,-0.1,-0.051,-4.2,2.2,-2.0,0.0,1987
2,Mark Aguirre,SF,27,DAL,4,4,32.5,7.8,15.5,.500,0.0,1.0,.000,7.8,14.5,.534,.500,5.8,7.5,.767,2.8,3.3,6.0,2.0,2.0,0.0,2.3,3.8,21.3,19.7,.565,.065,.484,9.0,10.4,9.7,9.1,2.9,0.0,10.7,25.8,0.2,0.1,0.3,.115,2.3,-0.8,1.5,0.1,1987
3,Danny Ainge,SG,27,BOS,20,19,38.1,5.8,11.9,.487,1.6,3.7,.438,4.2,8.3,.509,.555,1.6,1.8,.861,0.7,2.0,2.6,4.6,1.2,0.2,2.1,3.1,14.8,11.9,.581,.307,.151,2.1,5.9,4.1,16.7,1.6,0.3,13.9,16.7,0.7,0.3,1.0,.060,0.8,-0.3,0.6,0.5,1987
4,Mark Alarie,PF,23,DEN,3,0,13.7,3.0,5.0,.600,0.0,0.0,0,3.0,5.0,.600,.600,0.7,0.7,1.000,0.0,1.7,1.7,0.3,0.7,0.7,1.3,3.0,6.7,10.4,.630,.000,.133,0.0,13.7,6.0,3.5,2.2,2.7,20.1,18.1,0.0,0.0,0.0,-0.033,-5.6,1.0,-4.5,0.0,1987
5,Richard Anderson,PF,26,HOU,5,0,1.0,0.2,0.6,.333,0.2,0.4,.500,0.0,0.2,.000,.500,0.4,0.4,1.000,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,1.0,20.2,.644,.667,.667,23.9,0.0,11.4,0.0,0.0,0.0,20.5,41.4,0.0,0.0,0.0,.154,6.6,-4.2,2.4,0.0,1987
6,Ron Anderson,SF,28,IND,4,0,6.0,0.5,1.0,.500,0.0,0.0,0,0.5,1.0,.500,.500,0.0,0.0,0,0.5,0.3,0.8,0.0,0.0,0.0,0.0,0.5,1.0,5.8,.500,.000,.000,10.3,5.1,7.7,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,.089,-1.1,-2.4,-3.5,0.0,1987
7,Thurl Bailey,PF,25,UTA,5,0,30.2,6.0,12.6,.476,0.0,0.0,0,6.0,12.6,.476,.476,3.6,3.6,1.000,2.8,3.2,6.0,1.8,0.6,1.2,2.4,2.4,15.6,16.1,.550,.000,.286,10.8,12.4,11.6,10.2,1.0,2.4,14.5,23.2,0.1,0.2,0.3,.110,0.3,0.5,0.8,0.1,1987
8,Greg Ballard,SF,32,GSW,10,0,17.9,2.6,4.8,.542,0.4,1.0,.400,2.2,3.8,.579,.583,0.3,0.4,.750,1.8,2.2,4.0,1.9,0.8,0.0,0.9,1.6,5.9,14.7,.593,.208,.083,10.7,15.0,12.7,14.5,2.2,0.0,15.3,13.6,0.2,0.2,0.4,.111,2.5,0.5,3.0,0.2,1987
9,Gene Banks,SF,27,CHI,3,3,26.3,4.3,7.3,.591,0.0,0.0,0,4.3,7.3,.591,.591,1.7,2.7,.625,1.0,1.7,2.7,0.7,0.0,0.0,0.7,4.3,10.3,10.1,.607,.000,.364,4.3,8.7,6.3,4.4,0.0,0.0,7.3,15.8,0.1,0.0,0.1,.058,-2.7,-2.2,-4.8,-0.1,1987
