,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Arron Afflalo,SG,23,DET,4,0,16.5,2.5,5.3,.476,0.5,2.5,.200,2.0,2.8,.727,.524,0.8,1.3,.600,0.3,0.5,0.8,0.3,0.0,0.5,0.8,2.3,6.3,8.4,.539,.476,.238,1.9,4.1,3.0,3.0,0.0,2.8,11.5,20.1,0.0,0.0,0.0,-0.016,-1.7,0.0,-1.7,0.0,2009
1,LaMarcus Aldridge,PF,23,POR,6,6,39.5,8.5,17.3,.490,0.2,0.7,.250,8.3,16.7,.500,.495,2.3,3.3,.700,1.5,6.0,7.5,1.3,0.5,1.7,1.7,2.7,19.5,18.6,.519,.038,.192,4.4,20.9,11.9,7.0,0.7,3.6,8.1,26.3,0.2,0.2,0.3,.069,1.5,-0.6,0.9,0.2,2009
2,Ray Allen*,SG,33,BOS,14,14,40.4,5.9,14.7,.403,2.5,7.1,.350,3.4,7.6,.453,.488,3.9,4.1,.948,0.9,3.0,3.9,2.6,1.1,0.4,1.8,2.5,18.3,14.2,.553,.485,.282,2.7,9.0,5.8,11.0,1.4,0.7,9.7,21.0,0.7,0.5,1.2,.104,1.8,-0.4,1.4,0.4,2009
3,Tony Allen,SG,27,BOS,10,0,6.0,0.4,0.8,.500,0.0,0.0,0,0.4,0.8,.500,.500,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.4,0.9,7.9,.533,.000,.125,1.9,16.2,8.9,7.4,1.8,0.0,10.6,7.3,0.0,0.1,0.1,.077,-3.7,1.6,-2.1,0.0,2009
4,Rafer Alston,PG,32,ORL,23,23,32.2,4.6,12.1,.380,1.6,4.9,.319,3.0,7.2,.422,.444,1.4,1.9,.750,0.1,2.3,2.4,4.1,1.4,0.2,1.7,2.3,12.2,11.8,.471,.405,.158,0.5,8.9,4.8,22.4,2.4,0.4,11.8,22.1,-0.2,0.9,0.7,.043,-1.2,0.9,-0.3,0.3,2009
5,Chris Andersen,C,30,DEN,15,0,21.9,2.3,3.6,.630,0.0,0.1,.000,2.3,3.5,.642,.630,1.9,2.9,.659,1.9,4.4,6.3,0.6,0.3,2.1,0.5,2.8,6.5,18.4,.661,.019,.815,10.5,24.4,17.4,4.1,0.8,8.4,9.8,11.3,0.9,0.5,1.4,.203,0.5,2.4,3.0,0.4,2009
6,Carmelo Anthony,SF,24,DEN,16,16,38.3,9.1,20.1,.453,1.5,4.1,.364,7.6,16.0,.477,.491,7.4,9.0,.826,1.6,4.2,5.8,4.1,1.8,0.6,2.3,3.8,27.2,24.3,.564,.205,.447,5.0,13.3,9.1,19.8,2.4,1.4,8.8,31.5,1.9,0.6,2.6,.201,4.5,0.5,5.0,1.1,2009
7,Joel Anthony,C,26,MIA,6,2,14.7,0.7,0.8,.800,0.0,0.0,0,0.7,0.8,.800,.800,0.3,0.3,1.000,1.5,1.7,3.2,0.3,0.0,1.2,0.2,1.5,1.7,13.6,.850,.000,.400,14.0,13.4,13.6,3.7,0.0,6.9,14.5,4.0,0.2,0.1,0.3,.181,-0.1,2.8,2.6,0.1,2009
8,Trevor Ariza,SF,23,LAL,23,23,31.4,4.0,8.0,.497,1.7,3.7,.476,2.3,4.4,.515,.605,1.6,2.8,.563,1.0,3.3,4.2,2.3,1.6,0.4,1.7,3.2,11.3,14.7,.610,.454,.346,3.6,12.0,7.8,11.6,2.6,1.2,15.1,15.9,1.0,1.1,2.2,.143,1.3,2.5,3.8,1.0,2009
9,Hilton Armstrong,C,24,NOH,4,1,13.3,1.5,3.3,.462,0.0,0.0,0,1.5,3.3,.462,.462,0.8,2.5,.300,0.8,1.3,2.0,0.3,1.0,0.3,1.5,3.8,3.8,2.3,.431,.000,.769,6.6,12.0,9.2,4.0,4.0,1.6,25.6,21.0,-0.2,0.0,-0.2,-0.170,-10.0,0.0,-10.0,-0.1,2009
