,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Ray Allen*,SG,29,SEA,11,11,39.6,9.3,19.5,.474,2.8,7.5,.378,6.5,12.1,.534,.547,5.1,5.7,.889,1.1,3.2,4.3,3.9,1.3,0.4,3.1,2.0,26.5,23.5,.599,.381,.293,3.5,9.7,6.6,19.5,1.7,0.7,12.3,29.3,1.5,0.1,1.6,.178,7.5,-0.4,7.1,1.0,2005
1,Tony Allen,SG,23,BOS,7,3,12.9,1.1,2.6,.444,0.0,0.0,0,1.1,2.6,.444,.444,0.4,1.0,.429,0.6,1.1,1.7,0.3,0.4,0.3,0.7,2.4,2.7,4.8,.451,.000,.389,5.5,10.9,8.2,3.8,1.9,2.0,19.2,14.2,-0.1,0.1,0.0,.013,-6.3,-0.3,-6.6,-0.1,2005
2,Shandon Anderson,SF,31,MIA,8,0,12.1,0.4,1.5,.250,0.0,0.1,.000,0.4,1.4,.273,.250,0.3,0.3,1.000,0.4,2.0,2.4,1.0,0.6,0.0,0.8,1.3,1.0,4.4,.311,.083,.167,4.1,17.6,11.6,11.6,2.7,0.0,31.8,9.3,-0.2,0.2,0.0,.012,-4.0,2.9,-1.1,0.0,2005
3,Carmelo Anthony,SF,20,DEN,5,5,36.0,7.0,16.6,.422,0.0,0.2,.000,7.0,16.4,.427,.422,5.2,6.4,.813,2.8,2.6,5.4,2.0,0.6,0.2,2.6,4.0,19.2,14.4,.494,.012,.386,8.6,8.9,8.8,11.7,0.9,0.5,11.8,28.5,0.0,0.1,0.1,.018,1.4,-1.9,-0.5,0.1,2005
4,Gilbert Arenas,PG,23,WAS,10,10,45.0,7.3,19.4,.376,1.8,7.7,.234,5.5,11.7,.470,.423,7.2,9.4,.766,0.8,4.4,5.2,6.2,2.1,0.6,3.9,3.4,23.6,15.9,.501,.397,.485,1.9,11.1,6.4,24.2,2.4,1.1,14.2,26.3,0.2,0.4,0.6,.066,2.6,-0.9,1.7,0.4,2005
5,Darrell Armstrong,PG,36,DAL,9,0,7.3,0.9,1.8,.500,0.2,0.9,.250,0.7,0.9,.750,.563,0.0,0.0,0,0.3,0.1,0.4,1.0,0.3,0.2,0.2,1.0,2.0,13.9,.563,.500,.000,5.0,1.8,3.4,20.5,2.4,2.3,11.1,12.0,0.1,0.0,0.1,.102,1.9,2.7,4.6,0.1,2005
6,Carlos Arroyo,PG,25,DET,19,0,7.9,0.8,2.4,.356,0.0,0.1,.000,0.8,2.3,.364,.356,0.4,0.6,.667,0.1,0.5,0.5,2.1,0.2,0.1,0.5,1.0,2.1,10.6,.398,.022,.267,0.8,7.3,4.0,42.9,1.5,1.1,16.6,19.2,-0.1,0.2,0.2,.049,-2.4,0.8,-1.6,0.0,2005
7,Marcus Banks,PG,23,BOS,7,0,15.1,1.9,4.1,.448,0.4,0.9,.500,1.4,3.3,.435,.500,0.4,0.9,.500,0.1,1.4,1.6,1.0,0.6,0.0,0.9,2.3,4.6,8.2,.506,.207,.207,1.2,11.6,6.4,12.0,2.1,0.0,15.9,17.4,-0.1,0.2,0.1,.048,-4.4,0.1,-4.3,-0.1,2005
8,Leandro Barbosa,PG,22,PHO,12,0,9.7,1.0,2.9,.343,0.3,0.8,.400,0.7,2.1,.320,.400,0.2,0.3,.500,0.4,1.0,1.4,1.0,0.3,0.0,0.4,0.7,2.5,8.2,.408,.286,.114,5.0,11.0,8.2,13.6,1.3,0.0,12.0,16.0,0.0,0.0,0.0,-0.012,-2.0,-1.6,-3.6,0.0,2005
9,Brent Barry,SG,33,SAS,23,8,24.1,2.1,4.6,.457,1.2,2.9,.424,0.9,1.7,.513,.590,0.7,0.9,.810,0.6,1.9,2.4,1.9,0.7,0.2,1.2,1.9,6.1,10.5,.617,.629,.200,2.9,9.0,6.0,12.6,1.5,0.5,19.1,11.9,0.6,0.6,1.2,.107,0.0,1.5,1.6,0.5,2005
10,Jon Barry,SG,35,HOU,7,0,26.1,3.0,6.9,.438,1.6,3.3,.478,1.4,3.6,.400,.552,1.0,1.1,.875,0.1,4.0,4.1,1.3,0.7,0.0,0.9,1.9,8.6,12.5,.582,.479,.167,0.7,18.2,9.6,8.0,1.5,0.0,10.4,15.0,0.2,0.0,0.3,.070,-0.2,0.2,0.1,0.1,2005
11,Shane Battier,SG,26,MEM,4,4,29.8,3.3,7.8,.419,0.3,1.8,.143,3.0,6.0,.500,.435,0.5,1.3,.400,2.5,4.3,6.8,1.5,0.5,1.0,1.0,3.5,7.3,10.1,.437,.226,.161,9.1,17.9,13.2,6.7,0.9,2.9,10.8,14.2,0.0,-0.1,-0.1,-0.037,-2.6,-0.8,-3.4,0.0,2005
12,Travis Best,PG,32,NJN,4,0,20.5,2.3,5.5,.409,0.3,2.3,.111,2.0,3.3,.615,.432,2.0,2.3,.889,0.5,1.0,1.5,2.3,0.3,0.0,0.8,2.3,6.8,10.3,.520,.409,.409,2.5,6.4,4.2,19.8,0.6,0.0,10.4,16.0,0.1,0.0,0.1,.044,-1.0,-0.9,-1.9,0.0,2005
13,Mike Bibby,PG,26,SAC,5,5,40.0,7.2,18.4,.391,1.0,4.6,.217,6.2,13.8,.449,.418,4.2,5.4,.778,1.0,3.4,4.4,6.6,1.4,0.4,2.6,2.2,19.6,16.2,.472,.250,.293,2.8,11.3,6.7,26.6,1.9,0.8,11.1,25.9,0.1,-0.1,0.1,.021,1.7,-1.8,0.0,0.1,2005
14,Chauncey Billups,PG,28,DET,25,25,39.4,5.8,13.6,.428,1.8,5.0,.349,4.0,8.5,.474,.493,5.3,6.0,.893,0.9,3.4,4.3,6.5,1.0,0.2,2.0,2.8,18.7,20.0,.577,.372,.440,2.7,10.4,6.5,29.1,1.4,0.4,10.8,22.0,3.0,1.6,4.6,.224,4.9,1.4,6.3,2.0,2005
15,Steve Blake,PG,24,WAS,4,0,4.3,0.3,1.0,.250,0.0,0.3,.000,0.3,0.8,.333,.250,0.0,0.0,0,0.0,0.8,0.8,0.5,0.0,0.0,0.3,0.8,0.5,-0.9,.250,.250,.000,0.0,20.0,9.7,17.5,0.0,0.0,20.0,12.7,-0.1,0.0,0.0,-0.111,-9.6,-1.4,-11.0,0.0,2005
16,Mark Blount,C,29,BOS,4,0,10.8,1.0,3.5,.286,0.0,0.0,0,1.0,3.5,.286,.286,0.0,0.5,.000,0.8,0.8,1.5,0.3,0.0,0.0,1.3,1.5,2.0,-6.1,.269,.000,.143,8.7,8.6,8.6,4.0,0.0,0.0,25.2,22.6,-0.3,0.0,-0.2,-0.267,-10.9,-5.6,-16.5,-0.2,2005
17,Bruce Bowen,SF,33,SAS,23,23,35.4,2.0,5.6,.359,1.3,2.9,.433,0.7,2.7,.279,.473,0.5,0.7,.647,0.4,2.5,2.9,1.6,0.5,0.6,0.7,3.3,5.7,5.4,.487,.523,.133,1.3,8.1,4.8,6.7,0.7,1.1,10.0,8.7,0.3,0.7,1.0,.060,-2.4,1.5,-0.8,0.2,2005
