,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Tariq Abdul-Wahad,SG,24,SAC,5,5,19.8,3.0,6.6,.455,0.0,0.2,.000,3.0,6.4,.469,.455,2.6,3.2,.813,1.2,2.6,3.8,0.8,0.8,0.8,0.6,1.6,8.6,20.5,.537,.030,.485,6.9,15.7,11.2,8.1,2.2,2.8,7.0,20.0,0.3,0.1,0.4,.175,2.6,1.9,4.5,0.2,1999
1,Ray Allen*,SG,23,MIL,3,3,40.0,8.3,15.7,.532,3.0,6.3,.474,5.3,9.3,.571,.628,2.7,4.3,.615,2.7,4.7,7.3,4.3,1.0,0.3,3.7,3.0,22.3,23.7,.635,.404,.277,8.1,14.0,11.1,22.7,1.4,0.8,17.3,25.3,0.4,-0.1,0.3,.110,6.8,-0.8,6.0,0.2,1999
2,Nick Anderson,SF,31,ORL,4,4,38.0,7.3,19.8,.367,2.8,10.5,.262,4.5,9.3,.486,.437,3.5,4.8,.737,1.8,5.0,6.8,2.3,2.3,0.0,2.5,3.0,20.8,17.0,.475,.532,.241,5.1,14.7,9.9,15.3,3.3,0.0,10.3,29.0,0.1,0.1,0.3,.079,2.9,0.6,3.5,0.2,1999
3,Shandon Anderson,SG,25,UTA,11,0,27.0,3.4,7.0,.481,0.5,1.3,.429,2.8,5.7,.492,.519,2.2,3.1,.706,0.7,3.0,3.7,1.2,0.5,0.3,1.3,3.1,9.5,12.4,.565,.182,.442,3.3,12.7,8.2,8.1,1.1,0.9,13.2,17.1,0.4,0.3,0.7,.109,-0.2,1.0,0.8,0.2,1999
4,Greg Anthony,PG,31,POR,13,0,17.3,1.4,4.2,.327,0.6,2.4,.258,0.8,1.8,.417,.400,1.8,2.6,.676,0.3,0.8,1.1,2.5,1.0,0.1,0.7,1.9,5.2,14.0,.479,.564,.618,2.2,5.4,3.9,26.7,3.3,0.4,11.4,17.5,0.3,0.2,0.5,.102,0.5,2.4,2.9,0.3,1999
5,B.J. Armstrong,PG,31,ORL,2,0,1.5,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,-26.8,.000,.000,.000,0.0,0.0,0.0,57.7,0.0,0.0,50.0,30.1,0.0,0.0,0.0,-0.753,-21.2,-10.6,-31.8,0.0,1999
6,Darrell Armstrong,PG,30,ORL,4,4,40.8,4.3,11.5,.370,2.3,6.0,.375,2.0,5.5,.364,.467,4.0,4.0,1.000,1.5,3.5,5.0,6.3,2.3,0.0,6.3,4.0,14.8,12.0,.556,.522,.348,4.1,9.6,6.8,32.4,3.0,0.0,32.0,21.6,-0.1,0.1,0.0,.003,-0.5,-0.4,-0.9,0.0,1999
7,Keith Askins,SF,31,MIA,4,0,6.8,0.0,1.0,.000,0.0,0.8,.000,0.0,0.3,.000,.000,0.0,0.0,0,0.5,0.5,1.0,0.0,0.5,0.3,0.0,1.3,0.0,0.3,.000,.750,.000,9.5,9.2,9.4,0.0,4.4,3.1,0.0,7.8,-0.1,0.0,0.0,-0.077,-6.6,3.4,-3.2,0.0,1999
8,Stacey Augmon,SF,30,POR,13,0,13.5,0.8,2.2,.357,0.0,0.1,.000,0.8,2.1,.370,.357,1.2,1.4,.833,0.8,1.8,2.5,0.4,0.6,0.2,0.2,1.2,2.7,12.2,.487,.036,.643,7.2,16.0,11.7,5.1,2.6,1.4,7.7,11.0,0.2,0.2,0.4,.116,-1.1,3.0,1.8,0.2,1999
9,Isaac Austin,C,29,ORL,4,4,28.0,2.3,5.8,.391,0.0,0.5,.000,2.3,5.3,.429,.391,2.0,3.0,.667,1.8,2.3,4.0,2.0,1.0,0.8,2.0,3.5,6.5,8.6,.460,.087,.522,7.0,9.0,8.0,14.3,2.0,1.8,22.1,14.6,0.0,0.0,0.0,-0.002,-2.7,1.2,-1.5,0.0,1999
10,Thurl Bailey,PF,37,UTA,11,0,10.5,1.5,3.0,.515,0.0,0.0,0,1.5,3.0,.515,.515,0.3,0.4,.750,0.5,0.9,1.4,0.2,0.3,0.5,0.7,1.7,3.4,9.9,.532,.000,.121,5.3,9.9,7.7,3.4,1.5,4.5,18.7,17.8,0.0,0.1,0.1,.042,-3.3,1.5,-1.7,0.0,1999
11,Charles Barkley*,PF,35,HOU,4,4,39.3,9.0,17.0,.529,0.5,1.8,.286,8.5,15.3,.557,.544,5.0,7.5,.667,3.3,10.5,13.8,3.8,1.5,0.5,2.0,3.0,23.5,29.0,.579,.103,.441,9.2,29.5,19.4,20.2,2.0,1.0,9.0,25.6,0.7,0.1,0.8,.238,6.3,1.5,7.9,0.4,1999
12,Jon Barry,SG,29,SAC,5,0,22.4,2.4,6.8,.353,1.0,3.8,.263,1.4,3.0,.467,.426,2.2,2.4,.917,0.6,1.4,2.0,1.8,1.2,0.2,1.8,1.8,8.0,12.5,.509,.559,.353,3.1,7.5,5.2,14.9,2.9,0.6,18.6,19.8,0.0,0.1,0.1,.050,-0.6,-0.1,-0.7,0.0,1999
13,Travis Best,PG,26,IND,11,0,13.6,1.5,4.2,.348,0.2,0.9,.200,1.3,3.3,.389,.370,1.1,1.2,.923,0.6,0.9,1.5,1.9,0.4,0.1,1.3,3.1,4.2,7.4,.445,.217,.283,5.9,7.7,6.9,24.5,1.5,0.5,21.3,20.8,0.0,0.1,0.0,.012,-4.6,-1.6,-6.2,-0.2,1999
14,Mookie Blaylock,PG,31,ATL,9,9,39.8,4.9,15.0,.326,2.0,5.7,.353,2.9,9.3,.310,.393,0.8,1.7,.467,0.7,3.3,4.0,4.0,2.0,0.2,3.3,1.2,12.6,9.7,.399,.378,.111,2.0,10.7,6.2,21.3,2.9,0.4,17.5,23.5,-0.7,0.4,-0.3,-0.044,-0.9,0.0,-0.9,0.1,1999
15,Terrell Brandon,PG,28,MIN,4,4,40.3,7.8,17.3,.449,0.8,1.3,.600,7.0,16.0,.438,.471,3.0,3.3,.923,0.5,7.0,7.5,7.0,2.3,0.5,3.5,2.8,19.3,22.4,.515,.072,.188,1.3,20.9,10.6,36.7,3.2,0.9,15.8,25.8,0.2,0.2,0.5,.139,3.6,3.0,6.6,0.4,1999
16,Gerald Brown,SG,23,PHO,1,0,1.0,1.0,1.0,1.000,0.0,0.0,0,1.0,1.0,1.000,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,93.6,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0.0,0.0,0.0,1.525,39.2,8.3,47.5,0.0,1999
17,P.J. Brown,PF,29,MIA,5,5,28.8,4.2,9.0,.467,0.0,0.2,.000,4.2,8.8,.477,.467,1.8,2.0,.900,2.8,3.4,6.2,1.0,0.4,0.4,0.6,3.4,10.2,17.2,.516,.022,.222,12.5,14.7,13.6,8.3,0.8,1.2,5.7,19.1,0.3,0.1,0.4,.136,1.7,-0.7,1.0,0.1,1999
18,Rick Brunson,PG,26,NYK,9,0,2.0,0.2,0.6,.400,0.0,0.0,0,0.2,0.6,.400,.400,0.2,0.2,1.000,0.1,0.0,0.1,0.2,0.0,0.0,0.4,0.3,0.7,0.9,.510,.000,.400,6.8,0.0,3.4,20.1,0.0,0.0,40.5,27.1,-0.1,0.0,-0.1,-0.173,-8.0,-4.3,-12.3,0.0,1999
19,Kobe Bryant*,SG,20,LAL,8,8,39.4,7.6,17.8,.430,1.0,2.9,.348,6.6,14.9,.445,.458,3.5,4.4,.800,1.6,5.3,6.9,4.6,1.9,1.3,3.9,3.0,19.8,19.1,.502,.162,.246,4.5,16.3,10.0,21.7,2.5,2.5,16.5,27.2,0.2,0.2,0.4,.060,3.0,1.0,3.9,0.5,1999
20,Jud Buechler,SF,30,DET,5,0,16.8,0.6,3.0,.200,0.4,1.6,.250,0.2,1.4,.143,.267,0.0,0.0,0,0.8,1.8,2.6,0.6,0.6,0.2,0.6,1.2,1.6,3.6,.267,.533,.000,6.1,15.1,10.4,5.6,2.2,1.0,16.7,11.1,-0.2,0.1,-0.1,-0.048,-3.1,0.5,-2.6,0.0,1999
21,Matt Bullard,PF,31,HOU,2,0,4.0,1.0,1.0,1.000,0.5,0.5,1.000,0.5,0.5,1.000,1.250,1.0,1.0,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.5,48.4,1.215,.500,1.000,0.0,0.0,0.0,27.6,0.0,0.0,0.0,16.2,0.1,0.0,0.1,.576,20.8,3.8,24.6,0.1,1999
22,Marcus Camby,C,24,NYK,20,3,25.5,4.1,7.2,.566,0.0,0.1,.000,4.1,7.1,.570,.566,2.3,3.7,.616,2.6,5.1,7.7,0.3,1.2,1.9,0.8,3.8,10.4,24.8,.591,.007,.510,12.2,24.8,18.5,2.3,2.7,6.3,7.9,18.4,1.6,1.3,3.0,.280,2.5,4.4,6.9,1.2,1999
23,Antoine Carr,PF,37,HOU,4,0,9.3,1.0,2.8,.364,0.0,0.0,0,1.0,2.8,.364,.364,0.0,0.0,0,0.8,1.0,1.8,1.0,0.0,0.3,1.0,4.8,2.0,-3.2,.364,.000,.000,9.1,11.9,10.5,18.2,0.0,2.0,26.7,18.3,-0.1,0.0,-0.1,-0.111,-14.6,0.8,-13.8,-0.1,1999
