,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Alaa Abdelnaby,PF,23,POR,8,0,3.1,0.6,1.3,.500,0.0,0.0,0,0.6,1.3,.500,.500,0.3,0.5,.500,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.5,1.5,8.6,.510,.000,.400,0.0,19.4,9.8,12.9,0.0,0.0,14.5,23.7,0.0,0.0,0.0,-0.005,-4.2,-0.4,-4.6,0.0,1992
1,Rafael Addison,SF,27,NJN,1,0,9.0,2.0,7.0,.286,1.0,2.0,.500,1.0,5.0,.200,.357,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.6,.357,.286,.000,0.0,0.0,0.0,17.0,0.0,0.0,0.0,31.7,0.0,0.0,0.0,-0.134,1.2,-6.3,-5.1,0.0,1992
2,Mark Aguirre,SF,32,DET,5,0,22.6,3.2,9.6,.333,0.2,1.0,.200,3.0,8.6,.349,.344,2.4,3.2,.750,0.8,1.0,1.8,2.4,0.4,0.2,2.6,1.8,9.0,4.8,.409,.104,.333,4.3,4.9,4.6,21.1,1.0,0.6,19.1,29.0,-0.5,0.1,-0.3,-0.147,-3.8,-2.1,-5.9,-0.1,1992
3,Danny Ainge,SG,32,POR,21,0,21.4,3.9,8.0,.479,1.0,2.5,.404,2.9,5.6,.513,.541,1.9,2.2,.830,0.4,1.5,1.9,2.3,0.7,0.0,1.2,2.8,10.6,14.3,.585,.308,.278,2.2,8.6,5.4,17.0,1.7,0.2,11.6,20.6,0.8,0.4,1.2,.124,1.0,0.5,1.5,0.4,1992
4,Victor Alexander,C,22,GSW,4,0,6.0,0.8,1.3,.600,0.0,0.0,0,0.8,1.3,.600,.600,0.3,0.3,1.000,0.3,1.3,1.5,0.3,0.5,0.0,0.5,2.0,1.8,8.6,.643,.000,.200,4.5,25.6,14.4,5.5,4.0,0.0,26.9,12.7,0.0,0.0,0.0,.063,-5.4,2.9,-2.5,0.0,1992
5,Kenny Anderson,PG,21,NJN,3,0,8.0,1.0,3.0,.333,0.0,0.0,0,1.0,3.0,.333,.333,0.7,0.7,1.000,0.3,0.7,1.0,1.0,0.3,0.0,0.3,0.3,2.7,10.1,.405,.000,.222,4.1,9.8,6.7,16.7,2.1,0.0,9.2,18.5,0.0,0.0,0.0,-0.012,-2.8,-1.5,-4.2,0.0,1992
6,Greg Anthony,PG,24,NYK,12,0,17.8,1.6,3.8,.413,0.4,1.0,.417,1.2,2.8,.412,.467,1.7,2.8,.606,0.3,1.1,1.4,3.4,1.3,0.1,1.1,2.3,5.3,13.8,.520,.261,.717,2.3,7.5,4.9,31.3,4.3,0.3,17.7,16.1,0.2,0.5,0.6,.142,0.0,5.1,5.1,0.4,1992
7,B.J. Armstrong,PG,24,CHI,22,0,19.7,2.9,6.3,.453,0.2,0.8,.294,2.6,5.5,.475,.471,1.4,1.7,.789,0.1,1.0,1.1,2.1,0.6,0.0,0.8,1.5,7.3,11.4,.517,.122,.273,0.6,6.2,3.4,16.5,1.7,0.0,10.4,18.3,0.3,0.5,0.8,.090,-0.7,0.1,-0.6,0.2,1992
8,Vincent Askew,SG,25,GSW,4,0,7.5,0.3,2.0,.125,0.0,0.0,0,0.3,2.0,.125,.125,0.0,0.0,0,0.8,0.3,1.0,1.3,0.0,0.0,0.5,0.8,0.5,-1.1,.125,.000,.000,10.8,4.1,7.7,19.6,0.0,0.0,20.0,13.7,-0.1,0.0,-0.1,-0.186,-5.3,-4.5,-9.8,-0.1,1992
9,Keith Askins,SF,24,MIA,3,0,16.0,1.7,3.7,.455,1.0,1.7,.600,0.7,2.0,.333,.591,0.0,0.7,.000,1.3,1.7,3.0,1.0,0.3,0.0,0.3,2.3,4.3,10.2,.547,.455,.182,9.9,13.2,11.5,9.7,1.1,0.0,7.8,12.0,0.1,0.0,0.0,.020,1.0,-0.7,0.3,0.0,1992
