,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,STAR,Year
0,Kareem Abdul-Jabbar,C,32.0,LAL,82.0,,38.3,10.2,16.9,0.604,0.0,0.0,0.0,10.2,16.9,0.604,0.604,4.4,5.8,0.765,2.3,8.5,10.8,4.5,1.0,3.4,3.6,2.6,24.8,True,1980
1,Tom Abernethy,PF,25.0,GSW,67.0,,18.2,2.3,4.7,0.481,0.0,0.0,0.0,2.3,4.7,0.483,0.481,0.8,1.2,0.683,0.9,1.9,2.9,1.3,0.5,0.2,0.6,1.8,5.4,False,1980
2,Alvan Adams,C,25.0,PHO,75.0,,28.9,6.2,11.7,0.531,0.0,0.0,0.0,6.2,11.6,0.533,0.531,2.5,3.1,0.797,2.1,6.0,8.1,4.3,1.4,0.7,2.9,3.2,14.9,False,1980
3,Tiny Archibald,PG,31.0,BOS,80.0,80.0,35.8,4.8,9.9,0.482,0.1,0.2,0.222,4.7,9.7,0.488,0.485,4.5,5.4,0.83,0.7,1.7,2.5,8.4,1.3,0.1,3.0,2.7,14.1,True,1980
4,Dennis Awtrey,C,31.0,CHI,26.0,,21.5,1.0,2.3,0.45,0.0,0.0,,1.0,2.3,0.45,0.45,1.2,1.9,0.64,1.1,3.3,4.4,1.5,0.5,0.6,1.0,2.5,3.3,False,1980
5,Gus Bailey,SG,28.0,WSB,20.0,,9.0,0.8,1.8,0.457,0.1,0.1,1.0,0.8,1.7,0.441,0.471,0.3,0.7,0.385,0.3,1.1,1.4,1.3,0.4,0.2,0.6,0.9,1.9,False,1980
6,James Bailey,PF,22.0,SEA,67.0,,10.8,1.8,4.0,0.45,0.0,0.0,,1.8,4.0,0.45,0.45,1.0,1.5,0.673,1.1,1.9,2.9,0.4,0.3,0.8,1.2,1.7,4.7,False,1980
7,Greg Ballard,SF,25.0,WSB,82.0,,29.7,6.6,13.4,0.495,0.2,0.6,0.34,6.5,12.9,0.502,0.502,2.1,2.8,0.753,2.9,4.9,7.8,1.9,1.1,0.4,1.6,2.4,15.6,False,1980
8,Mike Bantom,SF,28.0,IND,77.0,,30.3,5.0,9.9,0.505,0.0,0.0,0.333,5.0,9.8,0.506,0.506,1.8,2.7,0.665,2.5,3.4,5.9,3.6,1.1,0.6,2.5,3.5,11.8,False,1980
9,Marvin Barnes,PF,27.0,SDC,20.0,,14.4,1.2,3.0,0.4,0.0,0.0,,1.2,3.0,0.4,0.4,0.8,1.6,0.5,1.7,2.2,3.9,0.9,0.3,0.6,0.9,2.6,3.2,False,1980
