,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,STAR,Year
0,Álex Abrines,SG,23.0,OKC,68.0,6.0,15.5,2.0,5.0,0.393,1.4,3.6,0.381,0.6,1.4,0.426,0.531,0.6,0.7,0.898,0.3,1.0,1.3,0.6,0.5,0.1,0.5,1.7,6.0,False,2017
1,Quincy Acy,PF,26.0,Traded,76.0,2.0,14.68,1.81,4.49,0.41,0.98,2.39,0.4,0.88,2.11,0.41,0.51,1.17,1.6,0.75,0.53,2.51,2.99,0.5,0.37,0.41,0.58,1.78,5.81,False,2017
2,Steven Adams,C,23.0,OKC,80.0,80.0,29.9,4.7,8.2,0.571,0.0,0.0,0.0,4.7,8.2,0.572,0.571,2.0,3.2,0.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3,False,2017
3,Arron Afflalo,SG,31.0,SAC,61.0,45.0,25.9,3.0,6.9,0.44,1.0,2.5,0.411,2.0,4.4,0.457,0.514,1.4,1.5,0.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,1.7,8.4,False,2017
4,Alexis Ajinça,C,28.0,NOP,39.0,15.0,15.0,2.3,4.6,0.5,0.0,0.1,0.0,2.3,4.5,0.511,0.5,0.7,1.0,0.725,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2.0,5.3,False,2017
5,Cole Aldrich,C,28.0,MIN,62.0,0.0,8.6,0.7,1.4,0.523,0.0,0.0,,0.7,1.4,0.523,0.523,0.2,0.4,0.682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,False,2017
6,LaMarcus Aldridge,PF,31.0,SAS,72.0,72.0,32.4,6.9,14.6,0.477,0.3,0.8,0.411,6.6,13.8,0.48,0.488,3.1,3.8,0.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,False,2017
7,Lavoy Allen,PF,27.0,IND,61.0,5.0,14.3,1.3,2.8,0.458,0.0,0.0,0.0,1.3,2.7,0.461,0.458,0.4,0.5,0.697,1.7,1.9,3.6,0.9,0.3,0.4,0.5,1.3,2.9,False,2017
8,Tony Allen,SG,35.0,MEM,71.0,66.0,27.0,3.9,8.4,0.461,0.2,0.8,0.278,3.6,7.6,0.479,0.473,1.1,1.8,0.615,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,9.1,False,2017
9,Al-Farouq Aminu,PF,26.0,POR,61.0,25.0,29.1,3.0,7.6,0.393,1.1,3.5,0.33,1.9,4.2,0.445,0.468,1.6,2.2,0.706,1.3,6.1,7.4,1.6,1.0,0.7,1.5,1.7,8.7,False,2017
