,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
14,CHI,1993,27.7,55,27,50,32,3.09,-0.22,2.87,106.1,102.7,3.4,91.9,0.273,0.09699999999999999,0.526,0.493,14.6,33.8,0.192,0.48200000000000004,15.3,70.8,0.225,Chicago Stadium,760816.0,
54,LAL,1993,26.5,33,49,29,53,-4.29,0.36,-3.93,104.8,109.3,-4.5,95.5,0.26899999999999996,0.11,0.503,0.466,12.8,33.2,0.193,0.49200000000000005,14.3,63.2,0.24,Great Western Forum,545915.0,14147.0
94,BOS,1993,27.8,32,50,29,53,-4.28,0.01,-4.28,104.2,108.7,-4.5,95.6,0.284,0.068,0.521,0.48200000000000004,13.5,29.3,0.207,0.494,13.7,67.8,0.23800000000000002,Boston Garden,604867.0,14890.0
134,SEA,1993,28.1,63,19,64,18,9.09,-0.41,8.68,111.1,101.5,9.6,95.1,0.344,0.105,0.547,0.501,13.7,34.4,0.256,0.479,18.2,67.3,0.272,Seattle Center Coliseum,601369.0,
163,UTA,1993,29.4,53,29,53,29,4.22,-0.12,4.1,108.6,104.1,4.5,93.1,0.354,0.083,0.537,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.267,Delta Center,814502.0,
194,MIA,1993,26.0,42,40,48,34,2.67,-0.27,2.4,109.5,106.7,2.8,93.8,0.322,0.145,0.5379999999999999,0.488,14.3,35.3,0.253,0.479,14.5,69.1,0.284,Miami Arena,617242.0,
234,PHI,1993,27.2,25,57,21,61,-7.62,0.25,-7.37,101.7,109.7,-8.0,95.7,0.31,0.138,0.518,0.478,15.0,28.0,0.221,0.502,12.8,66.6,0.177,The Spectrum,491769.0,
274,SAS,1993,29.0,55,27,56,26,5.26,-0.21,5.05,110.4,104.6,5.8,90.1,0.322,0.107,0.537,0.494,13.6,35.6,0.239,0.467,11.7,70.5,0.196,Alamodome,904190.0,18726.0
314,WAS,1993,25.8,24,58,22,60,-7.38,0.25,-7.13,104.5,112.2,-7.7,95.9,0.317,0.109,0.529,0.484,15.3,31.2,0.237,0.526,14.0,66.2,0.20600000000000002,US Airways Arena,619756.0,
354,POR,1993,28.6,47,35,48,34,2.63,-0.04,2.6,108.1,105.5,2.6,98.8,0.32299999999999995,0.10400000000000001,0.518,0.47200000000000003,12.5,34.4,0.24,0.49,14.8,70.8,0.235,Memorial Coliseum,528408.0,12888.0
388,SAC,1993,26.7,28,54,26,56,-5.77,0.44,-5.32,103.3,109.2,-5.9,97.5,0.326,0.10400000000000001,0.516,0.47100000000000003,14.2,30.4,0.239,0.499,14.2,66.4,0.252,ARCO Arena (II),710497.0,
428,HOU,1993,28.1,58,24,53,29,4.32,-0.12,4.19,105.9,101.4,4.5,95.0,0.294,0.191,0.545,0.507,15.0,27.6,0.218,0.45799999999999996,13.3,69.7,0.192,The Summit,615227.0,16611.0
526,GSW,1993,25.0,50,32,46,36,1.74,0.01,1.76,108.3,106.5,1.8,99.1,0.322,0.12,0.542,0.512,14.9,32.9,0.214,0.488,14.7,64.4,0.21,Oakland-Alameda County Coliseum Arena,616025.0,
566,DEN,1993,24.8,42,40,45,37,1.49,0.05,1.54,103.9,102.3,1.6,96.1,0.35700000000000004,0.08800000000000001,0.524,0.478,15.3,32.2,0.256,0.45299999999999996,13.4,69.6,0.252,McNichols Sports Arena,673738.0,17171.0
606,ATL,1993,28.7,57,25,56,26,5.27,-0.33,4.94,107.2,101.7,5.5,94.2,0.294,0.11800000000000001,0.523,0.48,13.6,34.6,0.221,0.475,16.0,67.7,0.185,Omni Coliseum,537547.0,
637,CHO,1993,27.6,41,41,40,42,-0.22,-0.01,-0.23,108.4,108.6,-0.2,97.5,0.301,0.129,0.5429999999999999,0.5,13.6,29.2,0.23,0.49200000000000005,13.2,67.0,0.205,Charlotte Coliseum,971609.0,
655,ORL,1993,25.8,50,32,52,30,3.89,-0.21,3.68,110.8,106.7,4.1,95.2,0.341,0.165,0.547,0.514,14.4,33.8,0.231,0.479,13.3,66.3,0.214,Orlando Arena,626931.0,
695,CLE,1993,27.9,47,35,52,30,4.02,-0.39,3.64,109.4,105.1,4.3,91.7,0.335,0.121,0.537,0.48700000000000004,12.8,31.8,0.258,0.484,14.5,69.0,0.215,Coliseum at Richfield,753686.0,
749,NYK,1993,28.9,57,25,60,22,6.99,-0.5,6.48,105.7,98.2,7.5,92.8,0.311,0.135,0.527,0.483,15.1,34.4,0.23199999999999998,0.451,16.0,71.4,0.261,Madison Square Garden (IV),810193.0,19763.0
789,IND,1993,27.2,47,35,51,31,3.45,-0.19,3.26,107.8,104.2,3.6,93.3,0.366,0.077,0.547,0.5,16.0,34.4,0.27,0.47100000000000003,14.9,68.0,0.267,Market Square Arena,531812.0,
829,MIL,1993,26.1,20,62,24,58,-6.48,0.24,-6.24,102.5,109.3,-6.8,94.5,0.32,0.15,0.512,0.47100000000000003,14.7,31.1,0.225,0.513,15.7,66.5,0.254,Bradley Center,634047.0,
864,LAC,1993,27.0,27,55,26,56,-5.72,0.44,-5.28,102.9,108.6,-5.7,99.6,0.297,0.11599999999999999,0.521,0.484,15.4,30.4,0.21100000000000002,0.494,14.0,64.1,0.213,Los Angeles Memorial Sports Arena,471034.0,
903,DAL,1993,25.3,13,69,19,63,-8.7,0.5,-8.19,100.4,109.6,-9.2,94.5,0.275,0.109,0.49200000000000005,0.449,15.0,33.7,0.205,0.513,15.8,66.1,0.28300000000000003,Reunion Arena,526414.0,
943,PHO,1993,28.7,56,26,54,28,4.84,-0.17,4.68,111.7,106.8,4.9,96.7,0.325,0.147,0.5479999999999999,0.509,13.9,35.2,0.23600000000000002,0.493,13.5,69.3,0.20199999999999999,America West Arena,779952.0,
983,DET,1993,27.5,20,62,21,61,-7.78,0.33,-7.46,102.7,110.9,-8.2,94.2,0.244,0.14800000000000002,0.511,0.47700000000000004,13.7,28.4,0.179,0.493,12.8,66.1,0.262,The Palace of Auburn Hills,806641.0,18410.0
1013,MIN,1993,26.2,20,62,23,59,-6.93,0.38,-6.55,101.9,109.2,-7.3,94.7,0.35200000000000004,0.085,0.525,0.47100000000000003,16.4,30.1,0.272,0.488,12.8,68.0,0.259,Target Center,733419.0,
1053,NJN,1993,26.6,45,37,47,35,2.2,-0.08,2.11,107.2,104.9,2.3,95.5,0.35100000000000003,0.096,0.515,0.461,12.7,34.0,0.267,0.475,13.5,69.1,0.212,Brendan Byrne Arena,658304.0,20049.0
