,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
18,CHI,1997,31.7,62,20,61,21,7.11,0.13,7.24,107.7,99.8,7.9,89.0,0.295,0.141,0.516,0.473,13.3,35.7,0.21899999999999997,0.457,14.7,70.6,0.22,United Center,983444.0,
58,LAL,1997,25.8,61,21,61,21,7.74,-0.87,6.88,111.9,103.7,8.2,93.6,0.42,0.21600000000000003,0.5589999999999999,0.519,14.0,31.6,0.285,0.467,14.1,68.8,0.245,Great Western Forum,676101.0,
98,BOS,1997,23.9,36,46,33,49,-2.62,0.66,-1.96,102.6,105.4,-2.8,93.3,0.28300000000000003,0.18,0.504,0.46399999999999997,14.6,32.8,0.20600000000000002,0.504,19.0,66.8,0.34299999999999997,FleetCenter,739422.0,
138,SEA,1997,31.1,61,21,61,21,7.17,-0.84,6.33,111.6,103.6,8.0,89.8,0.327,0.243,0.5579999999999999,0.521,13.4,28.7,0.23600000000000002,0.478,15.9,66.1,0.223,KeyArena at Seattle Center,699952.0,
167,UTA,1997,29.7,62,20,59,23,6.54,-0.81,5.73,112.7,105.4,7.3,89.2,0.433,0.11,0.569,0.51,14.8,32.3,0.33399999999999996,0.47100000000000003,13.5,71.0,0.271,Delta Center,815889.0,
198,MIA,1997,28.1,55,27,56,26,4.93,0.16,5.09,107.6,102.0,5.6,87.9,0.32899999999999996,0.244,0.5379999999999999,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257,Miami Arena,614861.0,
238,PHI,1997,25.4,31,51,34,48,-2.39,0.5,-1.89,102.8,105.4,-2.6,90.4,0.36700000000000005,0.126,0.514,0.462,15.4,32.5,0.271,0.48100000000000004,15.1,67.3,0.256,CoreStates Center,655417.0,
278,SAS,1997,28.7,56,26,53,29,3.99,-0.69,3.3,103.8,99.4,4.4,88.4,0.35,0.139,0.531,0.493,15.6,30.6,0.24100000000000002,0.43700000000000006,12.2,72.2,0.218,Alamodome,783455.0,
318,WAS,1997,26.7,42,40,43,39,0.59,0.53,1.11,105.2,104.5,0.7,91.8,0.317,0.139,0.513,0.47600000000000003,13.0,31.2,0.21899999999999997,0.48100000000000004,15.1,69.5,0.248,MCI Center,801240.0,
358,POR,1997,26.1,46,36,45,37,1.4,-0.57,0.83,104.0,102.4,1.6,90.0,0.348,0.16399999999999998,0.524,0.47600000000000003,15.8,33.0,0.256,0.46,13.4,71.4,0.249,Rose Garden Arena,846559.0,
392,SAC,1997,26.6,27,55,25,57,-5.59,-0.25,-5.83,100.8,106.9,-6.1,92.1,0.314,0.121,0.502,0.46399999999999997,14.3,30.2,0.215,0.48200000000000004,14.0,66.6,0.23,ARCO Arena (II),605443.0,
432,HOU,1997,32.0,41,41,39,43,-0.76,-0.47,-1.23,107.7,108.6,-0.9,91.0,0.326,0.256,0.544,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.20800000000000002,The Summit,670117.0,
466,TOR,1997,24.8,16,66,17,65,-9.27,0.94,-8.33,101.2,111.0,-9.8,92.6,0.302,0.159,0.504,0.462,15.1,32.1,0.217,0.508,14.9,62.9,0.235,SkyDome,674685.0,
530,GSW,1997,25.9,19,63,17,65,-9.12,-0.08,-9.2,95.8,105.7,-9.9,91.4,0.278,0.10099999999999999,0.46799999999999997,0.42700000000000005,15.1,33.7,0.19699999999999998,0.469,13.0,68.6,0.247,The Arena in Oakland,444922.0,
570,DEN,1997,26.5,11,71,12,70,-11.78,0.04,-11.74,99.0,112.1,-13.1,89.7,0.335,0.139,0.496,0.44,15.1,30.2,0.259,0.506,14.3,66.3,0.285,McNichols Sports Arena,380590.0,
610,ATL,1997,29.4,50,32,51,31,3.51,0.34,3.85,108.2,104.3,3.9,87.7,0.364,0.16,0.5329999999999999,0.48100000000000004,14.1,33.9,0.275,0.46799999999999997,13.0,69.1,0.19399999999999998,Georgia Dome,610615.0,
641,CHO,1997,29.2,51,31,47,35,2.0,0.45,2.45,107.5,105.3,2.2,89.4,0.345,0.142,0.542,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.22399999999999998,Charlotte Coliseum,959634.0,
659,ORL,1997,30.8,41,41,38,44,-1.07,0.54,-0.53,102.6,103.8,-1.2,87.1,0.331,0.141,0.499,0.452,14.5,34.2,0.24,0.478,14.8,66.9,0.20199999999999999,Orlando Arena,667322.0,
699,CLE,1997,24.6,47,35,49,33,2.73,0.33,3.06,102.2,99.1,3.1,89.9,0.35200000000000004,0.129,0.529,0.478,16.5,30.0,0.266,0.46,16.8,71.1,0.264,Gund Arena,694629.0,
753,NYK,1997,30.2,43,39,49,33,2.46,0.28,2.74,103.0,100.3,2.7,88.2,0.28300000000000003,0.17800000000000002,0.521,0.47600000000000003,14.7,29.5,0.218,0.455,14.7,74.0,0.282,Madison Square Garden (IV),810283.0,
793,IND,1997,29.7,58,24,59,23,6.09,0.16,6.25,108.4,101.6,6.8,87.9,0.34299999999999997,0.165,0.55,0.502,14.0,27.9,0.262,0.45299999999999996,14.4,67.8,0.23600000000000002,Market Square Arena,645302.0,
833,MIL,1997,27.6,36,46,35,47,-1.91,0.58,-1.33,103.5,105.6,-2.1,90.2,0.33899999999999997,0.11,0.527,0.475,15.8,31.4,0.26,0.485,15.5,69.1,0.282,Bradley Center,638034.0,
868,LAC,1997,25.7,17,65,21,61,-7.37,-0.16,-7.53,103.3,111.2,-7.9,92.4,0.306,0.21899999999999997,0.518,0.47700000000000004,14.8,29.6,0.221,0.498,12.9,66.1,0.243,Los Angeles Memorial Sports Arena,254840.0,
907,DAL,1997,26.3,20,62,24,58,-6.11,-0.22,-6.33,100.5,107.2,-6.7,89.9,0.257,0.175,0.498,0.45799999999999996,13.6,27.6,0.19399999999999998,0.488,14.0,65.1,0.195,Reunion Arena,503936.0,
947,PHO,1997,28.2,56,26,56,26,5.18,-0.75,4.44,107.4,101.8,5.6,91.4,0.29,0.18,0.54,0.5,14.0,29.7,0.217,0.47100000000000003,15.3,70.0,0.22699999999999998,America West Arena,779943.0,
987,DET,1997,27.2,37,45,46,36,1.57,0.37,1.95,105.3,103.5,1.8,88.2,0.359,0.147,0.523,0.47200000000000003,14.0,30.9,0.267,0.474,14.8,70.2,0.243,The Palace of Auburn Hills,794567.0,
1017,MIN,1997,26.4,45,37,43,39,0.71,-0.54,0.17,107.8,107.1,0.7,92.6,0.32899999999999996,0.128,0.529,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24,Target Center,738590.0,
1057,NJN,1997,27.8,43,39,46,36,1.57,0.31,1.88,108.3,106.6,1.7,91.0,0.33899999999999997,0.135,0.513,0.46299999999999997,12.9,36.7,0.253,0.499,16.7,66.4,0.258,Continental Airlines Arena,718514.0,
1074,VAN,1997,26.5,19,63,22,60,-7.3,-0.17,-7.47,104.1,112.0,-7.9,92.1,0.327,0.13699999999999998,0.527,0.48200000000000004,15.8,31.5,0.242,0.507,13.0,66.9,0.24,General Motors Place,660457.0,
