,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
35,CHI,2014,28.8,50,32,50,32,3.0,-0.46,2.54,107.5,104.3,3.2,92.8,0.304,0.26899999999999996,0.536,0.489,12.9,27.0,0.23800000000000002,0.473,11.3,74.4,0.182,United Center,886612.0,21625.0
75,LAL,2014,27.0,21,61,23,59,-6.84,0.67,-6.17,103.4,110.6,-7.2,94.0,0.276,0.22,0.513,0.473,12.1,25.4,0.204,0.518,12.1,76.3,0.231,STAPLES Center,768244.0,18738.0
115,BOS,2014,25.0,40,42,41,41,0.16,-0.56,-0.4,104.7,104.5,0.2,95.8,0.233,0.28,0.523,0.489,12.5,24.7,0.17600000000000002,0.494,13.7,75.0,0.20800000000000002,TD Garden,721350.0,17594.0
184,UTA,2014,23.4,38,44,42,40,0.22,0.49,0.71,105.1,104.9,0.2,90.4,0.297,0.27399999999999997,0.531,0.494,14.6,29.1,0.214,0.491,12.8,76.3,0.19899999999999998,EnergySolutions Arena,772059.0,18831.0
215,MIA,2014,28.5,37,45,33,49,-2.6,-0.32,-2.92,103.9,106.7,-2.8,90.9,0.306,0.262,0.54,0.5,14.5,23.2,0.22699999999999998,0.505,14.2,73.4,0.213,AmericanAirlines Arena,808223.0,19713.0
255,PHI,2014,23.2,18,64,18,64,-8.98,-0.07,-9.04,95.5,104.8,-9.3,95.7,0.28800000000000003,0.319,0.494,0.45899999999999996,16.0,25.5,0.195,0.49700000000000005,15.2,73.0,0.225,Wells Fargo Center,571572.0,13941.0
295,SAS,2014,29.8,55,27,58,24,6.2,0.14,6.34,108.5,102.0,6.5,93.8,0.256,0.26899999999999996,0.555,0.517,13.1,23.4,0.2,0.484,13.3,77.3,0.19,AT&T Center,762855.0,18606.0
335,WAS,2014,28.6,46,36,43,39,0.72,-0.55,0.17,103.7,103.0,0.7,93.7,0.259,0.203,0.534,0.499,14.0,24.9,0.192,0.48100000000000004,12.9,77.3,0.21,Verizon Center,747796.0,18239.0
375,POR,2014,27.0,51,31,53,29,4.23,0.18,4.41,108.2,103.7,4.5,94.2,0.225,0.316,0.544,0.508,12.6,24.2,0.18,0.47600000000000003,11.3,76.2,0.182,Moda Center,798368.0,19472.0
409,SAC,2014,26.0,29,53,31,51,-3.71,0.64,-3.07,105.3,109.2,-3.9,95.4,0.363,0.204,0.542,0.49,14.8,26.5,0.276,0.507,11.8,75.2,0.2,Sleep Train Arena,680049.0,16587.0
449,HOU,2014,27.6,56,26,50,32,3.44,0.38,3.82,107.0,103.4,3.6,96.5,0.312,0.392,0.5479999999999999,0.512,15.0,26.8,0.223,0.486,14.6,72.9,0.20800000000000002,Toyota Center,747412.0,18230.0
483,TOR,2014,26.1,49,33,49,33,3.07,-0.62,2.45,111.0,107.7,3.3,92.8,0.295,0.302,0.5529999999999999,0.508,12.0,25.6,0.23199999999999998,0.506,13.4,73.3,0.20800000000000002,Air Canada Centre,809824.0,19752.0
507,MEM,2014,29.6,55,27,50,32,3.24,0.38,3.62,105.7,102.2,3.5,92.0,0.276,0.184,0.531,0.489,12.6,24.7,0.214,0.49200000000000005,14.5,75.3,0.183,FedEx Forum,710502.0,17329.0
547,GSW,2014,26.6,67,15,65,17,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.239,0.311,0.5710000000000001,0.54,13.1,24.1,0.184,0.47,14.3,74.5,0.217,Oracle Arena,803436.0,19596.0
587,DEN,2014,26.4,30,52,31,51,-3.55,0.48,-3.07,104.5,108.2,-3.7,96.1,0.278,0.284,0.518,0.479,12.7,26.6,0.204,0.504,13.0,74.7,0.239,Pepsi Center,602707.0,14700.0
627,ATL,2014,27.8,60,22,56,26,5.43,-0.68,4.75,108.9,103.1,5.8,93.9,0.259,0.321,0.563,0.527,13.5,21.4,0.201,0.49200000000000005,14.9,73.4,0.185,Philips Arena,713909.0,17412.0
646,CHO,2014,26.0,33,49,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,0.26899999999999996,0.226,0.498,0.456,11.2,22.1,0.20199999999999999,0.48700000000000004,12.0,79.3,0.188,Time Warner Cable Arena,704886.0,17192.0
676,ORL,2014,24.3,25,57,25,57,-5.72,-0.15,-5.87,101.6,107.7,-6.1,93.8,0.23,0.235,0.524,0.494,14.0,23.1,0.168,0.514,13.6,76.0,0.21,Amway Center,688194.0,16785.0
716,CLE,2014,26.9,53,29,53,29,4.48,-0.4,4.08,111.1,106.3,4.8,92.3,0.287,0.33399999999999996,0.557,0.52,13.4,26.8,0.21600000000000003,0.502,12.6,74.7,0.177,Quicken Loans Arena,843042.0,20562.0
770,NYK,2014,26.9,17,65,17,65,-9.32,-0.18,-9.5,99.9,110.0,-10.1,91.2,0.23399999999999999,0.24,0.508,0.47,14.0,24.5,0.18,0.512,13.3,73.1,0.23399999999999999,Madison Square Garden (IV),812292.0,19812.0
810,IND,2014,28.3,38,44,42,40,0.28,-0.51,-0.23,103.5,103.2,0.3,93.2,0.266,0.255,0.523,0.484,13.1,24.0,0.201,0.478,12.0,77.9,0.217,Bankers Life Fieldhouse,691434.0,16864.0
850,MIL,2014,24.6,41,41,42,40,0.43,-0.52,-0.09,102.7,102.2,0.5,94.1,0.258,0.223,0.536,0.499,15.5,25.4,0.195,0.48700000000000004,15.9,73.3,0.221,BMO Harris Bradley Center,593910.0,14813.0
885,LAC,2014,28.8,56,26,58,24,6.59,0.22,6.8,112.4,105.5,6.9,94.7,0.303,0.322,0.565,0.5329999999999999,11.6,22.8,0.215,0.493,13.2,75.7,0.231,STAPLES Center,785892.0,19168.0
924,DAL,2014,29.9,50,32,49,33,2.9,0.46,3.36,109.5,106.4,3.1,95.2,0.262,0.29600000000000004,0.55,0.515,11.9,23.6,0.19699999999999998,0.503,14.7,72.2,0.204,American Airlines Center,827702.0,20188.0
964,PHO,2014,25.7,39,43,38,44,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.251,0.29100000000000004,0.537,0.501,13.7,24.5,0.191,0.49700000000000005,14.0,73.5,0.221,US Airways Center,693862.0,16923.0
1004,DET,2014,25.9,32,50,38,44,-1.0,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.261,0.29,0.515,0.48200000000000004,12.3,27.7,0.184,0.502,13.2,75.0,0.192,The Palace of Auburn Hills,625917.0,15266.0
1034,MIN,2014,24.4,16,66,19,63,-8.79,0.79,-8.0,102.9,112.2,-9.3,94.4,0.309,0.179,0.517,0.46799999999999997,13.7,26.6,0.24,0.537,13.9,71.6,0.187,Target Center,595652.0,14416.0
1084,OKC,2014,25.4,45,37,47,35,2.18,0.28,2.47,107.8,105.5,2.3,95.7,0.284,0.262,0.532,0.49200000000000005,13.1,28.9,0.214,0.489,12.4,75.6,0.213,Chesapeake Energy Arena,746323.0,18203.0
1090,NOP,2014,25.3,45,37,43,39,0.79,0.34,1.13,108.2,107.3,0.9,91.4,0.263,0.233,0.537,0.501,12.5,27.1,0.198,0.496,11.7,75.1,0.195,Smoothie King Center,683757.0,16677.0
1097,BRK,2014,28.6,38,44,33,49,-2.88,-0.25,-3.13,104.4,107.4,-3.0,92.7,0.267,0.24,0.529,0.491,13.0,23.9,0.2,0.506,12.9,73.7,0.185,Barclays Center,698529.0,17037.0
