,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
511,MEM,2018,27.7,33,49,34,48,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.272,0.342,0.5479999999999999,0.508,12.9,20.0,0.21,0.521,13.9,77.6,0.23199999999999998,FedEx Forum,638332.0,15569.0
551,GSW,2018,28.4,57,25,56,26,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.22699999999999998,0.384,0.596,0.565,12.6,22.5,0.182,0.508,11.7,77.1,0.205,Oracle Arena,803436.0,19596.0
591,DEN,2018,24.9,54,28,51,31,3.95,0.24,4.19,113.0,108.9,4.1,97.7,0.23199999999999998,0.348,0.5579999999999999,0.527,11.9,26.6,0.175,0.521,12.3,78.0,0.19399999999999998,Pepsi Center,756457.0,18450.0
631,ATL,2018,25.1,29,53,27,55,-6.02,-0.04,-6.06,108.1,113.9,-5.8,103.9,0.255,0.40299999999999997,0.555,0.522,14.3,24.7,0.192,0.541,12.8,76.4,0.237,State Farm Arena,628440.0,15328.0
650,CHO,2018,26.6,39,43,38,44,-1.1,-0.22,-1.32,111.4,112.5,-1.1,98.7,0.257,0.37799999999999995,0.5539999999999999,0.514,10.9,21.7,0.205,0.5379999999999999,12.1,77.1,0.179,Spectrum Center,676570.0,16502.0
680,ORL,2018,25.7,42,40,43,39,0.71,-0.43,0.28,108.9,108.1,0.8,98.1,0.21600000000000003,0.36,0.55,0.518,11.9,22.0,0.168,0.515,11.8,79.7,0.18600000000000003,Amway Center,720024.0,17431.0
720,CLE,2018,25.2,19,63,19,63,-9.61,0.22,-9.39,107.7,117.6,-9.9,96.6,0.23600000000000002,0.332,0.54,0.503,12.2,23.7,0.187,0.564,11.5,77.0,0.18100000000000002,Quicken Loans Arena,793337.0,19350.0
774,NYK,2018,23.4,17,65,19,63,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,0.27,0.33399999999999996,0.529,0.49,12.4,22.1,0.205,0.5329999999999999,11.7,76.1,0.203,Madison Square Garden (IV),779087.0,19002.0
814,IND,2018,27.0,48,34,50,32,3.33,-0.57,2.76,109.9,106.5,3.4,98.1,0.242,0.292,0.561,0.53,12.4,21.9,0.182,0.516,14.1,76.2,0.184,Bankers Life Fieldhouse,689310.0,16812.0
854,MIL,2018,26.9,60,22,61,21,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,0.55,12.0,20.8,0.19699999999999998,0.503,11.5,80.3,0.162,Fiserv Forum,721692.0,17602.0
889,LAC,2018,27.2,48,34,43,39,0.85,0.23,1.09,112.4,111.5,0.9,101.7,0.326,0.295,0.575,0.529,12.7,22.0,0.258,0.514,11.4,76.0,0.22399999999999998,STAPLES Center,710327.0,17325.0
928,DAL,2018,26.9,33,49,38,44,-1.28,0.42,-0.87,109.4,110.7,-1.3,99.0,0.29100000000000004,0.42200000000000004,0.555,0.519,12.7,22.7,0.21600000000000003,0.522,11.6,77.5,0.191,American Airlines Center,820569.0,20014.0
968,PHO,2018,24.0,19,63,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.20199999999999999,0.545,13.5,72.5,0.23600000000000002,Talking Stick Resort Arena,627023.0,15293.0
1008,DET,2018,26.9,41,41,40,42,-0.24,-0.31,-0.56,109.0,109.2,-0.2,97.4,0.262,0.39399999999999996,0.544,0.509,12.3,24.8,0.195,0.526,12.8,78.7,0.21100000000000002,Little Caesars Arena,675963.0,16487.0
1038,MIN,2018,26.2,36,46,37,45,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,0.5379999999999999,12.9,74.9,0.19,Target Center,627543.0,15306.0
1088,OKC,2018,25.7,49,33,50,32,3.4,0.15,3.56,110.3,107.0,3.3,102.8,0.266,0.34700000000000003,0.545,0.514,11.7,26.0,0.19,0.523,14.4,78.2,0.20600000000000002,Chesapeake Energy Arena,746323.0,18203.0
1094,NOP,2018,25.7,33,49,38,44,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.254,0.324,0.563,0.529,12.6,24.1,0.193,0.532,11.6,76.8,0.193,Smoothie King Center,656183.0,16004.0
1101,BRK,2018,25.4,42,40,41,41,-0.07,-0.33,-0.4,109.6,109.7,-0.1,100.8,0.284,0.40299999999999997,0.556,0.52,13.0,23.8,0.21100000000000002,0.512,11.6,76.4,0.19,Barclays Center,612597.0,14941.0
