,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
639,CHO,1995,27.8,41,41,39,43,-0.57,0.09,-0.48,111.2,111.8,-0.6,91.6,0.32,0.23,0.5579999999999999,0.514,14.1,29.5,0.24600000000000002,0.529,13.9,70.3,0.217,Charlotte Coliseum,985722.0,24042.0
657,ORL,1995,27.7,60,22,56,26,5.56,-0.16,5.4,112.9,106.9,6.0,91.8,0.336,0.248,0.562,0.529,13.2,29.0,0.23199999999999998,0.491,14.0,68.8,0.223,Orlando Arena,707168.0,17248.0
697,CLE,1995,27.5,47,35,49,33,2.59,-0.09,2.49,109.9,106.7,3.2,82.3,0.29600000000000004,0.264,0.551,0.51,13.7,28.6,0.226,0.506,16.3,70.2,0.242,Gund Arena,730095.0,
751,NYK,1995,30.4,47,35,48,34,2.32,-0.08,2.24,106.0,103.5,2.5,91.0,0.306,0.201,0.55,0.509,14.9,25.5,0.23199999999999998,0.47600000000000003,14.8,71.1,0.251,Madison Square Garden (IV),810283.0,
791,IND,1995,29.4,52,30,50,32,3.24,-0.14,3.11,110.8,107.2,3.6,89.3,0.389,0.157,0.56,0.509,15.5,33.0,0.294,0.491,14.7,69.3,0.271,Market Square Arena,673967.0,
831,MIL,1995,27.5,25,57,26,56,-5.3,0.38,-4.92,105.6,111.5,-5.9,90.2,0.295,0.163,0.534,0.495,15.0,29.7,0.218,0.52,14.1,68.4,0.248,Bradley Center,647088.0,
866,LAC,1995,25.2,29,53,31,51,-3.6,0.13,-3.46,106.5,110.3,-3.8,93.2,0.3,0.20800000000000002,0.544,0.511,15.3,29.3,0.21,0.512,15.2,67.9,0.282,Los Angeles Memorial Sports Arena,405495.0,
905,DAL,1995,25.1,26,56,28,54,-4.9,0.19,-4.71,106.1,111.2,-5.1,95.4,0.266,0.27399999999999997,0.507,0.47,13.3,34.1,0.192,0.526,14.7,68.6,0.222,Reunion Arena,684138.0,
945,PHO,1995,27.9,41,41,42,40,0.33,-0.05,0.28,110.3,110.0,0.3,93.2,0.37,0.147,0.551,0.498,13.5,29.8,0.28600000000000003,0.511,13.3,71.4,0.225,America West Arena,779943.0,
985,DET,1995,26.8,46,36,49,33,2.5,-0.05,2.45,107.9,105.1,2.8,87.7,0.36,0.221,0.551,0.504,14.6,28.0,0.271,0.483,13.7,71.7,0.22899999999999998,The Palace of Auburn Hills,730573.0,
1015,MIN,1995,26.4,26,56,26,56,-5.35,0.22,-5.14,104.1,109.8,-5.7,93.5,0.35700000000000004,0.132,0.535,0.48,16.0,29.8,0.27699999999999997,0.509,15.0,68.7,0.267,Target Center,585669.0,
1055,NJN,1995,27.4,30,52,29,53,-4.23,0.09,-4.14,101.9,106.5,-4.6,90.9,0.332,0.111,0.49700000000000005,0.445,15.1,36.4,0.248,0.495,14.5,70.9,0.223,Brendan Byrne Arena,638144.0,
1072,VAN,1995,27.2,15,67,15,67,-9.98,0.43,-9.55,97.6,108.5,-10.9,91.0,0.308,0.174,0.5,0.456,15.5,27.3,0.223,0.51,16.1,66.3,0.24100000000000002,General Motors Place,654013.0,19193.0
